backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
300M,chip_032_183_merged.tif,0.8,2,107938789,156,45.9679,45.9679,0.0,46.0423,46.0423,-0.0,0.003589,0.003532
300M,chip_032_183_merged.tif,0.8,3,1775476919,156,45.9602,45.9602,-0.0,46.567,46.567,-0.0,0.003591,0.003312
300M,chip_032_183_merged.tif,0.8,4,1394870288,156,42.3799,42.3799,-0.0,46.2165,46.2165,-0.0,0.005607,0.003442
300M,chip_036_147_merged.tif,0.2,0,1151733073,39,37.2959,37.2959,0.0,39.068,39.068,0.0,0.007819,0.00727
300M,chip_036_147_merged.tif,0.2,1,671787555,39,36.5605,36.5605,0.0,40.1692,40.1692,-0.0,0.009863,0.006517
300M,chip_036_147_merged.tif,0.2,2,291180924,39,36.5837,36.5837,0.0,39.3667,39.3667,-0.0,0.008902,0.007148
300M,chip_036_147_merged.tif,0.2,3,2058057941,39,38.3103,38.3103,-0.0,39.2983,39.2983,0.0,0.00779,0.00697
300M,chip_036_147_merged.tif,0.2,4,1578112423,39,34.9071,34.9071,-0.0,39.8112,39.8112,0.0,0.011315,0.006537
300M,chip_036_147_merged.tif,0.4,0,991117740,78,37.7326,37.7326,0.0,39.9247,39.9247,-0.0,0.007774,0.006575
300M,chip_036_147_merged.tif,0.4,1,511172222,78,37.715,37.715,-0.0,39.1845,39.1845,0.0,0.007789,0.006958
300M,chip_036_147_merged.tif,0.4,2,130565591,78,35.9402,35.9402,-0.0,39.2972,39.2972,-0.0,0.009838,0.006948
300M,chip_036_147_merged.tif,0.4,3,1798103721,78,35.0427,35.0427,-0.0,39.7535,39.7535,-0.0,0.01014,0.006724
300M,chip_036_147_merged.tif,0.4,4,1417497090,78,38.2313,38.2313,0.0,38.0361,38.0361,0.0,0.007591,0.007347
300M,chip_036_147_merged.tif,0.6,0,1001419509,117,37.5404,37.5404,-0.0,38.5766,38.5766,0.0,0.008079,0.00709
300M,chip_036_147_merged.tif,0.6,1,620812878,117,37.4888,37.4888,0.0,39.126,39.126,0.0,0.007862,0.006851
300M,chip_036_147_merged.tif,0.6,2,240206247,117,37.4078,37.4078,-0.0,39.2754,39.2754,-0.0,0.008001,0.006653
300M,chip_036_147_merged.tif,0.6,3,1907744377,117,37.9108,37.9108,0.0,39.6168,39.6168,0.0,0.007697,0.006606
300M,chip_036_147_merged.tif,0.6,4,1527137746,117,37.4741,37.4741,0.0,37.4952,37.4952,0.0,0.008189,0.007398
300M,chip_036_147_merged.tif,0.8,0,1912710985,156,37.2884,37.2884,0.0,37.5994,37.5994,0.0,0.008034,0.00752
300M,chip_036_147_merged.tif,0.8,1,1432765467,156,37.4943,37.4943,-0.0,37.2732,37.2732,0.0,0.007781,0.007987
300M,chip_036_147_merged.tif,0.8,2,1052158836,156,35.4161,35.4161,-0.0,39.2339,39.2339,-0.0,0.009468,0.006768
300M,chip_036_147_merged.tif,0.8,3,671552205,156,37.2733,37.2733,0.0,37.7466,37.7466,0.0,0.008137,0.007518
300M,chip_036_147_merged.tif,0.8,4,191606687,156,37.2829,37.2829,0.0,37.4033,37.4033,0.0,0.008128,0.007754
300M,chip_037_102_merged.tif,0.2,0,398483738,39,37.9408,37.9408,0.0,40.0885,40.0885,-0.0,0.008243,0.00676
300M,chip_037_102_merged.tif,0.2,1,17877107,39,33.0694,33.0694,0.0,40.0495,40.0495,0.0,0.012843,0.006468
300M,chip_037_102_merged.tif,0.2,2,1685415237,39,39.5413,39.5413,-0.0,41.0545,41.0545,0.0,0.006707,0.006034
300M,chip_037_102_merged.tif,0.2,3,1304808606,39,37.9411,37.9411,-0.0,39.8763,39.8763,0.0,0.008243,0.0068
300M,chip_037_102_merged.tif,0.2,4,824863088,39,37.0268,37.0268,-0.0,40.7329,40.7329,0.0,0.009782,0.00597
300M,chip_037_102_merged.tif,0.4,0,237868405,78,32.0966,32.0966,-0.0,36.9703,36.9703,0.0,0.013629,0.00776
300M,chip_037_102_merged.tif,0.4,1,1905406535,78,33.0323,33.0323,-0.0,39.8546,39.8546,0.0,0.013528,0.006404
300M,chip_037_102_merged.tif,0.4,2,1524799904,78,31.8063,31.8063,-0.0,37.8517,37.8517,-0.0,0.015246,0.007322
300M,chip_037_102_merged.tif,0.4,3,1044854386,78,35.7064,35.7064,-0.0,40.1891,40.1891,-0.0,0.010685,0.006334
300M,chip_037_102_merged.tif,0.4,4,664247755,78,31.2608,31.2608,-0.0,39.4386,39.4386,-0.0,0.014782,0.006562
300M,chip_037_102_merged.tif,0.6,0,1642053846,117,32.4725,32.4725,0.0,39.182,39.182,-0.0,0.014161,0.007068
300M,chip_037_102_merged.tif,0.6,1,1162108328,117,33.7975,33.7975,0.0,36.5523,36.5523,0.0,0.011869,0.007927
300M,chip_037_102_merged.tif,0.6,2,781501697,117,33.6063,33.6063,0.0,38.5772,38.5772,0.0,0.011939,0.007415
300M,chip_037_102_merged.tif,0.6,3,301556179,117,33.9904,33.9904,0.0,38.3794,38.3794,0.0,0.012258,0.007181
300M,chip_037_102_merged.tif,0.6,4,2068433196,117,33.7359,33.7359,-0.0,40.1655,40.1655,0.0,0.012133,0.006502
300M,chip_037_102_merged.tif,0.8,0,1159461650,156,32.5992,32.5992,-0.0,36.3973,36.3973,-0.0,0.012774,0.008684
300M,chip_037_102_merged.tif,0.8,1,778855019,156,32.9131,32.9131,0.0,37.6888,37.6888,-0.0,0.01314,0.007657
300M,chip_037_102_merged.tif,0.8,2,298909501,156,32.5541,32.5541,0.0,37.687,37.687,0.0,0.013297,0.007746
300M,chip_037_102_merged.tif,0.8,3,2065786518,156,32.6127,32.6127,0.0,38.134,38.134,-0.0,0.012742,0.007627
300M,chip_037_102_merged.tif,0.8,4,1585841000,156,32.5514,32.5514,0.0,34.8058,34.8058,-0.0,0.01329,0.010099
300M,chip_038_107_merged.tif,0.2,0,1677005883,39,37.8828,37.8828,0.0,38.8084,38.8084,-0.0,0.008763,0.007685
300M,chip_038_107_merged.tif,0.2,1,1296399252,39,35.4527,35.4527,0.0,38.0563,38.0563,-0.0,0.011467,0.008228
300M,chip_038_107_merged.tif,0.2,2,816453734,39,35.4532,35.4532,0.0,39.4,39.4,-0.0,0.011467,0.007254
300M,chip_038_107_merged.tif,0.2,3,435847103,39,35.6701,35.6701,0.0,37.6898,37.6898,0.0,0.010966,0.008284
300M,chip_038_107_merged.tif,0.2,4,55240472,39,34.0987,34.0987,-0.0,38.6218,38.6218,0.0,0.013163,0.007984
300M,chip_038_107_merged.tif,0.4,0,711069700,78,33.8291,33.8291,-0.0,39.1642,39.1642,0.0,0.010729,0.007405
300M,chip_038_107_merged.tif,0.4,1,231124182,78,35.2852,35.2852,-0.0,38.0057,38.0057,-0.0,0.011812,0.008
300M,chip_038_107_merged.tif,0.4,2,1998001199,78,33.8296,33.8296,-0.0,38.751,38.751,-0.0,0.010728,0.007571
300M,chip_038_107_merged.tif,0.4,3,1617394568,78,34.4089,34.4089,-0.0,38.5986,38.5986,-0.0,0.01274,0.00771
300M,chip_038_107_merged.tif,0.4,4,1137449050,78,33.8816,33.8816,0.0,38.917,38.917,0.0,0.010802,0.007481
300M,chip_038_107_merged.tif,0.6,0,2115255141,117,34.1682,34.1682,-0.0,36.7644,36.7644,0.0,0.011323,0.009182
300M,chip_038_107_merged.tif,0.6,1,1635309623,117,35.8623,35.8623,-0.0,37.1121,37.1121,0.0,0.010628,0.008692
300M,chip_038_107_merged.tif,0.6,2,1254702992,117,34.1653,34.1653,-0.0,38.4084,38.4084,0.0,0.011322,0.007859
300M,chip_038_107_merged.tif,0.6,3,874096361,117,35.2659,35.2659,0.0,38.3447,38.3447,-0.0,0.011445,0.00802
300M,chip_038_107_merged.tif,0.6,4,394150843,117,35.8525,35.8525,0.0,38.3051,38.3051,-0.0,0.010638,0.00802
300M,chip_038_107_merged.tif,0.8,0,1632662945,156,35.2477,35.2477,-0.0,36.9586,36.9586,0.0,0.011424,0.009063
300M,chip_038_107_merged.tif,0.8,1,1252056314,156,34.574,34.574,-0.0,36.6063,36.6063,0.0,0.012057,0.009477
300M,chip_038_107_merged.tif,0.8,2,772110796,156,33.8161,33.8161,0.0,35.9599,35.9599,-0.0,0.012437,0.009878
300M,chip_038_107_merged.tif,0.8,3,391504165,156,34.5671,34.5671,0.0,36.199,36.199,-0.0,0.012075,0.009731
300M,chip_038_107_merged.tif,0.8,4,2059042295,156,33.832,33.832,-0.0,36.3346,36.3346,-0.0,0.012412,0.009481
300M,chip_039_108_merged.tif,0.2,0,37686692,39,33.9761,33.9761,0.0,38.2552,38.2552,0.0,0.01387,0.008195
300M,chip_039_108_merged.tif,0.2,1,1804563709,39,33.9776,33.9776,0.0,37.9254,37.9254,-0.0,0.013869,0.008765
300M,chip_039_108_merged.tif,0.2,2,1324618191,39,35.7129,35.7129,-0.0,38.1317,38.1317,-0.0,0.011401,0.008431
300M,chip_039_108_merged.tif,0.2,3,944011560,39,32.3951,32.3951,0.0,38.3823,38.3823,-0.0,0.014174,0.008331
300M,chip_039_108_merged.tif,0.2,4,464066042,39,34.0134,34.0134,-0.0,39.1528,39.1528,0.0,0.013647,0.007641
300M,chip_039_108_merged.tif,0.4,0,2024555007,78,28.5394,28.5394,0.0,38.5406,38.5406,-0.0,0.02182,0.008062
300M,chip_039_108_merged.tif,0.4,1,1544609489,78,28.5397,28.5397,-0.0,37.7128,37.7128,0.0,0.02182,0.008621
300M,chip_039_108_merged.tif,0.4,2,1164002858,78,31.868,31.868,0.0,36.7141,36.7141,-0.0,0.016016,0.009196
300M,chip_039_108_merged.tif,0.4,3,783396227,78,28.5401,28.5401,0.0,38.3985,38.3985,-0.0,0.02182,0.008267
300M,chip_039_108_merged.tif,0.4,4,303450709,78,31.8696,31.8696,0.0,38.0667,38.0667,0.0,0.016013,0.008507
300M,chip_039_108_merged.tif,0.6,0,1281256800,117,29.7867,29.7867,-0.0,35.7833,35.7833,-0.0,0.018567,0.010147
300M,chip_039_108_merged.tif,0.6,1,900650169,117,29.9626,29.9626,0.0,36.8427,36.8427,0.0,0.018386,0.009455
300M,chip_039_108_merged.tif,0.6,2,420704651,117,28.6024,28.6024,0.0,36.8638,36.8638,-0.0,0.021289,0.009296
300M,chip_039_108_merged.tif,0.6,3,40098020,117,28.62,28.62,0.0,37.6109,37.6109,-0.0,0.021282,0.008875
300M,chip_039_108_merged.tif,0.6,4,1707636150,117,29.0837,29.0837,-0.0,36.0845,36.0845,-0.0,0.020631,0.009817
300M,chip_039_108_merged.tif,0.8,0,798664604,156,30.558,30.558,0.0,34.8372,34.8372,0.0,0.016988,0.011541
300M,chip_039_108_merged.tif,0.8,1,418057973,156,30.5603,30.5603,-0.0,34.6648,34.6648,0.0,0.016971,0.01122
300M,chip_039_108_merged.tif,0.8,2,2085596103,156,30.2574,30.2574,0.0,36.5352,36.5352,-0.0,0.017853,0.009787
300M,chip_039_108_merged.tif,0.8,3,1704989472,156,30.25,30.25,-0.0,33.78,33.78,-0.0,0.017861,0.01232
300M,chip_039_108_merged.tif,0.8,4,1225043954,156,30.5822,30.5822,-0.0,33.9045,33.9045,0.0,0.016936,0.012447
300M,chip_039_111_merged.tif,0.2,0,1727264021,39,32.7757,32.7757,-0.0,39.1763,39.1763,0.0,0.013471,0.007155
300M,chip_039_111_merged.tif,0.2,1,1346657390,39,36.6798,36.6798,0.0,38.2815,38.2815,0.0,0.010034,0.007783
300M,chip_039_111_merged.tif,0.2,2,866711872,39,37.0086,37.0086,-0.0,38.9142,38.9142,-0.0,0.008861,0.00744
300M,chip_039_111_merged.tif,0.2,3,486105241,39,36.3209,36.3209,0.0,37.9583,37.9583,0.0,0.010406,0.008007
300M,chip_039_111_merged.tif,0.2,4,105498610,39,37.0074,37.0074,-0.0,37.9762,37.9762,-0.0,0.008863,0.007605
300M,chip_039_111_merged.tif,0.4,0,1566648688,78,36.1554,36.1554,-0.0,38.6166,38.6166,0.0,0.010415,0.007588
300M,chip_039_111_merged.tif,0.4,1,1186042057,78,34.2882,34.2882,-0.0,38.6757,38.6757,0.0,0.01118,0.007406
300M,chip_039_111_merged.tif,0.4,2,706096539,78,37.4514,37.4514,0.0,38.0731,38.0731,0.0,0.008143,0.007855
300M,chip_039_111_merged.tif,0.4,3,325489908,78,37.451,37.451,0.0,38.9997,38.9997,-0.0,0.008143,0.007208
300M,chip_039_111_merged.tif,0.4,4,1993028038,78,34.7423,34.7423,-0.0,38.0521,38.0521,0.0,0.010231,0.007696
300M,chip_039_111_merged.tif,0.6,0,823350481,117,36.4722,36.4722,-0.0,37.8133,37.8133,0.0,0.008964,0.008079
300M,chip_039_111_merged.tif,0.6,1,442743850,117,36.3983,36.3983,0.0,38.5569,38.5569,0.0,0.009016,0.007518
300M,chip_039_111_merged.tif,0.6,2,2110281980,117,36.9135,36.9135,0.0,36.9008,36.9008,0.0,0.008512,0.008823
300M,chip_039_111_merged.tif,0.6,3,1729675349,117,36.933,36.933,-0.0,38.4484,38.4484,0.0,0.008505,0.00755
300M,chip_039_111_merged.tif,0.6,4,1249729831,117,35.3798,35.3798,0.0,38.2836,38.2836,0.0,0.009874,0.007717
300M,chip_039_111_merged.tif,0.8,0,340758285,156,36.9111,36.9111,0.0,37.2582,37.2582,0.0,0.008643,0.008435
300M,chip_039_111_merged.tif,0.8,1,2107635302,156,35.6468,35.6468,0.0,36.575,36.575,-0.0,0.009498,0.008864
300M,chip_039_111_merged.tif,0.8,2,1627689784,156,36.3372,36.3372,0.0,36.7492,36.7492,0.0,0.009341,0.008863
300M,chip_039_111_merged.tif,0.8,3,1247083153,156,36.914,36.914,-0.0,37.295,37.295,-0.0,0.00863,0.008438
300M,chip_039_111_merged.tif,0.8,4,767137635,156,36.9029,36.9029,-0.0,36.829,36.829,0.0,0.008699,0.008808
300M,chip_042_092_merged.tif,0.2,0,406649076,39,33.3496,33.3496,-0.0,38.7762,38.7762,0.0,0.012221,0.007485
300M,chip_042_092_merged.tif,0.2,1,2074187206,39,33.9768,33.9768,0.0,37.9409,37.9409,-0.0,0.012367,0.008023
300M,chip_042_092_merged.tif,0.2,2,1693580575,39,35.6384,35.6384,0.0,38.4747,38.4747,0.0,0.010915,0.007433
300M,chip_042_092_merged.tif,0.2,3,1312973944,39,32.1428,32.1428,-0.0,38.6177,38.6177,-0.0,0.014232,0.007326
300M,chip_042_092_merged.tif,0.2,4,833028426,39,26.8728,26.8728,0.0,36.7289,36.7289,-0.0,0.022719,0.009185
300M,chip_042_092_merged.tif,0.4,0,1488857654,78,31.6914,31.6914,0.0,38.4293,38.4293,-0.0,0.014244,0.007199
300M,chip_042_092_merged.tif,0.4,1,1108251023,78,31.6913,31.6913,0.0,34.9841,34.9841,-0.0,0.014243,0.009108
300M,chip_042_092_merged.tif,0.4,2,727644392,78,31.692,31.692,-0.0,34.5816,34.5816,0.0,0.014244,0.008918
300M,chip_042_092_merged.tif,0.4,3,247698874,78,31.6909,31.6909,-0.0,38.1879,38.1879,-0.0,0.014244,0.007202
300M,chip_042_092_merged.tif,0.4,4,2014575891,78,29.0594,29.0594,-0.0,39.3986,39.3986,0.0,0.021902,0.006844
300M,chip_042_092_merged.tif,0.6,0,1650219184,117,31.1745,31.1745,-0.0,37.4144,37.4144,0.0,0.016336,0.007809
300M,chip_042_092_merged.tif,0.6,1,1170273666,117,30.2293,30.2293,-0.0,37.9857,37.9857,-0.0,0.017791,0.007801
300M,chip_042_092_merged.tif,0.6,2,789667035,117,30.6769,30.6769,0.0,35.8151,35.8151,0.0,0.016753,0.008831
300M,chip_042_092_merged.tif,0.6,3,309721517,117,30.2183,30.2183,0.0,35.4269,35.4269,-0.0,0.0178,0.008971
300M,chip_042_092_merged.tif,0.6,4,2076598534,117,29.2747,29.2747,-0.0,32.9278,32.9278,0.0,0.017681,0.010303
300M,chip_042_092_merged.tif,0.8,0,1167626988,156,28.5529,28.5529,-0.0,34.3604,34.3604,0.0,0.020883,0.010692
300M,chip_042_092_merged.tif,0.8,1,687681470,156,27.8605,27.8605,0.0,34.3062,34.3062,-0.0,0.023985,0.010641
300M,chip_042_092_merged.tif,0.8,2,307074839,156,28.474,28.474,0.0,30.0545,30.0545,0.0,0.021032,0.015845
300M,chip_042_092_merged.tif,0.8,3,2073951856,156,28.482,28.482,-0.0,31.4253,31.4253,0.0,0.022842,0.013402
300M,chip_042_092_merged.tif,0.8,4,1594006338,156,29.2298,29.2298,-0.0,34.6141,34.6141,-0.0,0.019571,0.010644
300M,chip_047_106_merged.tif,0.2,0,1540040360,39,36.0266,36.0266,-0.0,39.151,39.151,-0.0,0.010663,0.007532
300M,chip_047_106_merged.tif,0.2,1,1060094842,39,36.5252,36.5252,0.0,39.5116,39.5116,0.0,0.01037,0.007475
300M,chip_047_106_merged.tif,0.2,2,679488211,39,35.392,35.392,0.0,38.5289,38.5289,0.0,0.012111,0.008091
300M,chip_047_106_merged.tif,0.2,3,199542693,39,36.6039,36.6039,-0.0,39.33,39.33,0.0,0.010044,0.007603
300M,chip_047_106_merged.tif,0.2,4,1966419710,39,36.0261,36.0261,0.0,38.8952,38.8952,-0.0,0.010663,0.007906
