backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
300M,chip_063_116_merged.tif,0.8,0,1479572254,156,33.0896,33.0896,0.0,35.3075,35.3075,0.0,0.014503,0.010944
300M,chip_063_116_merged.tif,0.8,1,1098965623,156,34.2793,34.2793,-0.0,35.6905,35.6905,0.0,0.012742,0.010765
300M,chip_063_116_merged.tif,0.8,2,718358992,156,32.8394,32.8394,0.0,35.1232,35.1232,0.0,0.015665,0.01122
300M,chip_063_116_merged.tif,0.8,3,238413474,156,32.8366,32.8366,0.0,35.2917,35.2917,0.0,0.015651,0.011231
300M,chip_063_116_merged.tif,0.8,4,2005290491,156,33.0269,33.0269,0.0,34.7298,34.7298,0.0,0.014608,0.011626
300M,chip_064_067_merged.tif,0.2,0,51975544,39,36.1588,36.1588,-0.0,42.4859,42.4859,0.0,0.009465,0.005028
300M,chip_064_067_merged.tif,0.2,1,1719513674,39,38.5243,38.5243,0.0,38.8567,38.8567,0.0,0.008634,0.006626
300M,chip_064_067_merged.tif,0.2,2,1338907043,39,34.5047,34.5047,-0.0,37.3177,37.3177,-0.0,0.010261,0.006555
300M,chip_064_067_merged.tif,0.2,3,858961525,39,45.0817,45.0817,-0.0,36.9999,36.9999,-0.0,0.003933,0.006928
300M,chip_064_067_merged.tif,0.2,4,478354894,39,38.5241,38.5241,0.0,40.03,40.03,-0.0,0.008634,0.006196
300M,chip_064_067_merged.tif,0.4,0,1134184122,78,37.2849,37.2849,0.0,38.7783,38.7783,0.0,0.00751,0.005869
300M,chip_064_067_merged.tif,0.4,1,753577491,78,42.3763,42.3763,-0.0,39.5259,39.5259,-0.0,0.004893,0.005783
300M,chip_064_067_merged.tif,0.4,2,273631973,78,43.5548,43.5548,-0.0,38.5229,38.5229,0.0,0.004393,0.006546
300M,chip_064_067_merged.tif,0.4,3,2040508990,78,41.5273,41.5273,0.0,36.1423,36.1423,-0.0,0.005427,0.007082
300M,chip_064_067_merged.tif,0.4,4,1560563472,78,32.2622,32.2622,-0.0,37.5938,37.5938,-0.0,0.01425,0.006781
300M,chip_064_067_merged.tif,0.6,0,1196206765,117,33.1065,33.1065,0.0,36.2067,36.2067,0.0,0.011002,0.006888
300M,chip_064_067_merged.tif,0.6,1,815600134,117,34.5043,34.5043,0.0,37.0743,37.0743,0.0,0.010242,0.006459
300M,chip_064_067_merged.tif,0.6,2,434993503,117,34.7199,34.7199,0.0,35.1057,35.1057,-0.0,0.010129,0.007477
300M,chip_064_067_merged.tif,0.6,3,2102531633,117,31.8422,31.8422,0.0,37.8595,37.8595,0.0,0.013569,0.006568
300M,chip_064_067_merged.tif,0.6,4,1721925002,117,34.5138,34.5138,0.0,37.7997,37.7997,0.0,0.010228,0.006321
300M,chip_064_067_merged.tif,0.8,0,812953456,156,34.6364,34.6364,0.0,37.8548,37.8548,-0.0,0.009611,0.006739
300M,chip_064_067_merged.tif,0.8,1,333007938,156,33.6149,33.6149,0.0,35.7165,35.7165,0.0,0.010708,0.007476
300M,chip_064_067_merged.tif,0.8,2,2099884955,156,23.7898,23.7898,0.0,36.7202,36.7202,0.0,0.036042,0.007323
300M,chip_064_067_merged.tif,0.8,3,1619939437,156,23.7877,23.7877,-0.0,33.848,33.848,-0.0,0.036054,0.009497
300M,chip_064_067_merged.tif,0.8,4,1239332806,156,23.7904,23.7904,-0.0,35.709,35.709,-0.0,0.036045,0.00742
300M,chip_064_120_merged.tif,0.2,0,2022888425,39,35.2247,35.2247,0.0,38.672,38.672,0.0,0.012326,0.00784
300M,chip_064_120_merged.tif,0.2,1,1642281794,39,35.1929,35.1929,-0.0,37.1142,37.1142,-0.0,0.012461,0.009035
300M,chip_064_120_merged.tif,0.2,2,1162336276,39,37.3647,37.3647,-0.0,38.4794,38.4794,0.0,0.009465,0.008235
300M,chip_064_120_merged.tif,0.2,3,781729645,39,37.0756,37.0756,0.0,37.0724,37.0724,0.0,0.009342,0.009071
300M,chip_064_120_merged.tif,0.2,4,401123014,39,35.9246,35.9246,-0.0,38.6528,38.6528,-0.0,0.011327,0.007919
300M,chip_064_120_merged.tif,0.4,0,1862273092,78,32.5612,32.5612,0.0,37.487,37.487,-0.0,0.015362,0.00875
300M,chip_064_120_merged.tif,0.4,1,1481666461,78,33.943,33.943,0.0,38.0328,38.0328,-0.0,0.013949,0.008474
300M,chip_064_120_merged.tif,0.4,2,1001720943,78,35.8521,35.8521,-0.0,38.1815,38.1815,-0.0,0.010943,0.008303
300M,chip_064_120_merged.tif,0.4,3,621114312,78,34.511,34.511,-0.0,38.1673,38.1673,0.0,0.012853,0.008403
300M,chip_064_120_merged.tif,0.4,4,141168794,78,33.8958,33.8958,0.0,37.5411,37.5411,-0.0,0.01337,0.008928
300M,chip_064_120_merged.tif,0.6,0,1118974885,117,34.4756,34.4756,0.0,37.6815,37.6815,-0.0,0.012997,0.008935
300M,chip_064_120_merged.tif,0.6,1,738368254,117,33.7279,33.7279,-0.0,36.5107,36.5107,0.0,0.01389,0.009966
300M,chip_064_120_merged.tif,0.6,2,258422736,117,33.9072,33.9072,0.0,34.4634,34.4634,0.0,0.013604,0.011153
300M,chip_064_120_merged.tif,0.6,3,2025299753,117,34.4099,34.4099,-0.0,37.0763,37.0763,0.0,0.012924,0.009025
300M,chip_064_120_merged.tif,0.6,4,1545354235,117,33.8882,33.8882,-0.0,36.8074,36.8074,-0.0,0.013632,0.00948
300M,chip_064_120_merged.tif,0.8,0,636382689,156,33.6378,33.6378,-0.0,35.5251,35.5251,-0.0,0.013608,0.010906
300M,chip_064_120_merged.tif,0.8,1,255776058,156,32.6354,32.6354,0.0,34.0226,34.0226,0.0,0.015367,0.012113
300M,chip_064_120_merged.tif,0.8,2,1923314188,156,33.9158,33.9158,-0.0,34.9991,34.9991,0.0,0.01381,0.011241
300M,chip_064_120_merged.tif,0.8,3,1542707557,156,32.5959,32.5959,-0.0,34.5433,34.5433,-0.0,0.015414,0.011911
300M,chip_064_120_merged.tif,0.8,4,1162100926,156,32.6039,32.6039,-0.0,35.6602,35.6602,0.0,0.015447,0.010756
300M,chip_064_352_merged.tif,0.2,0,510494472,39,31.6726,31.6726,0.0,33.3587,33.3587,0.0,0.017697,0.014101
300M,chip_064_352_merged.tif,0.2,1,129887841,39,32.2457,32.2457,-0.0,32.5385,32.5385,-0.0,0.017042,0.015842
300M,chip_064_352_merged.tif,0.2,2,1896764858,39,32.0275,32.0275,0.0,33.691,33.691,0.0,0.017863,0.014011
300M,chip_064_352_merged.tif,0.2,3,1416819340,39,29.8974,29.8974,0.0,33.4758,33.4758,-0.0,0.021623,0.01411
300M,chip_064_352_merged.tif,0.2,4,1036212709,39,32.3601,32.3601,-0.0,33.4108,33.4108,-0.0,0.016761,0.014419
300M,chip_064_352_merged.tif,0.4,0,349879139,78,30.4133,30.4133,0.0,32.1526,32.1526,-0.0,0.021242,0.016693
300M,chip_064_352_merged.tif,0.4,1,2116756156,78,29.2036,29.2036,-0.0,33.0372,33.0372,0.0,0.024393,0.014791
300M,chip_064_352_merged.tif,0.4,2,1636810638,78,31.5995,31.5995,0.0,33.4073,33.4073,-0.0,0.017976,0.01434
300M,chip_064_352_merged.tif,0.4,3,1256204007,78,29.4182,29.4182,-0.0,32.4304,32.4304,0.0,0.023547,0.015837
300M,chip_064_352_merged.tif,0.4,4,776258489,78,30.6702,30.6702,-0.0,32.8719,32.8719,-0.0,0.019942,0.014989
300M,chip_064_352_merged.tif,0.6,0,1754064580,117,29.9606,29.9606,-0.0,31.9979,31.9979,0.0,0.022131,0.016842
300M,chip_064_352_merged.tif,0.6,1,1373457949,117,29.973,29.973,0.0,31.8792,31.8792,-0.0,0.022093,0.016882
300M,chip_064_352_merged.tif,0.6,2,893512431,117,30.7922,30.7922,-0.0,31.9451,31.9451,0.0,0.020097,0.016763
300M,chip_064_352_merged.tif,0.6,3,512905800,117,30.4537,30.4537,-0.0,32.3538,32.3538,0.0,0.020792,0.016126
300M,chip_064_352_merged.tif,0.6,4,32960282,117,29.5336,29.5336,-0.0,32.2737,32.2737,-0.0,0.023538,0.016324
300M,chip_064_352_merged.tif,0.8,0,1271472384,156,29.3002,29.3002,-0.0,31.2315,31.2315,0.0,0.024098,0.018677
300M,chip_064_352_merged.tif,0.8,1,890865753,156,30.0363,30.0363,0.0,30.7794,30.7794,0.0,0.021857,0.019311
300M,chip_064_352_merged.tif,0.8,2,410920235,156,29.8673,29.8673,-0.0,31.3083,31.3083,0.0,0.022276,0.018425
300M,chip_064_352_merged.tif,0.8,3,30313604,156,30.4325,30.4325,-0.0,30.4232,30.4232,0.0,0.020735,0.020583
300M,chip_064_352_merged.tif,0.8,4,1797190621,156,29.41,29.41,0.0,31.1307,31.1307,-0.0,0.023615,0.018804
300M,chip_064_354_merged.tif,0.2,0,1032881289,39,29.4929,29.4929,0.0,34.5463,34.5463,0.0,0.022486,0.012215
300M,chip_064_354_merged.tif,0.2,1,552935771,39,30.3314,30.3314,-0.0,33.3304,33.3304,0.0,0.020817,0.014004
300M,chip_064_354_merged.tif,0.2,2,172329140,39,29.9411,29.9411,0.0,33.2492,33.2492,-0.0,0.021478,0.014419
300M,chip_064_354_merged.tif,0.2,3,1939206157,39,33.3694,33.3694,-0.0,33.9798,33.9798,-0.0,0.014653,0.013658
300M,chip_064_354_merged.tif,0.2,4,1459260639,39,30.3321,30.3321,0.0,34.6449,34.6449,-0.0,0.020816,0.012471
300M,chip_064_354_merged.tif,0.4,0,872265956,78,29.6738,29.6738,0.0,33.7377,33.7377,0.0,0.021364,0.013402
300M,chip_064_354_merged.tif,0.4,1,392320438,78,29.6341,29.6341,0.0,33.0084,33.0084,-0.0,0.021872,0.014848
300M,chip_064_354_merged.tif,0.4,2,11713807,78,30.141,30.141,0.0,33.374,33.374,-0.0,0.020387,0.014116
300M,chip_064_354_merged.tif,0.4,3,1679251937,78,29.3342,29.3342,0.0,33.1504,33.1504,0.0,0.022167,0.014377
300M,chip_064_354_merged.tif,0.4,4,1298645306,78,29.3437,29.3437,-0.0,33.5183,33.5183,-0.0,0.023705,0.013878
300M,chip_064_354_merged.tif,0.6,0,128967749,117,28.6575,28.6575,-0.0,32.8352,32.8352,-0.0,0.024438,0.01517
300M,chip_064_354_merged.tif,0.6,1,1796505879,117,29.9973,29.9973,0.0,32.6157,32.6157,-0.0,0.021534,0.015097
300M,chip_064_354_merged.tif,0.6,2,1415899248,117,29.6021,29.6021,0.0,31.5937,31.5937,-0.0,0.022581,0.017437
300M,chip_064_354_merged.tif,0.6,3,935953730,117,30.0272,30.0272,-0.0,32.3192,32.3192,0.0,0.021191,0.015794
300M,chip_064_354_merged.tif,0.6,4,555347099,117,28.6809,28.6809,0.0,33.25,33.25,-0.0,0.024373,0.014297
300M,chip_064_354_merged.tif,0.8,0,1793859201,156,30.3199,30.3199,0.0,31.3797,31.3797,-0.0,0.020032,0.017696
300M,chip_064_354_merged.tif,0.8,1,1313913683,156,29.876,29.876,0.0,31.8029,31.8029,0.0,0.021308,0.016809
300M,chip_064_354_merged.tif,0.8,2,933307052,156,29.66,29.66,0.0,31.9247,31.9247,-0.0,0.021676,0.016892
300M,chip_064_354_merged.tif,0.8,3,552700421,156,29.9477,29.9477,0.0,31.3804,31.3804,-0.0,0.021584,0.017833
300M,chip_064_354_merged.tif,0.8,4,72754903,156,28.4912,28.4912,-0.0,31.8228,31.8228,-0.0,0.025045,0.016835
300M,chip_065_348_merged.tif,0.2,0,2048289900,39,31.3226,31.3226,-0.0,32.8642,32.8642,0.0,0.018711,0.015524
300M,chip_065_348_merged.tif,0.2,1,1667683269,39,31.2903,31.2903,0.0,33.17,33.17,-0.0,0.019184,0.014839
300M,chip_065_348_merged.tif,0.2,2,1187737751,39,31.063,31.063,0.0,32.8609,32.8609,0.0,0.019743,0.015035
300M,chip_065_348_merged.tif,0.2,3,807131120,39,30.3922,30.3922,0.0,32.9931,32.9931,0.0,0.021475,0.014948
300M,chip_065_348_merged.tif,0.2,4,327185602,39,30.3911,30.3911,-0.0,32.7526,32.7526,0.0,0.021478,0.015471
300M,chip_065_348_merged.tif,0.4,0,983014830,78,30.1645,30.1645,0.0,32.4279,32.4279,-0.0,0.0212,0.015773
300M,chip_065_348_merged.tif,0.4,1,602408199,78,31.1118,31.1118,0.0,33.3389,33.3389,-0.0,0.018742,0.014322
300M,chip_065_348_merged.tif,0.4,2,221801568,78,30.5416,30.5416,-0.0,32.749,32.749,0.0,0.020295,0.015396
300M,chip_065_348_merged.tif,0.4,3,1889339698,78,30.6985,30.6985,0.0,33.3409,33.3409,0.0,0.020198,0.014543
300M,chip_065_348_merged.tif,0.4,4,1508733067,78,30.5238,30.5238,-0.0,32.6283,32.6283,-0.0,0.019186,0.015774
300M,chip_065_348_merged.tif,0.6,0,1144376360,117,29.9958,29.9958,0.0,32.0508,32.0508,0.0,0.021099,0.016958
300M,chip_065_348_merged.tif,0.6,1,664430842,117,29.792,29.792,0.0,32.1699,32.1699,0.0,0.021228,0.016429
300M,chip_065_348_merged.tif,0.6,2,283824211,117,30.4473,30.4473,-0.0,32.1865,32.1865,-0.0,0.019974,0.016322
300M,chip_065_348_merged.tif,0.6,3,1951362341,117,29.7061,29.7061,-0.0,31.9185,31.9185,-0.0,0.021197,0.016898
300M,chip_065_348_merged.tif,0.6,4,1570755710,117,29.6894,29.6894,0.0,32.3399,32.3399,-0.0,0.021206,0.01613
300M,chip_065_348_merged.tif,0.8,0,661784164,156,29.9337,29.9337,0.0,31.3111,31.3111,0.0,0.021196,0.018212
300M,chip_065_348_merged.tif,0.8,1,281177533,156,29.3751,29.3751,0.0,31.5453,31.5453,0.0,0.022738,0.017878
300M,chip_065_348_merged.tif,0.8,2,1948715663,156,29.411,29.411,0.0,31.3669,31.3669,0.0,0.022661,0.018137
300M,chip_065_348_merged.tif,0.8,3,1568109032,156,29.4076,29.4076,0.0,31.2628,31.2628,-0.0,0.022671,0.01826
300M,chip_065_348_merged.tif,0.8,4,1088163514,156,28.5263,28.5263,0.0,31.9946,31.9946,0.0,0.024561,0.017159
300M,chip_066_347_merged.tif,0.2,0,921765128,39,31.2413,31.2413,0.0,35.0515,35.0515,-0.0,0.018119,0.011585
300M,chip_066_347_merged.tif,0.2,1,541158497,39,33.46,33.46,-0.0,35.3758,35.3758,0.0,0.013688,0.010928
300M,chip_066_347_merged.tif,0.2,2,61212979,39,30.8278,30.8278,-0.0,34.747,34.747,-0.0,0.019152,0.011338
300M,chip_066_347_merged.tif,0.2,3,1828089996,39,31.1039,31.1039,-0.0,34.2429,34.2429,0.0,0.017073,0.012637
300M,chip_066_347_merged.tif,0.2,4,1348144478,39,30.8283,30.8283,-0.0,34.9276,34.9276,-0.0,0.019152,0.010826
300M,chip_066_347_merged.tif,0.4,0,2103312593,78,30.832,30.832,0.0,34.4517,34.4517,-0.0,0.016509,0.011976
300M,chip_066_347_merged.tif,0.4,1,1623367075,78,31.2632,31.2632,0.0,33.7081,33.7081,0.0,0.017201,0.013064
300M,chip_066_347_merged.tif,0.4,2,1242760444,78,30.9189,30.9189,-0.0,34.4794,34.4794,-0.0,0.018842,0.011808
300M,chip_066_347_merged.tif,0.4,3,762814926,78,30.8523,30.8523,0.0,34.5685,34.5685,0.0,0.018216,0.011838
300M,chip_066_347_merged.tif,0.4,4,382208295,78,30.8513,30.8513,0.0,34.8318,34.8318,0.0,0.018217,0.011514
300M,chip_066_347_merged.tif,0.6,0,17851588,117,29.5741,29.5741,0.0,33.749,33.749,0.0,0.019906,0.012925
300M,chip_066_347_merged.tif,0.6,1,1784728605,117,29.5716,29.5716,0.0,33.6067,33.6067,-0.0,0.019915,0.012981
300M,chip_066_347_merged.tif,0.6,2,1304783087,117,30.905,30.905,0.0,33.3657,33.3657,0.0,0.017632,0.013721
300M,chip_066_347_merged.tif,0.6,3,924176456,117,30.9347,30.9347,-0.0,33.3532,33.3532,-0.0,0.01759,0.013699
300M,chip_066_347_merged.tif,0.6,4,444230938,117,30.9288,30.9288,0.0,33.7374,33.7374,-0.0,0.017629,0.012873
300M,chip_066_347_merged.tif,0.8,0,1682743040,156,29.3617,29.3617,-0.0,32.9618,32.9618,0.0,0.02088,0.014124
300M,chip_066_347_merged.tif,0.8,1,1302136409,156,29.7476,29.7476,0.0,32.4652,32.4652,0.0,0.019807,0.014558
300M,chip_066_347_merged.tif,0.8,2,822190891,156,31.4733,31.4733,-0.0,33.2365,33.2365,0.0,0.016748,0.013934
300M,chip_066_347_merged.tif,0.8,3,441584260,156,29.3578,29.3578,-0.0,31.2672,31.2672,0.0,0.020896,0.016831
300M,chip_066_347_merged.tif,0.8,4,2109122390,156,29.7561,29.7561,0.0,32.2633,32.2633,0.0,0.019761,0.015172
300M,chip_067_282_merged.tif,0.2,0,1352211268,39,33.2779,33.2779,-0.0,36.7775,36.7775,0.0,0.013657,0.008465
300M,chip_067_282_merged.tif,0.2,1,971604637,39,32.1723,32.1723,-0.0,36.2445,36.2445,-0.0,0.01483,0.008984
300M,chip_067_282_merged.tif,0.2,2,491659119,39,31.5535,31.5535,0.0,37.7041,37.7041,0.0,0.015748,0.007689
300M,chip_067_282_merged.tif,0.2,3,111052488,39,32.4639,32.4639,-0.0,38.1009,38.1009,0.0,0.015458,0.007766
300M,chip_067_282_merged.tif,0.2,4,1778590618,39,33.3128,33.3128,-0.0,36.741,36.741,0.0,0.013123,0.008718
300M,chip_067_282_merged.tif,0.4,0,386275085,78,32.6745,32.6745,-0.0,35.9535,35.9535,-0.0,0.015158,0.009231
300M,chip_067_282_merged.tif,0.4,1,2053813215,78,31.7505,31.7505,0.0,36.4101,36.4101,-0.0,0.016353,0.00903
300M,chip_067_282_merged.tif,0.4,2,1673206584,78,33.4873,33.4873,-0.0,36.4859,36.4859,-0.0,0.013238,0.008886
300M,chip_067_282_merged.tif,0.4,3,1193261066,78,33.4868,33.4868,-0.0,36.075,36.075,0.0,0.013239,0.009349
300M,chip_067_282_merged.tif,0.4,4,812654435,78,32.6742,32.6742,-0.0,35.6456,35.6456,-0.0,0.015158,0.009907
300M,chip_067_282_merged.tif,0.6,0,448297728,117,32.8408,32.8408,0.0,35.4028,35.4028,0.0,0.014762,0.010027
300M,chip_067_282_merged.tif,0.6,1,67691097,117,32.7768,32.7768,-0.0,35.0861,35.0861,-0.0,0.01482,0.01047
300M,chip_067_282_merged.tif,0.6,2,1735229227,117,31.0399,31.0399,0.0,34.6937,34.6937,-0.0,0.018775,0.010769
300M,chip_067_282_merged.tif,0.6,3,1354622596,117,32.6361,32.6361,0.0,35.0905,35.0905,0.0,0.014967,0.01042
300M,chip_067_282_merged.tif,0.6,4,874677078,117,32.6857,32.6857,-0.0,35.407,35.407,0.0,0.014901,0.009939
300M,chip_067_282_merged.tif,0.8,0,2113189180,156,31.3712,31.3712,0.0,33.9904,33.9904,0.0,0.017651,0.012039
300M,chip_067_282_merged.tif,0.8,1,1732582549,156,31.4088,31.4088,0.0,33.3128,33.3128,-0.0,0.017584,0.013083
300M,chip_067_282_merged.tif,0.8,2,1252637031,156,31.6185,31.6185,0.0,33.9628,33.9628,-0.0,0.017095,0.012218
300M,chip_067_282_merged.tif,0.8,3,872030400,156,31.3821,31.3821,0.0,33.998,33.998,-0.0,0.017625,0.012128
300M,chip_067_282_merged.tif,0.8,4,392084882,156,31.3826,31.3826,0.0,33.7635,33.7635,0.0,0.017622,0.012318
300M,chip_069_353_merged.tif,0.2,0,1246218810,39,33.4049,33.4049,-0.0,34.8558,34.8558,0.0,0.014261,0.011697
300M,chip_069_353_merged.tif,0.2,1,766273292,39,32.9844,32.9844,-0.0,34.4559,34.4559,-0.0,0.01521,0.012166
300M,chip_069_353_merged.tif,0.2,2,385666661,39,32.7029,32.7029,0.0,35.1239,35.1239,0.0,0.016103,0.011383
300M,chip_069_353_merged.tif,0.2,3,2053204791,39,32.8501,32.8501,0.0,34.4499,34.4499,0.0,0.015548,0.012473
300M,chip_069_353_merged.tif,0.2,4,1672598160,39,33.6618,33.6618,-0.0,34.9354,34.9354,0.0,0.013603,0.011842
300M,chip_069_353_merged.tif,0.4,0,180943740,78,33.3255,33.3255,0.0,34.6167,34.6167,0.0,0.014259,0.012326
300M,chip_069_353_merged.tif,0.4,1,1947820757,78,32.4417,32.4417,0.0,34.3838,34.3838,-0.0,0.015855,0.012475
300M,chip_069_353_merged.tif,0.4,2,1467875239,78,31.7769,31.7769,-0.0,33.9297,33.9297,-0.0,0.017395,0.012822
300M,chip_069_353_merged.tif,0.4,3,1087268608,78,31.7763,31.7763,-0.0,34.9152,34.9152,0.0,0.017397,0.011689
300M,chip_069_353_merged.tif,0.4,4,607323090,78,32.3831,32.3831,0.0,34.8558,34.8558,-0.0,0.015202,0.011751
300M,chip_069_353_merged.tif,0.6,0,242966383,117,31.0239,31.0239,0.0,34.3008,34.3008,-0.0,0.016506,0.012673
300M,chip_069_353_merged.tif,0.6,1,2009843400,117,32.1533,32.1533,-0.0,34.326,34.326,-0.0,0.015168,0.012577
300M,chip_069_353_merged.tif,0.6,2,1529897882,117,31.347,31.347,0.0,34.3178,34.3178,0.0,0.017958,0.01248
300M,chip_069_353_merged.tif,0.6,3,1149291251,117,32.7182,32.7182,-0.0,33.6723,33.6723,-0.0,0.015262,0.013295
300M,chip_069_353_merged.tif,0.6,4,768684620,117,32.7152,32.7152,0.0,33.3124,33.3124,0.0,0.015271,0.013646
300M,chip_069_353_merged.tif,0.8,0,1907857835,156,31.3092,31.3092,0.0,33.4244,33.4244,0.0,0.017776,0.013731
300M,chip_069_353_merged.tif,0.8,1,1527251204,156,31.4918,31.4918,-0.0,32.8661,32.8661,0.0,0.017277,0.01466
300M,chip_069_353_merged.tif,0.8,2,1146644573,156,32.1383,32.1383,-0.0,32.9958,32.9958,0.0,0.015603,0.014436
300M,chip_069_353_merged.tif,0.8,3,666699055,156,31.2484,31.2484,-0.0,32.5987,32.5987,0.0,0.016541,0.014573
300M,chip_069_353_merged.tif,0.8,4,286092424,156,31.2433,31.2433,0.0,33.1308,33.1308,-0.0,0.016539,0.01444
300M,chip_071_257_merged.tif,0.2,0,1453809207,39,36.1313,36.1313,0.0,38.7436,38.7436,0.0,0.011013,0.007966
300M,chip_071_257_merged.tif,0.2,1,973863689,39,35.06,35.06,-0.0,38.1724,38.1724,0.0,0.012055,0.008291
300M,chip_071_257_merged.tif,0.2,2,593257058,39,36.7026,36.7026,-0.0,38.3646,38.3646,0.0,0.010737,0.008051
300M,chip_071_257_merged.tif,0.2,3,113311540,39,37.1023,37.1023,-0.0,38.9383,38.9383,-0.0,0.009648,0.007935
300M,chip_071_257_merged.tif,0.2,4,1880188557,39,34.9373,34.9373,-0.0,38.6977,38.6977,0.0,0.012227,0.008073
300M,chip_071_257_merged.tif,0.4,0,440255011,78,36.223,36.223,-0.0,38.7211,38.7211,0.0,0.010323,0.007976
300M,chip_071_257_merged.tif,0.4,1,2107793141,78,35.2409,35.2409,0.0,38.8465,38.8465,0.0,0.011708,0.007838
300M,chip_071_257_merged.tif,0.4,2,1727186510,78,33.7021,33.7021,-0.0,38.915,38.915,0.0,0.013938,0.007805
300M,chip_071_257_merged.tif,0.4,3,1247240992,78,36.6727,36.6727,0.0,38.0428,38.0428,0.0,0.010513,0.008204
300M,chip_071_257_merged.tif,0.4,4,866634361,78,33.7001,33.7001,-0.0,37.6335,37.6335,0.0,0.01394,0.008312
300M,chip_071_257_merged.tif,0.6,0,450556780,117,34.3531,34.3531,-0.0,38.4908,38.4908,-0.0,0.012784,0.008213
300M,chip_071_257_merged.tif,0.6,1,69950149,117,36.1798,36.1798,0.0,38.3996,38.3996,-0.0,0.010429,0.008249
300M,chip_071_257_merged.tif,0.6,2,1836827166,117,36.215,36.215,0.0,38.2115,38.2115,-0.0,0.010328,0.00842
300M,chip_071_257_merged.tif,0.6,3,1356881648,117,34.9925,34.9925,0.0,38.2043,38.2043,-0.0,0.011923,0.008326
300M,chip_071_257_merged.tif,0.6,4,976275017,117,36.159,36.159,-0.0,37.7379,37.7379,-0.0,0.010487,0.008721
300M,chip_071_257_merged.tif,0.8,0,1361848256,156,34.1684,34.1684,-0.0,36.9934,36.9934,-0.0,0.01291,0.009553
300M,chip_071_257_merged.tif,0.8,1,881902738,156,34.4206,34.4206,0.0,36.6675,36.6675,0.0,0.01248,0.009523
300M,chip_071_257_merged.tif,0.8,2,501296107,156,33.5145,33.5145,-0.0,37.1587,37.1587,-0.0,0.013697,0.009387
300M,chip_071_257_merged.tif,0.8,3,120689476,156,34.1844,34.1844,-0.0,37.0794,37.0794,0.0,0.012901,0.009392
300M,chip_071_257_merged.tif,0.8,4,1788227606,156,33.5081,33.5081,0.0,36.6856,36.6856,-0.0,0.013702,0.010025
300M,chip_074_351_merged.tif,0.2,0,1596099811,39,32.008,32.008,-0.0,34.9094,34.9094,0.0,0.017261,0.011852
300M,chip_074_351_merged.tif,0.2,1,1116154293,39,32.4269,32.4269,0.0,34.3904,34.3904,-0.0,0.016208,0.012798
300M,chip_074_351_merged.tif,0.2,2,735547662,39,31.1169,31.1169,-0.0,34.2488,34.2488,0.0,0.019009,0.012732
300M,chip_074_351_merged.tif,0.2,3,255602144,39,32.3852,32.3852,-0.0,34.1147,34.1147,0.0,0.016608,0.013006
300M,chip_074_351_merged.tif,0.2,4,2022479161,39,33.4991,33.4991,0.0,33.6605,33.6605,-0.0,0.014163,0.013688
300M,chip_074_351_merged.tif,0.4,0,530824741,78,31.7748,31.7748,0.0,33.4512,33.4512,0.0,0.017102,0.01392
300M,chip_074_351_merged.tif,0.4,1,150218110,78,30.2619,30.2619,-0.0,34.0475,34.0475,-0.0,0.021314,0.013124
300M,chip_074_351_merged.tif,0.4,2,1817756240,78,32.586,32.586,0.0,33.6191,33.6191,0.0,0.015807,0.013834
300M,chip_074_351_merged.tif,0.4,3,1437149609,78,31.4817,31.4817,-0.0,33.5423,33.5423,-0.0,0.017443,0.013276
300M,chip_074_351_merged.tif,0.4,4,957204091,78,31.9156,31.9156,-0.0,33.8157,33.8157,-0.0,0.016392,0.013409
300M,chip_074_351_merged.tif,0.6,0,592847384,117,31.4347,31.4347,0.0,33.4988,33.4988,-0.0,0.017758,0.013814
300M,chip_074_351_merged.tif,0.6,1,212240753,117,31.0504,31.0504,-0.0,33.8129,33.8129,-0.0,0.018449,0.01366
300M,chip_074_351_merged.tif,0.6,2,1879778883,117,31.5927,31.5927,-0.0,33.737,33.737,-0.0,0.017717,0.013905
300M,chip_074_351_merged.tif,0.6,3,1499172252,117,32.0753,32.0753,0.0,33.6468,33.6468,-0.0,0.016567,0.013921
300M,chip_074_351_merged.tif,0.6,4,1118565621,117,31.5636,31.5636,0.0,33.5442,33.5442,0.0,0.0176,0.013948
300M,chip_074_351_merged.tif,0.8,0,209594075,156,30.8863,30.8863,0.0,32.9435,32.9435,-0.0,0.019433,0.015016
300M,chip_074_351_merged.tif,0.8,1,1877132205,156,31.74,31.74,-0.0,33.0242,33.0242,-0.0,0.017485,0.014688
300M,chip_074_351_merged.tif,0.8,2,1496525574,156,31.5856,31.5856,-0.0,32.5432,32.5432,0.0,0.017318,0.015458
300M,chip_074_351_merged.tif,0.8,3,1016580056,156,31.3195,31.3195,-0.0,32.5166,32.5166,-0.0,0.017921,0.015474
300M,chip_074_351_merged.tif,0.8,4,635973425,156,30.873,30.873,-0.0,32.3615,32.3615,0.0,0.019458,0.015646
300M,chip_075_347_merged.tif,0.2,0,1648969535,39,31.1709,31.1709,0.0,33.9218,33.9218,-0.0,0.019452,0.013835
300M,chip_075_347_merged.tif,0.2,1,1169024017,39,30.9439,30.9439,0.0,34.0692,34.0692,0.0,0.01976,0.013591
