backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
tiny,chip_039_108_merged.tif,0.4,0,2024555007,78,27.9672,36.4473,8.4801
tiny,chip_039_108_merged.tif,0.4,1,1544609489,78,27.9667,35.8189,7.8522
tiny,chip_039_108_merged.tif,0.4,2,1164002858,78,31.2778,35.2568,3.979
tiny,chip_039_108_merged.tif,0.4,3,783396227,78,27.9686,36.7897,8.8211
tiny,chip_039_108_merged.tif,0.4,4,303450709,78,31.2819,35.8313,4.5494
tiny,chip_039_108_merged.tif,0.6,0,1281256800,117,29.3684,34.34,4.9716
tiny,chip_039_108_merged.tif,0.6,1,900650169,117,29.7568,34.9884,5.2317
tiny,chip_039_108_merged.tif,0.6,2,420704651,117,28.2213,35.6229,7.4016
tiny,chip_039_108_merged.tif,0.6,3,40098020,117,28.1955,36.095,7.8995
tiny,chip_039_108_merged.tif,0.6,4,1707636150,117,28.3877,34.9936,6.606
tiny,chip_039_108_merged.tif,0.8,0,798664604,156,30.4758,33.2148,2.739
tiny,chip_039_108_merged.tif,0.8,1,418057973,156,30.4803,31.8881,1.4077
tiny,chip_039_108_merged.tif,0.8,2,2085596103,156,29.7653,34.9619,5.1965
tiny,chip_039_108_merged.tif,0.8,3,1704989472,156,29.7257,33.2217,3.4961
tiny,chip_039_108_merged.tif,0.8,4,1225043954,156,30.5119,33.2502,2.7383
tiny,chip_039_111_merged.tif,0.2,0,1727264021,39,30.7686,36.727,5.9584
tiny,chip_039_111_merged.tif,0.2,1,1346657390,39,35.955,36.2261,0.2711
tiny,chip_039_111_merged.tif,0.2,2,866711872,39,35.2726,36.8588,1.5862
tiny,chip_039_111_merged.tif,0.2,3,486105241,39,33.9987,36.0415,2.0428
tiny,chip_039_111_merged.tif,0.2,4,105498610,39,35.2734,35.9524,0.679
tiny,chip_039_111_merged.tif,0.4,0,1566648688,78,35.1287,36.7707,1.642
tiny,chip_039_111_merged.tif,0.4,1,1186042057,78,33.377,36.6965,3.3195
tiny,chip_039_111_merged.tif,0.4,2,706096539,78,34.8679,36.3778,1.51
tiny,chip_039_111_merged.tif,0.4,3,325489908,78,34.8685,37.1883,2.3198
tiny,chip_039_111_merged.tif,0.4,4,1993028038,78,33.6944,36.4629,2.7685
tiny,chip_039_111_merged.tif,0.6,0,823350481,117,35.3895,36.3934,1.0039
tiny,chip_039_111_merged.tif,0.6,1,442743850,117,35.2934,36.9425,1.6492
tiny,chip_039_111_merged.tif,0.6,2,2110281980,117,34.8539,35.4247,0.5708
tiny,chip_039_111_merged.tif,0.6,3,1729675349,117,34.9926,37.0675,2.0749
tiny,chip_039_111_merged.tif,0.6,4,1249729831,117,34.7078,36.6993,1.9916
tiny,chip_039_111_merged.tif,0.8,0,340758285,156,35.487,35.4734,-0.0136
tiny,chip_039_111_merged.tif,0.8,1,2107635302,156,34.3613,35.3189,0.9576
tiny,chip_039_111_merged.tif,0.8,2,1627689784,156,35.287,35.1751,-0.112
tiny,chip_039_111_merged.tif,0.8,3,1247083153,156,35.5815,35.5962,0.0147
tiny,chip_039_111_merged.tif,0.8,4,767137635,156,35.7401,35.3596,-0.3805
tiny,chip_042_092_merged.tif,0.2,0,406649076,39,31.8048,35.572,3.7672
tiny,chip_042_092_merged.tif,0.2,1,2074187206,39,30.5425,35.0035,4.461
tiny,chip_042_092_merged.tif,0.2,2,1693580575,39,29.8452,35.5107,5.6655
tiny,chip_042_092_merged.tif,0.2,3,1312973944,39,29.9056,35.3886,5.483
tiny,chip_042_092_merged.tif,0.2,4,833028426,39,26.4133,34.1593,7.746
tiny,chip_042_092_merged.tif,0.4,0,1488857654,78,30.9501,36.2399,5.2898
tiny,chip_042_092_merged.tif,0.4,1,1108251023,78,30.9499,34.3694,3.4195
tiny,chip_042_092_merged.tif,0.4,2,727644392,78,30.9474,33.5661,2.6186
tiny,chip_042_092_merged.tif,0.4,3,247698874,78,30.9505,35.5611,4.6106
tiny,chip_042_092_merged.tif,0.4,4,2014575891,78,25.3726,36.7097,11.3371
tiny,chip_042_092_merged.tif,0.6,0,1650219184,117,28.7289,35.4473,6.7184
tiny,chip_042_092_merged.tif,0.6,1,1170273666,117,29.186,35.493,6.307
tiny,chip_042_092_merged.tif,0.6,2,789667035,117,28.5229,34.601,6.078
tiny,chip_042_092_merged.tif,0.6,3,309721517,117,29.0895,33.3696,4.2801
tiny,chip_042_092_merged.tif,0.6,4,2076598534,117,26.2531,31.8308,5.5777
tiny,chip_042_092_merged.tif,0.8,0,1167626988,156,26.2034,33.1355,6.9322
tiny,chip_042_092_merged.tif,0.8,1,687681470,156,26.0954,32.7104,6.615
tiny,chip_042_092_merged.tif,0.8,2,307074839,156,26.135,30.9316,4.7966
tiny,chip_042_092_merged.tif,0.8,3,2073951856,156,27.8759,30.3454,2.4695
tiny,chip_042_092_merged.tif,0.8,4,1594006338,156,28.0948,32.0806,3.9858
tiny,chip_047_106_merged.tif,0.2,0,1540040360,39,32.3684,36.2604,3.892
tiny,chip_047_106_merged.tif,0.2,1,1060094842,39,34.7567,36.6748,1.9181
tiny,chip_047_106_merged.tif,0.2,2,679488211,39,33.4555,35.9389,2.4835
tiny,chip_047_106_merged.tif,0.2,3,199542693,39,34.159,36.8608,2.7018
tiny,chip_047_106_merged.tif,0.2,4,1966419710,39,32.367,36.2043,3.8373
tiny,chip_047_106_merged.tif,0.4,0,1280086140,78,31.624,36.1536,4.5296
tiny,chip_047_106_merged.tif,0.4,1,899479509,78,33.4607,36.0347,2.574
tiny,chip_047_106_merged.tif,0.4,2,419533991,78,34.0023,36.0189,2.0166
tiny,chip_047_106_merged.tif,0.4,3,38927360,78,32.343,35.8456,3.5026
tiny,chip_047_106_merged.tif,0.4,4,1805804377,78,31.6278,35.8201,4.1923
tiny,chip_047_106_merged.tif,0.6,0,536787933,117,32.2777,35.1939,2.9162
tiny,chip_047_106_merged.tif,0.6,1,156181302,117,32.7343,35.8089,3.0745
tiny,chip_047_106_merged.tif,0.6,2,1923058319,117,32.3931,35.0632,2.6701
tiny,chip_047_106_merged.tif,0.6,3,1443112801,117,32.4293,36.9204,4.4911
tiny,chip_047_106_merged.tif,0.6,4,1062506170,117,32.2537,35.8696,3.6159
tiny,chip_047_106_merged.tif,0.8,0,153534624,156,31.1057,35.5326,4.4269
tiny,chip_047_106_merged.tif,0.8,1,1821072754,156,31.2588,34.3195,3.0607
tiny,chip_047_106_merged.tif,0.8,2,1440466123,156,31.1573,34.3074,3.1501
tiny,chip_047_106_merged.tif,0.8,3,960520605,156,31.2114,34.9159,3.7045
tiny,chip_047_106_merged.tif,0.8,4,579913974,156,31.254,34.9134,3.6594
tiny,chip_051_235_merged.tif,0.2,0,1828844630,39,30.5597,35.8802,5.3205
tiny,chip_051_235_merged.tif,0.2,1,1448237999,39,31.329,36.3837,5.0546
tiny,chip_051_235_merged.tif,0.2,2,968292481,39,31.8201,34.702,2.8819
tiny,chip_051_235_merged.tif,0.2,3,587685850,39,32.968,37.5952,4.6272
tiny,chip_051_235_merged.tif,0.2,4,107740332,39,30.2459,35.9722,5.7263
tiny,chip_051_235_merged.tif,0.4,0,763569560,78,30.5493,35.8841,5.3348
tiny,chip_051_235_merged.tif,0.4,1,382962929,78,35.703,36.1263,0.4233
tiny,chip_051_235_merged.tif,0.4,2,2356298,78,30.3954,35.2732,4.8778
tiny,chip_051_235_merged.tif,0.4,3,1669894428,78,30.3939,36.8515,6.4576
tiny,chip_051_235_merged.tif,0.4,4,1289287797,78,30.6191,35.5566,4.9374
tiny,chip_051_235_merged.tif,0.6,0,924931090,117,30.6388,33.6296,2.9908
tiny,chip_051_235_merged.tif,0.6,1,444985572,117,30.7034,34.9248,4.2214
tiny,chip_051_235_merged.tif,0.6,2,64378941,117,32.5424,35.28,2.7376
tiny,chip_051_235_merged.tif,0.6,3,1831255958,117,29.8359,35.3108,5.4749
tiny,chip_051_235_merged.tif,0.6,4,1351310440,117,30.7134,34.4383,3.7249
tiny,chip_051_235_merged.tif,0.8,0,442338894,156,28.8273,32.5309,3.7036
tiny,chip_051_235_merged.tif,0.8,1,61732263,156,30.3121,33.6746,3.3625
tiny,chip_051_235_merged.tif,0.8,2,1729270393,156,30.7856,32.409,1.6233
tiny,chip_051_235_merged.tif,0.8,3,1348663762,156,30.1402,33.3648,3.2246
tiny,chip_051_235_merged.tif,0.8,4,868718244,156,28.926,32.0913,3.1653
tiny,chip_053_176_merged.tif,0.2,0,1908118620,39,39.4118,39.6296,0.2178
tiny,chip_053_176_merged.tif,0.2,1,1428173102,39,39.6019,38.9951,-0.6068
tiny,chip_053_176_merged.tif,0.2,2,1047566471,39,38.8456,39.1111,0.2656
tiny,chip_053_176_merged.tif,0.2,3,567620953,39,40.2471,40.4094,0.1623
tiny,chip_053_176_merged.tif,0.2,4,187014322,39,38.2033,39.3691,1.1658
tiny,chip_053_176_merged.tif,0.4,0,1648164400,78,39.1032,39.9247,0.8215
tiny,chip_053_176_merged.tif,0.4,1,1267557769,78,39.8453,39.374,-0.4714
tiny,chip_053_176_merged.tif,0.4,2,886951138,78,39.8452,39.3348,-0.5104
tiny,chip_053_176_merged.tif,0.4,3,407005620,78,38.2506,33.2521,-4.9985
tiny,chip_053_176_merged.tif,0.4,4,26398989,78,39.3378,40.4934,1.1555
tiny,chip_053_176_merged.tif,0.6,0,904866193,117,37.071,38.1856,1.1146
tiny,chip_053_176_merged.tif,0.6,1,524259562,117,38.5371,39.1606,0.6234
tiny,chip_053_176_merged.tif,0.6,2,143652931,117,37.2174,38.5298,1.3123
tiny,chip_053_176_merged.tif,0.6,3,1811191061,117,36.3727,37.5634,1.1907
tiny,chip_053_176_merged.tif,0.6,4,1430584430,117,38.0528,37.912,-0.1408
tiny,chip_053_176_merged.tif,0.8,0,521612884,156,35.1161,36.4897,1.3736
tiny,chip_053_176_merged.tif,0.8,1,41667366,156,34.6615,37.5905,2.929
tiny,chip_053_176_merged.tif,0.8,2,1808544383,156,34.6538,37.623,2.9691
tiny,chip_053_176_merged.tif,0.8,3,1328598865,156,35.0339,36.3506,1.3167
tiny,chip_053_176_merged.tif,0.8,4,947992234,156,34.6712,38.0133,3.3421
tiny,chip_054_264_merged.tif,0.2,0,547178488,39,33.1365,35.3416,2.2051
tiny,chip_054_264_merged.tif,0.2,1,67232970,39,33.8324,35.1704,1.338
tiny,chip_054_264_merged.tif,0.2,2,1834109987,39,33.5026,36.0323,2.5297
tiny,chip_054_264_merged.tif,0.2,3,1354164469,39,35.0625,35.7873,0.7248
tiny,chip_054_264_merged.tif,0.2,4,973557838,39,33.5024,36.2218,2.7194
tiny,chip_054_264_merged.tif,0.4,0,287224268,78,35.0688,35.8308,0.762
tiny,chip_054_264_merged.tif,0.4,1,2054101285,78,34.3691,36.0343,1.6652
tiny,chip_054_264_merged.tif,0.4,2,1673494654,78,34.4642,36.3738,1.9096
tiny,chip_054_264_merged.tif,0.4,3,1193549136,78,34.213,35.7135,1.5004
tiny,chip_054_264_merged.tif,0.4,4,812942505,78,34.4803,36.1303,1.65
tiny,chip_054_264_merged.tif,0.6,0,1691409709,117,30.9735,35.4436,4.4701
tiny,chip_054_264_merged.tif,0.6,1,1310803078,117,34.267,35.3781,1.1111
tiny,chip_054_264_merged.tif,0.6,2,930196447,117,33.9034,35.2236,1.3201
tiny,chip_054_264_merged.tif,0.6,3,450250929,117,33.1042,35.7636,2.6595
tiny,chip_054_264_merged.tif,0.6,4,69644298,117,33.9066,35.0286,1.122
tiny,chip_054_264_merged.tif,0.8,0,1308156400,156,33.0619,34.8193,1.7574
tiny,chip_054_264_merged.tif,0.8,1,828210882,156,33.8197,35.1736,1.3539
tiny,chip_054_264_merged.tif,0.8,2,447604251,156,32.3957,34.892,2.4962
tiny,chip_054_264_merged.tif,0.8,3,2115142381,156,33.8179,34.5156,0.6977
tiny,chip_054_264_merged.tif,0.8,4,1734535750,156,33.8094,33.8209,0.0115
tiny,chip_055_200_merged.tif,0.2,0,2141417232,39,37.0602,39.779,2.7188
tiny,chip_055_200_merged.tif,0.2,1,1661471714,39,38.8605,39.0455,0.185
tiny,chip_055_200_merged.tif,0.2,2,1280865083,39,38.0496,38.5227,0.4731
tiny,chip_055_200_merged.tif,0.2,3,800919565,39,38.744,39.1847,0.4408
tiny,chip_055_200_merged.tif,0.2,4,420312934,39,38.7452,39.9476,1.2024
tiny,chip_055_200_merged.tif,0.4,0,1076142162,78,36.9649,39.0719,2.1071
tiny,chip_055_200_merged.tif,0.4,1,695535531,78,37.469,38.9894,1.5204
