chip,mask_ratio,100M,300M,600M,tiny,rank_tiny,rank_100M,rank_300M,rank_600M,metric
chip_180_460_merged.tif,0.6,33.55844,33.83468,34.20342,32.305899999999994,4.0,3.0,2.0,1.0,block_psnr
chip_180_460_merged.tif,0.8,32.998599999999996,33.447540000000004,33.075239999999994,31.50104,4.0,3.0,1.0,2.0,block_psnr
chip_181_264_merged.tif,0.2,32.01872,32.9107,33.30324,32.07314,3.0,4.0,2.0,1.0,block_psnr
chip_181_264_merged.tif,0.4,32.24828,32.83096,32.86826,31.3079,4.0,3.0,2.0,1.0,block_psnr
chip_181_264_merged.tif,0.6,31.352179999999997,32.03158,32.52962,31.00048,4.0,3.0,2.0,1.0,block_psnr
chip_181_264_merged.tif,0.8,30.6769,31.49654,30.665280000000003,30.93206,2.0,3.0,1.0,4.0,block_psnr
chip_181_353_merged.tif,0.2,34.21954,34.36046,35.40776,31.936799999999998,4.0,3.0,2.0,1.0,block_psnr
chip_181_353_merged.tif,0.4,33.7108,33.93666,34.5171,32.8498,4.0,3.0,2.0,1.0,block_psnr
chip_181_353_merged.tif,0.6,33.37432,33.66472,34.593360000000004,32.42362,4.0,3.0,2.0,1.0,block_psnr
chip_181_353_merged.tif,0.8,32.80666,33.14768,33.56506,32.15342,4.0,3.0,2.0,1.0,block_psnr
chip_181_413_merged.tif,0.2,38.7975,38.49456,39.24864,35.51316,4.0,2.0,3.0,1.0,block_psnr
chip_181_413_merged.tif,0.4,37.16984,37.09462,39.0426,34.57622,4.0,2.0,3.0,1.0,block_psnr
chip_181_413_merged.tif,0.6,37.38456,37.419979999999995,39.154360000000004,34.3097,4.0,3.0,2.0,1.0,block_psnr
chip_181_413_merged.tif,0.8,37.056439999999995,37.38382,38.24402,34.74978,4.0,3.0,2.0,1.0,block_psnr
chip_181_605_merged.tif,0.2,30.38084,30.8341,30.7746,28.947699999999998,4.0,3.0,1.0,2.0,block_psnr
chip_181_605_merged.tif,0.4,29.80922,31.12064,30.568759999999997,28.937279999999998,4.0,3.0,1.0,2.0,block_psnr
chip_181_605_merged.tif,0.6,27.7118,29.191699999999997,29.25698,27.175459999999998,4.0,3.0,2.0,1.0,block_psnr
chip_181_605_merged.tif,0.8,27.97434,29.180799999999998,29.49388,27.282040000000002,4.0,3.0,2.0,1.0,block_psnr
chip_181_606_merged.tif,0.2,31.86396,32.66746,34.23328,30.78454,4.0,3.0,2.0,1.0,block_psnr
chip_181_606_merged.tif,0.4,31.2605,31.5942,33.380160000000004,29.9101,4.0,3.0,2.0,1.0,block_psnr
chip_181_606_merged.tif,0.6,30.506580000000003,30.978859999999997,31.884479999999996,29.0851,4.0,3.0,2.0,1.0,block_psnr
chip_181_606_merged.tif,0.8,30.20718,30.621460000000003,31.30244,29.136379999999996,4.0,3.0,2.0,1.0,block_psnr
chip_182_579_merged.tif,0.2,38.248419999999996,37.31442,39.8688,36.160219999999995,4.0,2.0,3.0,1.0,block_psnr
chip_182_579_merged.tif,0.4,37.46358,37.56214,38.5513,36.4286,4.0,3.0,2.0,1.0,block_psnr
chip_182_579_merged.tif,0.6,37.12622,37.51242,38.81172,35.838139999999996,4.0,3.0,2.0,1.0,block_psnr
chip_182_579_merged.tif,0.8,37.16574,37.6964,38.3545,35.3837,4.0,3.0,2.0,1.0,block_psnr
chip_182_606_merged.tif,0.2,32.48644,32.556020000000004,33.45214,30.372659999999996,4.0,3.0,2.0,1.0,block_psnr
chip_182_606_merged.tif,0.4,31.640300000000003,31.982319999999998,33.31988,29.98764,4.0,3.0,2.0,1.0,block_psnr
chip_182_606_merged.tif,0.6,31.2856,31.67708,32.39012,29.51902,4.0,3.0,2.0,1.0,block_psnr
chip_182_606_merged.tif,0.8,31.61826,32.05558,32.68068,29.92824,4.0,3.0,2.0,1.0,block_psnr
chip_183_237_merged.tif,0.2,31.375,31.4019,31.90648,29.488979999999998,4.0,3.0,2.0,1.0,block_psnr
chip_183_237_merged.tif,0.4,31.07336,30.789920000000002,32.300979999999996,29.36456,4.0,2.0,3.0,1.0,block_psnr
chip_183_237_merged.tif,0.6,31.30428,31.5101,31.86576,30.151760000000003,4.0,3.0,2.0,1.0,block_psnr
chip_183_237_merged.tif,0.8,30.875880000000002,31.160860000000003,31.067380000000004,29.60002,4.0,3.0,1.0,2.0,block_psnr
chip_183_520_merged.tif,0.2,35.7161,35.55376,36.86338,32.849199999999996,4.0,2.0,3.0,1.0,block_psnr
chip_183_520_merged.tif,0.4,35.05958,35.51222,36.1871,33.210899999999995,4.0,3.0,2.0,1.0,block_psnr
chip_183_520_merged.tif,0.6,34.72038,35.40736,36.248720000000006,33.27488,4.0,3.0,2.0,1.0,block_psnr
chip_183_520_merged.tif,0.8,33.29252,34.49236,35.32804,31.520580000000002,4.0,3.0,2.0,1.0,block_psnr
chip_183_606_merged.tif,0.2,33.48444,33.43974,33.490719999999996,30.98786,4.0,2.0,3.0,1.0,block_psnr
chip_183_606_merged.tif,0.4,32.62464,33.048,33.62544,30.806900000000002,4.0,3.0,2.0,1.0,block_psnr
chip_183_606_merged.tif,0.6,31.3601,32.339960000000005,32.44832,29.73242,4.0,3.0,2.0,1.0,block_psnr
chip_183_606_merged.tif,0.8,31.56918,32.5364,31.85432,30.54636,4.0,3.0,1.0,2.0,block_psnr
chip_185_305_merged.tif,0.2,35.96656,36.21794,36.949580000000005,31.536540000000002,4.0,3.0,2.0,1.0,block_psnr
chip_185_305_merged.tif,0.4,35.21678,35.44572,36.79952,32.21968,4.0,3.0,2.0,1.0,block_psnr
chip_185_305_merged.tif,0.6,33.61652,33.80198,35.160180000000004,31.433839999999996,4.0,3.0,2.0,1.0,block_psnr
chip_185_305_merged.tif,0.8,32.454359999999994,32.705020000000005,33.7998,30.9274,4.0,3.0,2.0,1.0,block_psnr
chip_185_368_merged.tif,0.2,31.836260000000003,32.493759999999995,32.1786,30.044439999999998,4.0,3.0,1.0,2.0,block_psnr
chip_185_368_merged.tif,0.4,31.23242,31.9886,32.3016,30.09172,4.0,3.0,2.0,1.0,block_psnr
chip_185_368_merged.tif,0.6,31.227660000000004,32.18062,32.262119999999996,30.23562,4.0,3.0,2.0,1.0,block_psnr
chip_185_368_merged.tif,0.8,30.956799999999998,31.734679999999997,32.242000000000004,29.80988,4.0,3.0,2.0,1.0,block_psnr
chip_185_399_merged.tif,0.2,32.41518,32.710359999999994,33.45438,30.68774,4.0,3.0,2.0,1.0,block_psnr
chip_185_399_merged.tif,0.4,32.05072,32.349180000000004,32.16856,30.1228,4.0,3.0,1.0,2.0,block_psnr
chip_185_399_merged.tif,0.6,31.63442,31.9594,32.624559999999995,30.01,4.0,3.0,2.0,1.0,block_psnr
chip_185_399_merged.tif,0.8,31.3356,31.74478,32.43154,30.12726,4.0,3.0,2.0,1.0,block_psnr
chip_185_408_merged.tif,0.2,37.80548,37.84814,39.03506,34.705439999999996,4.0,3.0,2.0,1.0,block_psnr
chip_185_408_merged.tif,0.4,37.07428,37.21138,39.21156,34.08674,4.0,3.0,2.0,1.0,block_psnr
chip_185_408_merged.tif,0.6,36.449760000000005,36.553700000000006,37.68494,33.02968,4.0,3.0,2.0,1.0,block_psnr
chip_185_408_merged.tif,0.8,36.35648,36.34851999999999,36.27342,33.950900000000004,4.0,1.0,2.0,3.0,block_psnr
chip_186_265_merged.tif,0.2,34.451440000000005,34.50022,35.678960000000004,32.88742,4.0,3.0,2.0,1.0,block_psnr
chip_186_265_merged.tif,0.4,33.02688,33.156580000000005,34.08454,31.176260000000003,4.0,3.0,2.0,1.0,block_psnr
chip_186_265_merged.tif,0.6,32.62706,32.77306,33.12166,31.39962,4.0,3.0,2.0,1.0,block_psnr
chip_186_265_merged.tif,0.8,32.4029,32.7615,32.447540000000004,30.85438,4.0,3.0,1.0,2.0,block_psnr
chip_186_488_merged.tif,0.2,33.01918,33.68424,33.74444,30.867219999999996,4.0,3.0,2.0,1.0,block_psnr
chip_186_488_merged.tif,0.4,32.07868,32.71464,33.3906,30.1483,4.0,3.0,2.0,1.0,block_psnr
chip_186_488_merged.tif,0.6,31.43732,32.33242,32.20052,29.357819999999997,4.0,3.0,1.0,2.0,block_psnr
chip_186_488_merged.tif,0.8,31.2081,32.0148,32.39412,29.692619999999998,4.0,3.0,2.0,1.0,block_psnr
chip_188_404_merged.tif,0.2,38.153800000000004,37.38816,39.38214000000001,35.62968,4.0,2.0,3.0,1.0,block_psnr
chip_188_404_merged.tif,0.4,37.97782,38.2131,40.24338,35.3548,4.0,3.0,2.0,1.0,block_psnr
chip_188_404_merged.tif,0.6,37.95474,38.70024,39.57336,35.029360000000004,4.0,3.0,2.0,1.0,block_psnr
chip_188_404_merged.tif,0.8,37.59938,38.07452,38.670280000000005,34.3189,4.0,3.0,2.0,1.0,block_psnr
chip_191_403_merged.tif,0.2,33.02892000000001,33.4543,32.95364,31.569940000000003,4.0,2.0,1.0,3.0,block_psnr
chip_191_403_merged.tif,0.4,32.27344,32.60662,33.330259999999996,31.504160000000002,4.0,3.0,2.0,1.0,block_psnr
chip_191_403_merged.tif,0.6,32.137739999999994,32.4839,32.9007,30.703899999999997,4.0,3.0,2.0,1.0,block_psnr
chip_191_403_merged.tif,0.8,31.875420000000002,32.13492,32.82832,30.607979999999998,4.0,3.0,2.0,1.0,block_psnr
chip_193_311_merged.tif,0.2,34.005280000000006,34.045519999999996,34.97492,32.31584,4.0,3.0,2.0,1.0,block_psnr
chip_193_311_merged.tif,0.4,32.88788,32.998200000000004,34.091539999999995,31.230439999999998,4.0,3.0,2.0,1.0,block_psnr
chip_193_311_merged.tif,0.6,31.84058,32.24572,33.60866,30.4144,4.0,3.0,2.0,1.0,block_psnr
chip_193_311_merged.tif,0.8,31.020760000000003,31.46714,32.51186,29.89536,4.0,3.0,2.0,1.0,block_psnr
chip_193_314_merged.tif,0.2,33.05496,34.080020000000005,34.55902,30.836000000000002,4.0,3.0,2.0,1.0,block_psnr
chip_193_314_merged.tif,0.4,31.690559999999998,32.610640000000004,33.82624,29.617079999999998,4.0,3.0,2.0,1.0,block_psnr
chip_193_314_merged.tif,0.6,31.89484,33.13978,33.487199999999994,30.056540000000002,4.0,3.0,2.0,1.0,block_psnr
chip_193_314_merged.tif,0.8,30.1529,31.1044,32.47168,28.64284,4.0,3.0,2.0,1.0,block_psnr
chip_193_583_merged.tif,0.2,37.611760000000004,37.39398,38.34688,35.76452,4.0,2.0,3.0,1.0,block_psnr
chip_193_583_merged.tif,0.4,37.11216,37.0539,38.4513,34.57976,4.0,2.0,3.0,1.0,block_psnr
chip_193_583_merged.tif,0.6,36.923899999999996,37.177859999999995,38.193259999999995,35.01206,4.0,3.0,2.0,1.0,block_psnr
chip_193_583_merged.tif,0.8,36.44172,36.64878,36.495079999999994,34.52232,4.0,3.0,1.0,2.0,block_psnr
chip_194_257_merged.tif,0.2,38.024919999999995,38.096140000000005,37.71864,35.57142,4.0,2.0,1.0,3.0,block_psnr
chip_194_257_merged.tif,0.4,33.5558,34.26324,35.2807,33.26746,4.0,3.0,2.0,1.0,block_psnr
chip_194_257_merged.tif,0.6,32.6652,33.2533,33.72094,32.89248,3.0,4.0,2.0,1.0,block_psnr
chip_194_257_merged.tif,0.8,32.16344,32.66798,32.3832,32.30768,3.0,4.0,1.0,2.0,block_psnr
chip_194_261_merged.tif,0.2,36.15836,36.44638,37.02832,33.7834,4.0,3.0,2.0,1.0,block_psnr
chip_194_261_merged.tif,0.4,34.50374,35.02246,35.370799999999996,32.82652,4.0,3.0,2.0,1.0,block_psnr
chip_194_261_merged.tif,0.6,34.092200000000005,34.52672,34.22618,32.8076,4.0,3.0,1.0,2.0,block_psnr
chip_194_261_merged.tif,0.8,33.98996,34.356939999999994,34.117020000000004,32.806380000000004,4.0,3.0,1.0,2.0,block_psnr
chip_194_296_merged.tif,0.2,37.16948,37.66278,37.25658,34.301,4.0,3.0,1.0,2.0,block_psnr
chip_194_296_merged.tif,0.4,35.76854,36.28496,37.07258,34.33454,4.0,3.0,2.0,1.0,block_psnr
chip_194_296_merged.tif,0.6,34.78652,35.6278,35.76508,33.83926,4.0,3.0,2.0,1.0,block_psnr
chip_194_296_merged.tif,0.8,34.12424,34.649,34.291380000000004,32.95096,4.0,3.0,1.0,2.0,block_psnr
chip_194_315_merged.tif,0.2,33.65264,33.7694,34.43384,29.81922,4.0,3.0,2.0,1.0,block_psnr
chip_194_315_merged.tif,0.4,31.007299999999997,31.980740000000004,33.08936,28.75822,4.0,3.0,2.0,1.0,block_psnr
chip_194_315_merged.tif,0.6,31.09164,32.40994,34.10526,29.231659999999998,4.0,3.0,2.0,1.0,block_psnr
chip_194_315_merged.tif,0.8,30.24432,31.38138,31.49424,28.8779,4.0,3.0,2.0,1.0,block_psnr
chip_194_329_merged.tif,0.2,32.21968,32.243579999999994,32.65426,30.42206,4.0,3.0,2.0,1.0,block_psnr
chip_194_329_merged.tif,0.4,29.93702,30.171519999999997,31.029919999999997,29.2382,4.0,3.0,2.0,1.0,block_psnr
chip_194_329_merged.tif,0.6,29.09332,29.432100000000002,30.24654,27.79076,4.0,3.0,2.0,1.0,block_psnr
chip_194_329_merged.tif,0.8,28.635160000000003,29.446140000000003,29.91908,27.813940000000002,4.0,3.0,2.0,1.0,block_psnr
chip_194_385_merged.tif,0.2,32.2469,32.70444,34.26472,31.000939999999996,4.0,3.0,2.0,1.0,block_psnr
chip_194_385_merged.tif,0.4,33.98894,34.38062,34.69098,32.83382,4.0,3.0,2.0,1.0,block_psnr
chip_194_385_merged.tif,0.6,33.107780000000005,33.790620000000004,34.4661,32.10406,4.0,3.0,2.0,1.0,block_psnr
chip_194_385_merged.tif,0.8,32.55394,33.5219,34.1019,31.55632,4.0,3.0,2.0,1.0,block_psnr
chip_194_433_merged.tif,0.2,33.92814,34.2231,34.84222,31.37586,4.0,3.0,2.0,1.0,block_psnr
chip_194_433_merged.tif,0.4,32.56346,33.355959999999996,33.832119999999996,31.1236,4.0,3.0,2.0,1.0,block_psnr
chip_194_433_merged.tif,0.6,32.3204,32.63156,33.47692,31.1338,4.0,3.0,2.0,1.0,block_psnr
chip_194_433_merged.tif,0.8,32.25874,32.726800000000004,32.89714,30.29674,4.0,3.0,2.0,1.0,block_psnr
chip_196_274_merged.tif,0.2,34.06758,34.133539999999996,34.12146,32.88626,4.0,3.0,1.0,2.0,block_psnr
chip_196_274_merged.tif,0.4,32.27968,32.33236,33.335040000000006,31.5,4.0,3.0,2.0,1.0,block_psnr
chip_196_274_merged.tif,0.6,31.5968,31.72416,31.803999999999995,30.32644,4.0,3.0,2.0,1.0,block_psnr
chip_196_274_merged.tif,0.8,31.53306,31.73014,32.254540000000006,30.5565,4.0,3.0,2.0,1.0,block_psnr
chip_196_291_merged.tif,0.2,36.848659999999995,37.50036,38.14994,35.51222,4.0,3.0,2.0,1.0,block_psnr
chip_196_291_merged.tif,0.4,32.78228,33.922399999999996,35.71062,30.648360000000004,4.0,3.0,2.0,1.0,block_psnr
chip_196_291_merged.tif,0.6,32.79744,34.11044,35.16232,31.623200000000004,4.0,3.0,2.0,1.0,block_psnr
chip_196_291_merged.tif,0.8,31.07636,32.172160000000005,33.83636,29.6236,4.0,3.0,2.0,1.0,block_psnr
chip_197_366_merged.tif,0.2,33.574419999999996,33.81648,34.9677,31.684680000000004,4.0,3.0,2.0,1.0,block_psnr
chip_197_366_merged.tif,0.4,32.14732,32.53026,33.690279999999994,31.21926,4.0,3.0,2.0,1.0,block_psnr
chip_197_366_merged.tif,0.6,32.53904,32.896159999999995,33.63344,31.735219999999998,4.0,3.0,2.0,1.0,block_psnr
chip_197_366_merged.tif,0.8,32.26742,32.62512,32.63086,31.19042,4.0,3.0,2.0,1.0,block_psnr
chip_197_591_merged.tif,0.2,33.736779999999996,34.12798,34.55032,31.79284,4.0,3.0,2.0,1.0,block_psnr
chip_197_591_merged.tif,0.4,33.12312,33.17214,33.66574,32.258359999999996,4.0,3.0,2.0,1.0,block_psnr
chip_197_591_merged.tif,0.6,32.65952,33.35624,33.633979999999994,31.87136,4.0,3.0,2.0,1.0,block_psnr
chip_197_591_merged.tif,0.8,32.25706,32.632979999999996,32.431979999999996,31.402440000000002,4.0,3.0,1.0,2.0,block_psnr
chip_198_027_merged.tif,0.2,35.35786,35.17468,37.529360000000004,33.74492,4.0,2.0,3.0,1.0,block_psnr
chip_198_027_merged.tif,0.4,35.982459999999996,36.02126,36.82258,33.8797,4.0,3.0,2.0,1.0,block_psnr
chip_198_027_merged.tif,0.6,35.85722,35.89948,36.6425,34.159000000000006,4.0,3.0,2.0,1.0,block_psnr
chip_198_027_merged.tif,0.8,36.31666,37.19798,36.0025,34.8086,4.0,2.0,1.0,3.0,block_psnr
chip_200_415_merged.tif,0.2,35.4875,35.83478,35.6272,33.24792,4.0,3.0,1.0,2.0,block_psnr
chip_200_415_merged.tif,0.4,34.222500000000004,34.702,34.917880000000004,32.57884,4.0,3.0,2.0,1.0,block_psnr
chip_200_415_merged.tif,0.6,33.42604,33.83948,34.62776,32.05878,4.0,3.0,2.0,1.0,block_psnr
chip_200_415_merged.tif,0.8,32.869600000000005,33.651920000000004,33.54136,31.21126,4.0,3.0,1.0,2.0,block_psnr
chip_200_441_merged.tif,0.2,34.589620000000004,34.6862,35.66368,31.83634,4.0,3.0,2.0,1.0,block_psnr
chip_200_441_merged.tif,0.4,34.78604,34.994240000000005,35.55642,31.89828,4.0,3.0,2.0,1.0,block_psnr
chip_200_441_merged.tif,0.6,34.45532,35.02736,35.26038,31.50032,4.0,3.0,2.0,1.0,block_psnr
chip_200_441_merged.tif,0.8,34.03976,34.337900000000005,34.6199,31.529239999999998,4.0,3.0,2.0,1.0,block_psnr
chip_201_457_merged.tif,0.2,33.35134,33.58696,33.69524,30.916140000000002,4.0,3.0,2.0,1.0,block_psnr
chip_201_457_merged.tif,0.4,30.931599999999996,31.44526,31.9404,30.05322,4.0,3.0,2.0,1.0,block_psnr
chip_201_457_merged.tif,0.6,30.851639999999996,31.45102,31.8182,30.20344,4.0,3.0,2.0,1.0,block_psnr
chip_201_457_merged.tif,0.8,31.31642,31.74714,31.98456,29.88816,4.0,3.0,2.0,1.0,block_psnr
chip_202_016_merged.tif,0.2,27.882640000000002,28.28306,28.0817,26.584160000000004,4.0,3.0,1.0,2.0,block_psnr
chip_202_016_merged.tif,0.4,29.319139999999997,29.4966,28.93458,28.87216,4.0,2.0,1.0,3.0,block_psnr
chip_202_016_merged.tif,0.6,27.86378,28.4567,28.67812,27.437,4.0,3.0,2.0,1.0,block_psnr
chip_202_016_merged.tif,0.8,26.16142,26.569319999999998,27.074419999999996,25.8031,4.0,3.0,2.0,1.0,block_psnr
chip_202_324_merged.tif,0.2,35.60266,35.59652,36.10478,33.12762,4.0,2.0,3.0,1.0,block_psnr
chip_202_324_merged.tif,0.4,34.30624,34.09234,34.59636,32.585879999999996,4.0,2.0,3.0,1.0,block_psnr
chip_202_324_merged.tif,0.6,33.77364,33.74048,34.39022,31.66526,4.0,2.0,3.0,1.0,block_psnr
chip_202_324_merged.tif,0.8,33.20994,33.02986,32.65648,31.388099999999998,4.0,1.0,2.0,3.0,block_psnr
chip_202_367_merged.tif,0.2,32.438900000000004,32.5395,34.20102,30.96134,4.0,3.0,2.0,1.0,block_psnr
chip_202_367_merged.tif,0.4,32.29096,32.56048,33.66822,30.55384,4.0,3.0,2.0,1.0,block_psnr
chip_202_367_merged.tif,0.6,32.3311,32.3962,32.844319999999996,30.87654,4.0,3.0,2.0,1.0,block_psnr
chip_202_367_merged.tif,0.8,32.0156,32.255340000000004,32.4065,30.11098,4.0,3.0,2.0,1.0,block_psnr
chip_202_388_merged.tif,0.2,33.695080000000004,33.722699999999996,34.2626,31.93918,4.0,3.0,2.0,1.0,block_psnr
chip_202_388_merged.tif,0.4,32.62179999999999,32.85798,33.489,31.00908,4.0,3.0,2.0,1.0,block_psnr
chip_202_388_merged.tif,0.6,31.7423,32.393240000000006,32.75398,30.65184,4.0,3.0,2.0,1.0,block_psnr
chip_202_388_merged.tif,0.8,30.14554,31.658839999999998,31.29036,30.327440000000003,3.0,4.0,1.0,2.0,block_psnr
chip_202_439_merged.tif,0.2,36.16612,36.355779999999996,37.00704,32.51672,4.0,3.0,2.0,1.0,block_psnr
chip_202_439_merged.tif,0.4,35.56436,35.8298,36.4327,32.44628,4.0,3.0,2.0,1.0,block_psnr
chip_202_439_merged.tif,0.6,34.571039999999996,35.1113,35.88616,28.91008,4.0,3.0,2.0,1.0,block_psnr
chip_202_439_merged.tif,0.8,34.007780000000004,34.09838,34.06236,30.70932,4.0,3.0,1.0,2.0,block_psnr
chip_204_329_merged.tif,0.2,33.38838,33.83544,32.65648,29.62802,4.0,2.0,1.0,3.0,block_psnr
chip_204_329_merged.tif,0.4,32.2448,32.30718,31.39968,30.06632,4.0,2.0,1.0,3.0,block_psnr
chip_204_329_merged.tif,0.6,31.31176,31.70546,31.92478,29.702440000000003,4.0,3.0,2.0,1.0,block_psnr
chip_204_329_merged.tif,0.8,30.70276,30.97448,30.323500000000003,29.008760000000002,4.0,2.0,1.0,3.0,block_psnr
chip_204_390_merged.tif,0.2,37.683679999999995,37.52008,39.06382,35.07748,4.0,2.0,3.0,1.0,block_psnr
chip_204_390_merged.tif,0.4,37.4819,37.82754,38.6191,35.25958,4.0,3.0,2.0,1.0,block_psnr
chip_204_390_merged.tif,0.6,37.28026,37.78302,38.388,35.173379999999995,4.0,3.0,2.0,1.0,block_psnr
chip_204_390_merged.tif,0.8,37.10828,37.554680000000005,37.441739999999996,34.91752,4.0,3.0,1.0,2.0,block_psnr
chip_204_506_merged.tif,0.2,32.30752,32.435199999999995,33.61896,29.660019999999996,4.0,3.0,2.0,1.0,block_psnr
chip_204_506_merged.tif,0.4,30.677460000000004,31.153340000000004,31.90174,28.56888,4.0,3.0,2.0,1.0,block_psnr
chip_204_506_merged.tif,0.6,30.193779999999997,31.036700000000003,31.912599999999998,27.961779999999997,4.0,3.0,2.0,1.0,block_psnr
chip_204_506_merged.tif,0.8,29.189839999999997,29.81324,30.600060000000003,27.72786,4.0,3.0,2.0,1.0,block_psnr
chip_205_329_merged.tif,0.2,32.265640000000005,32.6265,33.12796,30.22768,4.0,3.0,2.0,1.0,block_psnr
chip_205_329_merged.tif,0.4,30.747180000000004,31.00394,32.22692,29.575400000000002,4.0,3.0,2.0,1.0,block_psnr
chip_205_329_merged.tif,0.6,30.125880000000002,30.43594,31.15858,29.185000000000002,4.0,3.0,2.0,1.0,block_psnr
chip_205_329_merged.tif,0.8,30.3068,30.84212,31.00794,29.55704,4.0,3.0,2.0,1.0,block_psnr
chip_206_391_merged.tif,0.2,36.56132,36.55182,36.945119999999996,34.5543,4.0,2.0,3.0,1.0,block_psnr
chip_206_391_merged.tif,0.4,36.42324,36.597,37.49462,33.15924,4.0,3.0,2.0,1.0,block_psnr
chip_206_391_merged.tif,0.6,35.94626,36.55318,37.19742,33.939980000000006,4.0,3.0,2.0,1.0,block_psnr
chip_206_391_merged.tif,0.8,35.74852,36.16438,35.89594,34.27672,4.0,3.0,1.0,2.0,block_psnr
chip_206_401_merged.tif,0.2,35.6767,36.31251999999999,36.5118,34.19592,4.0,3.0,2.0,1.0,block_psnr
chip_206_401_merged.tif,0.4,35.427299999999995,35.8771,36.24898,33.60652,4.0,3.0,2.0,1.0,block_psnr
chip_206_401_merged.tif,0.6,34.997,35.40444,35.90466,33.046839999999996,4.0,3.0,2.0,1.0,block_psnr
chip_206_401_merged.tif,0.8,33.54878,34.62238,34.0506,32.2653,4.0,3.0,1.0,2.0,block_psnr
chip_207_334_merged.tif,0.2,30.54864,31.396000000000004,31.994880000000002,28.88156,4.0,3.0,2.0,1.0,block_psnr
chip_207_334_merged.tif,0.4,29.54468,29.9476,30.5858,28.51762,4.0,3.0,2.0,1.0,block_psnr
chip_207_334_merged.tif,0.6,29.61828,29.903859999999998,30.44618,28.43932,4.0,3.0,2.0,1.0,block_psnr
chip_207_334_merged.tif,0.8,29.342959999999998,30.02874,29.882979999999996,28.34212,4.0,3.0,1.0,2.0,block_psnr
chip_207_424_merged.tif,0.2,35.0114,35.06424,35.398700000000005,33.52946,4.0,3.0,2.0,1.0,block_psnr
chip_207_424_merged.tif,0.4,33.66102,33.89298,34.647800000000004,32.1371,4.0,3.0,2.0,1.0,block_psnr
chip_207_424_merged.tif,0.6,32.72752,33.29406,33.8519,31.488940000000003,4.0,3.0,2.0,1.0,block_psnr
chip_207_424_merged.tif,0.8,30.1192,30.9935,29.325599999999998,30.35232,2.0,3.0,1.0,4.0,block_psnr
chip_208_417_merged.tif,0.2,36.27038,36.396640000000005,36.61152,34.17874,4.0,3.0,2.0,1.0,block_psnr
chip_208_417_merged.tif,0.4,35.090819999999994,34.98438,35.793240000000004,33.22998,4.0,2.0,3.0,1.0,block_psnr
chip_208_417_merged.tif,0.6,34.98350000000001,35.50944,35.47834,33.23274,4.0,3.0,1.0,2.0,block_psnr
chip_208_417_merged.tif,0.8,33.70152,34.36582,35.29006,31.0827,4.0,3.0,2.0,1.0,block_psnr
chip_209_312_merged.tif,0.2,32.470839999999995,32.84744,31.756999999999998,30.60724,4.0,2.0,1.0,3.0,block_psnr
chip_209_312_merged.tif,0.4,31.51722,32.43004,31.589640000000003,30.81644,4.0,3.0,1.0,2.0,block_psnr
chip_209_312_merged.tif,0.6,31.11816,32.021280000000004,31.893079999999998,30.70838,4.0,3.0,1.0,2.0,block_psnr
chip_209_312_merged.tif,0.8,30.813200000000002,31.5907,32.05778,30.40596,4.0,3.0,2.0,1.0,block_psnr
chip_210_444_merged.tif,0.2,31.57036,31.82924,32.38626,29.26606,4.0,3.0,2.0,1.0,block_psnr
chip_210_444_merged.tif,0.4,30.3813,30.374919999999996,31.310840000000002,29.30306,4.0,2.0,3.0,1.0,block_psnr
chip_210_444_merged.tif,0.6,30.1924,30.08686,31.1706,28.391039999999997,4.0,2.0,3.0,1.0,block_psnr
chip_210_444_merged.tif,0.8,29.42204,29.77976,29.299979999999998,27.69246,4.0,2.0,1.0,3.0,block_psnr
chip_210_466_merged.tif,0.2,35.01678,35.118900000000004,36.05426,32.764480000000006,4.0,3.0,2.0,1.0,block_psnr
chip_210_466_merged.tif,0.4,34.411500000000004,34.49286,35.4963,32.28142,4.0,3.0,2.0,1.0,block_psnr
chip_210_466_merged.tif,0.6,34.13926,34.405539999999995,35.20062,32.39244,4.0,3.0,2.0,1.0,block_psnr
chip_210_466_merged.tif,0.8,33.63042,33.962720000000004,34.112,31.90482,4.0,3.0,2.0,1.0,block_psnr
chip_211_435_merged.tif,0.2,37.77632,37.12186,38.5363,35.97098,4.0,2.0,3.0,1.0,block_psnr
chip_211_435_merged.tif,0.4,36.49822,36.3101,38.568599999999996,34.899,4.0,2.0,3.0,1.0,block_psnr
chip_211_435_merged.tif,0.6,36.028819999999996,36.68112,37.722680000000004,34.79964,4.0,3.0,2.0,1.0,block_psnr
chip_211_435_merged.tif,0.8,36.16334,36.83182,36.69552,34.95998,4.0,3.0,1.0,2.0,block_psnr
chip_213_282_merged.tif,0.2,36.12506,36.06026,36.47092,33.46572,4.0,2.0,3.0,1.0,block_psnr
chip_213_282_merged.tif,0.4,33.29266,33.156079999999996,35.04018,31.499900000000004,4.0,2.0,3.0,1.0,block_psnr
chip_213_282_merged.tif,0.6,34.244240000000005,34.0695,34.82794,32.893899999999995,4.0,2.0,3.0,1.0,block_psnr
chip_213_282_merged.tif,0.8,31.455060000000003,31.70964,32.47548,30.50648,4.0,3.0,2.0,1.0,block_psnr
chip_213_290_merged.tif,0.2,34.76658,34.85476,35.17866,31.567060000000005,4.0,3.0,2.0,1.0,block_psnr
chip_213_290_merged.tif,0.4,32.088300000000004,32.532439999999994,34.71794,29.898000000000003,4.0,3.0,2.0,1.0,block_psnr
