backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
600M,chip_122_507_merged.tif,0.8,4,454512553,208,30.5633,30.5633,0.0,32.8732,32.8732,0.0,0.020172,0.01462
600M,chip_123_393_merged.tif,0.2,0,537000070,50,36.0965,36.0965,-0.0,38.2252,38.2252,0.0,0.009036,0.007667
600M,chip_123_393_merged.tif,0.2,1,57054552,50,35.4496,35.4496,0.0,38.1713,38.1713,0.0,0.009647,0.007501
600M,chip_123_393_merged.tif,0.2,2,1823931569,50,36.0913,36.0913,-0.0,37.9261,37.9261,-0.0,0.009267,0.008149
600M,chip_123_393_merged.tif,0.2,3,1343986051,50,36.8375,36.8375,-0.0,38.0696,38.0696,-0.0,0.008949,0.007742
600M,chip_123_393_merged.tif,0.2,4,963379420,50,36.361,36.361,-0.0,38.8012,38.8012,-0.0,0.00954,0.007329
600M,chip_123_393_merged.tif,0.4,0,1619208648,100,34.9101,34.9101,-0.0,37.7975,37.7975,0.0,0.009971,0.007697
600M,chip_123_393_merged.tif,0.4,1,1238602017,100,36.8291,36.8291,0.0,38.3813,38.3813,-0.0,0.008988,0.007441
600M,chip_123_393_merged.tif,0.4,2,758656499,100,37.1054,37.1054,0.0,37.6267,37.6267,-0.0,0.008698,0.007972
600M,chip_123_393_merged.tif,0.4,3,378049868,100,36.6117,36.6117,-0.0,37.6562,37.6562,-0.0,0.009087,0.007872
600M,chip_123_393_merged.tif,0.4,4,2045587998,100,36.1302,36.1302,0.0,38.5324,38.5324,0.0,0.009241,0.007364
600M,chip_123_393_merged.tif,0.6,0,875910441,154,37.0208,37.0208,0.0,37.8552,37.8552,0.0,0.0085,0.007627
600M,chip_123_393_merged.tif,0.6,1,495303810,154,36.4471,36.4471,0.0,37.9228,37.9228,-0.0,0.009002,0.007683
600M,chip_123_393_merged.tif,0.6,2,15358292,154,35.6167,35.6167,0.0,37.5076,37.5076,0.0,0.009753,0.007851
600M,chip_123_393_merged.tif,0.6,3,1782235309,154,36.4468,36.4468,-0.0,36.9305,36.9305,0.0,0.009003,0.008337
600M,chip_123_393_merged.tif,0.6,4,1302289791,154,34.9771,34.9771,0.0,37.2947,37.2947,0.0,0.010337,0.008071
600M,chip_123_393_merged.tif,0.8,0,393318245,208,34.0428,34.0428,0.0,37.1817,37.1817,-0.0,0.011327,0.008118
600M,chip_123_393_merged.tif,0.8,1,12711614,208,36.3529,36.3529,0.0,37.1492,37.1492,-0.0,0.008979,0.008282
600M,chip_123_393_merged.tif,0.8,2,1680249744,208,36.3525,36.3525,-0.0,36.9415,36.9415,-0.0,0.008979,0.008421
600M,chip_123_393_merged.tif,0.8,3,1299643113,208,36.3529,36.3529,-0.0,36.9158,36.9158,0.0,0.008979,0.008355
600M,chip_123_393_merged.tif,0.8,4,919036482,208,36.1912,36.1912,0.0,37.0599,37.0599,-0.0,0.009205,0.008329
600M,chip_123_434_merged.tif,0.2,0,1158469743,50,37.9357,37.9357,-0.0,41.0412,41.0412,0.0,0.00777,0.006161
600M,chip_123_434_merged.tif,0.2,1,777863112,50,37.7972,37.7972,0.0,40.8883,40.8883,-0.0,0.008057,0.006319
600M,chip_123_434_merged.tif,0.2,2,397256481,50,36.6967,36.6967,-0.0,40.0565,40.0565,0.0,0.008012,0.00633
600M,chip_123_434_merged.tif,0.2,3,2064794611,50,35.3032,35.3032,0.0,41.1209,41.1209,-0.0,0.010183,0.006009
600M,chip_123_434_merged.tif,0.2,4,1684187980,50,35.3326,35.3326,-0.0,40.1335,40.1335,0.0,0.010301,0.006316
600M,chip_123_434_merged.tif,0.4,0,997854410,100,35.9862,35.9862,0.0,40.4747,40.4747,0.0,0.00874,0.005975
600M,chip_123_434_merged.tif,0.4,1,617247779,100,37.201,37.201,-0.0,40.6273,40.6273,0.0,0.008085,0.006056
600M,chip_123_434_merged.tif,0.4,2,137302261,100,36.4854,36.4854,-0.0,40.2757,40.2757,0.0,0.007972,0.006219
600M,chip_123_434_merged.tif,0.4,3,1904179278,100,36.5755,36.5755,0.0,41.1306,41.1306,0.0,0.008739,0.00582
600M,chip_123_434_merged.tif,0.4,4,1424233760,100,36.5342,36.5342,0.0,40.6517,40.6517,0.0,0.008374,0.005995
600M,chip_123_434_merged.tif,0.6,0,254556203,154,35.993,35.993,-0.0,40.3925,40.3925,-0.0,0.009072,0.006147
600M,chip_123_434_merged.tif,0.6,1,2021433220,154,36.2335,36.2335,-0.0,39.7571,39.7571,0.0,0.008448,0.006274
600M,chip_123_434_merged.tif,0.6,2,1541487702,154,37.5026,37.5026,0.0,40.5527,40.5527,-0.0,0.007933,0.006006
600M,chip_123_434_merged.tif,0.6,3,1160881071,154,36.1689,36.1689,-0.0,39.7595,39.7595,0.0,0.008414,0.006222
600M,chip_123_434_merged.tif,0.6,4,680935553,154,36.2685,36.2685,0.0,38.3938,38.3938,-0.0,0.008357,0.006691
600M,chip_123_434_merged.tif,0.8,0,1919447655,208,35.6173,35.6173,0.0,36.7054,36.7054,0.0,0.009195,0.007731
600M,chip_123_434_merged.tif,0.8,1,1538841024,208,35.4991,35.4991,0.0,38.1249,38.1249,-0.0,0.009179,0.007078
600M,chip_123_434_merged.tif,0.8,2,1158234393,208,35.4996,35.4996,-0.0,38.1391,38.1391,-0.0,0.009179,0.006602
600M,chip_123_434_merged.tif,0.8,3,678288875,208,35.577,35.577,-0.0,38.7859,38.7859,-0.0,0.009026,0.006797
600M,chip_123_434_merged.tif,0.8,4,297682244,208,35.5783,35.5783,-0.0,39.1872,39.1872,-0.0,0.009026,0.006748
600M,chip_123_448_merged.tif,0.2,0,194197700,50,37.3492,37.3492,-0.0,39.5928,39.5928,0.0,0.009564,0.00738
600M,chip_123_448_merged.tif,0.2,1,1961074717,50,38.7096,38.7096,0.0,39.0163,39.0163,-0.0,0.007958,0.007761
600M,chip_123_448_merged.tif,0.2,2,1580468086,50,37.8775,37.8775,0.0,38.8443,38.8443,0.0,0.008804,0.007799
600M,chip_123_448_merged.tif,0.2,3,1100522568,50,38.2154,38.2154,0.0,39.9714,39.9714,0.0,0.008697,0.006889
600M,chip_123_448_merged.tif,0.2,4,719915937,50,39.0897,39.0897,-0.0,38.9509,38.9509,-0.0,0.007739,0.007607
600M,chip_123_448_merged.tif,0.4,0,33582367,100,38.1565,38.1565,0.0,38.6951,38.6951,-0.0,0.00855,0.007523
600M,chip_123_448_merged.tif,0.4,1,1800459384,100,37.6659,37.6659,-0.0,39.821,39.821,0.0,0.009106,0.007054
600M,chip_123_448_merged.tif,0.4,2,1320513866,100,37.7633,37.7633,-0.0,40.095,40.095,0.0,0.008836,0.006835
600M,chip_123_448_merged.tif,0.4,3,939907235,100,37.8512,37.8512,0.0,39.3164,39.3164,0.0,0.008848,0.007096
600M,chip_123_448_merged.tif,0.4,4,559300604,100,37.9577,37.9577,-0.0,39.2807,39.2807,-0.0,0.008777,0.007406
600M,chip_123_448_merged.tif,0.6,0,1437767808,154,38.2091,38.2091,0.0,38.765,38.765,0.0,0.00846,0.007531
600M,chip_123_448_merged.tif,0.6,1,1057161177,154,37.1906,37.1906,0.0,38.9662,38.9662,-0.0,0.009262,0.007466
600M,chip_123_448_merged.tif,0.6,2,577215659,154,37.543,37.543,0.0,38.9784,38.9784,0.0,0.008923,0.007556
600M,chip_123_448_merged.tif,0.6,3,196609028,154,37.7468,37.7468,-0.0,38.832,38.832,0.0,0.008798,0.007575
600M,chip_123_448_merged.tif,0.6,4,1963486045,154,37.1898,37.1898,-0.0,39.3552,39.3552,0.0,0.009263,0.007252
600M,chip_123_448_merged.tif,0.8,0,955175612,208,37.1164,37.1164,-0.0,38.3638,38.3638,-0.0,0.009614,0.007965
600M,chip_123_448_merged.tif,0.8,1,574568981,208,37.1167,37.1167,0.0,38.5561,38.5561,-0.0,0.009614,0.007818
600M,chip_123_448_merged.tif,0.8,2,193962350,208,35.3648,35.3648,-0.0,37.8813,37.8813,0.0,0.011162,0.008197
600M,chip_123_448_merged.tif,0.8,3,1861500480,208,36.9581,36.9581,-0.0,37.8617,37.8617,0.0,0.009422,0.008338
600M,chip_123_448_merged.tif,0.8,4,1480893849,208,36.958,36.958,-0.0,38.3879,38.3879,-0.0,0.009422,0.007972
600M,chip_123_507_merged.tif,0.2,0,2022809603,50,32.9615,32.9615,-0.0,34.8407,34.8407,-0.0,0.015657,0.012127
600M,chip_123_507_merged.tif,0.2,1,1642202972,50,32.8855,32.8855,0.0,35.2556,35.2556,-0.0,0.014997,0.011493
600M,chip_123_507_merged.tif,0.2,2,1162257454,50,34.128,34.128,-0.0,34.6622,34.6622,0.0,0.014023,0.012284
600M,chip_123_507_merged.tif,0.2,3,781650823,50,33.3396,33.3396,-0.0,35.2327,35.2327,0.0,0.015389,0.011619
600M,chip_123_507_merged.tif,0.2,4,301705305,50,32.3083,32.3083,-0.0,36.3378,36.3378,0.0,0.01615,0.010377
600M,chip_123_507_merged.tif,0.4,0,1056873420,100,30.7523,30.7523,0.0,34.9151,34.9151,0.0,0.020003,0.011983
600M,chip_123_507_merged.tif,0.4,1,576927902,100,32.0837,32.0837,-0.0,34.0168,34.0168,0.0,0.017571,0.012629
600M,chip_123_507_merged.tif,0.4,2,196321271,100,31.9146,31.9146,0.0,34.8445,34.8445,0.0,0.017601,0.012027
600M,chip_123_507_merged.tif,0.4,3,1863859401,100,31.4133,31.4133,0.0,34.6944,34.6944,0.0,0.018509,0.011972
600M,chip_123_507_merged.tif,0.4,4,1483252770,100,29.4405,29.4405,-0.0,33.9925,33.9925,-0.0,0.021779,0.013155
600M,chip_123_507_merged.tif,0.6,0,1118896063,154,30.5493,30.5493,0.0,32.158,32.158,0.0,0.020115,0.015414
600M,chip_123_507_merged.tif,0.6,1,738289432,154,30.7239,30.7239,-0.0,33.6384,33.6384,0.0,0.020126,0.013877
600M,chip_123_507_merged.tif,0.6,2,258343914,154,30.6111,30.6111,0.0,33.7949,33.7949,-0.0,0.020397,0.013417
600M,chip_123_507_merged.tif,0.6,3,2025220931,154,31.4502,31.4502,-0.0,32.8964,32.8964,0.0,0.018428,0.014015
600M,chip_123_507_merged.tif,0.6,4,1545275413,154,31.2903,31.2903,-0.0,33.1093,33.1093,0.0,0.018908,0.014517
600M,chip_123_507_merged.tif,0.8,0,636303867,208,29.2783,29.2783,-0.0,31.9743,31.9743,0.0,0.022883,0.016322
600M,chip_123_507_merged.tif,0.8,1,255697236,208,29.6123,29.6123,0.0,31.6967,31.6967,-0.0,0.021627,0.017035
600M,chip_123_507_merged.tif,0.8,2,1923235366,208,29.6833,29.6833,0.0,30.968,30.968,-0.0,0.021509,0.017356
600M,chip_123_507_merged.tif,0.8,3,1542628735,208,29.6831,29.6831,-0.0,31.1225,31.1225,0.0,0.021511,0.017191
600M,chip_123_507_merged.tif,0.8,4,1062683217,208,29.2788,29.2788,-0.0,31.3721,31.3721,-0.0,0.022883,0.017602
600M,chip_123_560_merged.tif,0.2,0,835749987,50,40.1737,40.1737,-0.0,42.3328,42.3328,-0.0,0.00521,0.004753
600M,chip_123_560_merged.tif,0.2,1,455143356,50,38.9872,38.9872,0.0,42.4027,42.4027,0.0,0.005686,0.004354
600M,chip_123_560_merged.tif,0.2,2,2122681486,50,39.6133,39.6133,0.0,42.8504,42.8504,0.0,0.005735,0.004402
600M,chip_123_560_merged.tif,0.2,3,1742074855,50,39.9198,39.9198,-0.0,43.2422,43.2422,0.0,0.0052,0.004341
600M,chip_123_560_merged.tif,0.2,4,1262129337,50,40.528,40.528,-0.0,41.4528,41.4528,-0.0,0.005468,0.00504
600M,chip_123_560_merged.tif,0.4,0,675134654,100,41.4202,41.4202,0.0,41.1454,41.1454,0.0,0.004701,0.004854
600M,chip_123_560_merged.tif,0.4,1,195189136,100,40.1563,40.1563,0.0,41.4727,41.4727,0.0,0.005346,0.004773
600M,chip_123_560_merged.tif,0.4,2,1962066153,100,41.3952,41.3952,-0.0,43.1507,43.1507,-0.0,0.004717,0.004161
600M,chip_123_560_merged.tif,0.4,3,1482120635,100,41.6507,41.6507,0.0,42.9645,42.9645,-0.0,0.004602,0.004196
600M,chip_123_560_merged.tif,0.4,4,1101514004,100,41.6509,41.6509,-0.0,42.6243,42.6243,-0.0,0.004601,0.004404
600M,chip_123_560_merged.tif,0.6,0,2079320095,154,40.4502,40.4502,-0.0,42.636,42.636,0.0,0.004998,0.004362
600M,chip_123_560_merged.tif,0.6,1,1599374577,154,40.3982,40.3982,-0.0,41.9749,41.9749,-0.0,0.004874,0.004419
600M,chip_123_560_merged.tif,0.6,2,1218767946,154,41.2313,41.2313,0.0,42.3498,42.3498,0.0,0.00478,0.004272
600M,chip_123_560_merged.tif,0.6,3,738822428,154,40.2662,40.2662,-0.0,41.2888,41.2888,-0.0,0.005198,0.00468
600M,chip_123_560_merged.tif,0.6,4,358215797,154,39.9638,39.9638,-0.0,41.7535,41.7535,-0.0,0.005328,0.00454
600M,chip_123_560_merged.tif,0.8,0,1596727899,208,41.0554,41.0554,0.0,40.5141,40.5141,0.0,0.004831,0.00479
600M,chip_123_560_merged.tif,0.8,1,1216121268,208,40.1014,40.1014,0.0,41.1751,41.1751,0.0,0.005091,0.004679
600M,chip_123_560_merged.tif,0.8,2,736175750,208,40.35,40.35,-0.0,40.9546,40.9546,-0.0,0.004981,0.004762
600M,chip_123_560_merged.tif,0.8,3,355569119,208,40.1014,40.1014,-0.0,41.669,41.669,-0.0,0.005091,0.004568
600M,chip_123_560_merged.tif,0.8,4,2023107249,208,41.0552,41.0552,-0.0,41.212,41.212,-0.0,0.004831,0.004644
600M,chip_124_123_merged.tif,0.2,0,114624796,50,32.8162,32.8162,-0.0,39.6492,39.6492,0.0,0.01457,0.006642
600M,chip_124_123_merged.tif,0.2,1,1881501813,50,32.9591,32.9591,0.0,38.3568,38.3568,0.0,0.014073,0.007235
600M,chip_124_123_merged.tif,0.2,2,1401556295,50,34.5444,34.5444,-0.0,38.8109,38.8109,-0.0,0.010251,0.007111
600M,chip_124_123_merged.tif,0.2,3,1020949664,50,33.2036,33.2036,-0.0,39.3302,39.3302,-0.0,0.013871,0.007047
600M,chip_124_123_merged.tif,0.2,4,640343033,50,31.3176,31.3176,0.0,39.6265,39.6265,-0.0,0.016615,0.006944
600M,chip_124_123_merged.tif,0.4,0,2101493111,100,32.7623,32.7623,-0.0,39.7343,39.7343,0.0,0.013553,0.006587
600M,chip_124_123_merged.tif,0.4,1,1720886480,100,34.5465,34.5465,-0.0,38.8658,38.8658,0.0,0.010808,0.007194
600M,chip_124_123_merged.tif,0.4,2,1240940962,100,33.4537,33.4537,0.0,38.6113,38.6113,0.0,0.012853,0.007439
600M,chip_124_123_merged.tif,0.4,3,860334331,100,34.0264,34.0264,0.0,36.9341,36.9341,-0.0,0.012652,0.008199
600M,chip_124_123_merged.tif,0.4,4,380388813,100,37.1261,37.1261,0.0,39.3485,39.3485,-0.0,0.0087,0.006582
600M,chip_124_123_merged.tif,0.6,0,1358194904,154,31.74,31.74,-0.0,37.3888,37.3888,-0.0,0.015205,0.008105
600M,chip_124_123_merged.tif,0.6,1,977588273,154,33.8916,33.8916,-0.0,38.3751,38.3751,-0.0,0.012345,0.007279
600M,chip_124_123_merged.tif,0.6,2,497642755,154,33.8926,33.8926,0.0,38.1046,38.1046,-0.0,0.012344,0.007823
600M,chip_124_123_merged.tif,0.6,3,117036124,154,34.8184,34.8184,0.0,36.3451,36.3451,0.0,0.011164,0.008421
600M,chip_124_123_merged.tif,0.6,4,1784574254,154,33.3497,33.3497,-0.0,37.8929,37.8929,0.0,0.013203,0.007725
600M,chip_124_123_merged.tif,0.8,0,875602708,208,31.2155,31.2155,0.0,36.0555,36.0555,0.0,0.016283,0.009314
600M,chip_124_123_merged.tif,0.8,1,494996077,208,32.8897,32.8897,-0.0,35.501,35.501,-0.0,0.013945,0.009877
600M,chip_124_123_merged.tif,0.8,2,15050559,208,32.89,32.89,0.0,35.2015,35.2015,0.0,0.013944,0.010002
600M,chip_124_123_merged.tif,0.8,3,1781927576,208,31.2144,31.2144,-0.0,35.1455,35.1455,0.0,0.016285,0.010368
600M,chip_124_123_merged.tif,0.8,4,1401320945,208,31.2146,31.2146,0.0,36.4327,36.4327,0.0,0.016284,0.009026
600M,chip_124_433_merged.tif,0.2,0,1483230851,50,39.4891,39.4891,0.0,40.7157,40.7157,0.0,0.007176,0.005928
600M,chip_124_433_merged.tif,0.2,1,1102624220,50,39.3495,39.3495,0.0,41.3633,41.3633,-0.0,0.007592,0.005574
600M,chip_124_433_merged.tif,0.2,2,622678702,50,37.6613,37.6613,-0.0,40.9321,40.9321,-0.0,0.008366,0.00615
600M,chip_124_433_merged.tif,0.2,3,242072071,50,36.8068,36.8068,-0.0,40.8986,40.8986,-0.0,0.008942,0.006125
600M,chip_124_433_merged.tif,0.2,4,1909610201,50,37.4055,37.4055,0.0,40.5135,40.5135,-0.0,0.008495,0.006338
600M,chip_124_433_merged.tif,0.4,0,517294668,100,37.299,37.299,-0.0,40.4879,40.4879,-0.0,0.008422,0.005881
600M,chip_124_433_merged.tif,0.4,1,37349150,100,37.7848,37.7848,0.0,40.3638,40.3638,0.0,0.007923,0.006113
600M,chip_124_433_merged.tif,0.4,2,1804226167,100,36.9367,36.9367,0.0,40.3348,40.3348,0.0,0.008838,0.006032
600M,chip_124_433_merged.tif,0.4,3,1324280649,100,38.0119,38.0119,-0.0,41.0549,41.0549,0.0,0.007608,0.005532
600M,chip_124_433_merged.tif,0.4,4,943674018,100,37.1882,37.1882,0.0,40.5886,40.5886,0.0,0.008608,0.005904
600M,chip_124_433_merged.tif,0.6,0,579317311,154,38.6259,38.6259,0.0,40.9969,40.9969,-0.0,0.007171,0.005766
600M,chip_124_433_merged.tif,0.6,1,99371793,154,38.1311,38.1311,0.0,40.7608,40.7608,0.0,0.007679,0.006035
600M,chip_124_433_merged.tif,0.6,2,1866248810,154,37.715,37.715,-0.0,40.3653,40.3653,0.0,0.007888,0.005955
600M,chip_124_433_merged.tif,0.6,3,1485642179,154,38.4275,38.4275,0.0,40.5018,40.5018,-0.0,0.007348,0.005749
600M,chip_124_433_merged.tif,0.6,4,1005696661,154,37.7943,37.7943,-0.0,40.4065,40.4065,-0.0,0.007878,0.005808
600M,chip_124_433_merged.tif,0.8,0,96725115,208,37.6106,37.6106,0.0,40.0323,40.0323,0.0,0.007758,0.00613
600M,chip_124_433_merged.tif,0.8,1,1863602132,208,37.8833,37.8833,0.0,39.5002,39.5002,-0.0,0.007923,0.006475
600M,chip_124_433_merged.tif,0.8,2,1383656614,208,37.611,37.611,-0.0,39.7482,39.7482,0.0,0.007759,0.006193
600M,chip_124_433_merged.tif,0.8,3,1003049983,208,37.7303,37.7303,-0.0,40.0983,40.0983,0.0,0.007528,0.006144
600M,chip_124_433_merged.tif,0.8,4,523104465,208,37.7301,37.7301,-0.0,39.4113,39.4113,-0.0,0.007528,0.006667
600M,chip_124_441_merged.tif,0.2,0,461439683,50,37.9396,37.9396,-0.0,39.9263,39.9263,-0.0,0.007736,0.006903
600M,chip_124_441_merged.tif,0.2,1,80833052,50,36.3702,36.3702,0.0,40.2024,40.2024,-0.0,0.009209,0.006692
600M,chip_124_441_merged.tif,0.2,2,1847710069,50,39.309,39.309,-0.0,40.1677,40.1677,-0.0,0.007616,0.006701
600M,chip_124_441_merged.tif,0.2,3,1367764551,50,36.3721,36.3721,0.0,40.1498,40.1498,0.0,0.009209,0.006792
600M,chip_124_441_merged.tif,0.2,4,987157920,50,37.2801,37.2801,0.0,40.1905,40.1905,0.0,0.008409,0.006762
600M,chip_124_441_merged.tif,0.4,0,1642987148,100,36.321,36.321,0.0,39.5475,39.5475,0.0,0.009206,0.006894
600M,chip_124_441_merged.tif,0.4,1,1262380517,100,39.4027,39.4027,-0.0,40.0187,40.0187,-0.0,0.007374,0.006537
600M,chip_124_441_merged.tif,0.4,2,782434999,100,38.8922,38.8922,0.0,39.9211,39.9211,0.0,0.007849,0.006674
600M,chip_124_441_merged.tif,0.4,3,401828368,100,36.1569,36.1569,0.0,39.8377,39.8377,-0.0,0.009367,0.006707
600M,chip_124_441_merged.tif,0.4,4,2069366498,100,37.1457,37.1457,-0.0,40.3698,40.3698,-0.0,0.008737,0.00639
600M,chip_124_441_merged.tif,0.6,0,1705009791,154,39.3974,39.3974,0.0,39.8125,39.8125,-0.0,0.007227,0.006629
600M,chip_124_441_merged.tif,0.6,1,1324403160,154,38.9294,38.9294,-0.0,39.9358,39.9358,0.0,0.007715,0.006764
600M,chip_124_441_merged.tif,0.6,2,844457642,154,37.8463,37.8463,0.0,39.6109,39.6109,0.0,0.00773,0.006863
600M,chip_124_441_merged.tif,0.6,3,463851011,154,37.6011,37.6011,0.0,40.0424,40.0424,0.0,0.008435,0.006603
600M,chip_124_441_merged.tif,0.6,4,83244380,154,39.51,39.51,-0.0,39.885,39.885,-0.0,0.007279,0.006671
600M,chip_124_441_merged.tif,0.8,0,1222417595,208,37.7811,37.7811,-0.0,38.7556,38.7556,0.0,0.008226,0.007233
600M,chip_124_441_merged.tif,0.8,1,841810964,208,37.1501,37.1501,0.0,39.3339,39.3339,-0.0,0.008803,0.007131
600M,chip_124_441_merged.tif,0.8,2,461204333,208,37.1499,37.1499,0.0,39.0196,39.0196,0.0,0.008803,0.007081
600M,chip_124_441_merged.tif,0.8,3,2128742463,208,37.4339,37.4339,0.0,38.5058,38.5058,-0.0,0.008073,0.007304
600M,chip_124_441_merged.tif,0.8,4,1748135832,208,37.1495,37.1495,-0.0,39.5495,39.5495,-0.0,0.008803,0.007018
600M,chip_124_479_merged.tif,0.2,0,1506430446,50,33.0876,33.0876,-0.0,38.3841,38.3841,-0.0,0.013983,0.007493
600M,chip_124_479_merged.tif,0.2,1,1125823815,50,32.5969,32.5969,0.0,36.5081,36.5081,-0.0,0.013981,0.008734
600M,chip_124_479_merged.tif,0.2,2,745217184,50,33.2943,33.2943,-0.0,37.7088,37.7088,0.0,0.012544,0.008015
600M,chip_124_479_merged.tif,0.2,3,265271666,50,32.7108,32.7108,0.0,36.954,36.954,0.0,0.013759,0.008708
600M,chip_124_479_merged.tif,0.2,4,2032148683,50,31.7045,31.7045,-0.0,36.3749,36.3749,-0.0,0.015299,0.009068
600M,chip_124_479_merged.tif,0.4,0,1345815113,100,31.2367,31.2367,-0.0,36.3879,36.3879,-0.0,0.017108,0.009003
600M,chip_124_479_merged.tif,0.4,1,965208482,100,32.0212,32.0212,-0.0,35.6843,35.6843,0.0,0.014654,0.009516
600M,chip_124_479_merged.tif,0.4,2,485262964,100,31.1342,31.1342,-0.0,35.9558,35.9558,-0.0,0.016181,0.009186
600M,chip_124_479_merged.tif,0.4,3,104656333,100,31.0283,31.0283,-0.0,35.3303,35.3303,-0.0,0.016521,0.009476
600M,chip_124_479_merged.tif,0.4,4,1772194463,100,32.87,32.87,0.0,36.2122,36.2122,-0.0,0.013382,0.008948
600M,chip_124_479_merged.tif,0.6,0,602516906,154,31.8195,31.8195,-0.0,35.7925,35.7925,-0.0,0.014641,0.009514
600M,chip_124_479_merged.tif,0.6,1,221910275,154,31.4117,31.4117,0.0,34.9593,34.9593,-0.0,0.015705,0.010147
600M,chip_124_479_merged.tif,0.6,2,1889448405,154,32.301,32.301,-0.0,34.6642,34.6642,-0.0,0.013805,0.010352
600M,chip_124_479_merged.tif,0.6,3,1508841774,154,31.4773,31.4773,-0.0,34.8358,34.8358,-0.0,0.015712,0.010505
600M,chip_124_479_merged.tif,0.6,4,1128235143,154,32.3008,32.3008,0.0,34.9108,34.9108,-0.0,0.013805,0.01008
600M,chip_124_479_merged.tif,0.8,0,119924710,208,31.5931,31.5931,0.0,33.6348,33.6348,-0.0,0.015938,0.012154
600M,chip_124_479_merged.tif,0.8,1,1886801727,208,30.9863,30.9863,0.0,33.9178,33.9178,-0.0,0.018106,0.01162
600M,chip_124_479_merged.tif,0.8,2,1506195096,208,31.593,31.593,-0.0,34.0699,34.0699,0.0,0.015938,0.011256
600M,chip_124_479_merged.tif,0.8,3,1026249578,208,31.5935,31.5935,0.0,34.3431,34.3431,-0.0,0.015938,0.010974
600M,chip_124_479_merged.tif,0.8,4,645642947,208,31.593,31.593,-0.0,33.7615,33.7615,-0.0,0.015938,0.011558
600M,chip_125_124_merged.tif,0.2,0,1620452063,50,32.2138,32.2138,0.0,37.1764,37.1764,-0.0,0.0163,0.008849
600M,chip_125_124_merged.tif,0.2,1,1239845432,50,34.0229,34.0229,-0.0,36.7431,36.7431,0.0,0.013057,0.009323
600M,chip_125_124_merged.tif,0.2,2,859238801,50,35.5642,35.5642,-0.0,37.441,37.441,0.0,0.011328,0.008959
600M,chip_125_124_merged.tif,0.2,3,379293283,50,35.3959,35.3959,-0.0,37.7054,37.7054,-0.0,0.011027,0.008549
600M,chip_125_124_merged.tif,0.2,4,2146170300,50,34.3484,34.3484,0.0,37.528,37.528,0.0,0.012791,0.008566
600M,chip_125_124_merged.tif,0.4,0,1459836730,100,30.2326,30.2326,0.0,37.8119,37.8119,0.0,0.018908,0.008358
600M,chip_125_124_merged.tif,0.4,1,1079230099,100,30.6648,30.6648,-0.0,37.4179,37.4179,0.0,0.019639,0.008811
600M,chip_125_124_merged.tif,0.4,2,599284581,100,34.2588,34.2588,-0.0,37.4214,37.4214,0.0,0.012899,0.008692
600M,chip_125_124_merged.tif,0.4,3,218677950,100,35.5878,35.5878,0.0,37.5986,37.5986,-0.0,0.010991,0.008591
600M,chip_125_124_merged.tif,0.4,4,1985554967,100,35.9978,35.9978,0.0,37.4074,37.4074,0.0,0.010183,0.008826
600M,chip_125_124_merged.tif,0.6,0,716538523,154,31.3459,31.3459,0.0,36.7744,36.7744,0.0,0.016294,0.009269
600M,chip_125_124_merged.tif,0.6,1,335931892,154,32.219,32.219,0.0,36.3656,36.3656,0.0,0.015098,0.009595
600M,chip_125_124_merged.tif,0.6,2,2003470022,154,34.7886,34.7886,0.0,36.6414,36.6414,0.0,0.012095,0.009031
600M,chip_125_124_merged.tif,0.6,3,1622863391,154,31.3141,31.3141,0.0,35.9664,35.9664,0.0,0.016469,0.00994
600M,chip_125_124_merged.tif,0.6,4,1242256760,154,33.6281,33.6281,-0.0,36.9458,36.9458,-0.0,0.013591,0.009172
600M,chip_125_124_merged.tif,0.8,0,233946327,208,31.6836,31.6836,-0.0,35.4222,35.4222,-0.0,0.015773,0.010796
600M,chip_125_124_merged.tif,0.8,1,2000823344,208,31.6842,31.6842,-0.0,35.0248,35.0248,0.0,0.015773,0.011343
600M,chip_125_124_merged.tif,0.8,2,1620216713,208,32.0934,32.0934,-0.0,35.3979,35.3979,-0.0,0.01491,0.010783
600M,chip_125_124_merged.tif,0.8,3,1140271195,208,32.0193,32.0193,0.0,35.6174,35.6174,0.0,0.01466,0.010653
600M,chip_125_124_merged.tif,0.8,4,759664564,208,31.6835,31.6835,0.0,34.3749,34.3749,0.0,0.015773,0.011929
600M,chip_125_433_merged.tif,0.2,0,983798491,50,37.9412,37.9412,0.0,41.8337,41.8337,-0.0,0.007861,0.005455
600M,chip_125_433_merged.tif,0.2,1,603191860,50,38.4877,38.4877,-0.0,40.7682,40.7682,0.0,0.007369,0.005525
600M,chip_125_433_merged.tif,0.2,2,123246342,50,39.0041,39.0041,0.0,41.3616,41.3616,-0.0,0.007169,0.005798
600M,chip_125_433_merged.tif,0.2,3,1890123359,50,39.0035,39.0035,-0.0,41.9095,41.9095,0.0,0.00717,0.005355
600M,chip_125_433_merged.tif,0.2,4,1410177841,50,39.2774,39.2774,-0.0,41.3366,41.3366,-0.0,0.00704,0.00558
