backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
600M,chip_183_520_merged.tif,0.4,1,685000102,100,36.1674,36.1674,0.0,38.4861,38.4861,-0.0,0.010021,0.007814
600M,chip_183_520_merged.tif,0.4,2,205054584,100,35.8784,35.8784,-0.0,38.3667,38.3667,-0.0,0.010121,0.007843
600M,chip_183_520_merged.tif,0.4,3,1971931601,100,36.3857,36.3857,-0.0,37.9032,37.9032,-0.0,0.01,0.008246
600M,chip_183_520_merged.tif,0.4,4,1591324970,100,36.3456,36.3456,0.0,38.2725,38.2725,0.0,0.010114,0.007907
600M,chip_183_520_merged.tif,0.6,0,1127629376,154,36.0388,36.0388,-0.0,38.0384,38.0384,-0.0,0.010153,0.008187
600M,chip_183_520_merged.tif,0.6,1,747022745,154,36.5259,36.5259,-0.0,37.6697,37.6697,-0.0,0.009831,0.008394
600M,chip_183_520_merged.tif,0.6,2,366416114,154,36.213,36.213,-0.0,37.3887,37.3887,-0.0,0.00977,0.008638
600M,chip_183_520_merged.tif,0.6,3,2033954244,154,36.3705,36.3705,-0.0,38.4554,38.4554,0.0,0.009795,0.007893
600M,chip_183_520_merged.tif,0.6,4,1653347613,154,36.0954,36.0954,-0.0,38.0787,38.0787,0.0,0.009941,0.008092
600M,chip_183_520_merged.tif,0.8,0,744376067,208,35.6271,35.6271,-0.0,36.8363,36.8363,0.0,0.010651,0.00924
600M,chip_183_520_merged.tif,0.8,1,264430549,208,35.2604,35.2604,-0.0,37.0486,37.0486,0.0,0.011015,0.009061
600M,chip_183_520_merged.tif,0.8,2,2031307566,208,35.2604,35.2604,-0.0,36.5054,36.5054,0.0,0.011015,0.009347
600M,chip_183_520_merged.tif,0.8,3,1551362048,208,35.2601,35.2601,-0.0,36.1658,36.1658,-0.0,0.011015,0.009818
600M,chip_183_520_merged.tif,0.8,4,1170755417,208,35.2322,35.2322,-0.0,36.7948,36.7948,-0.0,0.011254,0.009348
600M,chip_183_606_merged.tif,0.2,0,1434585928,50,32.5425,32.5425,0.0,37.3526,37.3526,0.0,0.013652,0.008582
600M,chip_183_606_merged.tif,0.2,1,1053979297,50,31.8038,31.8038,-0.0,35.4856,35.4856,0.0,0.014811,0.010545
600M,chip_183_606_merged.tif,0.2,2,574033779,50,34.8941,34.8941,0.0,37.439,37.439,-0.0,0.011257,0.008724
600M,chip_183_606_merged.tif,0.2,3,193427148,50,34.318,34.318,-0.0,36.5087,36.5087,-0.0,0.011765,0.009233
600M,chip_183_606_merged.tif,0.2,4,1960304165,50,33.8952,33.8952,-0.0,36.7292,36.7292,-0.0,0.012222,0.009179
600M,chip_183_606_merged.tif,0.4,0,1273970595,100,34.4957,34.4957,-0.0,36.6605,36.6605,-0.0,0.011794,0.009161
600M,chip_183_606_merged.tif,0.4,1,893363964,100,34.1872,34.1872,0.0,36.5245,36.5245,0.0,0.011824,0.009268
600M,chip_183_606_merged.tif,0.4,2,413418446,100,31.7883,31.7883,0.0,36.5032,36.5032,0.0,0.015463,0.00943
600M,chip_183_606_merged.tif,0.4,3,32811815,100,33.3221,33.3221,-0.0,36.691,36.691,0.0,0.012244,0.008978
600M,chip_183_606_merged.tif,0.4,4,1700349945,100,34.3339,34.3339,0.0,35.9056,35.9056,0.0,0.011355,0.009775
600M,chip_183_606_merged.tif,0.6,0,1383611251,154,32.4431,32.4431,0.0,35.6251,35.6251,0.0,0.013504,0.010355
600M,chip_183_606_merged.tif,0.6,1,903665733,154,32.6415,32.6415,0.0,35.5656,35.5656,-0.0,0.013687,0.010309
600M,chip_183_606_merged.tif,0.6,2,523059102,154,32.3933,32.3933,0.0,35.8962,35.8962,-0.0,0.013977,0.010011
600M,chip_183_606_merged.tif,0.6,3,142452471,154,33.0437,33.0437,-0.0,36.2694,36.2694,0.0,0.013902,0.009667
600M,chip_183_606_merged.tif,0.6,4,1809990601,154,31.72,31.72,-0.0,34.928,34.928,0.0,0.014633,0.01105
600M,chip_183_606_merged.tif,0.8,0,48080192,208,31.9733,31.9733,0.0,34.5528,34.5528,0.0,0.0153,0.011747
600M,chip_183_606_merged.tif,0.8,1,1814957209,208,32.1316,32.1316,0.0,34.6533,34.6533,-0.0,0.015109,0.01172
600M,chip_183_606_merged.tif,0.8,2,1335011691,208,32.1311,32.1311,0.0,34.0272,34.0272,0.0,0.01511,0.011306
600M,chip_183_606_merged.tif,0.8,3,954405060,208,31.676,31.676,0.0,35.1044,35.1044,0.0,0.016358,0.01114
600M,chip_183_606_merged.tif,0.8,4,573798429,208,31.3596,31.3596,-0.0,34.2121,34.2121,-0.0,0.016094,0.011986
600M,chip_185_305_merged.tif,0.2,0,1514485442,50,37.0553,37.0553,0.0,40.0887,40.0887,0.0,0.009557,0.006682
600M,chip_185_305_merged.tif,0.2,1,1034539924,50,37.7414,37.7414,0.0,39.9881,39.9881,-0.0,0.008642,0.006666
600M,chip_185_305_merged.tif,0.2,2,653933293,50,38.5264,38.5264,-0.0,39.1723,39.1723,0.0,0.008158,0.007153
600M,chip_185_305_merged.tif,0.2,3,173987775,50,36.7127,36.7127,-0.0,39.5173,39.5173,-0.0,0.00969,0.006905
600M,chip_185_305_merged.tif,0.2,4,1940864792,50,34.7121,34.7121,0.0,39.5964,39.5964,0.0,0.012198,0.006876
600M,chip_185_305_merged.tif,0.4,0,1254531222,100,37.9,37.9,-0.0,39.4014,39.4014,0.0,0.008528,0.007038
600M,chip_185_305_merged.tif,0.4,1,873924591,100,36.6177,36.6177,-0.0,38.7874,38.7874,-0.0,0.009932,0.007357
600M,chip_185_305_merged.tif,0.4,2,393979073,100,36.9659,36.9659,0.0,38.544,38.544,0.0,0.009469,0.007721
600M,chip_185_305_merged.tif,0.4,3,13372442,100,36.6176,36.6176,-0.0,39.3155,39.3155,-0.0,0.009931,0.007139
600M,chip_185_305_merged.tif,0.4,4,1780249459,100,35.8964,35.8964,-0.0,39.1286,39.1286,0.0,0.010611,0.007245
600M,chip_185_305_merged.tif,0.6,0,511233015,154,34.5153,34.5153,0.0,38.3735,38.3735,-0.0,0.011921,0.007979
600M,chip_185_305_merged.tif,0.6,1,130626384,154,35.2793,35.2793,0.0,37.6153,37.6153,0.0,0.011408,0.008253
600M,chip_185_305_merged.tif,0.6,2,1897503401,154,35.7535,35.7535,0.0,38.6567,38.6567,-0.0,0.01127,0.007657
600M,chip_185_305_merged.tif,0.6,3,1417557883,154,33.8993,33.8993,-0.0,38.1113,38.1113,-0.0,0.013002,0.008232
600M,chip_185_305_merged.tif,0.6,4,1036951252,154,36.3535,36.3535,0.0,38.5819,38.5819,0.0,0.009992,0.007633
600M,chip_185_305_merged.tif,0.8,0,127979706,208,33.3571,33.3571,-0.0,36.6006,36.6006,0.0,0.01431,0.009548
600M,chip_185_305_merged.tif,0.8,1,1795517836,208,33.547,33.547,-0.0,36.9377,36.9377,-0.0,0.01366,0.00947
600M,chip_185_305_merged.tif,0.8,2,1414911205,208,34.1585,34.1585,0.0,37.1121,37.1121,-0.0,0.01346,0.008825
600M,chip_185_305_merged.tif,0.8,3,934965687,208,33.5478,33.5478,-0.0,37.2302,37.2302,0.0,0.013658,0.009042
600M,chip_185_305_merged.tif,0.8,4,554359056,208,34.3886,34.3886,-0.0,36.9797,36.9797,0.0,0.012323,0.008971
600M,chip_185_368_merged.tif,0.2,0,1177020618,50,32.3248,32.3248,0.0,35.4322,35.4322,0.0,0.015809,0.010688
600M,chip_185_368_merged.tif,0.2,1,796413987,50,31.9161,31.9161,-0.0,35.2163,35.2163,-0.0,0.016809,0.011116
600M,chip_185_368_merged.tif,0.2,2,316468469,50,32.3585,32.3585,-0.0,34.8221,34.8221,-0.0,0.015471,0.011165
600M,chip_185_368_merged.tif,0.2,3,2083345486,50,31.8838,31.8838,-0.0,34.7905,34.7905,0.0,0.016869,0.011231
600M,chip_185_368_merged.tif,0.2,4,1603399968,50,32.4098,32.4098,0.0,34.8329,34.8329,0.0,0.016307,0.011457
600M,chip_185_368_merged.tif,0.4,0,1016405285,100,32.3773,32.3773,0.0,34.3837,34.3837,-0.0,0.015457,0.011925
600M,chip_185_368_merged.tif,0.4,1,536459767,100,31.727,31.727,0.0,34.3284,34.3284,-0.0,0.016843,0.012184
600M,chip_185_368_merged.tif,0.4,2,155853136,100,32.3289,32.3289,-0.0,34.2849,34.2849,0.0,0.016073,0.011826
600M,chip_185_368_merged.tif,0.4,3,1922730153,100,32.1876,32.1876,0.0,34.906,34.906,0.0,0.016332,0.011336
600M,chip_185_368_merged.tif,0.4,4,1442784635,100,32.8872,32.8872,-0.0,33.7335,33.7335,0.0,0.014689,0.012431
600M,chip_185_368_merged.tif,0.6,0,273107078,154,32.5823,32.5823,0.0,33.697,33.697,0.0,0.015218,0.012939
600M,chip_185_368_merged.tif,0.6,1,2039984095,154,32.2725,32.2725,0.0,34.0741,34.0741,0.0,0.015758,0.012272
600M,chip_185_368_merged.tif,0.6,2,1560038577,154,32.2949,32.2949,-0.0,34.1673,34.1673,0.0,0.015855,0.012378
600M,chip_185_368_merged.tif,0.6,3,1179431946,154,32.1655,32.1655,-0.0,34.1137,34.1137,0.0,0.016003,0.01237
600M,chip_185_368_merged.tif,0.6,4,699486428,154,31.9954,31.9954,-0.0,33.9858,33.9858,-0.0,0.01631,0.012407
600M,chip_185_368_merged.tif,0.8,0,1937998530,208,32.1536,32.1536,0.0,33.5035,33.5035,-0.0,0.016031,0.013588
600M,chip_185_368_merged.tif,0.8,1,1557391899,208,32.1546,32.1546,-0.0,32.9646,32.9646,-0.0,0.016029,0.014472
600M,chip_185_368_merged.tif,0.8,2,1077446381,208,32.2268,32.2268,-0.0,33.1981,33.1981,0.0,0.016065,0.013867
600M,chip_185_368_merged.tif,0.8,3,696839750,208,32.2265,32.2265,-0.0,32.8711,32.8711,0.0,0.016066,0.014433
600M,chip_185_368_merged.tif,0.8,4,216894232,208,32.4485,32.4485,0.0,32.7323,32.7323,-0.0,0.015498,0.01456
600M,chip_185_399_merged.tif,0.2,0,1437527277,50,34.1922,34.1922,-0.0,36.1892,36.1892,-0.0,0.012942,0.009808
600M,chip_185_399_merged.tif,0.2,1,957581759,50,32.4487,32.4487,-0.0,35.5439,35.5439,0.0,0.015413,0.010331
600M,chip_185_399_merged.tif,0.2,2,576975128,50,34.1924,34.1924,-0.0,35.2335,35.2335,0.0,0.012941,0.010787
600M,chip_185_399_merged.tif,0.2,3,196368497,50,32.9264,32.9264,-0.0,36.4887,36.4887,-0.0,0.014682,0.009599
600M,chip_185_399_merged.tif,0.2,4,1863906627,50,33.5122,33.5122,0.0,36.0099,36.0099,0.0,0.014027,0.009951
600M,chip_185_399_merged.tif,0.4,0,1276911944,100,33.5825,33.5825,0.0,35.6662,35.6662,-0.0,0.013817,0.010215
600M,chip_185_399_merged.tif,0.4,1,796966426,100,32.2262,32.2262,-0.0,35.4151,35.4151,-0.0,0.015368,0.010471
600M,chip_185_399_merged.tif,0.4,2,416359795,100,31.682,31.682,0.0,35.0905,35.0905,-0.0,0.016407,0.011047
600M,chip_185_399_merged.tif,0.4,3,2083897925,100,31.6764,31.6764,-0.0,35.8872,35.8872,0.0,0.016203,0.009954
600M,chip_185_399_merged.tif,0.4,4,1703291294,100,31.6757,31.6757,-0.0,36.0315,36.0315,0.0,0.016204,0.00984
600M,chip_185_399_merged.tif,0.6,0,533613737,154,32.4751,32.4751,0.0,34.9507,34.9507,-0.0,0.015192,0.011298
600M,chip_185_399_merged.tif,0.6,1,53668219,154,32.9118,32.9118,-0.0,34.6332,34.6332,0.0,0.014537,0.011485
600M,chip_185_399_merged.tif,0.6,2,1820545236,154,32.7067,32.7067,-0.0,34.8283,34.8283,-0.0,0.015068,0.011405
600M,chip_185_399_merged.tif,0.6,3,1340599718,154,32.5141,32.5141,0.0,35.1531,35.1531,-0.0,0.015446,0.011202
600M,chip_185_399_merged.tif,0.6,4,959993087,154,32.5151,32.5151,-0.0,35.1161,35.1161,0.0,0.015445,0.011013
600M,chip_185_399_merged.tif,0.8,0,51021541,208,32.7495,32.7495,-0.0,33.4224,33.4224,0.0,0.015168,0.013637
600M,chip_185_399_merged.tif,0.8,1,1718559671,208,31.7695,31.7695,-0.0,33.8525,33.8525,-0.0,0.016413,0.013213
600M,chip_185_399_merged.tif,0.8,2,1337953040,208,32.4443,32.4443,-0.0,33.532,33.532,0.0,0.015614,0.013008
600M,chip_185_399_merged.tif,0.8,3,957346409,208,32.7504,32.7504,0.0,32.6129,32.6129,0.0,0.015165,0.014559
600M,chip_185_399_merged.tif,0.8,4,477400891,208,32.444,32.444,-0.0,33.8126,33.8126,0.0,0.015614,0.013063
600M,chip_185_408_merged.tif,0.2,0,1888260160,50,40.5943,40.5943,-0.0,38.0103,38.0103,-0.0,0.006147,0.006944
600M,chip_185_408_merged.tif,0.2,1,1507653529,50,39.993,39.993,0.0,40.594,40.594,-0.0,0.006523,0.005966
600M,chip_185_408_merged.tif,0.2,2,1127046898,50,37.2333,37.2333,0.0,40.3758,40.3758,-0.0,0.008228,0.006165
600M,chip_185_408_merged.tif,0.2,3,647101380,50,38.6227,38.6227,-0.0,39.3227,39.3227,0.0,0.007662,0.006412
600M,chip_185_408_merged.tif,0.2,4,266494749,50,38.732,38.732,0.0,40.0794,40.0794,0.0,0.007594,0.00643
600M,chip_185_408_merged.tif,0.4,0,1727644827,100,38.8851,38.8851,-0.0,40.3279,40.3279,0.0,0.007474,0.006236
600M,chip_185_408_merged.tif,0.4,1,1347038196,100,39.199,39.199,-0.0,40.1877,40.1877,-0.0,0.006684,0.00622
600M,chip_185_408_merged.tif,0.4,2,867092678,100,39.631,39.631,-0.0,39.9844,39.9844,0.0,0.006685,0.006392
600M,chip_185_408_merged.tif,0.4,3,486486047,100,39.3107,39.3107,-0.0,40.1147,40.1147,0.0,0.007177,0.006422
600M,chip_185_408_merged.tif,0.4,4,6540529,100,39.032,39.032,0.0,40.4594,40.4594,-0.0,0.007328,0.006143
600M,chip_185_408_merged.tif,0.6,0,984346620,154,38.2587,38.2587,-0.0,40.1241,40.1241,0.0,0.007282,0.006207
600M,chip_185_408_merged.tif,0.6,1,603739989,154,35.3675,35.3675,0.0,39.5429,39.5429,0.0,0.009585,0.006412
600M,chip_185_408_merged.tif,0.6,2,123794471,154,39.1779,39.1779,0.0,39.9075,39.9075,-0.0,0.007029,0.006443
600M,chip_185_408_merged.tif,0.6,3,1890671488,154,36.4428,36.4428,0.0,39.0329,39.0329,0.0,0.009218,0.006624
600M,chip_185_408_merged.tif,0.6,4,1510064857,154,39.1778,39.1778,-0.0,39.6774,39.6774,0.0,0.007029,0.006373
600M,chip_185_408_merged.tif,0.8,0,501754424,208,36.4566,36.4566,0.0,37.9615,37.9615,-0.0,0.008525,0.007322
600M,chip_185_408_merged.tif,0.8,1,121147793,208,34.5299,34.5299,0.0,38.9024,38.9024,0.0,0.010234,0.007091
600M,chip_185_408_merged.tif,0.8,2,1888024810,208,36.4564,36.4564,-0.0,39.2455,39.2455,0.0,0.008525,0.006868
600M,chip_185_408_merged.tif,0.8,3,1408079292,208,37.47,37.47,-0.0,39.0348,39.0348,0.0,0.008241,0.00685
600M,chip_185_408_merged.tif,0.8,4,1027472661,208,36.4542,36.4542,-0.0,37.9582,37.9582,-0.0,0.008525,0.007563
600M,chip_186_265_merged.tif,0.2,0,1550334370,50,37.3729,37.3729,0.0,39.0639,39.0639,-0.0,0.008852,0.007422
600M,chip_186_265_merged.tif,0.2,1,1169727739,50,35.4018,35.4018,0.0,39.3246,39.3246,-0.0,0.011737,0.007396
600M,chip_186_265_merged.tif,0.2,2,689782221,50,35.0887,35.0887,-0.0,39.4617,39.4617,-0.0,0.011205,0.007126
600M,chip_186_265_merged.tif,0.2,3,309175590,50,36.0716,36.0716,0.0,38.2156,38.2156,-0.0,0.010723,0.007684
600M,chip_186_265_merged.tif,0.2,4,1976713720,50,34.4598,34.4598,-0.0,39.1694,39.1694,-0.0,0.012256,0.007462
600M,chip_186_265_merged.tif,0.4,0,584398187,100,33.9022,33.9022,0.0,38.0676,38.0676,0.0,0.013116,0.007879
600M,chip_186_265_merged.tif,0.4,1,104452669,100,33.8638,33.8638,-0.0,37.3515,37.3515,-0.0,0.012645,0.008091
600M,chip_186_265_merged.tif,0.4,2,1871329686,100,33.2928,33.2928,-0.0,37.8265,37.8265,0.0,0.013953,0.007806
600M,chip_186_265_merged.tif,0.4,3,1391384168,100,35.9025,35.9025,-0.0,38.0844,38.0844,-0.0,0.010845,0.008054
600M,chip_186_265_merged.tif,0.4,4,1010777537,100,33.4614,33.4614,0.0,38.4481,38.4481,-0.0,0.0135,0.007886
600M,chip_186_265_merged.tif,0.6,0,646420830,154,33.9669,33.9669,0.0,36.6499,36.6499,0.0,0.013581,0.009523
600M,chip_186_265_merged.tif,0.6,1,166475312,154,33.5819,33.5819,-0.0,37.5082,37.5082,-0.0,0.014123,0.008603
600M,chip_186_265_merged.tif,0.6,2,1933352329,154,33.0164,33.0164,-0.0,36.8909,36.8909,-0.0,0.015096,0.009161
600M,chip_186_265_merged.tif,0.6,3,1552745698,154,32.5836,32.5836,0.0,37.5905,37.5905,-0.0,0.016121,0.008769
600M,chip_186_265_merged.tif,0.6,4,1072800180,154,32.4595,32.4595,-0.0,37.3032,37.3032,0.0,0.016949,0.008625
600M,chip_186_265_merged.tif,0.8,0,163828634,208,32.0296,32.0296,-0.0,34.8948,34.8948,0.0,0.018441,0.011747
600M,chip_186_265_merged.tif,0.8,1,1930705651,208,32.726,32.726,0.0,35.6085,35.6085,0.0,0.016478,0.010912
600M,chip_186_265_merged.tif,0.8,2,1450760133,208,32.0298,32.0298,0.0,35.3014,35.3014,0.0,0.018441,0.011201
600M,chip_186_265_merged.tif,0.8,3,1070153502,208,32.7263,32.7263,-0.0,36.0814,36.0814,-0.0,0.016478,0.010248
600M,chip_186_265_merged.tif,0.8,4,590207984,208,32.726,32.726,0.0,36.1202,36.1202,0.0,0.016478,0.01045
600M,chip_186_488_merged.tif,0.2,0,1931733731,50,34.8526,34.8526,-0.0,36.8854,36.8854,0.0,0.01201,0.009549
600M,chip_186_488_merged.tif,0.2,1,1551127100,50,32.4616,32.4616,-0.0,37.1522,37.1522,0.0,0.016337,0.009301
600M,chip_186_488_merged.tif,0.2,2,1071181582,50,33.5353,33.5353,0.0,37.109,37.109,0.0,0.013957,0.009256
600M,chip_186_488_merged.tif,0.2,3,690574951,50,34.3242,34.3242,0.0,37.2607,37.2607,0.0,0.013282,0.00907
600M,chip_186_488_merged.tif,0.2,4,210629433,50,33.5485,33.5485,-0.0,37.0936,37.0936,-0.0,0.013461,0.009482
600M,chip_186_488_merged.tif,0.4,0,866458661,100,34.3149,34.3149,0.0,36.6419,36.6419,-0.0,0.013247,0.0096
600M,chip_186_488_merged.tif,0.4,1,485852030,100,34.3163,34.3163,-0.0,36.444,36.444,-0.0,0.013245,0.010214
600M,chip_186_488_merged.tif,0.4,2,105245399,100,32.0436,32.0436,0.0,36.7936,36.7936,-0.0,0.016789,0.009646
600M,chip_186_488_merged.tif,0.4,3,1772783529,100,32.5513,32.5513,-0.0,36.4982,36.4982,-0.0,0.015283,0.010124
600M,chip_186_488_merged.tif,0.4,4,1392176898,100,33.7269,33.7269,0.0,35.9179,35.9179,0.0,0.013519,0.010572
600M,chip_186_488_merged.tif,0.6,0,1027820191,154,32.8354,32.8354,0.0,35.6111,35.6111,0.0,0.01516,0.010978
600M,chip_186_488_merged.tif,0.6,1,547874673,154,33.24,33.24,0.0,35.311,35.311,0.0,0.014433,0.011319
600M,chip_186_488_merged.tif,0.6,2,167268042,154,31.6427,31.6427,-0.0,35.1897,35.1897,-0.0,0.017099,0.011345
600M,chip_186_488_merged.tif,0.6,3,1934145059,154,31.6426,31.6426,0.0,35.3339,35.3339,0.0,0.0171,0.011214
600M,chip_186_488_merged.tif,0.6,4,1454199541,154,31.6419,31.6419,-0.0,36.0629,36.0629,-0.0,0.0171,0.010411
600M,chip_186_488_merged.tif,0.8,0,545227995,208,32.4747,32.4747,-0.0,34.0532,34.0532,-0.0,0.015955,0.013137
600M,chip_186_488_merged.tif,0.8,1,164621364,208,32.475,32.475,-0.0,33.6214,33.6214,0.0,0.015955,0.0135
600M,chip_186_488_merged.tif,0.8,2,1832159494,208,31.747,31.747,-0.0,33.4607,33.4607,-0.0,0.017294,0.014052
600M,chip_186_488_merged.tif,0.8,3,1451552863,208,32.4751,32.4751,0.0,34.7277,34.7277,0.0,0.015955,0.012169
600M,chip_186_488_merged.tif,0.8,4,971607345,208,32.7988,32.7988,-0.0,34.5298,34.5298,0.0,0.015178,0.012361
600M,chip_188_404_merged.tif,0.2,0,2079205349,50,40.5698,40.5698,-0.0,41.5151,41.5151,0.0,0.006121,0.005573
600M,chip_188_404_merged.tif,0.2,1,1599259831,50,38.8155,38.8155,0.0,41.1624,41.1624,0.0,0.006956,0.005733
600M,chip_188_404_merged.tif,0.2,2,1218653200,50,39.4104,39.4104,0.0,41.3462,41.3462,-0.0,0.006917,0.005672
600M,chip_188_404_merged.tif,0.2,3,838046569,50,39.1734,39.1734,-0.0,41.4329,41.4329,0.0,0.006408,0.005617
600M,chip_188_404_merged.tif,0.2,4,358101051,50,38.9416,38.9416,0.0,40.9932,40.9932,-0.0,0.006582,0.005865
600M,chip_188_404_merged.tif,0.4,0,1013930279,100,40.6927,40.6927,0.0,41.5054,41.5054,-0.0,0.006104,0.005549
600M,chip_188_404_merged.tif,0.4,1,633323648,100,40.1542,40.1542,-0.0,41.0191,41.0191,-0.0,0.006058,0.005848
600M,chip_188_404_merged.tif,0.4,2,252717017,100,39.8834,39.8834,0.0,41.5662,41.5662,-0.0,0.006511,0.005489
600M,chip_188_404_merged.tif,0.4,3,1920255147,100,40.4964,40.4964,-0.0,40.4872,40.4872,-0.0,0.006148,0.006067
600M,chip_188_404_merged.tif,0.4,4,1539648516,100,39.9902,39.9902,0.0,41.0719,41.0719,-0.0,0.006499,0.005747
600M,chip_188_404_merged.tif,0.6,0,1928891785,154,39.1909,39.1909,0.0,41.0838,41.0838,0.0,0.006972,0.005808
600M,chip_188_404_merged.tif,0.6,1,1548285154,154,39.6884,39.6884,-0.0,41.4807,41.4807,0.0,0.006425,0.005539
600M,chip_188_404_merged.tif,0.6,2,1167678523,154,40.0307,40.0307,-0.0,40.7611,40.7611,-0.0,0.006315,0.005944
600M,chip_188_404_merged.tif,0.6,3,687733005,154,39.543,39.543,0.0,41.3543,41.3543,0.0,0.006755,0.005596
600M,chip_188_404_merged.tif,0.6,4,307126374,154,39.4138,39.4138,-0.0,40.9943,40.9943,0.0,0.006585,0.005875
600M,chip_188_404_merged.tif,0.8,0,692699613,208,38.5659,38.5659,-0.0,39.9507,39.9507,-0.0,0.007439,0.006492
600M,chip_188_404_merged.tif,0.8,1,212754095,208,38.9574,38.9574,-0.0,39.8162,39.8162,-0.0,0.007151,0.006638
600M,chip_188_404_merged.tif,0.8,2,1979631112,208,38.6037,38.6037,0.0,40.2153,40.2153,0.0,0.007443,0.006406
600M,chip_188_404_merged.tif,0.8,3,1599024481,208,38.6584,38.6584,0.0,39.535,39.535,-0.0,0.007277,0.006576
600M,chip_188_404_merged.tif,0.8,4,1119078963,208,38.566,38.566,0.0,40.0653,40.0653,-0.0,0.007439,0.00648
600M,chip_191_403_merged.tif,0.2,0,1262211466,50,32.5161,32.5161,-0.0,35.8657,35.8657,-0.0,0.015213,0.010105
600M,chip_191_403_merged.tif,0.2,1,881604835,50,33.2158,33.2158,-0.0,36.9388,36.9388,0.0,0.014573,0.00876
600M,chip_191_403_merged.tif,0.2,2,401659317,50,33.4512,33.4512,0.0,37.0663,37.0663,-0.0,0.013576,0.009011
600M,chip_191_403_merged.tif,0.2,3,21052686,50,33.6206,33.6206,0.0,36.3199,36.3199,0.0,0.01378,0.009596
600M,chip_191_403_merged.tif,0.2,4,1688590816,50,31.9645,31.9645,0.0,36.1438,36.1438,-0.0,0.015863,0.010094
600M,chip_191_403_merged.tif,0.4,0,1101596133,100,33.4083,33.4083,0.0,36.033,36.033,-0.0,0.013646,0.010054
600M,chip_191_403_merged.tif,0.4,1,621650615,100,33.1154,33.1154,-0.0,36.3526,36.3526,0.0,0.014469,0.009673
600M,chip_191_403_merged.tif,0.4,2,241043984,100,33.2462,33.2462,0.0,35.3693,35.3693,-0.0,0.014356,0.010122
600M,chip_191_403_merged.tif,0.4,3,2007921001,100,33.6012,33.6012,0.0,36.4098,36.4098,-0.0,0.013952,0.009621
600M,chip_191_403_merged.tif,0.4,4,1527975483,100,33.2802,33.2802,0.0,36.0432,36.0432,0.0,0.014691,0.010046
600M,chip_191_403_merged.tif,0.6,0,358297926,154,32.9991,32.9991,-0.0,35.3825,35.3825,0.0,0.014565,0.010733
600M,chip_191_403_merged.tif,0.6,1,2025836056,154,32.8268,32.8268,0.0,35.3614,35.3614,0.0,0.014718,0.010589
600M,chip_191_403_merged.tif,0.6,2,1645229425,154,32.9045,32.9045,-0.0,34.8797,34.8797,0.0,0.014436,0.011315
600M,chip_191_403_merged.tif,0.6,3,1264622794,154,33.151,33.151,-0.0,35.8512,35.8512,0.0,0.01421,0.010349
600M,chip_191_403_merged.tif,0.6,4,784677276,154,32.6221,32.6221,0.0,35.1274,35.1274,-0.0,0.01478,0.010883
600M,chip_191_403_merged.tif,0.8,0,2023189378,208,32.9902,32.9902,-0.0,34.3944,34.3944,-0.0,0.014508,0.012079
600M,chip_191_403_merged.tif,0.8,1,1642582747,208,32.5851,32.5851,0.0,34.117,34.117,-0.0,0.015366,0.012028
600M,chip_191_403_merged.tif,0.8,2,1162637229,208,32.9903,32.9903,-0.0,33.8921,33.8921,0.0,0.014508,0.012608
600M,chip_191_403_merged.tif,0.8,3,782030598,208,32.5854,32.5854,0.0,34.7795,34.7795,0.0,0.015366,0.011534
600M,chip_191_403_merged.tif,0.8,4,302085080,208,32.9906,32.9906,-0.0,34.2758,34.2758,-0.0,0.014508,0.012213
600M,chip_193_311_merged.tif,0.2,0,143266649,50,36.3758,36.3758,0.0,37.3452,37.3452,0.0,0.01005,0.008561
600M,chip_193_311_merged.tif,0.2,1,1910143666,50,34.391,34.391,0.0,37.6542,37.6542,-0.0,0.012154,0.008395
600M,chip_193_311_merged.tif,0.2,2,1430198148,50,33.3831,33.3831,-0.0,38.78,38.78,-0.0,0.015403,0.007852
600M,chip_193_311_merged.tif,0.2,3,1049591517,50,35.9536,35.9536,0.0,37.464,37.464,0.0,0.010167,0.00848
600M,chip_193_311_merged.tif,0.2,4,569645999,50,34.7711,34.7711,0.0,37.7963,37.7963,0.0,0.011738,0.008341
600M,chip_193_311_merged.tif,0.4,0,2130134964,100,34.0786,34.0786,0.0,37.4374,37.4374,-0.0,0.012622,0.008618
600M,chip_193_311_merged.tif,0.4,1,1650189446,100,34.8034,34.8034,-0.0,37.259,37.259,0.0,0.011827,0.008815
600M,chip_193_311_merged.tif,0.4,2,1269582815,100,33.3987,33.3987,-0.0,37.7318,37.7318,-0.0,0.014157,0.008544
600M,chip_193_311_merged.tif,0.4,3,789637297,100,34.8023,34.8023,-0.0,38.3725,38.3725,-0.0,0.011828,0.007954
600M,chip_193_311_merged.tif,0.4,4,409030666,100,33.3747,33.3747,0.0,37.0646,37.0646,-0.0,0.013926,0.008393
600M,chip_193_311_merged.tif,0.6,0,1386836757,154,33.2909,33.2909,-0.0,35.5527,35.5527,-0.0,0.014104,0.009978
600M,chip_193_311_merged.tif,0.6,1,906891239,154,33.6984,33.6984,0.0,35.9231,35.9231,-0.0,0.014062,0.009939
600M,chip_193_311_merged.tif,0.6,2,526284608,154,32.941,32.941,-0.0,36.1121,36.1121,0.0,0.015065,0.009789
