backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
100M,chip_037_102_merged.tif,0.8,4,1585841000,156,32.2923,32.2923,0.0,34.5246,34.5246,0.0,0.014161,0.010329
100M,chip_038_107_merged.tif,0.2,0,1677005883,39,37.5627,37.5627,-0.0,38.6422,38.6422,0.0,0.009098,0.007866
100M,chip_038_107_merged.tif,0.2,1,1296399252,39,35.5484,35.5484,0.0,37.8092,37.8092,0.0,0.011157,0.008558
100M,chip_038_107_merged.tif,0.2,2,816453734,39,35.5489,35.5489,0.0,39.1314,39.1314,-0.0,0.011156,0.007515
100M,chip_038_107_merged.tif,0.2,3,435847103,39,35.8206,35.8206,0.0,37.3773,37.3773,-0.0,0.010503,0.008342
100M,chip_038_107_merged.tif,0.2,4,55240472,39,32.76,32.76,-0.0,38.4798,38.4798,0.0,0.014208,0.008134
100M,chip_038_107_merged.tif,0.4,0,711069700,78,33.6945,33.6945,-0.0,38.7139,38.7139,0.0,0.010869,0.007728
100M,chip_038_107_merged.tif,0.4,1,231124182,78,35.2562,35.2562,0.0,37.6492,37.6492,-0.0,0.011469,0.008269
100M,chip_038_107_merged.tif,0.4,2,1998001199,78,33.6943,33.6943,0.0,38.3909,38.3909,0.0,0.010869,0.007885
100M,chip_038_107_merged.tif,0.4,3,1617394568,78,33.7067,33.7067,-0.0,38.1373,38.1373,0.0,0.013123,0.008053
100M,chip_038_107_merged.tif,0.4,4,1137449050,78,33.7319,33.7319,0.0,38.5522,38.5522,0.0,0.010956,0.007745
100M,chip_038_107_merged.tif,0.6,0,2115255141,117,33.5946,33.5946,0.0,36.4122,36.4122,-0.0,0.012088,0.009602
100M,chip_038_107_merged.tif,0.6,1,1635309623,117,34.9041,34.9041,0.0,36.8412,36.8412,-0.0,0.011843,0.009128
100M,chip_038_107_merged.tif,0.6,2,1254702992,117,33.577,33.577,-0.0,37.7372,37.7372,-0.0,0.012123,0.008457
100M,chip_038_107_merged.tif,0.6,3,874096361,117,34.3179,34.3179,0.0,37.7412,37.7412,0.0,0.012522,0.008584
100M,chip_038_107_merged.tif,0.6,4,394150843,117,34.8766,34.8766,0.0,37.9319,37.9319,-0.0,0.011874,0.008311
100M,chip_038_107_merged.tif,0.8,0,1632662945,156,34.1739,34.1739,0.0,36.4516,36.4516,0.0,0.012896,0.009401
100M,chip_038_107_merged.tif,0.8,1,1252056314,156,34.2077,34.2077,-0.0,35.8125,35.8125,0.0,0.01255,0.010205
100M,chip_038_107_merged.tif,0.8,2,772110796,156,33.085,33.085,0.0,35.7236,35.7236,0.0,0.01373,0.0101
100M,chip_038_107_merged.tif,0.8,3,391504165,156,34.1955,34.1955,0.0,36.0203,36.0203,-0.0,0.012599,0.010149
100M,chip_038_107_merged.tif,0.8,4,2059042295,156,33.0855,33.0855,-0.0,35.7858,35.7858,0.0,0.013725,0.009932
100M,chip_039_108_merged.tif,0.2,0,37686692,39,32.6012,32.6012,0.0,37.9518,37.9518,0.0,0.016122,0.008483
100M,chip_039_108_merged.tif,0.2,1,1804563709,39,32.601,32.601,-0.0,37.7482,37.7482,-0.0,0.016123,0.008791
100M,chip_039_108_merged.tif,0.2,2,1324618191,39,36.4995,36.4995,0.0,37.7068,37.7068,-0.0,0.010294,0.008892
100M,chip_039_108_merged.tif,0.2,3,944011560,39,32.537,32.537,-0.0,37.6306,37.6306,-0.0,0.014622,0.008988
100M,chip_039_108_merged.tif,0.2,4,464066042,39,35.1835,35.1835,-0.0,39.0673,39.0673,-0.0,0.012022,0.007743
100M,chip_039_108_merged.tif,0.4,0,2024555007,78,28.634,28.634,-0.0,38.1372,38.1372,0.0,0.023389,0.008396
100M,chip_039_108_merged.tif,0.4,1,1544609489,78,28.6345,28.6345,0.0,37.0957,37.0957,0.0,0.023386,0.009188
100M,chip_039_108_merged.tif,0.4,2,1164002858,78,32.2721,32.2721,0.0,37.0034,37.0034,0.0,0.015566,0.009368
100M,chip_039_108_merged.tif,0.4,3,783396227,78,28.6344,28.6344,-0.0,37.9399,37.9399,0.0,0.023389,0.008702
100M,chip_039_108_merged.tif,0.4,4,303450709,78,32.2726,32.2726,-0.0,37.2955,37.2955,-0.0,0.015567,0.009119
100M,chip_039_108_merged.tif,0.6,0,1281256800,117,29.2905,29.2905,-0.0,34.7867,34.7867,-0.0,0.0209,0.010869
100M,chip_039_108_merged.tif,0.6,1,900650169,117,29.5931,29.5931,-0.0,36.1892,36.1892,-0.0,0.02057,0.010195
100M,chip_039_108_merged.tif,0.6,2,420704651,117,28.395,28.395,-0.0,36.8762,36.8762,0.0,0.022365,0.009627
100M,chip_039_108_merged.tif,0.6,3,40098020,117,28.3672,28.3672,0.0,37.288,37.288,-0.0,0.022441,0.009242
100M,chip_039_108_merged.tif,0.6,4,1707636150,117,28.7294,28.7294,0.0,35.9801,35.9801,0.0,0.021972,0.010237
100M,chip_039_108_merged.tif,0.8,0,798664604,156,30.1913,30.1913,-0.0,34.3097,34.3097,-0.0,0.01894,0.012247
100M,chip_039_108_merged.tif,0.8,1,418057973,156,30.1905,30.1905,0.0,33.1178,33.1178,-0.0,0.018927,0.012849
100M,chip_039_108_merged.tif,0.8,2,2085596103,156,30.0355,30.0355,0.0,36.4956,36.4956,0.0,0.018943,0.010048
100M,chip_039_108_merged.tif,0.8,3,1704989472,156,30.0424,30.0424,0.0,32.7289,32.7289,0.0,0.018947,0.01346
100M,chip_039_108_merged.tif,0.8,4,1225043954,156,30.1825,30.1825,-0.0,33.7067,33.7067,-0.0,0.018941,0.012888
100M,chip_039_111_merged.tif,0.2,0,1727264021,39,32.1189,32.1189,-0.0,38.6656,38.6656,-0.0,0.013734,0.007528
100M,chip_039_111_merged.tif,0.2,1,1346657390,39,38.2512,38.2512,-0.0,37.8812,37.8812,-0.0,0.00831,0.007975
100M,chip_039_111_merged.tif,0.2,2,866711872,39,37.0174,37.0174,0.0,38.6247,38.6247,-0.0,0.00882,0.007713
100M,chip_039_111_merged.tif,0.2,3,486105241,39,35.8904,35.8904,-0.0,37.6447,37.6447,-0.0,0.010087,0.008255
100M,chip_039_111_merged.tif,0.2,4,105498610,39,37.0174,37.0174,-0.0,37.9479,37.9479,0.0,0.00882,0.007742
100M,chip_039_111_merged.tif,0.4,0,1566648688,78,36.4098,36.4098,-0.0,38.2525,38.2525,-0.0,0.009538,0.007906
100M,chip_039_111_merged.tif,0.4,1,1186042057,78,34.0504,34.0504,-0.0,38.1259,38.1259,-0.0,0.01123,0.007813
100M,chip_039_111_merged.tif,0.4,2,706096539,78,37.346,37.346,-0.0,37.5522,37.5522,-0.0,0.008216,0.008284
100M,chip_039_111_merged.tif,0.4,3,325489908,78,37.3473,37.3473,0.0,38.6468,38.6468,0.0,0.008215,0.007443
100M,chip_039_111_merged.tif,0.4,4,1993028038,78,34.3483,34.3483,0.0,37.7402,37.7402,0.0,0.010627,0.007937
100M,chip_039_111_merged.tif,0.6,0,823350481,117,35.7763,35.7763,-0.0,37.4465,37.4465,0.0,0.00944,0.008383
100M,chip_039_111_merged.tif,0.6,1,442743850,117,35.7075,35.7075,-0.0,38.2807,38.2807,-0.0,0.009495,0.007834
100M,chip_039_111_merged.tif,0.6,2,2110281980,117,36.2474,36.2474,0.0,37.0696,37.0696,-0.0,0.008889,0.008812
100M,chip_039_111_merged.tif,0.6,3,1729675349,117,36.2659,36.2659,-0.0,38.3992,38.3992,-0.0,0.008879,0.007745
100M,chip_039_111_merged.tif,0.6,4,1249729831,117,35.2518,35.2518,-0.0,37.9306,37.9306,-0.0,0.009978,0.008072
100M,chip_039_111_merged.tif,0.8,0,340758285,156,36.3474,36.3474,-0.0,36.7786,36.7786,0.0,0.009059,0.008841
100M,chip_039_111_merged.tif,0.8,1,2107635302,156,35.5949,35.5949,-0.0,35.9136,35.9136,0.0,0.009608,0.009388
100M,chip_039_111_merged.tif,0.8,2,1627689784,156,35.7676,35.7676,-0.0,36.5147,36.5147,-0.0,0.009679,0.009134
100M,chip_039_111_merged.tif,0.8,3,1247083153,156,36.3624,36.3624,0.0,36.9904,36.9904,-0.0,0.009047,0.008791
100M,chip_039_111_merged.tif,0.8,4,767137635,156,36.3802,36.3802,-0.0,36.8212,36.8212,0.0,0.009039,0.008886
100M,chip_042_092_merged.tif,0.2,0,406649076,39,32.5107,32.5107,-0.0,37.9804,37.9804,-0.0,0.01215,0.008099
100M,chip_042_092_merged.tif,0.2,1,2074187206,39,33.6184,33.6184,0.0,37.6786,37.6786,0.0,0.012561,0.00831
100M,chip_042_092_merged.tif,0.2,2,1693580575,39,35.5901,35.5901,-0.0,38.0308,38.0308,0.0,0.010814,0.007743
100M,chip_042_092_merged.tif,0.2,3,1312973944,39,33.4916,33.4916,0.0,37.9375,37.9375,-0.0,0.011949,0.00789
100M,chip_042_092_merged.tif,0.2,4,833028426,39,27.248,27.248,0.0,36.3497,36.3497,-0.0,0.021913,0.009549
100M,chip_042_092_merged.tif,0.4,0,1488857654,78,31.4601,31.4601,-0.0,38.0621,38.0621,0.0,0.014791,0.007444
100M,chip_042_092_merged.tif,0.4,1,1108251023,78,31.4597,31.4597,0.0,34.2482,34.2482,-0.0,0.014792,0.009718
100M,chip_042_092_merged.tif,0.4,2,727644392,78,31.4594,31.4594,0.0,34.4485,34.4485,-0.0,0.014792,0.009532
100M,chip_042_092_merged.tif,0.4,3,247698874,78,31.4609,31.4609,-0.0,37.5505,37.5505,0.0,0.01479,0.007818
100M,chip_042_092_merged.tif,0.4,4,2014575891,78,29.4383,29.4383,-0.0,38.6237,38.6237,-0.0,0.022323,0.00748
100M,chip_042_092_merged.tif,0.6,0,1650219184,117,31.4177,31.4177,-0.0,36.5304,36.5304,0.0,0.015848,0.008377
100M,chip_042_092_merged.tif,0.6,1,1170273666,117,30.0121,30.0121,0.0,37.5752,37.5752,-0.0,0.017658,0.008239
100M,chip_042_092_merged.tif,0.6,2,789667035,117,29.7666,29.7666,-0.0,35.5941,35.5941,0.0,0.019033,0.009415
100M,chip_042_092_merged.tif,0.6,3,309721517,117,30.01,30.01,0.0,34.734,34.734,0.0,0.017643,0.009738
100M,chip_042_092_merged.tif,0.6,4,2076598534,117,29.4108,29.4108,-0.0,34.1726,34.1726,0.0,0.018229,0.01007
100M,chip_042_092_merged.tif,0.8,0,1167626988,156,28.3379,28.3379,-0.0,34.339,34.339,0.0,0.021989,0.010711
100M,chip_042_092_merged.tif,0.8,1,687681470,156,28.2448,28.2448,-0.0,33.6362,33.6362,-0.0,0.02341,0.01185
100M,chip_042_092_merged.tif,0.8,2,307074839,156,28.366,28.366,0.0,31.0542,31.0542,0.0,0.021979,0.014352
100M,chip_042_092_merged.tif,0.8,3,2073951856,156,29.604,29.604,-0.0,31.1414,31.1414,0.0,0.019032,0.013804
100M,chip_042_092_merged.tif,0.8,4,1594006338,156,29.4225,29.4225,-0.0,34.2655,34.2655,0.0,0.019856,0.011074
100M,chip_047_106_merged.tif,0.2,0,1540040360,39,36.2326,36.2326,0.0,38.918,38.918,-0.0,0.010504,0.008005
100M,chip_047_106_merged.tif,0.2,1,1060094842,39,37.0663,37.0663,0.0,39.2255,39.2255,0.0,0.009591,0.007777
100M,chip_047_106_merged.tif,0.2,2,679488211,39,36.0019,36.0019,0.0,38.1488,38.1488,0.0,0.011381,0.00851
100M,chip_047_106_merged.tif,0.2,3,199542693,39,35.7606,35.7606,0.0,39.1088,39.1088,-0.0,0.011082,0.007937
100M,chip_047_106_merged.tif,0.2,4,1966419710,39,36.2326,36.2326,-0.0,38.475,38.475,0.0,0.010505,0.00834
