backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
100M,chip_103_320_merged.tif,0.6,3,959402540,117,30.8341,30.8341,-0.0,33.7166,33.7166,-0.0,0.016166,0.01063
100M,chip_103_320_merged.tif,0.6,4,578795909,117,30.0212,30.0212,-0.0,33.4397,33.4397,0.0,0.017453,0.012086
100M,chip_103_320_merged.tif,0.8,0,1817308011,156,30.1857,30.1857,0.0,32.3302,32.3302,0.0,0.017217,0.013183
100M,chip_103_320_merged.tif,0.8,1,1337362493,156,30.6354,30.6354,0.0,32.5572,32.5572,0.0,0.016409,0.013048
100M,chip_103_320_merged.tif,0.8,2,956755862,156,30.1905,30.1905,0.0,32.1955,32.1955,-0.0,0.017193,0.013658
100M,chip_103_320_merged.tif,0.8,3,576149231,156,28.6879,28.6879,-0.0,31.7026,31.7026,-0.0,0.019992,0.013986
100M,chip_103_320_merged.tif,0.8,4,96203713,156,28.6185,28.6185,0.0,33.3871,33.3871,-0.0,0.020092,0.012472
100M,chip_104_333_merged.tif,0.2,0,134230332,39,33.7174,33.7174,-0.0,37.0019,37.0019,0.0,0.010603,0.008751
100M,chip_104_333_merged.tif,0.2,1,1901107349,39,31.698,31.698,0.0,36.3151,36.3151,-0.0,0.013144,0.008723
100M,chip_104_333_merged.tif,0.2,2,1421161831,39,35.9608,35.9608,0.0,36.6136,36.6136,-0.0,0.009594,0.009065
100M,chip_104_333_merged.tif,0.2,3,1040555200,39,35.8187,35.8187,-0.0,35.9236,35.9236,0.0,0.009581,0.009758
100M,chip_104_333_merged.tif,0.2,4,560609682,39,35.8277,35.8277,0.0,36.692,36.692,-0.0,0.009296,0.008781
100M,chip_104_333_merged.tif,0.4,0,2121098647,78,34.6701,34.6701,0.0,35.4187,35.4187,0.0,0.010691,0.009602
100M,chip_104_333_merged.tif,0.4,1,1641153129,78,35.9729,35.9729,-0.0,36.267,36.267,-0.0,0.009255,0.009061
100M,chip_104_333_merged.tif,0.4,2,1260546498,78,33.2091,33.2091,0.0,36.9062,36.9062,0.0,0.013196,0.008496
100M,chip_104_333_merged.tif,0.4,3,879939867,78,32.7266,32.7266,-0.0,36.0987,36.0987,-0.0,0.013831,0.009201
100M,chip_104_333_merged.tif,0.4,4,399994349,78,34.0273,34.0273,0.0,36.497,36.497,-0.0,0.011602,0.008951
100M,chip_104_333_merged.tif,0.6,0,1377800440,117,33.5818,33.5818,-0.0,36.0258,36.0258,-0.0,0.011469,0.009288
100M,chip_104_333_merged.tif,0.6,1,897854922,117,34.554,34.554,-0.0,35.9723,35.9723,-0.0,0.010527,0.009287
100M,chip_104_333_merged.tif,0.6,2,517248291,117,33.4374,33.4374,-0.0,34.0731,34.0731,0.0,0.012466,0.010738
100M,chip_104_333_merged.tif,0.6,3,136641660,117,33.189,33.189,-0.0,35.6303,35.6303,0.0,0.013116,0.009575
100M,chip_104_333_merged.tif,0.6,4,1804179790,117,34.5246,34.5246,0.0,35.3015,35.3015,0.0,0.010558,0.00995
100M,chip_104_333_merged.tif,0.8,0,895208244,156,32.8742,32.8742,0.0,34.6902,34.6902,0.0,0.01307,0.010476
100M,chip_104_333_merged.tif,0.8,1,514601613,156,32.8582,32.8582,0.0,34.1756,34.1756,-0.0,0.013099,0.011156
100M,chip_104_333_merged.tif,0.8,2,34656095,156,33.6689,33.6689,0.0,33.5748,33.5748,0.0,0.012219,0.011483
100M,chip_104_333_merged.tif,0.8,3,1801533112,156,33.3859,33.3859,0.0,33.3509,33.3509,0.0,0.011875,0.011845
100M,chip_104_333_merged.tif,0.8,4,1321587594,156,33.4129,33.4129,0.0,34.2266,34.2266,0.0,0.011828,0.010914
100M,chip_104_334_merged.tif,0.2,0,1482476820,39,35.1334,35.1334,-0.0,37.4711,37.4711,-0.0,0.009571,0.007445
100M,chip_104_334_merged.tif,0.2,1,1002531302,39,38.8056,38.8056,0.0,36.0091,36.0091,-0.0,0.005855,0.008279
100M,chip_104_334_merged.tif,0.2,2,621924671,39,37.4804,37.4804,-0.0,37.0538,37.0538,0.0,0.006982,0.007312
100M,chip_104_334_merged.tif,0.2,3,141979153,39,33.3426,33.3426,0.0,38.638,38.638,0.0,0.011536,0.006513
100M,chip_104_334_merged.tif,0.2,4,1908856170,39,31.9898,31.9898,-0.0,37.0634,37.0634,0.0,0.01275,0.008106
100M,chip_104_334_merged.tif,0.4,0,417201750,78,36.9438,36.9438,0.0,36.9206,36.9206,0.0,0.007347,0.007757
100M,chip_104_334_merged.tif,0.4,1,36595119,78,31.3352,31.3352,0.0,36.7119,36.7119,-0.0,0.013771,0.007829
100M,chip_104_334_merged.tif,0.4,2,1704133249,78,35.8665,35.8665,0.0,35.9233,35.9233,-0.0,0.008318,0.008129
100M,chip_104_334_merged.tif,0.4,3,1323526618,78,37.8682,37.8682,-0.0,36.0983,36.0983,-0.0,0.006713,0.008376
100M,chip_104_334_merged.tif,0.4,4,843581100,78,31.3849,31.3849,0.0,37.4563,37.4563,0.0,0.013985,0.007246
100M,chip_104_334_merged.tif,0.6,0,1821387191,117,32.0914,32.0914,-0.0,36.4764,36.4764,0.0,0.012857,0.00778
100M,chip_104_334_merged.tif,0.6,1,1440780560,117,33.8501,33.8501,0.0,37.0296,37.0296,0.0,0.01061,0.007681
100M,chip_104_334_merged.tif,0.6,2,960835042,117,32.1128,32.1128,-0.0,36.7452,36.7452,-0.0,0.01283,0.007915
100M,chip_104_334_merged.tif,0.6,3,580228411,117,35.6438,35.6438,-0.0,36.4568,36.4568,-0.0,0.00902,0.008126
100M,chip_104_334_merged.tif,0.6,4,100282893,117,35.7445,35.7445,0.0,36.8223,36.8223,0.0,0.008707,0.007876
100M,chip_104_334_merged.tif,0.8,0,1338794995,156,34.3728,34.3728,0.0,35.2143,35.2143,0.0,0.010013,0.00887
100M,chip_104_334_merged.tif,0.8,1,958188364,156,32.9257,32.9257,0.0,36.2864,36.2864,-0.0,0.011486,0.008166
100M,chip_104_334_merged.tif,0.8,2,478242846,156,32.9206,32.9206,-0.0,34.7019,34.7019,0.0,0.011501,0.009231
100M,chip_104_334_merged.tif,0.8,3,97636215,156,32.406,32.406,-0.0,35.8708,35.8708,0.0,0.011934,0.008615
100M,chip_104_334_merged.tif,0.8,4,1864513232,156,32.9163,32.9163,-0.0,34.8458,34.8458,-0.0,0.011508,0.009182
100M,chip_105_103_merged.tif,0.2,0,518355122,39,32.6886,32.6886,0.0,33.4768,33.4768,0.0,0.015752,0.014211
100M,chip_105_103_merged.tif,0.2,1,137748491,39,27.459,27.459,-0.0,33.4695,33.4695,0.0,0.028344,0.014551
100M,chip_105_103_merged.tif,0.2,2,1805286621,39,31.7981,31.7981,-0.0,32.9099,32.9099,0.0,0.017057,0.014978
100M,chip_105_103_merged.tif,0.2,3,1424679990,39,28.6852,28.6852,0.0,33.7524,33.7524,0.0,0.022714,0.014215
100M,chip_105_103_merged.tif,0.2,4,944734472,39,30.5953,30.5953,0.0,31.8729,31.8729,-0.0,0.019482,0.016295
100M,chip_105_103_merged.tif,0.4,0,357739789,78,28.714,28.714,0.0,32.8201,32.8201,0.0,0.025029,0.015799
100M,chip_105_103_merged.tif,0.4,1,2025277919,78,29.641,29.641,0.0,31.8499,31.8499,-0.0,0.021676,0.016981
100M,chip_105_103_merged.tif,0.4,2,1644671288,78,28.965,28.965,-0.0,31.8156,31.8156,0.0,0.024123,0.016875
100M,chip_105_103_merged.tif,0.4,3,1164725770,78,28.4447,28.4447,0.0,32.6829,32.6829,0.0,0.024456,0.014906
100M,chip_105_103_merged.tif,0.4,4,784119139,78,28.041,28.041,0.0,32.3546,32.3546,0.0,0.027417,0.015909
100M,chip_105_103_merged.tif,0.6,0,1761925230,117,29.028,29.028,-0.0,30.4972,30.4972,-0.0,0.023495,0.019031
100M,chip_105_103_merged.tif,0.6,1,1281979712,117,29.0308,29.0308,0.0,31.0325,31.0325,-0.0,0.022879,0.018196
100M,chip_105_103_merged.tif,0.6,2,901373081,117,28.3558,28.3558,0.0,30.9239,30.9239,0.0,0.025544,0.018568
100M,chip_105_103_merged.tif,0.6,3,421427563,117,27.7734,27.7734,0.0,30.2665,30.2665,0.0,0.027536,0.019207
100M,chip_105_103_merged.tif,0.6,4,40820932,117,29.5595,29.5595,-0.0,32.1706,32.1706,0.0,0.022419,0.016174
100M,chip_105_103_merged.tif,0.8,0,1279333034,156,28.3915,28.3915,-0.0,29.5348,29.5348,0.0,0.025324,0.021578
100M,chip_105_103_merged.tif,0.8,1,898726403,156,27.1141,27.1141,0.0,29.6747,29.6747,0.0,0.029059,0.021061
100M,chip_105_103_merged.tif,0.8,2,418780885,156,27.31,27.31,0.0,30.3468,30.3468,-0.0,0.028114,0.020425
100M,chip_105_103_merged.tif,0.8,3,38174254,156,28.3755,28.3755,-0.0,29.4566,29.4566,-0.0,0.024844,0.021604
100M,chip_105_103_merged.tif,0.8,4,1705712384,156,28.375,28.375,0.0,30.2875,30.2875,0.0,0.024852,0.019927
100M,chip_105_104_merged.tif,0.2,0,2117286706,39,32.6474,32.6474,-0.0,34.672,34.672,-0.0,0.015138,0.011928
100M,chip_105_104_merged.tif,0.2,1,1736680075,39,30.9347,30.9347,0.0,36.6439,36.6439,0.0,0.019586,0.009667
100M,chip_105_104_merged.tif,0.2,2,1256734557,39,32.6654,32.6654,-0.0,34.1792,34.1792,0.0,0.01395,0.012816
100M,chip_105_104_merged.tif,0.2,3,876127926,39,31.2762,31.2762,0.0,33.4486,33.4486,-0.0,0.01675,0.013378
100M,chip_105_104_merged.tif,0.2,4,396182408,39,27.9502,27.9502,0.0,35.8641,35.8641,0.0,0.027333,0.010184
100M,chip_105_104_merged.tif,0.4,0,1151350523,78,30.2871,30.2871,0.0,33.9354,33.9354,0.0,0.020335,0.012555
100M,chip_105_104_merged.tif,0.4,1,671405005,78,29.057,29.057,-0.0,33.4858,33.4858,0.0,0.021401,0.013542
100M,chip_105_104_merged.tif,0.4,2,290798374,78,30.2856,30.2856,-0.0,32.9292,32.9292,0.0,0.020339,0.01435
100M,chip_105_104_merged.tif,0.4,3,1958336504,78,32.45,32.45,-0.0,33.8297,33.8297,-0.0,0.015353,0.01286
100M,chip_105_104_merged.tif,0.4,4,1577729873,78,31.5238,31.5238,0.0,33.9209,33.9209,-0.0,0.016813,0.012678
100M,chip_105_104_merged.tif,0.6,0,1213373166,117,29.1986,29.1986,0.0,32.0762,32.0762,-0.0,0.021943,0.015852
100M,chip_105_104_merged.tif,0.6,1,733427648,117,30.0402,30.0402,0.0,33.1696,33.1696,0.0,0.020644,0.014099
100M,chip_105_104_merged.tif,0.6,2,352821017,117,29.5565,29.5565,-0.0,32.755,32.755,0.0,0.021325,0.014728
100M,chip_105_104_merged.tif,0.6,3,2119698034,117,29.224,29.224,0.0,33.3378,33.3378,0.0,0.02283,0.013634
100M,chip_105_104_merged.tif,0.6,4,1639752516,117,28.5964,28.5964,-0.0,32.6527,32.6527,-0.0,0.023755,0.014568
100M,chip_105_104_merged.tif,0.8,0,730780970,156,27.3526,27.3526,0.0,31.3623,31.3623,-0.0,0.027883,0.016861
100M,chip_105_104_merged.tif,0.8,1,350174339,156,28.2217,28.2217,0.0,30.2501,30.2501,0.0,0.025415,0.018874
100M,chip_105_104_merged.tif,0.8,2,2017712469,156,27.3421,27.3421,-0.0,31.06,31.06,-0.0,0.027902,0.017294
100M,chip_105_104_merged.tif,0.8,3,1637105838,156,29.1955,29.1955,0.0,31.5775,31.5775,-0.0,0.02252,0.016732
100M,chip_105_104_merged.tif,0.8,4,1157160320,156,27.3537,27.3537,0.0,30.9893,30.9893,0.0,0.02785,0.017685
100M,chip_105_319_merged.tif,0.2,0,111610263,39,34.9139,34.9139,0.0,35.0137,35.0137,0.0,0.010289,0.009613
100M,chip_105_319_merged.tif,0.2,1,1878487280,39,34.7039,34.7039,0.0,33.9363,33.9363,0.0,0.009995,0.010288
100M,chip_105_319_merged.tif,0.2,2,1398541762,39,34.7047,34.7047,0.0,34.7633,34.7633,0.0,0.009994,0.010002
100M,chip_105_319_merged.tif,0.2,3,1017935131,39,33.5178,33.5178,-0.0,36.3889,36.3889,-0.0,0.012083,0.008795
100M,chip_105_319_merged.tif,0.2,4,537989613,39,35.9564,35.9564,-0.0,35.6614,35.6614,-0.0,0.009092,0.00964
100M,chip_105_319_merged.tif,0.4,0,1293157728,78,33.9386,33.9386,0.0,35.6289,35.6289,-0.0,0.011391,0.00944
100M,chip_105_319_merged.tif,0.4,1,813212210,78,31.6417,31.6417,0.0,35.3754,35.3754,0.0,0.01292,0.009648
100M,chip_105_319_merged.tif,0.4,2,432605579,78,33.3136,33.3136,0.0,35.6725,35.6725,0.0,0.012116,0.009254
100M,chip_105_319_merged.tif,0.4,3,2100143709,78,31.643,31.643,0.0,32.2743,32.2743,0.0,0.012918,0.012407
100M,chip_105_319_merged.tif,0.4,4,1719537078,78,31.9914,31.9914,0.0,34.9674,34.9674,0.0,0.013532,0.009917
100M,chip_105_319_merged.tif,0.6,0,1355180371,117,30.3399,30.3399,0.0,33.9085,33.9085,0.0,0.014121,0.010802
100M,chip_105_319_merged.tif,0.6,1,875234853,117,33.8042,33.8042,-0.0,34.7159,34.7159,0.0,0.011524,0.009934
100M,chip_105_319_merged.tif,0.6,2,494628222,117,34.2303,34.2303,-0.0,35.1217,35.1217,0.0,0.010792,0.009971
100M,chip_105_319_merged.tif,0.6,3,114021591,117,32.2638,32.2638,-0.0,33.8148,33.8148,0.0,0.012615,0.010748
100M,chip_105_319_merged.tif,0.6,4,1781559721,117,34.2362,34.2362,0.0,35.6674,35.6674,0.0,0.01078,0.009372
100M,chip_105_319_merged.tif,0.8,0,872588175,156,30.9029,30.9029,0.0,32.9588,32.9588,0.0,0.01479,0.011789
100M,chip_105_319_merged.tif,0.8,1,491981544,156,32.5685,32.5685,0.0,34.303,34.303,0.0,0.013166,0.010673
100M,chip_105_319_merged.tif,0.8,2,12036026,156,31.3797,31.3797,-0.0,33.6877,33.6877,-0.0,0.0134,0.011343
100M,chip_105_319_merged.tif,0.8,3,1778913043,156,31.336,31.336,-0.0,33.1616,33.1616,0.0,0.013493,0.01164
100M,chip_105_319_merged.tif,0.8,4,1298967525,156,31.3836,31.3836,-0.0,34.0308,34.0308,-0.0,0.013395,0.010981
100M,chip_105_427_merged.tif,0.2,0,42846344,39,32.1474,32.1474,0.0,33.9284,33.9284,0.0,0.014879,0.012362
100M,chip_105_427_merged.tif,0.2,1,1809723361,39,30.5574,30.5574,-0.0,33.5719,33.5719,-0.0,0.017466,0.012286
100M,chip_105_427_merged.tif,0.2,2,1329777843,39,31.2802,31.2802,0.0,31.6686,31.6686,0.0,0.016295,0.015274
100M,chip_105_427_merged.tif,0.2,3,949171212,39,30.3408,30.3408,0.0,32.5606,32.5606,0.0,0.018508,0.013353
100M,chip_105_427_merged.tif,0.2,4,469225694,39,30.1186,30.1186,0.0,32.9051,32.9051,0.0,0.017869,0.012592
100M,chip_105_427_merged.tif,0.4,0,2029714659,78,30.1113,30.1113,0.0,33.2813,33.2813,-0.0,0.018922,0.012676
100M,chip_105_427_merged.tif,0.4,1,1549769141,78,30.3266,30.3266,-0.0,31.6075,31.6075,0.0,0.01865,0.015449
100M,chip_105_427_merged.tif,0.4,2,1169162510,78,30.5744,30.5744,0.0,32.9257,32.9257,0.0,0.017495,0.013491
100M,chip_105_427_merged.tif,0.4,3,788555879,78,30.3661,30.3661,-0.0,32.6414,32.6414,0.0,0.017809,0.01355
100M,chip_105_427_merged.tif,0.4,4,308610361,78,30.3261,30.3261,-0.0,32.9749,32.9749,0.0,0.018651,0.013102
100M,chip_105_427_merged.tif,0.6,0,1286416452,117,30.1012,30.1012,0.0,31.6791,31.6791,0.0,0.018738,0.015031
100M,chip_105_427_merged.tif,0.6,1,806470934,117,29.8101,29.8101,-0.0,32.363,32.363,0.0,0.019442,0.014413
100M,chip_105_427_merged.tif,0.6,2,425864303,117,29.5584,29.5584,-0.0,31.7035,31.7035,-0.0,0.01987,0.014821
100M,chip_105_427_merged.tif,0.6,3,45257672,117,29.7915,29.7915,-0.0,32.0452,32.0452,0.0,0.019298,0.014678
100M,chip_105_427_merged.tif,0.6,4,1712795802,117,30.3512,30.3512,0.0,32.1289,32.1289,-0.0,0.018317,0.014416
100M,chip_105_427_merged.tif,0.8,0,803824256,156,29.4049,29.4049,-0.0,31.3336,31.3336,0.0,0.019995,0.015919
100M,chip_105_427_merged.tif,0.8,1,423217625,156,29.6796,29.6796,-0.0,31.0991,31.0991,-0.0,0.019631,0.01629
100M,chip_105_427_merged.tif,0.8,2,2090755755,156,29.6763,29.6763,0.0,30.9335,30.9335,-0.0,0.019641,0.016831
100M,chip_105_427_merged.tif,0.8,3,1710149124,156,29.4054,29.4054,0.0,31.3031,31.3031,-0.0,0.019987,0.015588
100M,chip_105_427_merged.tif,0.8,4,1230203606,156,29.7446,29.7446,0.0,31.0872,31.0872,-0.0,0.019314,0.016721
100M,chip_105_452_merged.tif,0.2,0,2019908721,39,37.1941,37.1941,0.0,37.4157,37.4157,-0.0,0.008494,0.007817
100M,chip_105_452_merged.tif,0.2,1,1539963203,39,37.5623,37.5623,-0.0,35.5646,35.5646,0.0,0.00813,0.009023
100M,chip_105_452_merged.tif,0.2,2,1159356572,39,37.649,37.649,0.0,38.168,38.168,-0.0,0.007976,0.007425
100M,chip_105_452_merged.tif,0.2,3,679411054,39,37.1947,37.1947,-0.0,33.2434,33.2434,-0.0,0.008494,0.010692
100M,chip_105_452_merged.tif,0.2,4,298804423,39,29.1716,29.1716,-0.0,33.37,33.37,-0.0,0.013739,0.01037
100M,chip_105_452_merged.tif,0.4,0,1759954501,78,31.0763,31.0763,-0.0,34.1422,34.1422,0.0,0.012368,0.009329
100M,chip_105_452_merged.tif,0.4,1,1379347870,78,35.4466,35.4466,0.0,34.1471,34.1471,0.0,0.009293,0.009842
100M,chip_105_452_merged.tif,0.4,2,899402352,78,29.0769,29.0769,0.0,33.8788,33.8788,0.0,0.013865,0.01033
100M,chip_105_452_merged.tif,0.4,3,518795721,78,34.9741,34.9741,-0.0,34.2579,34.2579,-0.0,0.00979,0.009782
100M,chip_105_452_merged.tif,0.4,4,138189090,78,34.9731,34.9731,-0.0,36.6525,36.6525,-0.0,0.009791,0.007987
100M,chip_105_452_merged.tif,0.6,0,1016656294,117,34.6319,34.6319,0.0,34.5344,34.5344,-0.0,0.010092,0.009558
100M,chip_105_452_merged.tif,0.6,1,636049663,117,28.5255,28.5255,0.0,29.7836,29.7836,-0.0,0.014777,0.012377
100M,chip_105_452_merged.tif,0.6,2,156104145,117,34.6727,34.6727,0.0,30.7397,30.7397,0.0,0.010043,0.011381
100M,chip_105_452_merged.tif,0.6,3,1922981162,117,35.3354,35.3354,-0.0,33.2835,33.2835,-0.0,0.009745,0.010301
100M,chip_105_452_merged.tif,0.6,4,1542374531,117,29.6411,29.6411,0.0,32.2289,32.2289,0.0,0.013524,0.010252
100M,chip_105_452_merged.tif,0.8,0,534064098,156,29.2303,29.2303,-0.0,30.7517,30.7517,0.0,0.014214,0.012334
100M,chip_105_452_merged.tif,0.8,1,153457467,156,34.3904,34.3904,0.0,30.2729,30.2729,-0.0,0.010752,0.012196
100M,chip_105_452_merged.tif,0.8,2,1920334484,156,34.4557,34.4557,0.0,30.6097,30.6097,0.0,0.010657,0.012742
100M,chip_105_452_merged.tif,0.8,3,1440388966,156,34.4597,34.4597,0.0,31.864,31.864,0.0,0.010653,0.01164
100M,chip_105_452_merged.tif,0.8,4,1059782335,156,29.9443,29.9443,-0.0,28.6872,28.6872,-0.0,0.014207,0.0146
100M,chip_106_107_merged.tif,0.2,0,1226625948,39,30.1796,30.1796,-0.0,32.4214,32.4214,0.0,0.02122,0.015946
100M,chip_106_107_merged.tif,0.2,1,746680430,39,32.1736,32.1736,-0.0,32.648,32.648,-0.0,0.017583,0.015769
100M,chip_106_107_merged.tif,0.2,2,366073799,39,30.0215,30.0215,-0.0,32.373,32.373,0.0,0.020955,0.016241
100M,chip_106_107_merged.tif,0.2,3,2132950816,39,30.0049,30.0049,-0.0,33.5631,33.5631,0.0,0.021573,0.014147
100M,chip_106_107_merged.tif,0.2,4,1653005298,39,31.0114,31.0114,-0.0,32.013,32.013,0.0,0.018422,0.01525
100M,chip_106_107_merged.tif,0.4,0,1066010615,78,30.9397,30.9397,-0.0,32.2017,32.2017,-0.0,0.019459,0.016005
100M,chip_106_107_merged.tif,0.4,1,586065097,78,30.9397,30.9397,-0.0,32.5842,32.5842,-0.0,0.019459,0.015986
100M,chip_106_107_merged.tif,0.4,2,205458466,78,30.2732,30.2732,0.0,31.8771,31.8771,0.0,0.020794,0.016307
100M,chip_106_107_merged.tif,0.4,3,1872996596,78,30.7623,30.7623,0.0,32.4043,32.4043,0.0,0.019258,0.016644
100M,chip_106_107_merged.tif,0.4,4,1492389965,78,30.1025,30.1025,0.0,32.651,32.651,0.0,0.020564,0.015831
100M,chip_106_107_merged.tif,0.6,0,322712408,117,30.4853,30.4853,0.0,31.3222,31.3222,-0.0,0.020265,0.017629
100M,chip_106_107_merged.tif,0.6,1,1990250538,117,30.3169,30.3169,-0.0,31.0832,31.0832,0.0,0.020386,0.017849
100M,chip_106_107_merged.tif,0.6,2,1609643907,117,29.8278,29.8278,0.0,31.5018,31.5018,-0.0,0.021383,0.017688
100M,chip_106_107_merged.tif,0.6,3,1129698389,117,29.8299,29.8299,0.0,31.696,31.696,-0.0,0.021396,0.0175
100M,chip_106_107_merged.tif,0.6,4,749091758,117,30.3683,30.3683,0.0,31.4925,31.4925,-0.0,0.020339,0.017279
100M,chip_106_107_merged.tif,0.8,0,1987603860,156,30.1005,30.1005,0.0,30.6928,30.6928,0.0,0.020625,0.01936
100M,chip_106_107_merged.tif,0.8,1,1507658342,156,29.8108,29.8108,-0.0,30.3272,30.3272,0.0,0.021424,0.020262
100M,chip_106_107_merged.tif,0.8,2,1127051711,156,29.7975,29.7975,-0.0,30.4741,30.4741,-0.0,0.021437,0.019867
100M,chip_106_107_merged.tif,0.8,3,746445080,156,30.0823,30.0823,-0.0,30.4951,30.4951,-0.0,0.020825,0.01976
100M,chip_106_107_merged.tif,0.8,4,266499562,156,29.9015,29.9015,-0.0,30.6856,30.6856,0.0,0.021267,0.019326
100M,chip_106_288_merged.tif,0.2,0,986993277,39,36.5428,36.5428,0.0,36.981,36.981,-0.0,0.009673,0.009261
100M,chip_106_288_merged.tif,0.2,1,606386646,39,33.5837,33.5837,-0.0,36.4745,36.4745,0.0,0.01434,0.009897
100M,chip_106_288_merged.tif,0.2,2,225780015,39,33.585,33.585,0.0,36.9056,36.9056,0.0,0.014337,0.009113
100M,chip_106_288_merged.tif,0.2,3,1893318145,39,30.3196,30.3196,-0.0,36.7741,36.7741,-0.0,0.018342,0.009609
100M,chip_106_288_merged.tif,0.2,4,1512711514,39,34.6114,34.6114,-0.0,36.1502,36.1502,0.0,0.012836,0.00999
100M,chip_106_288_merged.tif,0.4,0,826377944,78,30.9947,30.9947,0.0,36.4383,36.4383,-0.0,0.015232,0.009779
100M,chip_106_288_merged.tif,0.4,1,445771313,78,30.8534,30.8534,0.0,36.4975,36.4975,-0.0,0.015374,0.009744
100M,chip_106_288_merged.tif,0.4,2,2113309443,78,30.852,30.852,-0.0,36.7105,36.7105,-0.0,0.015376,0.009462
100M,chip_106_288_merged.tif,0.4,3,1732702812,78,30.7168,30.7168,0.0,35.9584,35.9584,0.0,0.018938,0.010017
100M,chip_106_288_merged.tif,0.4,4,1352096181,78,30.3575,30.3575,0.0,36.0287,36.0287,-0.0,0.018411,0.010336
100M,chip_106_288_merged.tif,0.6,0,83079737,117,29.8672,29.8672,-0.0,35.2505,35.2505,-0.0,0.019936,0.011307
100M,chip_106_288_merged.tif,0.6,1,1849956754,117,32.7963,32.7963,-0.0,35.9882,35.9882,-0.0,0.015732,0.010502
100M,chip_106_288_merged.tif,0.6,2,1370011236,117,30.9677,30.9677,-0.0,34.7189,34.7189,0.0,0.018805,0.011677
100M,chip_106_288_merged.tif,0.6,3,989404605,117,32.0008,32.0008,0.0,34.927,34.927,0.0,0.017224,0.011486
100M,chip_106_288_merged.tif,0.6,4,608797974,117,32.0121,32.0121,-0.0,35.2749,35.2749,-0.0,0.017193,0.011141
100M,chip_106_288_merged.tif,0.8,0,1747971189,156,31.0648,31.0648,-0.0,32.914,32.914,0.0,0.017655,0.013632
100M,chip_106_288_merged.tif,0.8,1,1367364558,156,30.8081,30.8081,-0.0,33.3357,33.3357,-0.0,0.018569,0.013154
100M,chip_106_288_merged.tif,0.8,2,986757927,156,30.323,30.323,-0.0,33.0416,33.0416,-0.0,0.019336,0.013492
100M,chip_106_288_merged.tif,0.8,3,506812409,156,29.3307,29.3307,0.0,33.86,33.86,-0.0,0.022372,0.013166
100M,chip_106_288_merged.tif,0.8,4,126205778,156,30.2153,30.2153,0.0,33.6198,33.6198,-0.0,0.020066,0.01271
100M,chip_106_409_merged.tif,0.2,0,1052989072,39,34.3045,34.3045,0.0,37.0258,37.0258,-0.0,0.009346,0.007373
100M,chip_106_409_merged.tif,0.2,1,573043554,39,35.2283,35.2283,0.0,37.8725,37.8725,-0.0,0.009186,0.007056
100M,chip_106_409_merged.tif,0.2,2,192436923,39,35.1194,35.1194,0.0,38.8514,38.8514,-0.0,0.008427,0.006756
100M,chip_106_409_merged.tif,0.2,3,1959313940,39,33.7933,33.7933,-0.0,39.782,39.782,0.0,0.010206,0.006036
100M,chip_106_409_merged.tif,0.2,4,1479368422,39,35.7098,35.7098,0.0,37.7691,37.7691,-0.0,0.008011,0.006862
100M,chip_106_409_merged.tif,0.4,0,892373739,78,35.5003,35.5003,0.0,37.4392,37.4392,0.0,0.008381,0.006737
100M,chip_106_409_merged.tif,0.4,1,412428221,78,34.9308,34.9308,0.0,36.1341,36.1341,-0.0,0.008741,0.007716
100M,chip_106_409_merged.tif,0.4,2,31821590,78,34.3835,34.3835,0.0,37.7903,37.7903,-0.0,0.009433,0.006974
100M,chip_106_409_merged.tif,0.4,3,1699359720,78,35.2559,35.2559,0.0,37.5003,37.5003,-0.0,0.008697,0.006938
100M,chip_106_409_merged.tif,0.4,4,1318753089,78,34.9174,34.9174,0.0,38.3304,38.3304,0.0,0.008799,0.006596
100M,chip_106_409_merged.tif,0.6,0,149075532,117,34.8714,34.8714,0.0,35.5012,35.5012,-0.0,0.008761,0.008129
100M,chip_106_409_merged.tif,0.6,1,1816613662,117,33.725,33.725,0.0,36.5033,36.5033,0.0,0.009685,0.00759
100M,chip_106_409_merged.tif,0.6,2,1436007031,117,35.0995,35.0995,0.0,36.3032,36.3032,-0.0,0.008496,0.007829
100M,chip_106_409_merged.tif,0.6,3,956061513,117,34.913,34.913,-0.0,35.4695,35.4695,-0.0,0.008666,0.008023
100M,chip_106_409_merged.tif,0.6,4,575454882,117,33.7164,33.7164,0.0,36.9576,36.9576,0.0,0.009691,0.007288
100M,chip_106_409_merged.tif,0.8,0,1813966984,156,34.9957,34.9957,0.0,35.6553,35.6553,-0.0,0.0087,0.008014
100M,chip_106_409_merged.tif,0.8,1,1334021466,156,34.0383,34.0383,-0.0,36.2287,36.2287,-0.0,0.00939,0.007731
100M,chip_106_409_merged.tif,0.8,2,953414835,156,34.9955,34.9955,0.0,37.1292,37.1292,0.0,0.008695,0.007481
100M,chip_106_409_merged.tif,0.8,3,572808204,156,34.9699,34.9699,0.0,35.859,35.859,0.0,0.00867,0.008186
100M,chip_106_409_merged.tif,0.8,4,92862686,156,34.9734,34.9734,0.0,35.8596,35.8596,-0.0,0.008722,0.007907
