backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr_logged,block_psnr_replay,block_psnr_diff,random_psnr_logged,random_psnr_replay,random_psnr_diff,block_mae,random_mae
tiny,chip_125_124_merged.tif,0.2,2,859238801,39,29.5655,29.5655,0.0,34.6854,34.6854,0.0,0.022082,0.012705
tiny,chip_125_124_merged.tif,0.2,3,379293283,39,31.4863,31.4863,-0.0,33.6828,33.6828,-0.0,0.018635,0.013979
tiny,chip_125_124_merged.tif,0.2,4,2146170300,39,29.1644,29.1644,0.0,34.3827,34.3827,-0.0,0.022603,0.012854
tiny,chip_125_124_merged.tif,0.4,0,1459836730,78,31.1674,31.1674,0.0,34.126,34.126,-0.0,0.01851,0.013031
tiny,chip_125_124_merged.tif,0.4,1,1079230099,78,31.8508,31.8508,0.0,34.2303,34.2303,0.0,0.017404,0.012891
tiny,chip_125_124_merged.tif,0.4,2,599284581,78,29.7652,29.7652,-0.0,34.7799,34.7799,0.0,0.021975,0.012198
tiny,chip_125_124_merged.tif,0.4,3,218677950,78,31.4677,31.4677,-0.0,34.1446,34.1446,-0.0,0.018012,0.012856
tiny,chip_125_124_merged.tif,0.4,4,1985554967,78,32.1159,32.1159,0.0,33.2203,33.2203,-0.0,0.017425,0.014297
tiny,chip_125_124_merged.tif,0.6,0,716538523,117,31.0771,31.0771,0.0,34.0978,34.0978,0.0,0.019057,0.013215
tiny,chip_125_124_merged.tif,0.6,1,335931892,117,31.6985,31.6985,0.0,33.5919,33.5919,-0.0,0.017678,0.013877
tiny,chip_125_124_merged.tif,0.6,2,2003470022,117,31.1234,31.1234,-0.0,33.8679,33.8679,0.0,0.018996,0.013367
tiny,chip_125_124_merged.tif,0.6,3,1622863391,117,30.3181,30.3181,-0.0,33.5681,33.5681,-0.0,0.020753,0.01383
tiny,chip_125_124_merged.tif,0.6,4,1242256760,117,31.1004,31.1004,-0.0,32.8676,32.8676,0.0,0.018955,0.01464
tiny,chip_125_124_merged.tif,0.8,0,233946327,156,31.7908,31.7908,-0.0,32.2468,32.2468,0.0,0.018193,0.016493
tiny,chip_125_124_merged.tif,0.8,1,2000823344,156,31.8565,31.8565,-0.0,32.0814,32.0814,-0.0,0.017592,0.016294
tiny,chip_125_124_merged.tif,0.8,2,1620216713,156,31.8068,31.8068,-0.0,31.7877,31.7877,-0.0,0.018185,0.01694
tiny,chip_125_124_merged.tif,0.8,3,1140271195,156,31.9512,31.9512,-0.0,32.4374,32.4374,0.0,0.017403,0.015985
tiny,chip_125_124_merged.tif,0.8,4,759664564,156,30.395,30.395,-0.0,32.3802,32.3802,-0.0,0.020332,0.015859
tiny,chip_125_433_merged.tif,0.2,0,983798491,39,35.2206,35.2206,-0.0,37.3397,37.3397,0.0,0.01148,0.009411
tiny,chip_125_433_merged.tif,0.2,1,603191860,39,34.5472,34.5472,0.0,37.3886,37.3886,-0.0,0.011834,0.009076
tiny,chip_125_433_merged.tif,0.2,2,123246342,39,35.7819,35.7819,0.0,36.6536,36.6536,-0.0,0.010781,0.009643
tiny,chip_125_433_merged.tif,0.2,3,1890123359,39,35.7811,35.7811,0.0,37.7294,37.7294,-0.0,0.010782,0.008747
tiny,chip_125_433_merged.tif,0.2,4,1410177841,39,38.2242,38.2242,0.0,36.1162,36.1162,0.0,0.008322,0.00967
tiny,chip_125_433_merged.tif,0.4,0,823183158,78,35.2673,35.2673,-0.0,36.1675,36.1675,-0.0,0.010337,0.009263
tiny,chip_125_433_merged.tif,0.4,1,343237640,78,35.2672,35.2672,-0.0,37.8995,37.8995,-0.0,0.010336,0.00867
tiny,chip_125_433_merged.tif,0.4,2,2110114657,78,35.7474,35.7474,0.0,37.4675,37.4675,-0.0,0.010236,0.00858
tiny,chip_125_433_merged.tif,0.4,3,1729508026,78,37.7083,37.7083,0.0,37.8152,37.8152,-0.0,0.008224,0.008412
tiny,chip_125_433_merged.tif,0.4,4,1249562508,78,34.9305,34.9305,-0.0,38.451,38.451,0.0,0.011071,0.008113
tiny,chip_125_433_merged.tif,0.6,0,79884951,117,35.7131,35.7131,-0.0,36.539,36.539,0.0,0.010588,0.008771
tiny,chip_125_433_merged.tif,0.6,1,1747423081,117,35.2913,35.2913,-0.0,37.8449,37.8449,0.0,0.010667,0.008173
tiny,chip_125_433_merged.tif,0.6,2,1366816450,117,35.323,35.323,0.0,38.1684,38.1684,0.0,0.010648,0.007994
tiny,chip_125_433_merged.tif,0.6,3,986209819,117,33.081,33.081,0.0,36.7995,36.7995,0.0,0.012301,0.008572
tiny,chip_125_433_merged.tif,0.6,4,506264301,117,35.9287,35.9287,-0.0,37.6798,37.6798,-0.0,0.010042,0.008262
tiny,chip_125_433_merged.tif,0.8,0,1744776403,156,35.8471,35.8471,0.0,35.0429,35.0429,0.0,0.010159,0.009675
tiny,chip_125_433_merged.tif,0.8,1,1364169772,156,34.6066,34.6066,-0.0,36.4039,36.4039,-0.0,0.011012,0.008944
tiny,chip_125_433_merged.tif,0.8,2,884224254,156,36.1377,36.1377,-0.0,36.7465,36.7465,0.0,0.009675,0.008746
tiny,chip_125_433_merged.tif,0.8,3,503617623,156,32.3955,32.3955,-0.0,36.9154,36.9154,-0.0,0.015193,0.009005
tiny,chip_125_433_merged.tif,0.8,4,23672105,156,34.801,34.801,0.0,36.5322,36.5322,-0.0,0.011766,0.008818
tiny,chip_125_436_merged.tif,0.2,0,1408341486,39,34.7517,34.7517,-0.0,36.3895,36.3895,0.0,0.012715,0.010649
tiny,chip_125_436_merged.tif,0.2,1,928395968,39,35.6858,35.6858,0.0,35.4664,35.4664,-0.0,0.011581,0.011621
tiny,chip_125_436_merged.tif,0.2,2,547789337,39,33.6046,33.6046,-0.0,35.6438,35.6438,0.0,0.013161,0.011521
tiny,chip_125_436_merged.tif,0.2,3,167182706,39,34.8585,34.8585,-0.0,35.439,35.439,-0.0,0.012243,0.01175
tiny,chip_125_436_merged.tif,0.2,4,1834720836,39,33.8974,33.8974,-0.0,35.5221,35.5221,-0.0,0.013234,0.011522
tiny,chip_125_436_merged.tif,0.4,0,1247726153,78,34.9261,34.9261,0.0,36.8805,36.8805,0.0,0.012061,0.009857
tiny,chip_125_436_merged.tif,0.4,1,767780635,78,33.4339,33.4339,0.0,36.27,36.27,0.0,0.013637,0.010647
tiny,chip_125_436_merged.tif,0.4,2,387174004,78,33.5829,33.5829,-0.0,36.1242,36.1242,0.0,0.014211,0.010607
tiny,chip_125_436_merged.tif,0.4,3,2054712134,78,33.7792,33.7792,0.0,35.8862,35.8862,-0.0,0.013319,0.01101
tiny,chip_125_436_merged.tif,0.4,4,1674105503,78,33.429,33.429,-0.0,36.4868,36.4868,-0.0,0.013569,0.01039
tiny,chip_125_436_merged.tif,0.6,0,504427946,117,34.1167,34.1167,0.0,35.6324,35.6324,-0.0,0.012793,0.010979
tiny,chip_125_436_merged.tif,0.6,1,24482428,117,32.6613,32.6613,0.0,36.0091,36.0091,0.0,0.015192,0.010461
tiny,chip_125_436_merged.tif,0.6,2,1791359445,117,34.316,34.316,0.0,36.1042,36.1042,-0.0,0.012356,0.010679
tiny,chip_125_436_merged.tif,0.6,3,1311413927,117,34.1524,34.1524,-0.0,35.3485,35.3485,0.0,0.012756,0.011101
tiny,chip_125_436_merged.tif,0.6,4,930807296,117,34.46,34.46,-0.0,35.5585,35.5585,0.0,0.012195,0.011082
tiny,chip_125_436_merged.tif,0.8,0,21835750,156,33.9877,33.9877,-0.0,35.3924,35.3924,-0.0,0.012805,0.011139
tiny,chip_125_436_merged.tif,0.8,1,1689373880,156,34.5735,34.5735,0.0,35.6111,35.6111,-0.0,0.012105,0.011176
tiny,chip_125_436_merged.tif,0.8,2,1308767249,156,33.4439,33.4439,0.0,35.0576,35.0576,0.0,0.013738,0.011632
tiny,chip_125_436_merged.tif,0.8,3,928160618,156,34.5893,34.5893,-0.0,35.1807,35.1807,0.0,0.012063,0.011319
tiny,chip_125_436_merged.tif,0.8,4,448215100,156,33.565,33.565,0.0,34.9736,34.9736,-0.0,0.013923,0.011189
tiny,chip_125_445_merged.tif,0.2,0,264850270,39,33.8614,33.8614,-0.0,33.2573,33.2573,0.0,0.012224,0.010736
tiny,chip_125_445_merged.tif,0.2,1,1932388400,39,33.8623,33.8623,0.0,35.6231,35.6231,0.0,0.012223,0.009794
tiny,chip_125_445_merged.tif,0.2,2,1551781769,39,37.1465,37.1465,-0.0,36.1133,36.1133,0.0,0.008677,0.009508
tiny,chip_125_445_merged.tif,0.2,3,1071836251,39,36.035,36.035,-0.0,36.54,36.54,0.0,0.010228,0.009443
tiny,chip_125_445_merged.tif,0.2,4,691229620,39,35.0737,35.0737,0.0,36.1111,36.1111,-0.0,0.010903,0.009511
tiny,chip_125_445_merged.tif,0.4,0,4896050,78,35.0204,35.0204,0.0,36.5432,36.5432,0.0,0.010489,0.009161
tiny,chip_125_445_merged.tif,0.4,1,1771773067,78,34.7754,34.7754,0.0,36.9619,36.9619,-0.0,0.010814,0.008959
tiny,chip_125_445_merged.tif,0.4,2,1391166436,78,37.6571,37.6571,0.0,36.7218,36.7218,-0.0,0.00816,0.00888
tiny,chip_125_445_merged.tif,0.4,3,911220918,78,36.7745,36.7745,-0.0,36.0782,36.0782,0.0,0.008881,0.009406
tiny,chip_125_445_merged.tif,0.4,4,530614287,78,36.2433,36.2433,0.0,36.4397,36.4397,-0.0,0.009504,0.009262
tiny,chip_125_445_merged.tif,0.6,0,1409081491,117,36.263,36.263,0.0,35.0633,35.0633,-0.0,0.00914,0.010026
tiny,chip_125_445_merged.tif,0.6,1,1028474860,117,36.1634,36.1634,0.0,36.8684,36.8684,0.0,0.009231,0.00907
tiny,chip_125_445_merged.tif,0.6,2,647868229,117,36.1542,36.1542,0.0,35.2996,35.2996,0.0,0.009248,0.009795
tiny,chip_125_445_merged.tif,0.6,3,167922711,117,35.9341,35.9341,-0.0,35.6665,35.6665,0.0,0.009513,0.010078
tiny,chip_125_445_merged.tif,0.6,4,1934799728,117,35.9272,35.9272,-0.0,36.6516,36.6516,-0.0,0.009511,0.009236
tiny,chip_125_445_merged.tif,0.8,0,1025828182,156,35.2572,35.2572,-0.0,35.8027,35.8027,-0.0,0.009849,0.0097
tiny,chip_125_445_merged.tif,0.8,1,545882664,156,36.1905,36.1905,-0.0,35.3517,35.3517,-0.0,0.009414,0.009851
tiny,chip_125_445_merged.tif,0.8,2,165276033,156,34.8802,34.8802,0.0,34.6996,34.6996,0.0,0.01052,0.010452
tiny,chip_125_445_merged.tif,0.8,3,1832814163,156,35.2593,35.2593,-0.0,35.4011,35.4011,0.0,0.00984,0.009508
tiny,chip_125_445_merged.tif,0.8,4,1452207532,156,35.9439,35.9439,-0.0,34.439,34.439,-0.0,0.00971,0.010608
tiny,chip_125_503_merged.tif,0.2,0,408642547,39,32.6873,32.6873,0.0,33.3693,33.3693,0.0,0.014422,0.014503
tiny,chip_125_503_merged.tif,0.2,1,28035916,39,32.6892,32.6892,-0.0,32.5402,32.5402,-0.0,0.01442,0.015316
tiny,chip_125_503_merged.tif,0.2,2,1695574046,39,29.012,29.012,0.0,32.7043,32.7043,-0.0,0.022697,0.015477
tiny,chip_125_503_merged.tif,0.2,3,1314967415,39,32.6882,32.6882,0.0,32.5134,32.5134,-0.0,0.014421,0.015179
tiny,chip_125_503_merged.tif,0.2,4,835021897,39,31.2367,31.2367,-0.0,33.5072,33.5072,-0.0,0.017537,0.013981
tiny,chip_125_503_merged.tif,0.4,0,248027214,78,29.6671,29.6671,0.0,32.6731,32.6731,0.0,0.02056,0.015089
tiny,chip_125_503_merged.tif,0.4,1,1915565344,78,29.3387,29.3387,-0.0,31.6923,31.6923,-0.0,0.02304,0.01704
tiny,chip_125_503_merged.tif,0.4,2,1534958713,78,28.9237,28.9237,0.0,32.1863,32.1863,0.0,0.025466,0.01627
tiny,chip_125_503_merged.tif,0.4,3,1055013195,78,29.2769,29.2769,-0.0,32.2624,32.2624,0.0,0.023005,0.01633
tiny,chip_125_503_merged.tif,0.4,4,674406564,78,29.2758,29.2758,0.0,31.8166,31.8166,-0.0,0.020354,0.01671
tiny,chip_125_503_merged.tif,0.6,0,1652212655,117,28.7396,28.7396,-0.0,31.7201,31.7201,-0.0,0.023956,0.016909
tiny,chip_125_503_merged.tif,0.6,1,1172267137,117,29.5689,29.5689,0.0,31.947,31.947,-0.0,0.020996,0.016645
tiny,chip_125_503_merged.tif,0.6,2,791660506,117,28.0104,28.0104,-0.0,31.7165,31.7165,-0.0,0.02508,0.016725
tiny,chip_125_503_merged.tif,0.6,3,311714988,117,28.7567,28.7567,0.0,31.9654,31.9654,-0.0,0.024564,0.016709
tiny,chip_125_503_merged.tif,0.6,4,2078592005,117,28.7488,28.7488,-0.0,31.7864,31.7864,-0.0,0.023921,0.017002
tiny,chip_125_503_merged.tif,0.8,0,1169620459,156,28.3581,28.3581,0.0,30.4507,30.4507,-0.0,0.024791,0.019053
tiny,chip_125_503_merged.tif,0.8,1,789013828,156,28.6487,28.6487,0.0,30.9319,30.9319,0.0,0.023727,0.018362
tiny,chip_125_503_merged.tif,0.8,2,309068310,156,28.0934,28.0934,0.0,30.8669,30.8669,0.0,0.024546,0.018768
tiny,chip_125_503_merged.tif,0.8,3,2075945327,156,28.1419,28.1419,0.0,30.9061,30.9061,-0.0,0.02446,0.018353
tiny,chip_125_503_merged.tif,0.8,4,1595999809,156,28.6256,28.6256,0.0,30.5859,30.5859,-0.0,0.023729,0.019328
tiny,chip_126_124_merged.tif,0.2,0,962959877,39,29.0275,29.0275,-0.0,32.7707,32.7707,-0.0,0.023936,0.014622
tiny,chip_126_124_merged.tif,0.2,1,483014359,39,29.2926,29.2926,0.0,35.1454,35.1454,0.0,0.023384,0.011348
tiny,chip_126_124_merged.tif,0.2,2,102407728,39,29.1586,29.1586,0.0,33.4792,33.4792,0.0,0.024444,0.014062
tiny,chip_126_124_merged.tif,0.2,3,1869284745,39,30.6717,30.6717,-0.0,34.0936,34.0936,0.0,0.020205,0.012857
tiny,chip_126_124_merged.tif,0.2,4,1389339227,39,31.0806,31.0806,-0.0,33.1395,33.1395,-0.0,0.019425,0.014449
tiny,chip_126_124_merged.tif,0.4,0,2045168455,78,29.6831,29.6831,0.0,32.7234,32.7234,0.0,0.021735,0.014866
tiny,chip_126_124_merged.tif,0.4,1,1664561824,78,28.6527,28.6527,-0.0,32.4358,32.4358,-0.0,0.025335,0.014396
tiny,chip_126_124_merged.tif,0.4,2,1184616306,78,31.2985,31.2985,0.0,32.015,32.015,0.0,0.019044,0.015848
tiny,chip_126_124_merged.tif,0.4,3,804009675,78,28.841,28.841,0.0,32.8535,32.8535,0.0,0.025518,0.014654
tiny,chip_126_124_merged.tif,0.4,4,423403044,78,28.8418,28.8418,0.0,33.1658,33.1658,0.0,0.025522,0.014302
tiny,chip_126_124_merged.tif,0.6,0,59046337,117,30.1425,30.1425,-0.0,32.0633,32.0633,0.0,0.020838,0.015714
tiny,chip_126_124_merged.tif,0.6,1,1726584467,117,29.346,29.346,-0.0,32.1401,32.1401,-0.0,0.022946,0.015617
tiny,chip_126_124_merged.tif,0.6,2,1345977836,117,28.02,28.02,-0.0,32.3042,32.3042,0.0,0.027863,0.015476
tiny,chip_126_124_merged.tif,0.6,3,866032318,117,27.804,27.804,-0.0,32.3693,32.3693,-0.0,0.02892,0.015668
tiny,chip_126_124_merged.tif,0.6,4,485425687,117,28.7267,28.7267,-0.0,31.8519,31.8519,0.0,0.025248,0.015832
tiny,chip_126_124_merged.tif,0.8,0,1723937789,156,29.1796,29.1796,0.0,31.2588,31.2588,-0.0,0.023905,0.017667
tiny,chip_126_124_merged.tif,0.8,1,1243992271,156,28.8304,28.8304,-0.0,30.7692,30.7692,0.0,0.024901,0.017905
tiny,chip_126_124_merged.tif,0.8,2,863385640,156,29.6423,29.6423,-0.0,31.241,31.241,0.0,0.022563,0.017157
tiny,chip_126_124_merged.tif,0.8,3,482779009,156,29.6371,29.6371,-0.0,31.0176,31.0176,0.0,0.022594,0.017748
tiny,chip_126_124_merged.tif,0.8,4,2833491,156,29.1616,29.1616,-0.0,30.9093,30.9093,0.0,0.023945,0.017824
tiny,chip_126_357_merged.tif,0.2,0,746454967,39,31.0904,31.0904,0.0,34.6216,34.6216,-0.0,0.016379,0.011222
tiny,chip_126_357_merged.tif,0.2,1,365848336,39,30.9279,30.9279,0.0,34.918,34.918,0.0,0.01673,0.010254
tiny,chip_126_357_merged.tif,0.2,2,2132725353,39,32.6835,32.6835,0.0,34.4319,34.4319,0.0,0.014878,0.011328
tiny,chip_126_357_merged.tif,0.2,3,1652779835,39,31.0013,31.0013,-0.0,34.8544,34.8544,-0.0,0.017231,0.010918
tiny,chip_126_357_merged.tif,0.2,4,1272173204,39,31.1948,31.1948,0.0,34.4909,34.4909,-0.0,0.015399,0.011219
tiny,chip_126_357_merged.tif,0.4,0,585839634,78,32.1976,32.1976,0.0,34.1458,34.1458,0.0,0.015123,0.011494
tiny,chip_126_357_merged.tif,0.4,1,205233003,78,30.0927,30.0927,-0.0,34.6689,34.6689,0.0,0.018108,0.011042
tiny,chip_126_357_merged.tif,0.4,2,1872771133,78,31.5253,31.5253,-0.0,34.4978,34.4978,-0.0,0.015519,0.011023
tiny,chip_126_357_merged.tif,0.4,3,1492164502,78,30.0953,30.0953,-0.0,33.7185,33.7185,0.0,0.018105,0.011882
tiny,chip_126_357_merged.tif,0.4,4,1111557871,78,31.5261,31.5261,0.0,34.0349,34.0349,0.0,0.015519,0.011624
tiny,chip_126_357_merged.tif,0.6,0,1990025075,117,31.9318,31.9318,-0.0,34.511,34.511,-0.0,0.014717,0.011076
tiny,chip_126_357_merged.tif,0.6,1,1609418444,117,32.4539,32.4539,0.0,33.7689,33.7689,-0.0,0.014294,0.011762
tiny,chip_126_357_merged.tif,0.6,2,1129472926,117,31.9808,31.9808,0.0,33.9723,33.9723,-0.0,0.01525,0.011578
tiny,chip_126_357_merged.tif,0.6,3,748866295,117,30.5577,30.5577,0.0,34.4407,34.4407,0.0,0.019387,0.011234
tiny,chip_126_357_merged.tif,0.6,4,368259664,117,30.3819,30.3819,0.0,32.7865,32.7865,0.0,0.01807,0.012929
tiny,chip_126_357_merged.tif,0.8,0,1507432879,156,31.4621,31.4621,0.0,33.3764,33.3764,0.0,0.016016,0.012492
tiny,chip_126_357_merged.tif,0.8,1,1126826248,156,31.4861,31.4861,0.0,32.8639,32.8639,-0.0,0.015982,0.013285
tiny,chip_126_357_merged.tif,0.8,2,746219617,156,31.2523,31.2523,0.0,33.6623,33.6623,0.0,0.016809,0.012328
tiny,chip_126_357_merged.tif,0.8,3,266274099,156,30.2655,30.2655,-0.0,33.0504,33.0504,-0.0,0.0183,0.01304
tiny,chip_126_357_merged.tif,0.8,4,2033151116,156,27.3314,27.3314,-0.0,33.4916,33.4916,0.0,0.026789,0.012937
tiny,chip_127_445_merged.tif,0.2,0,1875076242,39,35.1601,35.1601,-0.0,36.1817,36.1817,-0.0,0.011487,0.010011
tiny,chip_127_445_merged.tif,0.2,1,1395130724,39,36.0869,36.0869,0.0,35.7623,35.7623,-0.0,0.00991,0.010655
tiny,chip_127_445_merged.tif,0.2,2,1014524093,39,34.954,34.954,-0.0,36.4747,36.4747,0.0,0.011525,0.009516
tiny,chip_127_445_merged.tif,0.2,3,534578575,39,33.6022,33.6022,0.0,35.0014,35.0014,-0.0,0.013647,0.0112
tiny,chip_127_445_merged.tif,0.2,4,153971944,39,34.8319,34.8319,-0.0,36.0284,36.0284,-0.0,0.011706,0.010075
tiny,chip_127_445_merged.tif,0.4,0,1615122022,78,35.4196,35.4196,-0.0,35.6431,35.6431,0.0,0.010263,0.010354
tiny,chip_127_445_merged.tif,0.4,1,1234515391,78,34.3509,34.3509,-0.0,35.3608,35.3608,-0.0,0.012107,0.010577
tiny,chip_127_445_merged.tif,0.4,2,754569873,78,34.5282,34.5282,-0.0,35.9151,35.9151,0.0,0.011984,0.009864
tiny,chip_127_445_merged.tif,0.4,3,373963242,78,34.44,34.44,0.0,35.7667,35.7667,0.0,0.012006,0.010159
tiny,chip_127_445_merged.tif,0.4,4,2140840259,78,35.6471,35.6471,-0.0,36.43,36.43,-0.0,0.010294,0.009671
tiny,chip_127_445_merged.tif,0.6,0,871823815,117,33.3551,33.3551,-0.0,36.3883,36.3883,0.0,0.013678,0.009619
tiny,chip_127_445_merged.tif,0.6,1,491217184,117,35.2006,35.2006,-0.0,35.8436,35.8436,-0.0,0.010513,0.010202
tiny,chip_127_445_merged.tif,0.6,2,11271666,117,34.404,34.404,-0.0,35.3026,35.3026,0.0,0.01199,0.010551
tiny,chip_127_445_merged.tif,0.6,3,1778148683,117,35.2303,35.2303,-0.0,35.4837,35.4837,-0.0,0.010484,0.01029
tiny,chip_127_445_merged.tif,0.6,4,1397542052,117,33.679,33.679,-0.0,35.4068,35.4068,0.0,0.013125,0.010591
tiny,chip_127_445_merged.tif,0.8,0,389231619,156,34.0771,34.0771,-0.0,35.0843,35.0843,0.0,0.012545,0.010803
tiny,chip_127_445_merged.tif,0.8,1,8624988,156,34.507,34.507,-0.0,35.0159,35.0159,-0.0,0.011436,0.011096
tiny,chip_127_445_merged.tif,0.8,2,1775502005,156,34.6631,34.6631,0.0,34.9684,34.9684,-0.0,0.011567,0.01082
tiny,chip_127_445_merged.tif,0.8,3,1295556487,156,34.6019,34.6019,0.0,35.267,35.267,-0.0,0.011724,0.01065
tiny,chip_127_445_merged.tif,0.8,4,914949856,156,34.642,34.642,0.0,35.2214,35.2214,-0.0,0.01168,0.010376
tiny,chip_128_478_merged.tif,0.2,0,970478679,39,32.4329,32.4329,0.0,33.6963,33.6963,-0.0,0.015894,0.0135
tiny,chip_128_478_merged.tif,0.2,1,490533161,39,31.9563,31.9563,-0.0,33.517,33.517,-0.0,0.016687,0.013563
tiny,chip_128_478_merged.tif,0.2,2,109926530,39,32.2321,32.2321,0.0,33.0697,33.0697,0.0,0.01632,0.014419
tiny,chip_128_478_merged.tif,0.2,3,1777464660,39,32.2339,32.2339,-0.0,33.6481,33.6481,0.0,0.016317,0.013467
tiny,chip_128_478_merged.tif,0.2,4,1396858029,39,31.5696,31.5696,-0.0,33.9335,33.9335,0.0,0.0173,0.012839
tiny,chip_128_478_merged.tif,0.4,0,710524459,78,30.3247,30.3247,0.0,33.3485,33.3485,0.0,0.019898,0.014165
tiny,chip_128_478_merged.tif,0.4,1,329917828,78,30.0289,30.0289,-0.0,32.324,32.324,0.0,0.020771,0.01549
tiny,chip_128_478_merged.tif,0.4,2,2096794845,78,30.0287,30.0287,0.0,33.4266,33.4266,-0.0,0.020771,0.013845
tiny,chip_128_478_merged.tif,0.4,3,1616849327,78,30.4682,30.4682,0.0,32.9836,32.9836,0.0,0.020363,0.014242
tiny,chip_128_478_merged.tif,0.4,4,1236242696,78,30.2865,30.2865,-0.0,32.4988,32.4988,0.0,0.01933,0.015275
tiny,chip_128_478_merged.tif,0.6,0,2114709900,117,28.9262,28.9262,0.0,32.6998,32.6998,0.0,0.022409,0.014951
tiny,chip_128_478_merged.tif,0.6,1,1734103269,117,29.1115,29.1115,-0.0,32.7967,32.7967,0.0,0.022586,0.014655
tiny,chip_128_478_merged.tif,0.6,2,1353496638,117,30.1388,30.1388,0.0,32.6481,32.6481,0.0,0.020339,0.01519
tiny,chip_128_478_merged.tif,0.6,3,873551120,117,29.9467,29.9467,0.0,32.0637,32.0637,0.0,0.02021,0.015676
tiny,chip_128_478_merged.tif,0.6,4,492944489,117,29.8518,29.8518,-0.0,32.1119,32.1119,-0.0,0.02084,0.015429
tiny,chip_128_478_merged.tif,0.8,0,1731456591,156,29.4735,29.4735,-0.0,31.0745,31.0745,0.0,0.022136,0.017503
tiny,chip_128_478_merged.tif,0.8,1,1251511073,156,29.5203,29.5203,-0.0,31.6974,31.6974,-0.0,0.021597,0.016898
tiny,chip_128_478_merged.tif,0.8,2,870904442,156,28.8175,28.8175,0.0,31.4204,31.4204,0.0,0.023253,0.017516
tiny,chip_128_478_merged.tif,0.8,3,390958924,156,29.4998,29.4998,0.0,32.2299,32.2299,0.0,0.021643,0.016003
tiny,chip_128_478_merged.tif,0.8,4,10352293,156,29.5026,29.5026,-0.0,31.5534,31.5534,-0.0,0.022106,0.017168
tiny,chip_128_506_merged.tif,0.2,0,104471478,39,27.8227,27.8227,-0.0,31.7714,31.7714,-0.0,0.028006,0.017183
tiny,chip_128_506_merged.tif,0.2,1,1871348495,39,28.3071,28.3071,-0.0,30.687,30.687,0.0,0.02595,0.019339
tiny,chip_128_506_merged.tif,0.2,2,1391402977,39,29.3215,29.3215,0.0,31.4657,31.4657,-0.0,0.023709,0.016954
tiny,chip_128_506_merged.tif,0.2,3,1010796346,39,29.4749,29.4749,-0.0,31.1315,31.1315,-0.0,0.023292,0.018075
tiny,chip_128_506_merged.tif,0.2,4,630189715,39,29.0079,29.0079,0.0,31.2827,31.2827,-0.0,0.024382,0.017426
tiny,chip_128_506_merged.tif,0.4,0,1286018943,78,28.528,28.528,-0.0,31.3012,31.3012,-0.0,0.025794,0.017943
tiny,chip_128_506_merged.tif,0.4,1,806073425,78,29.6148,29.6148,-0.0,31.0302,31.0302,-0.0,0.022171,0.018571
tiny,chip_128_506_merged.tif,0.4,2,425466794,78,29.4734,29.4734,-0.0,31.0029,31.0029,-0.0,0.02252,0.01824
tiny,chip_128_506_merged.tif,0.4,3,44860163,78,29.2408,29.2408,-0.0,31.4207,31.4207,0.0,0.022947,0.017813
tiny,chip_128_506_merged.tif,0.4,4,1712398293,78,29.7522,29.7522,-0.0,31.0906,31.0906,0.0,0.021717,0.01797
tiny,chip_128_506_merged.tif,0.6,0,1348041586,117,29.3829,29.3829,-0.0,30.4428,30.4428,-0.0,0.022865,0.019119
tiny,chip_128_506_merged.tif,0.6,1,967434955,117,29.3646,29.3646,-0.0,30.2346,30.2346,-0.0,0.022903,0.020048
tiny,chip_128_506_merged.tif,0.6,2,487489437,117,29.091,29.091,0.0,30.2737,30.2737,-0.0,0.023613,0.019491
tiny,chip_128_506_merged.tif,0.6,3,106882806,117,29.0571,29.0571,0.0,30.3712,30.3712,-0.0,0.023668,0.019984
tiny,chip_128_506_merged.tif,0.6,4,1774420936,117,28.987,28.987,-0.0,30.2231,30.2231,0.0,0.024073,0.020138
tiny,chip_128_506_merged.tif,0.8,0,865449390,156,28.4213,28.4213,0.0,29.9082,29.9082,0.0,0.025848,0.021079
tiny,chip_128_506_merged.tif,0.8,1,484842759,156,28.7168,28.7168,0.0,29.7985,29.7985,0.0,0.025211,0.020922
tiny,chip_128_506_merged.tif,0.8,2,4897241,156,28.3948,28.3948,0.0,29.6374,29.6374,0.0,0.025856,0.021693
tiny,chip_128_506_merged.tif,0.8,3,1771774258,156,28.3884,28.3884,0.0,29.8458,29.8458,-0.0,0.025868,0.02091
tiny,chip_128_506_merged.tif,0.8,4,1391167627,156,28.4353,28.4353,0.0,29.6887,29.6887,0.0,0.025413,0.021609
tiny,chip_129_311_merged.tif,0.2,0,1095021417,39,33.1126,33.1126,0.0,36.1653,36.1653,-0.0,0.013301,0.009619
tiny,chip_129_311_merged.tif,0.2,1,615075899,39,34.7571,34.7571,0.0,36.017,36.017,-0.0,0.011279,0.009834
tiny,chip_129_311_merged.tif,0.2,2,234469268,39,36.1522,36.1522,-0.0,37.413,37.413,-0.0,0.010724,0.008502
tiny,chip_129_311_merged.tif,0.2,3,2001346285,39,35.3839,35.3839,-0.0,36.4721,36.4721,-0.0,0.010274,0.009109
tiny,chip_129_311_merged.tif,0.2,4,1521400767,39,35.2399,35.2399,-0.0,37.2496,37.2496,-0.0,0.011155,0.008595
tiny,chip_129_311_merged.tif,0.4,0,934406084,78,34.1602,34.1602,-0.0,35.3652,35.3652,0.0,0.011623,0.010006
