backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
100M,chip_036_147_merged.tif,0.8,3,671552205,156,37.0535,37.3819,0.3284
100M,chip_036_147_merged.tif,0.8,4,191606687,156,37.0641,36.7988,-0.2653
100M,chip_037_102_merged.tif,0.2,0,398483738,39,37.0087,39.7263,2.7175
100M,chip_037_102_merged.tif,0.2,1,17877107,39,33.22,39.8731,6.6531
100M,chip_037_102_merged.tif,0.2,2,1685415237,39,38.8502,40.5568,1.7067
100M,chip_037_102_merged.tif,0.2,3,1304808606,39,37.0103,39.8105,2.8001
100M,chip_037_102_merged.tif,0.2,4,824863088,39,38.1152,40.5844,2.4692
100M,chip_037_102_merged.tif,0.4,0,237868405,78,32.3891,37.0087,4.6196
100M,chip_037_102_merged.tif,0.4,1,1905406535,78,34.2817,39.4273,5.1456
100M,chip_037_102_merged.tif,0.4,2,1524799904,78,32.0495,37.4519,5.4024
100M,chip_037_102_merged.tif,0.4,3,1044854386,78,36.9166,40.0777,3.1611
100M,chip_037_102_merged.tif,0.4,4,664247755,78,31.2424,39.1762,7.9338
100M,chip_037_102_merged.tif,0.6,0,1642053846,117,33.4378,38.8882,5.4504
100M,chip_037_102_merged.tif,0.6,1,1162108328,117,34.1625,35.8162,1.6537
100M,chip_037_102_merged.tif,0.6,2,781501697,117,33.5556,38.2644,4.7088
100M,chip_037_102_merged.tif,0.6,3,301556179,117,35.8886,38.0438,2.1552
100M,chip_037_102_merged.tif,0.6,4,2068433196,117,34.8656,39.632,4.7665
100M,chip_037_102_merged.tif,0.8,0,1159461650,156,32.7823,36.2454,3.4632
100M,chip_037_102_merged.tif,0.8,1,778855019,156,33.4209,37.8076,4.3866
100M,chip_037_102_merged.tif,0.8,2,298909501,156,32.302,37.6423,5.3403
100M,chip_037_102_merged.tif,0.8,3,2065786518,156,32.7794,37.8673,5.0879
100M,chip_037_102_merged.tif,0.8,4,1585841000,156,32.2923,34.5246,2.2323
100M,chip_038_107_merged.tif,0.2,0,1677005883,39,37.5627,38.6422,1.0796
100M,chip_038_107_merged.tif,0.2,1,1296399252,39,35.5484,37.8092,2.2608
100M,chip_038_107_merged.tif,0.2,2,816453734,39,35.5489,39.1314,3.5825
100M,chip_038_107_merged.tif,0.2,3,435847103,39,35.8206,37.3773,1.5567
100M,chip_038_107_merged.tif,0.2,4,55240472,39,32.76,38.4798,5.7198
100M,chip_038_107_merged.tif,0.4,0,711069700,78,33.6945,38.7139,5.0194
100M,chip_038_107_merged.tif,0.4,1,231124182,78,35.2562,37.6492,2.3929
100M,chip_038_107_merged.tif,0.4,2,1998001199,78,33.6943,38.3909,4.6966
100M,chip_038_107_merged.tif,0.4,3,1617394568,78,33.7067,38.1373,4.4306
100M,chip_038_107_merged.tif,0.4,4,1137449050,78,33.7319,38.5522,4.8203
100M,chip_038_107_merged.tif,0.6,0,2115255141,117,33.5946,36.4122,2.8176
100M,chip_038_107_merged.tif,0.6,1,1635309623,117,34.9041,36.8412,1.937
100M,chip_038_107_merged.tif,0.6,2,1254702992,117,33.577,37.7372,4.1602
100M,chip_038_107_merged.tif,0.6,3,874096361,117,34.3179,37.7412,3.4233
100M,chip_038_107_merged.tif,0.6,4,394150843,117,34.8766,37.9319,3.0553
100M,chip_038_107_merged.tif,0.8,0,1632662945,156,34.1739,36.4516,2.2777
100M,chip_038_107_merged.tif,0.8,1,1252056314,156,34.2077,35.8125,1.6048
100M,chip_038_107_merged.tif,0.8,2,772110796,156,33.085,35.7236,2.6386
100M,chip_038_107_merged.tif,0.8,3,391504165,156,34.1955,36.0203,1.8248
100M,chip_038_107_merged.tif,0.8,4,2059042295,156,33.0855,35.7858,2.7004
100M,chip_039_108_merged.tif,0.2,0,37686692,39,32.6012,37.9518,5.3506
100M,chip_039_108_merged.tif,0.2,1,1804563709,39,32.601,37.7482,5.1472
100M,chip_039_108_merged.tif,0.2,2,1324618191,39,36.4995,37.7068,1.2073
100M,chip_039_108_merged.tif,0.2,3,944011560,39,32.537,37.6306,5.0936
100M,chip_039_108_merged.tif,0.2,4,464066042,39,35.1835,39.0673,3.8838
100M,chip_039_108_merged.tif,0.4,0,2024555007,78,28.634,38.1372,9.5033
100M,chip_039_108_merged.tif,0.4,1,1544609489,78,28.6345,37.0957,8.4612
100M,chip_039_108_merged.tif,0.4,2,1164002858,78,32.2721,37.0034,4.7313
100M,chip_039_108_merged.tif,0.4,3,783396227,78,28.6344,37.9399,9.3055
100M,chip_039_108_merged.tif,0.4,4,303450709,78,32.2726,37.2955,5.0229
100M,chip_039_108_merged.tif,0.6,0,1281256800,117,29.2905,34.7867,5.4962
100M,chip_039_108_merged.tif,0.6,1,900650169,117,29.5931,36.1892,6.5961
100M,chip_039_108_merged.tif,0.6,2,420704651,117,28.395,36.8762,8.4812
100M,chip_039_108_merged.tif,0.6,3,40098020,117,28.3672,37.288,8.9207
100M,chip_039_108_merged.tif,0.6,4,1707636150,117,28.7294,35.9801,7.2507
100M,chip_039_108_merged.tif,0.8,0,798664604,156,30.1913,34.3097,4.1184
100M,chip_039_108_merged.tif,0.8,1,418057973,156,30.1905,33.1178,2.9273
100M,chip_039_108_merged.tif,0.8,2,2085596103,156,30.0355,36.4956,6.4601
100M,chip_039_108_merged.tif,0.8,3,1704989472,156,30.0424,32.7289,2.6865
100M,chip_039_108_merged.tif,0.8,4,1225043954,156,30.1825,33.7067,3.5242
100M,chip_039_111_merged.tif,0.2,0,1727264021,39,32.1189,38.6656,6.5467
100M,chip_039_111_merged.tif,0.2,1,1346657390,39,38.2512,37.8812,-0.37
100M,chip_039_111_merged.tif,0.2,2,866711872,39,37.0174,38.6247,1.6072
100M,chip_039_111_merged.tif,0.2,3,486105241,39,35.8904,37.6447,1.7543
100M,chip_039_111_merged.tif,0.2,4,105498610,39,37.0174,37.9479,0.9306
100M,chip_039_111_merged.tif,0.4,0,1566648688,78,36.4098,38.2525,1.8427
100M,chip_039_111_merged.tif,0.4,1,1186042057,78,34.0504,38.1259,4.0755
100M,chip_039_111_merged.tif,0.4,2,706096539,78,37.346,37.5522,0.2062
100M,chip_039_111_merged.tif,0.4,3,325489908,78,37.3473,38.6468,1.2995
100M,chip_039_111_merged.tif,0.4,4,1993028038,78,34.3483,37.7402,3.3919
100M,chip_039_111_merged.tif,0.6,0,823350481,117,35.7763,37.4465,1.6703
100M,chip_039_111_merged.tif,0.6,1,442743850,117,35.7075,38.2807,2.5732
100M,chip_039_111_merged.tif,0.6,2,2110281980,117,36.2474,37.0696,0.8222
100M,chip_039_111_merged.tif,0.6,3,1729675349,117,36.2659,38.3992,2.1333
100M,chip_039_111_merged.tif,0.6,4,1249729831,117,35.2518,37.9306,2.6788
100M,chip_039_111_merged.tif,0.8,0,340758285,156,36.3474,36.7786,0.4313
100M,chip_039_111_merged.tif,0.8,1,2107635302,156,35.5949,35.9136,0.3188
100M,chip_039_111_merged.tif,0.8,2,1627689784,156,35.7676,36.5147,0.7471
100M,chip_039_111_merged.tif,0.8,3,1247083153,156,36.3624,36.9904,0.628
100M,chip_039_111_merged.tif,0.8,4,767137635,156,36.3802,36.8212,0.441
100M,chip_042_092_merged.tif,0.2,0,406649076,39,32.5107,37.9804,5.4697
100M,chip_042_092_merged.tif,0.2,1,2074187206,39,33.6184,37.6786,4.0602
100M,chip_042_092_merged.tif,0.2,2,1693580575,39,35.5901,38.0308,2.4408
100M,chip_042_092_merged.tif,0.2,3,1312973944,39,33.4916,37.9375,4.4459
100M,chip_042_092_merged.tif,0.2,4,833028426,39,27.248,36.3497,9.1016
100M,chip_042_092_merged.tif,0.4,0,1488857654,78,31.4601,38.0621,6.6021
100M,chip_042_092_merged.tif,0.4,1,1108251023,78,31.4597,34.2482,2.7885
100M,chip_042_092_merged.tif,0.4,2,727644392,78,31.4594,34.4485,2.989
100M,chip_042_092_merged.tif,0.4,3,247698874,78,31.4609,37.5505,6.0896
100M,chip_042_092_merged.tif,0.4,4,2014575891,78,29.4383,38.6237,9.1854
100M,chip_042_092_merged.tif,0.6,0,1650219184,117,31.4177,36.5304,5.1128
100M,chip_042_092_merged.tif,0.6,1,1170273666,117,30.0121,37.5752,7.563
100M,chip_042_092_merged.tif,0.6,2,789667035,117,29.7666,35.5941,5.8275
100M,chip_042_092_merged.tif,0.6,3,309721517,117,30.01,34.734,4.724
100M,chip_042_092_merged.tif,0.6,4,2076598534,117,29.4108,34.1726,4.7619
100M,chip_042_092_merged.tif,0.8,0,1167626988,156,28.3379,34.339,6.0012
100M,chip_042_092_merged.tif,0.8,1,687681470,156,28.2448,33.6362,5.3914
100M,chip_042_092_merged.tif,0.8,2,307074839,156,28.366,31.0542,2.6882
100M,chip_042_092_merged.tif,0.8,3,2073951856,156,29.604,31.1414,1.5375
100M,chip_042_092_merged.tif,0.8,4,1594006338,156,29.4225,34.2655,4.843
100M,chip_047_106_merged.tif,0.2,0,1540040360,39,36.2326,38.918,2.6853
100M,chip_047_106_merged.tif,0.2,1,1060094842,39,37.0663,39.2255,2.1592
100M,chip_047_106_merged.tif,0.2,2,679488211,39,36.0019,38.1488,2.1469
100M,chip_047_106_merged.tif,0.2,3,199542693,39,35.7606,39.1088,3.3481
100M,chip_047_106_merged.tif,0.2,4,1966419710,39,36.2326,38.475,2.2425
100M,chip_047_106_merged.tif,0.4,0,1280086140,78,35.2396,37.5193,2.2797
100M,chip_047_106_merged.tif,0.4,1,899479509,78,34.9459,37.6011,2.6552
100M,chip_047_106_merged.tif,0.4,2,419533991,78,35.3886,37.7609,2.3724
100M,chip_047_106_merged.tif,0.4,3,38927360,78,34.0184,37.9824,3.964
100M,chip_047_106_merged.tif,0.4,4,1805804377,78,35.2376,37.1914,1.9537
100M,chip_047_106_merged.tif,0.6,0,536787933,117,33.1616,36.7228,3.5612
100M,chip_047_106_merged.tif,0.6,1,156181302,117,34.5251,37.1997,2.6745
100M,chip_047_106_merged.tif,0.6,2,1923058319,117,33.5805,35.9766,2.3962
100M,chip_047_106_merged.tif,0.6,3,1443112801,117,34.0823,38.37,4.2876
100M,chip_047_106_merged.tif,0.6,4,1062506170,117,33.1851,37.5088,4.3236
100M,chip_047_106_merged.tif,0.8,0,153534624,156,33.4307,36.6788,3.2481
100M,chip_047_106_merged.tif,0.8,1,1821072754,156,33.3922,35.5009,2.1086
100M,chip_047_106_merged.tif,0.8,2,1440466123,156,33.2701,34.9399,1.6698
100M,chip_047_106_merged.tif,0.8,3,960520605,156,34.1267,36.2471,2.1204
100M,chip_047_106_merged.tif,0.8,4,579913974,156,33.4064,35.4512,2.0448
100M,chip_051_235_merged.tif,0.2,0,1828844630,39,32.9157,37.4118,4.4961
100M,chip_051_235_merged.tif,0.2,1,1448237999,39,33.1784,38.6896,5.5112
100M,chip_051_235_merged.tif,0.2,2,968292481,39,34.6264,36.1391,1.5127
100M,chip_051_235_merged.tif,0.2,3,587685850,39,34.8063,39.0043,4.198
100M,chip_051_235_merged.tif,0.2,4,107740332,39,31.5171,36.9923,5.4752
100M,chip_051_235_merged.tif,0.4,0,763569560,78,31.8152,36.9264,5.1112
100M,chip_051_235_merged.tif,0.4,1,382962929,78,36.8658,37.3587,0.4929
100M,chip_051_235_merged.tif,0.4,2,2356298,78,32.5258,36.2573,3.7315
100M,chip_051_235_merged.tif,0.4,3,1669894428,78,32.5261,38.4077,5.8815
100M,chip_051_235_merged.tif,0.4,4,1289287797,78,32.0531,37.0255,4.9724
100M,chip_051_235_merged.tif,0.6,0,924931090,117,32.3611,34.6757,2.3146
100M,chip_051_235_merged.tif,0.6,1,444985572,117,32.3707,36.2758,3.905
100M,chip_051_235_merged.tif,0.6,2,64378941,117,33.7196,36.1411,2.4214
100M,chip_051_235_merged.tif,0.6,3,1831255958,117,31.4552,36.1825,4.7273
100M,chip_051_235_merged.tif,0.6,4,1351310440,117,32.9418,35.7725,2.8307
100M,chip_051_235_merged.tif,0.8,0,442338894,156,30.891,34.104,3.213
100M,chip_051_235_merged.tif,0.8,1,61732263,156,32.9607,34.9608,2.0001
100M,chip_051_235_merged.tif,0.8,2,1729270393,156,32.5066,33.1353,0.6286
100M,chip_051_235_merged.tif,0.8,3,1348663762,156,33.2769,34.7506,1.4736
100M,chip_051_235_merged.tif,0.8,4,868718244,156,30.8733,33.3088,2.4355
100M,chip_053_176_merged.tif,0.2,0,1908118620,39,41.5743,41.9829,0.4086
100M,chip_053_176_merged.tif,0.2,1,1428173102,39,40.7632,41.5775,0.8143
100M,chip_053_176_merged.tif,0.2,2,1047566471,39,40.7487,40.8277,0.079
100M,chip_053_176_merged.tif,0.2,3,567620953,39,42.8356,42.9099,0.0744
100M,chip_053_176_merged.tif,0.2,4,187014322,39,40.3584,41.3636,1.0052
100M,chip_053_176_merged.tif,0.4,0,1648164400,78,40.1982,41.9654,1.7672
100M,chip_053_176_merged.tif,0.4,1,1267557769,78,40.6446,41.251,0.6064
100M,chip_053_176_merged.tif,0.4,2,886951138,78,40.6438,41.1689,0.5251
100M,chip_053_176_merged.tif,0.4,3,407005620,78,39.7587,37.6974,-2.0612
100M,chip_053_176_merged.tif,0.4,4,26398989,78,41.2163,42.8013,1.585
100M,chip_053_176_merged.tif,0.6,0,904866193,117,38.3505,40.068,1.7174
100M,chip_053_176_merged.tif,0.6,1,524259562,117,39.8768,40.8302,0.9534
100M,chip_053_176_merged.tif,0.6,2,143652931,117,38.8032,39.8353,1.0321
100M,chip_053_176_merged.tif,0.6,3,1811191061,117,37.0929,38.203,1.1102
100M,chip_053_176_merged.tif,0.6,4,1430584430,117,40.2564,38.8335,-1.4229
100M,chip_053_176_merged.tif,0.8,0,521612884,156,35.9237,38.1564,2.2327
100M,chip_053_176_merged.tif,0.8,1,41667366,156,36.0042,39.1602,3.156
100M,chip_053_176_merged.tif,0.8,2,1808544383,156,36.0015,38.1389,2.1374
100M,chip_053_176_merged.tif,0.8,3,1328598865,156,35.9188,37.6073,1.6885
100M,chip_053_176_merged.tif,0.8,4,947992234,156,36.0046,38.5435,2.5389
100M,chip_054_264_merged.tif,0.2,0,547178488,39,36.7295,37.6562,0.9267
100M,chip_054_264_merged.tif,0.2,1,67232970,39,36.717,37.5563,0.8393
100M,chip_054_264_merged.tif,0.2,2,1834109987,39,35.3643,38.4707,3.1063
100M,chip_054_264_merged.tif,0.2,3,1354164469,39,38.2763,37.6195,-0.6568
100M,chip_054_264_merged.tif,0.2,4,973557838,39,35.3648,38.2141,2.8493
100M,chip_054_264_merged.tif,0.4,0,287224268,78,37.3707,37.4086,0.0379
100M,chip_054_264_merged.tif,0.4,1,2054101285,78,36.5555,38.085,1.5294
100M,chip_054_264_merged.tif,0.4,2,1673494654,78,36.7293,38.0343,1.305
100M,chip_054_264_merged.tif,0.4,3,1193549136,78,36.4157,37.9149,1.4993
100M,chip_054_264_merged.tif,0.4,4,812942505,78,36.7149,37.9276,1.2127
100M,chip_054_264_merged.tif,0.6,0,1691409709,117,33.0803,37.0613,3.981
100M,chip_054_264_merged.tif,0.6,1,1310803078,117,36.0501,37.2078,1.1576
100M,chip_054_264_merged.tif,0.6,2,930196447,117,35.7389,37.2391,1.5002
100M,chip_054_264_merged.tif,0.6,3,450250929,117,34.8269,37.5183,2.6914
100M,chip_054_264_merged.tif,0.6,4,69644298,117,35.6863,36.8709,1.1846
100M,chip_054_264_merged.tif,0.8,0,1308156400,156,34.2502,36.5679,2.3177
100M,chip_054_264_merged.tif,0.8,1,828210882,156,35.1863,36.4631,1.2769
100M,chip_054_264_merged.tif,0.8,2,447604251,156,34.53,36.6436,2.1136
100M,chip_054_264_merged.tif,0.8,3,2115142381,156,35.1898,36.2144,1.0245
100M,chip_054_264_merged.tif,0.8,4,1734535750,156,35.2431,36.0451,0.8019
100M,chip_055_200_merged.tif,0.2,0,2141417232,39,39.0751,41.9592,2.8842
100M,chip_055_200_merged.tif,0.2,1,1661471714,39,40.6029,41.0727,0.4698
100M,chip_055_200_merged.tif,0.2,2,1280865083,39,39.7301,40.8443,1.1143
100M,chip_055_200_merged.tif,0.2,3,800919565,39,41.23,41.4335,0.2036
100M,chip_055_200_merged.tif,0.2,4,420312934,39,41.2315,41.9641,0.7326
100M,chip_055_200_merged.tif,0.4,0,1076142162,78,38.4716,41.0922,2.6206
100M,chip_055_200_merged.tif,0.4,1,695535531,78,39.5847,40.9162,1.3315
100M,chip_055_200_merged.tif,0.4,2,215590013,78,39.5103,40.2491,0.7387
100M,chip_055_200_merged.tif,0.4,3,1982467030,78,40.4458,40.8782,0.4324
100M,chip_055_200_merged.tif,0.4,4,1502521512,78,39.8901,41.3964,1.5062
100M,chip_055_200_merged.tif,0.6,0,1138164805,117,38.963,40.3536,1.3906
100M,chip_055_200_merged.tif,0.6,1,757558174,117,38.3509,40.8888,2.5379
100M,chip_055_200_merged.tif,0.6,2,277612656,117,38.7579,40.4578,1.6999
100M,chip_055_200_merged.tif,0.6,3,2044489673,117,37.3657,40.9581,3.5925
100M,chip_055_200_merged.tif,0.6,4,1663883042,117,38.9639,40.2182,1.2543
100M,chip_055_200_merged.tif,0.8,0,754911496,156,37.1811,39.5608,2.3797
100M,chip_055_200_merged.tif,0.8,1,274965978,156,38.1746,40.1876,2.013
100M,chip_055_200_merged.tif,0.8,2,2041842995,156,37.1077,39.1271,2.0194
100M,chip_055_200_merged.tif,0.8,3,1561897477,156,38.5858,38.9291,0.3433
100M,chip_055_200_merged.tif,0.8,4,1181290846,156,37.1275,39.1597,2.0322
100M,chip_055_202_merged.tif,0.2,0,505808435,39,39.3619,41.1731,1.8112
100M,chip_055_202_merged.tif,0.2,1,25862917,39,39.8193,41.5528,1.7335
100M,chip_055_202_merged.tif,0.2,2,1792739934,39,41.0645,41.016,-0.0484
100M,chip_055_202_merged.tif,0.2,3,1412133303,39,41.0639,41.3128,0.2489
100M,chip_055_202_merged.tif,0.2,4,932187785,39,40.5663,41.9348,1.3685
100M,chip_055_202_merged.tif,0.4,0,345193102,78,38.2964,40.3408,2.0444
100M,chip_055_202_merged.tif,0.4,1,2012731232,78,38.658,40.5333,1.8753
100M,chip_055_202_merged.tif,0.4,2,1632124601,78,39.2443,40.9895,1.7452
100M,chip_055_202_merged.tif,0.4,3,1152179083,78,38.2983,40.9438,2.6455
100M,chip_055_202_merged.tif,0.4,4,771572452,78,38.8055,40.7234,1.9179
100M,chip_055_202_merged.tif,0.6,0,1749378543,117,37.9648,40.951,2.9862
100M,chip_055_202_merged.tif,0.6,1,1269433025,117,36.9112,40.7569,3.8457
100M,chip_055_202_merged.tif,0.6,2,888826394,117,39.3661,40.7912,1.425
100M,chip_055_202_merged.tif,0.6,3,408880876,117,38.0843,41.6183,3.534
100M,chip_055_202_merged.tif,0.6,4,28274245,117,36.9173,40.6258,3.7085
100M,chip_055_202_merged.tif,0.8,0,1266786347,156,37.7305,39.6016,1.871
100M,chip_055_202_merged.tif,0.8,1,786840829,156,37.756,39.9809,2.2248
100M,chip_055_202_merged.tif,0.8,2,406234198,156,37.7395,39.9906,2.2511
100M,chip_055_202_merged.tif,0.8,3,25627567,156,37.8396,40.0726,2.233
100M,chip_055_202_merged.tif,0.8,4,1693165697,156,38.0041,39.8241,1.82
