chip,mask_ratio,trial,block_psnr,random_psnr
chip_105_452,0.4,26,28.308428957135966,33.474137191519276
chip_105_452,0.4,27,37.739286866165635,34.34063050815833
chip_105_452,0.4,28,28.30870808867835,38.52739564980692
chip_105_452,0.4,29,37.67323898177624,36.54916538643276
chip_105_452,0.4,30,35.44156579694965,38.43786005972963
chip_105_452,0.4,31,36.69862969837339,36.2335991477355
chip_105_452,0.4,32,37.81579384378754,33.61176725831775
chip_105_452,0.4,33,37.74453154085379,32.61797573292528
chip_105_452,0.4,34,37.74480789041413,36.96562059202377
chip_105_452,0.4,35,37.04622012687156,35.60632838164548
chip_105_452,0.4,36,37.498538904087496,37.604938269668686
chip_105_452,0.4,37,37.428591968577265,34.23014217359815
chip_105_452,0.4,38,37.91402961535813,32.136557541376774
chip_105_452,0.4,39,37.51621397090518,34.05501301857973
chip_105_452,0.4,40,35.636558790121875,30.064152797480848
chip_105_452,0.4,41,37.673009309548945,35.231399379969254
chip_105_452,0.4,42,37.91368325846695,37.658143464643764
chip_105_452,0.4,43,37.69202255027318,34.374260208324785
chip_105_452,0.4,44,38.0430697211652,37.81636755485674
chip_105_452,0.4,45,37.769782268910134,33.55452185173955
chip_105_452,0.4,46,26.825630202157683,36.71747005530729
chip_105_452,0.4,47,37.364490413684706,37.72783397337099
chip_105_452,0.4,48,27.652461269395122,33.934333755330755
chip_105_452,0.4,49,28.433033656680955,34.5838922901585
chip_105_452,0.6,0,29.659819032544554,34.10322942190546
chip_105_452,0.6,1,27.296558740960197,31.863330797019476
chip_105_452,0.6,2,29.29096193636537,34.49776315467926
chip_105_452,0.6,3,35.435281415444514,33.28998062969226
chip_105_452,0.6,4,29.837182008348442,33.534811085243234
chip_105_452,0.6,5,35.453264711834066,30.231594510967767
chip_105_452,0.6,6,36.014203204438886,36.912965576939236
chip_105_452,0.6,7,29.49813090894056,34.00328355663481
chip_105_452,0.6,8,35.19317236687645,33.84442840506067
chip_105_452,0.6,9,35.45292487322946,33.24516602866623
chip_105_452,0.6,10,29.659235638793426,33.38608644657572
chip_105_452,0.6,11,36.01437232953124,31.447137511985556
chip_105_452,0.6,12,35.19233668706453,35.08081292164182
chip_105_452,0.6,13,29.659596510939306,30.908779441451124
chip_105_452,0.6,14,35.98626749080345,34.60804369939187
chip_105_452,0.6,15,35.98581807664449,32.4252558485801
chip_105_452,0.6,16,28.483742682766806,32.95590263567109
chip_105_452,0.6,17,36.427140755698275,30.287942840988336
chip_105_452,0.6,18,35.77586834337835,34.727063546167244
chip_105_452,0.6,19,35.98622435305173,29.80900819895759
chip_105_452,0.6,20,36.014708074975545,31.32758732622763
chip_105_452,0.6,21,36.427566336449345,35.19413568735914
chip_105_452,0.6,22,29.837286710679372,36.26234683490916
chip_105_452,0.6,23,28.483594700587012,34.43715855614696
chip_105_452,0.6,24,35.986349253066706,33.81736030069601
chip_105_452,0.6,25,35.98570272113572,34.67979219734354
chip_105_452,0.6,26,35.775784714713225,29.397082588826393
chip_105_452,0.6,27,36.50427112394299,34.72237153166609
chip_105_452,0.6,28,35.21744746089574,33.77015232770525
chip_105_452,0.6,29,35.21781349003914,36.5176537795842
chip_105_452,0.6,30,36.42713353811954,34.15628308747836
chip_105_452,0.6,31,35.77624779880879,33.103878455204395
chip_105_452,0.6,32,29.659203386136546,34.28585381962812
chip_105_452,0.6,33,29.498166491437093,32.93229894952549
chip_105_452,0.6,34,35.7756547350703,36.63769047015962
chip_105_452,0.6,35,36.426772119323886,35.06102908314936
chip_105_452,0.6,36,29.49821738842622,34.15564232557195
chip_105_452,0.6,37,36.50526787539291,33.8365178190078
chip_105_452,0.6,38,35.19278668066189,34.55842600066401
chip_105_452,0.6,39,36.42671910266003,34.80195277512121
chip_105_452,0.6,40,35.1920780767454,34.730113615878075
chip_105_452,0.6,41,34.06339594936294,35.673796797366535
chip_105_452,0.6,42,28.483368636341694,29.862363160082875
chip_105_452,0.6,43,27.296556841858273,33.43172116225957
chip_105_452,0.6,44,35.19219254855733,35.66451542549879
chip_105_452,0.6,45,36.01426227126002,35.01074615826035
chip_105_452,0.6,46,28.483549415481797,29.314692444852703
chip_105_452,0.6,47,35.19341516200671,34.0234651389768
chip_105_452,0.6,48,28.483781551211607,32.993568329505244
chip_105_452,0.6,49,36.42775318318188,34.50242207235707
chip_105_452,0.8,0,29.485365265646507,31.48915868217876
chip_105_452,0.8,1,29.485620803960003,30.565121679933796
chip_105_452,0.8,2,28.009899037797922,33.054172336022766
chip_105_452,0.8,3,29.48459335281294,31.891951818545863
chip_105_452,0.8,4,28.0098725002297,29.387448690979326
chip_105_452,0.8,5,30.04869828633148,32.71637902523704
chip_105_452,0.8,6,29.174569543867264,29.816549470290845
chip_105_452,0.8,7,28.009951793686238,30.09017700321284
chip_105_452,0.8,8,30.048277006730352,30.080365457058264
chip_105_452,0.8,9,29.48531900987885,28.48861286105478
chip_105_452,0.8,10,29.174352987807588,30.358247387909564
chip_105_452,0.8,11,30.04844060560551,30.655323111334766
chip_105_452,0.8,12,29.174475896678477,29.924290844687636
chip_105_452,0.8,13,29.17441444180823,33.94303256837114
chip_105_452,0.8,14,30.048335799366704,32.93501960231259
chip_105_452,0.8,15,28.009997196236544,29.15500608186331
chip_105_452,0.8,16,29.174445378164826,33.662709962478246
chip_105_452,0.8,17,29.174690368446875,30.365656395160947
chip_105_452,0.8,18,29.485331584213533,32.34494153398073
chip_105_452,0.8,19,29.17446544510856,32.74570385961278
chip_105_452,0.8,20,28.010096955619904,32.79244194181274
chip_105_452,0.8,21,28.01005251125261,30.37197577783134
chip_105_452,0.8,22,30.048669143101634,30.697877866108673
chip_105_452,0.8,23,29.174485094080808,29.121913599429227
chip_105_452,0.8,24,30.048941154185826,32.09089012189108
chip_105_452,0.8,25,29.174458756117012,30.54069715329068
chip_105_452,0.8,26,29.17443074607681,30.268356552412033
chip_105_452,0.8,27,29.485828748692207,28.95002071118915
chip_105_452,0.8,28,28.009881772373664,32.4009432192443
chip_105_452,0.8,29,28.009956589707862,31.279018070108545
chip_105_452,0.8,30,29.48511782547516,34.01467906755935
chip_105_452,0.8,31,29.485176652986198,29.912579050725423
chip_105_452,0.8,32,30.048898715244626,31.02260371531301
chip_105_452,0.8,33,30.04914057163084,30.04675123276695
chip_105_452,0.8,34,28.009992080432497,33.69889838820623
chip_105_452,0.8,35,29.174549058372165,30.363694999863196
chip_105_452,0.8,36,29.485547599004846,33.56359374982684
chip_105_452,0.8,37,30.04864000006735,33.05050028981664
chip_105_452,0.8,38,29.48519955551515,29.403536324632157
chip_105_452,0.8,39,29.484639600852386,30.8586468755996
chip_105_452,0.8,40,29.485386372810982,31.769287132092245
chip_105_452,0.8,41,29.174453739380116,33.30093647151137
chip_105_452,0.8,42,28.00986738457254,30.647401788879893
chip_105_452,0.8,43,30.048629774487633,32.06345202934932
chip_105_452,0.8,44,30.048761175020125,29.608159428183075
chip_105_452,0.8,45,28.009873139687272,29.93027254039067
chip_105_452,0.8,46,28.010025653006526,30.412690690423343
chip_105_452,0.8,47,30.048863434994733,32.62604872881977
chip_105_452,0.8,48,29.48464139690269,33.2677480747326
chip_105_452,0.8,49,30.048638977508297,32.814325602072316
