chip,mask_ratio,trial,block_psnr,random_psnr
chip_217_425,0.2,42,32.105807365149204,33.90488502127456
chip_217_425,0.2,43,31.090346423313502,33.2870838508699
chip_217_425,0.2,44,31.069683201887507,33.6572384441306
chip_217_425,0.2,45,31.10768224515716,33.690128272797374
chip_217_425,0.2,46,30.66034901152978,33.71547394850275
chip_217_425,0.2,47,30.955286258190263,33.34592445843026
chip_217_425,0.2,48,30.263608122179512,33.057606233077664
chip_217_425,0.2,49,30.771598643944913,34.016272519225026
chip_217_425,0.4,0,32.111755093433366,33.009872551798544
chip_217_425,0.4,1,30.32307716300992,33.36752621444526
chip_217_425,0.4,2,30.131651010507376,33.168489960062985
chip_217_425,0.4,3,30.304543766325583,33.13714813494635
chip_217_425,0.4,4,30.557208414987485,33.56622474986917
chip_217_425,0.4,5,30.303686185331493,33.8841748115179
chip_217_425,0.4,6,31.332052345975576,33.70446153377663
chip_217_425,0.4,7,29.493841076165936,32.35721152648014
chip_217_425,0.4,8,30.545147807501355,33.091153172782526
chip_217_425,0.4,9,29.841570956614063,33.147044769638796
chip_217_425,0.4,10,31.397283577369755,33.505663398479804
chip_217_425,0.4,11,31.055597655239062,33.16385385669258
chip_217_425,0.4,12,30.795634137860922,33.1359881992533
chip_217_425,0.4,13,30.606957961253034,32.66436794338012
chip_217_425,0.4,14,30.132574579727326,32.849175043408046
chip_217_425,0.4,15,30.718093537962126,33.35477300026862
chip_217_425,0.4,16,31.16445805982964,33.1536649188193
chip_217_425,0.4,17,30.993880018317984,33.67211456583315
chip_217_425,0.4,18,30.786999323256335,32.720495037785106
chip_217_425,0.4,19,31.776464446262672,33.564794448523315
chip_217_425,0.4,20,30.43016902780122,33.20787319746329
chip_217_425,0.4,21,30.530929852201353,33.75328737442084
chip_217_425,0.4,22,30.618156589554083,33.1034130257932
chip_217_425,0.4,23,30.745551031662725,33.610901542123706
chip_217_425,0.4,24,30.857716031257727,33.45452051118267
chip_217_425,0.4,25,30.629660905734827,33.542144033924465
chip_217_425,0.4,26,30.303934522066925,33.02217396595941
chip_217_425,0.4,27,30.132426024018958,32.99998492408429
chip_217_425,0.4,28,30.807600719828244,33.26624784862456
