chip,ratio,trial,psnr
chip_105_452_merged.tif,0.8,31,22.5646
chip_105_452_merged.tif,0.8,32,22.5646
chip_105_452_merged.tif,0.8,33,22.5646
chip_105_452_merged.tif,0.8,34,22.5646
chip_105_452_merged.tif,0.8,35,22.5646
chip_105_452_merged.tif,0.8,36,22.5646
chip_105_452_merged.tif,0.8,37,22.5646
chip_105_452_merged.tif,0.8,38,22.5646
chip_105_452_merged.tif,0.8,39,22.5646
chip_105_452_merged.tif,0.8,40,22.5646
chip_105_452_merged.tif,0.8,41,22.5646
chip_105_452_merged.tif,0.8,42,22.5646
chip_105_452_merged.tif,0.8,43,22.5646
chip_105_452_merged.tif,0.8,44,22.5646
chip_105_452_merged.tif,0.8,45,22.5646
chip_105_452_merged.tif,0.8,46,22.5646
chip_105_452_merged.tif,0.8,47,22.5646
chip_105_452_merged.tif,0.8,48,22.5646
chip_105_452_merged.tif,0.8,49,22.5646
