chip,rank,role,ratio,mask_type,trial,global_ratio,psnr
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,11,0.2005,35.2316
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,12,0.2005,32.6089
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,12,0.2005,34.9298
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,13,0.2005,32.5796
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,13,0.2005,34.313
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,14,0.2005,32.6597
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,14,0.2005,35.0109
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,15,0.2005,33.6504
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,15,0.2005,34.4417
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,16,0.2005,32.9219
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,16,0.2005,34.485
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,17,0.2005,32.6602
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,17,0.2005,34.972
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,18,0.2005,32.5795
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,18,0.2005,34.5795
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,19,0.2005,33.4222
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,19,0.2005,34.7209
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,20,0.2005,32.2502
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,20,0.2005,34.3394
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,21,0.2005,32.6596
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,21,0.2005,34.3152
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,22,0.2005,32.2506
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,22,0.2005,34.9449
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,23,0.2005,32.2892
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,23,0.2005,34.4408
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,24,0.2005,32.7533
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,24,0.2005,34.4002
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,25,0.2005,32.7536
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,25,0.2005,34.1592
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,26,0.2005,31.803
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,26,0.2005,34.6105
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,27,0.2005,32.6597
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,27,0.2005,35.0006
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,28,0.2005,31.8026
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,28,0.2005,34.5119
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,29,0.2005,31.8026
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,29,0.2005,34.8906
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,30,0.2005,32.6091
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,30,0.2005,34.7626
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,31,0.2005,32.7538
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,31,0.2005,34.378
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,32,0.2005,32.9214
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,32,0.2005,34.7982
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,33,0.2005,33.8298
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,33,0.2005,34.8818
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,34,0.2005,32.6093
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,34,0.2005,34.8028
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,35,0.2005,32.2507
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,35,0.2005,34.7021
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,36,0.2005,32.2503
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,36,0.2005,34.8307
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,37,0.2005,33.2668
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,37,0.2005,34.2122
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,38,0.2005,32.2508
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,38,0.2005,34.2237
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,39,0.2005,32.9214
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,39,0.2005,34.5159
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,40,0.2005,32.2025
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,40,0.2005,34.4067
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,41,0.2005,32.203
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,41,0.2005,34.1576
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,42,0.2005,33.203
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,42,0.2005,33.9396
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,43,0.2005,32.5872
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,43,0.2005,34.0315
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,44,0.2005,32.2033
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,44,0.2005,34.9381
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,45,0.2005,31.8025
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,45,0.2005,34.6686
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,46,0.2005,32.6087
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,46,0.2005,34.8347
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,47,0.2005,32.9217
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,47,0.2005,34.5594
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,48,0.2005,33.046
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,48,0.2005,33.7078
chip_217_425_merged.tif,2,complex_rank2_original,0.6,block,49,0.2005,32.7535
chip_217_425_merged.tif,2,complex_rank2_original,0.6,random,49,0.2005,35.0012
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,0,0.2708,31.503
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,0,0.2708,32.3571
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,1,0.2708,31.0285
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,1,0.2708,32.2508
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,2,0.2708,31.5029
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,2,0.2708,32.5147
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,3,0.2708,30.7868
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,3,0.2708,31.9478
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,4,0.2708,30.7867
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,4,0.2708,32.118
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,5,0.2708,29.1758
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,5,0.2708,32.1229
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,6,0.2708,30.7869
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,6,0.2708,31.9763
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,7,0.2708,29.1758
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,7,0.2708,32.3277
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,8,0.2708,29.1768
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,8,0.2708,32.3973
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,9,0.2708,30.7872
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,9,0.2708,32.7253
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,10,0.2708,31.0288
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,10,0.2708,31.5208
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,11,0.2708,31.0282
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,11,0.2708,32.248
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,12,0.2708,29.1762
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,12,0.2708,32.4688
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,13,0.2708,30.7865
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,13,0.2708,32.2617
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,14,0.2708,29.1759
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,14,0.2708,32.2603
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,15,0.2708,31.5032
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,15,0.2708,32.1026
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,16,0.2708,31.0285
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,16,0.2708,31.9675
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,17,0.2708,29.1761
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,17,0.2708,32.1041
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,18,0.2708,30.7872
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,18,0.2708,31.7715
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,19,0.2708,31.0288
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,19,0.2708,32.2496
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,20,0.2708,29.1766
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,20,0.2708,31.6226
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,21,0.2708,31.0288
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,21,0.2708,32.3254
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,22,0.2708,31.0286
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,22,0.2708,32.2623
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,23,0.2708,29.1766
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,23,0.2708,32.0987
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,24,0.2708,30.7868
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,24,0.2708,32.1728
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,25,0.2708,31.5029
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,25,0.2708,31.5606
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,26,0.2708,31.0289
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,26,0.2708,32.4045
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,27,0.2708,29.1768
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,27,0.2708,31.7763
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,28,0.2708,31.0289
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,28,0.2708,32.8326
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,29,0.2708,31.029
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,29,0.2708,31.6985
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,30,0.2708,31.0285
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,30,0.2708,32.1937
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,31,0.2708,30.7872
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,31,0.2708,32.3622
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,32,0.2708,29.1763
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,32,0.2708,32.0941
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,33,0.2708,31.5026
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,33,0.2708,32.4157
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,34,0.2708,31.0284
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,34,0.2708,32.0355
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,35,0.2708,31.0284
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,35,0.2708,32.6885
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,36,0.2708,31.0291
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,36,0.2708,31.9897
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,37,0.2708,29.176
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,37,0.2708,32.0154
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,38,0.2708,31.0287
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,38,0.2708,32.5178
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,39,0.2708,31.0286
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,39,0.2708,32.5356
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,40,0.2708,30.7876
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,40,0.2708,31.6767
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,41,0.2708,31.503
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,41,0.2708,31.9406
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,42,0.2708,30.7871
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,42,0.2708,31.9825
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,43,0.2708,31.5031
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,43,0.2708,32.3823
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,44,0.2708,31.5028
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,44,0.2708,32.4239
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,45,0.2708,29.1761
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,45,0.2708,32.5993
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,46,0.2708,31.0285
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,46,0.2708,32.2896
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,47,0.2708,29.176
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,47,0.2708,32.1632
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,48,0.2708,31.5027
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,48,0.2708,32.2798
chip_217_425_merged.tif,2,complex_rank2_original,0.8,block,49,0.2708,30.7869
chip_217_425_merged.tif,2,complex_rank2_original,0.8,random,49,0.2708,32.7182
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,0,0.0651,38.9514
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,0,0.0651,42.7368
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,1,0.0651,42.8322
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,1,0.0651,42.4963
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,2,0.0651,42.7957
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,2,0.0651,43.096
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,3,0.0651,39.8406
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,3,0.0651,43.7339
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,4,0.0651,40.2133
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,4,0.0651,43.4797
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,5,0.0651,40.6528
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,5,0.0651,41.9954
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,6,0.0651,42.1547
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,6,0.0651,41.849
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,7,0.0651,41.1654
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,7,0.0651,42.39
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,8,0.0651,42.1884
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,8,0.0651,42.3437
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,9,0.0651,40.4743
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,9,0.0651,42.3111
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,10,0.0651,39.0636
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,10,0.0651,43.0363
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,11,0.0651,39.0364
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,11,0.0651,41.5812
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,12,0.0651,40.4877
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,12,0.0651,42.8921
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,13,0.0651,39.608
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,13,0.0651,43.3954
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,14,0.0651,41.1651
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,14,0.0651,42.9314
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,15,0.0651,42.7957
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,15,0.0651,42.1943
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,16,0.0651,42.5681
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,16,0.0651,42.9179
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,17,0.0651,41.1653
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,17,0.0651,42.9615
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,18,0.0651,39.8398
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,18,0.0651,42.8543
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,19,0.0651,42.5273
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,19,0.0651,42.0083
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,20,0.0651,39.9469
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,20,0.0651,42.4783
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,21,0.0651,38.4046
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,21,0.0651,42.811
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,22,0.0651,39.0631
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,22,0.0651,42.754
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,23,0.0651,40.9672
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,23,0.0651,43.0103
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,24,0.0651,42.4508
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,24,0.0651,41.9669
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,25,0.0651,40.9441
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,25,0.0651,42.5756
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,26,0.0651,39.0148
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,26,0.0651,42.6857
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,27,0.0651,41.5851
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,27,0.0651,41.9252
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,28,0.0651,41.4152
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,28,0.0651,42.569
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,29,0.0651,39.0141
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,29,0.0651,42.4264
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,30,0.0651,39.0371
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,30,0.0651,42.5355
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,31,0.0651,42.2397
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,31,0.0651,43.3231
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,32,0.0651,40.9524
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,32,0.0651,41.8738
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,33,0.0651,42.7949
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,33,0.0651,43.7297
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,34,0.0651,39.1917
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,34,0.0651,42.5625
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,35,0.0651,41.4162
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,35,0.0651,42.9813
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,36,0.0651,39.1611
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,36,0.0651,42.9478
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,37,0.0651,38.4489
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,37,0.0651,42.0763
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,38,0.0651,39.1604
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,38,0.0651,43.384
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,39,0.0651,41.4808
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,39,0.0651,42.5056
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,40,0.0651,39.2233
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,40,0.0651,42.1248
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,41,0.0651,40.2777
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,41,0.0651,42.624
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,42,0.0651,39.1583
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,42,0.0651,42.0028
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,43,0.0651,40.8063
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,43,0.0651,43.3036
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,44,0.0651,40.706
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,44,0.0651,42.7044
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,45,0.0651,39.6487
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,45,0.0651,42.7727
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,46,0.0651,40.6062
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,46,0.0651,42.7922
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,47,0.0651,38.4498
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,47,0.0651,43.3379
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,48,0.0651,40.9434
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,48,0.0651,42.5661
chip_182_606_merged.tif,250,medium_rank250_new,0.2,block,49,0.0651,42.2185
chip_182_606_merged.tif,250,medium_rank250_new,0.2,random,49,0.0651,43.0271
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,0,0.1302,36.3172
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,0,0.1302,39.8091
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,1,0.1302,37.8249
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,1,0.1302,39.9636
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,2,0.1302,36.6092
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,2,0.1302,39.5856
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,3,0.1302,35.9696
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,3,0.1302,39.8625
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,4,0.1302,37.77
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,4,0.1302,39.5041
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,5,0.1302,38.6656
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,5,0.1302,39.4522
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,6,0.1302,36.0432
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,6,0.1302,39.2926
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,7,0.1302,37.2461
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,7,0.1302,39.4689
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,8,0.1302,38.6659
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,8,0.1302,39.8124
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,9,0.1302,37.6846
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,9,0.1302,39.1338
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,10,0.1302,36.0437
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,10,0.1302,39.333
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,11,0.1302,35.9827
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,11,0.1302,38.5974
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,12,0.1302,35.1865
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,12,0.1302,39.4449
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,13,0.1302,36.1002
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,13,0.1302,40.0022
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,14,0.1302,37.1669
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,14,0.1302,39.6725
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,15,0.1302,35.9198
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,15,0.1302,38.8643
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,16,0.1302,39.0213
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,16,0.1302,39.4629
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,17,0.1302,37.6839
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,17,0.1302,39.4453
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,18,0.1302,37.8568
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,18,0.1302,39.0411
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,19,0.1302,34.9661
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,19,0.1302,39.6053
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,20,0.1302,36.4166
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,20,0.1302,39.8812
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,21,0.1302,35.1869
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,21,0.1302,39.0753
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,22,0.1302,35.457
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,22,0.1302,39.3178
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,23,0.1302,36.4162
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,23,0.1302,39.4356
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,24,0.1302,38.7505
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,24,0.1302,39.3512
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,25,0.1302,37.5954
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,25,0.1302,38.8252
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,26,0.1302,35.4674
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,26,0.1302,39.3095
chip_182_606_merged.tif,250,medium_rank250_new,0.4,block,27,0.1302,37.4431
chip_182_606_merged.tif,250,medium_rank250_new,0.4,random,27,0.1302,39.3049
