tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,27,0.018176096,0.024301922,32.287186
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,28,0.022077536,0.027406378,31.242966
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,29,0.016782539,0.02219977,33.07303
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,30,0.019349346,0.024725778,32.137
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,31,0.017552285,0.022974426,32.77511
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,32,0.01951073,0.02470387,32.1447
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,33,0.019007284,0.024326488,32.27841
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,34,0.016290478,0.02199046,33.155315
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,35,0.014611776,0.020094322,33.93853
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,36,0.016167613,0.021529023,33.339516
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,37,0.021154,0.028015831,31.05193
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,38,0.018755125,0.024304919,32.286118
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,39,0.01611656,0.021783913,33.23728
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,40,0.02049368,0.0267221,31.46259
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,41,0.018139051,0.02357005,32.55279
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,42,0.019903746,0.026511727,31.531239
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,43,0.016187375,0.021192482,33.476364
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,44,0.016441468,0.021792682,33.233788
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,45,0.022246435,0.02806874,31.035542
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,46,0.017199272,0.022172041,33.083885
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,47,0.016336225,0.021707678,33.26773
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,48,0.020943904,0.02711143,31.336952
PACE_OCI.20241210T005032.L1B.V3_image_146,scattered,0.05,49,0.018689863,0.024802193,32.1102
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,0,0.009086445,0.014303376,36.891228
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,1,0.008845003,0.013611088,37.322144
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,2,0.010993773,0.015354147,36.275486
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,3,0.012701671,0.0170923,35.34399
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,4,0.008461052,0.013202329,37.58699
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,5,0.0077614654,0.011846539,38.52817
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,6,0.010099833,0.014503557,36.770508
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,7,0.008543866,0.013190903,37.59451
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,8,0.009835906,0.014314865,36.884254
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,9,0.008802996,0.013995154,37.08045
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,10,0.0077578845,0.011845656,38.528816
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,11,0.008066749,0.012332957,38.178658
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,12,0.03428719,0.036327407,28.795311
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,13,0.009743328,0.0155245485,36.179623
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,14,0.007732075,0.011991644,38.422424
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,15,0.0076317573,0.011852477,38.52382
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,16,0.008277575,0.012749844,37.889904
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,17,0.011260021,0.016027914,35.90246
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,18,0.01010201,0.014505783,36.769176
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,19,0.00997663,0.015727388,36.066868
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,20,0.007913963,0.012155408,38.30461
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,21,0.02060821,0.023667507,32.51695
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,22,0.008071424,0.012227616,38.253166
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,23,0.013093553,0.017828835,34.97754
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,24,0.007823465,0.011964138,38.442375
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,25,0.009890482,0.014344581,36.86624
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,26,0.02568434,0.028110255,31.022703
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,27,0.009989134,0.01575189,36.05335
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,28,0.009340288,0.01399601,37.079918
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,29,0.00924812,0.0136681255,37.28582
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,30,0.009562774,0.015029339,36.461205
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,31,0.00902154,0.013329818,37.503517
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,32,0.008889226,0.0133321695,37.501984
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,33,0.025943575,0.028366052,30.944023
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,34,0.025903005,0.028263608,30.975447
