tile,mask_type,trial,method,mae,rmse,o2a_zone_mae
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,1,wavelength,0.006834803840001382,0.015786678123337675,0.0077842933754723
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,2,index,0.01002064808147121,0.026591611213328814,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,2,wavelength,0.009551109732259906,0.03275623914800417,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,3,index,0.010420960778596968,0.029236595679692313,0.028244897673276783
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,3,wavelength,0.01024480859488961,0.02843113686743744,0.02836122897652925
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,4,index,0.0076870487408633136,0.018801823938873106,0.034542174585011604
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,4,wavelength,0.006691489142427556,0.017302103841690935,0.03454022191251711
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,5,index,0.005050907608876159,0.013653843883876086,0.01781091772803241
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,5,wavelength,0.004876906142090367,0.014213736074392289,0.017710880214754192
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,6,index,0.009214031817850417,0.02413283480263421,0.0177828231529323
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,6,wavelength,0.0071305566246009835,0.017621809091940322,0.01778922705511146
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,7,index,0.0024257718663785186,0.004216200248033524,0.0010234717208529925
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,7,wavelength,0.0025082737192500017,0.004411536277493404,0.0010382321977058066
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,8,index,0.007353211515491288,0.027422238920176673,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,8,wavelength,0.007438308722836694,0.027645126692820227,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,9,index,0.00705769036412002,0.017438816939376715,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,9,wavelength,0.05146280958592396,0.34245024932676266,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,0,index,0.014252164350692343,0.01588374205327622,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,0,wavelength,0.014734706094405059,0.01637662908384099,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,1,index,0.009891057702568765,0.011377994494434173,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,1,wavelength,0.008790562248697186,0.010142366387056581,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,2,index,0.003617841296343116,0.005584855117530903,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,2,wavelength,0.0037265590210657333,0.005882901324212494,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,3,index,0.006437590077745558,0.00818092167429419,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,3,wavelength,0.004888605301641216,0.006755070807076897,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,4,index,0.031076102009259646,0.04021565938399394,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,4,wavelength,0.03121703547878625,0.04033631577226147,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,5,index,0.01851477308286547,0.044427819062690284,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,5,wavelength,0.010624602713220422,0.024422326576842325,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,6,index,0.010092681314950754,0.011641388439310629,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,6,wavelength,0.008959839020623157,0.010391402229139826,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,7,index,0.008242671021106396,0.011667507858140322,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,7,wavelength,0.0075734206639692945,0.011004522540158462,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,8,index,0.010551841337284713,0.020548292966655075,0.0250610937795958
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,8,wavelength,0.010746816412964395,0.020643409574493364,0.024778694257805742
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,9,index,0.003617841296343116,0.005584855117530903,
PACE_OCI.20240510T004414.L1B.V3_image_120,contiguous,9,wavelength,0.0037265590210657333,0.005882901324212494,
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,0,index,0.0032222355301154953,0.016426167975950492,0.003054191451054875
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,0,wavelength,0.003244732490659267,0.016880891220577406,0.0030653596933035688
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,1,index,0.002229519004201751,0.009717163275783985,0.0034923418796905833
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,1,wavelength,0.001674054066223898,0.00452088604797714,0.0035174187995047307
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,2,index,0.0018404721654117467,0.009574368582424874,0.004297285744289386
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,2,wavelength,0.0018358829126436389,0.00873348217848212,0.004290719571145382
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,3,index,0.0014411625981101195,0.005911177664033212,0.0016348508224500282
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,3,wavelength,0.0012452488715856646,0.003946656620627816,0.0016284619172015238
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,4,index,0.001454383938834401,0.0062769514505642944,0.0016348508224500282
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,4,wavelength,0.0016923213627857315,0.007729813965446751,0.0016284619172015236
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,5,index,0.002136544544217912,0.01393518391176585,0.0015285050496661118
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,5,wavelength,0.0021011750864422824,0.014691806152875483,0.0015086794989014915
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,6,index,0.0017272116008624956,0.007798969588799131,0.0034923418796905833
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,6,wavelength,0.08515519875169592,0.7863232991514156,0.0035174187995047307
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,7,index,0.002877764445292525,0.016496923459022247,0.0034923418796905833
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,7,wavelength,0.0029395000193454817,0.017221226883778678,0.0035174187995047307
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,8,index,0.0011699404957329787,0.004474210635479484,0.0013716199353068616
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,8,wavelength,0.0009443119738479571,0.0032122170062681946,0.0013682696224151926
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,9,index,0.002235969490075181,0.010025414248693229,0.0021930504789351188
PACE_OCI.20240510T004414.L1B.V3_image_120,scattered,9,wavelength,0.0018430583723871566,0.008017611261915105,0.0021808872977924806
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,0,index,0.042438675490024315,0.061471179653326,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,0,wavelength,0.04142842543956483,0.06106687526799367,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,1,index,0.07628329442932191,0.08897416835426628,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,1,wavelength,0.08412114923473595,0.09651587725574037,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,2,index,0.09253645783702404,0.10727073269826591,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,2,wavelength,0.09597292684311437,0.11069255307985522,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,3,index,0.09152934661779974,0.17787406449896984,0.46639409531596
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,3,wavelength,0.09172174010764264,0.1780886514501401,0.4668288466216809
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,4,index,0.04108740152098884,0.06986435392474687,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,4,wavelength,0.04042856024125421,0.06836733220009565,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,5,index,0.33302107154666877,0.35624910388482667,0.15985524281787689
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,5,wavelength,0.4446485850873657,0.4589893234638038,0.17070743319539775
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,6,index,0.08539332924321556,0.1648914053486973,0.44052472435124684
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,6,wavelength,0.08544937722214299,0.16437269707543026,0.4390526737954107
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,7,index,0.10242961733702141,0.1692962762796508,0.4412671674174126
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,7,wavelength,0.10229019843778671,0.168777646090461,0.43940726220526166
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,8,index,0.053878741026745024,0.0672687705949484,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,8,wavelength,0.0472954351713827,0.06321314822149977,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,9,index,0.026217417018618346,0.03450592623418231,
PACE_OCI.20250220T002538.L1B.V3_image_124,contiguous,9,wavelength,0.026090957817745005,0.0343425501088814,
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,0,index,0.007589791789784543,0.018095110165390185,0.021365822901888924
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,0,wavelength,0.006376093279462429,0.011878201591356307,0.02154297768513498
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,1,index,0.005291897276948728,0.013514768056428086,0.06717866715229724
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,1,wavelength,0.0056461342045799525,0.013651497040064381,0.06708022989838078
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,2,index,0.011257428784815608,0.02604068144511794,0.02630719310036511
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,2,wavelength,0.008649389724945408,0.017889978944488284,0.026406562042131026
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,3,index,0.011834413798812364,0.04431954950801776,0.002800289095224192
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,3,wavelength,0.012152592623502352,0.04518174464982256,0.0026725624916724474
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,4,index,0.008397854637046237,0.023978459645323122,
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,4,wavelength,0.0054858128279095,0.011841156385936998,
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,5,index,0.011122410238323676,0.027910865643528435,0.032001793917718006
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,5,wavelength,0.01099721837371036,0.03286094918367969,0.03185864885645741
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,6,index,0.006101172009114956,0.017547302627106708,0.0013704265083005237
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,6,wavelength,0.004034341113091248,0.00812335878056187,0.0013887725314156287
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,7,index,0.006232764602308743,0.01272644634032513,0.010749074007536465
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,7,wavelength,0.006289596320593099,0.012654685960186682,0.010949800849202163
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,8,index,0.011575022204823426,0.03265743783000774,0.010749074007536465
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,8,wavelength,0.012043867796297854,0.035158299003142754,0.010949800849202163
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,9,index,0.004841560366229753,0.009405692857772919,0.038690232876332525
PACE_OCI.20250220T002538.L1B.V3_image_124,scattered,9,wavelength,0.004914681876482022,0.009457258981809569,0.03856769040660018
