tile,mask_type,trial,method,mae,rmse,o2a_zone_mae
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,6,wavelength,0.0028767086536827724,0.008787110389183492,0.008069174456766035
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,7,index,0.0012972505778512551,0.0028890181632527582,0.006748657806282508
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,7,wavelength,0.0013091792225323412,0.0028937611186565897,0.006717895571354384
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,8,index,0.014187491460705024,0.05517563571681308,
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,8,wavelength,0.012077917577773776,0.05086033011716066,
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,9,index,0.004502189124082614,0.016185883762730714,0.008080107824719528
PACE_OCI.20240610T002714.L1B.V3_image_056,scattered,9,wavelength,0.004045582238915611,0.012735820070588924,0.008069174456766035
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,0,index,0.012014933626952391,0.015399848917500632,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,0,wavelength,0.010316333988505082,0.013226794988619157,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,1,index,0.014914666995876015,0.018149719740419835,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,1,wavelength,0.017880942546158754,0.020886811414828902,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,2,index,0.029234874921389015,0.033929510750219646,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,2,wavelength,0.028391229100660505,0.03299644587731374,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,3,index,0.14600759428474203,0.17495303900980302,0.0846053025005997
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,3,wavelength,0.1419618355287476,0.1740255232729966,0.0857294755652693
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,4,index,0.0028521015081666907,0.003529125361289524,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,4,wavelength,0.002816127302224061,0.003484154711547706,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,5,index,0.04421741675892544,0.08471133569523631,0.22234221132881066
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,5,wavelength,0.044091313768273535,0.08484268378589523,0.22298053777497
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,6,index,0.04031993878974949,0.09161252500302708,0.2440537764526435
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,6,wavelength,0.04014519747921945,0.09148317881758886,0.24373987784816664
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,7,index,0.020296445529251188,0.02515613503606338,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,7,wavelength,0.01850894297566928,0.023850675971633505,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,8,index,0.015875679029323703,0.022105903925351146,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,8,wavelength,0.014092001325757846,0.02141377016374745,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,9,index,0.08796981801581041,0.10503483680615815,
PACE_OCI.20250428T063402.L1B.V3_image_123,contiguous,9,wavelength,0.08512637168845082,0.10393914812455282,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,0,index,0.006767730968799157,0.02228930805470741,0.03421696064954934
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,0,wavelength,0.0049037018574362105,0.014422388882300756,0.03411449313429324
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,1,index,0.005153446342047825,0.01760263518936028,0.006858762203288886
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,1,wavelength,0.02729320046892639,0.17228339679988508,0.006794420975147088
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,2,index,0.0060463611934817845,0.023638272220619483,0.00414149811775941
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,2,wavelength,0.004601506271762676,0.02034227676155446,0.004103758345855704
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,3,index,0.008457288292114262,0.023626958271772816,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,3,wavelength,0.007466092879233445,0.021749968086773104,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,4,index,0.005968259625913939,0.019150395319659137,0.018852025173449267
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,4,wavelength,0.006331157142234268,0.021243515123281518,0.018766810869732514
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,5,index,0.005253790909637072,0.015579413372841472,0.00414149811775941
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,5,wavelength,0.005087870888626535,0.01676675354891843,0.004103758345855704
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,6,index,0.0035650311344454697,0.010771400866201663,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,6,wavelength,0.0035713806784567863,0.011235971946274504,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,7,index,0.006293511470688116,0.02492816698179787,0.01806582181220788
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,7,wavelength,0.005696298224836419,0.019217950683609607,0.01815376692791036
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,8,index,0.004758843334755715,0.021372236587345172,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,8,wavelength,0.003220322617070427,0.01470306335211714,
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,9,index,0.004325846730915269,0.02416763286758451,0.0014242340322299343
PACE_OCI.20250428T063402.L1B.V3_image_123,scattered,9,wavelength,0.0035632985200890516,0.018135095420662106,0.0014130957165643194
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,0,index,0.03726358781014658,0.03988316627745177,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,0,wavelength,0.03393060329527344,0.03833418918430475,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,1,index,0.41851608537608825,0.4292413452811008,0.16924969327104877
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,1,wavelength,0.4645163370586336,0.4743260869706649,0.1720721009775261
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,2,index,0.10804643850732508,0.1683841945098031,0.43035787906356177
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,2,wavelength,0.10808514335065732,0.16928951150925706,0.4327201245087359
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,3,index,0.21403303861941742,0.25202361174280524,0.145085824080254
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,3,wavelength,0.20849906032961868,0.2503952931577699,0.1460886138849148
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,4,index,0.14773294933727943,0.19030586840397787,0.4159374648528889
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,4,wavelength,0.1478127500049824,0.19204180319684522,0.41922157313818664
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,5,index,0.045440623043085236,0.051548191591414105,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,5,wavelength,0.04503791841320452,0.05112032124107495,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,6,index,0.022360768999977052,0.033190474140860765,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,6,wavelength,0.03586683656225259,0.0455867782052889,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,7,index,0.03539027752863709,0.055426704833362934,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,7,wavelength,0.0354464908122097,0.05542465201905528,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,8,index,0.06617143048598856,0.07145032866256974,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,8,wavelength,0.06539025219175536,0.07061615720656753,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,9,index,0.036644536701889205,0.041115745086426236,
PACE_OCI.20250220T002538.L1B.V3_image_111,contiguous,9,wavelength,0.03641321852858936,0.040866297711492416,
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,0,index,0.01246599678307494,0.037737666796067,
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,0,wavelength,0.013101279117872242,0.044250854842931384,
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,1,index,0.012292686836386416,0.03441955988787676,0.06613403625184826
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,1,wavelength,0.01218903583593156,0.03463991596044228,0.06603479306505323
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,2,index,0.005641324063069251,0.01088923090554502,0.024220772825477372
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,2,wavelength,0.00540046704596639,0.010550833717779061,0.024260364177798612
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,3,index,0.004953595878246691,0.009542937477338328,0.010055461606195118
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,3,wavelength,0.005286447468896528,0.009733214732313715,0.01025389544928061
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,4,index,0.013283129255948559,0.040324402445947705,0.017888206000255497
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,4,wavelength,0.010976117668114084,0.03332429488597868,0.018128664867108898
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,5,index,0.010615233222319378,0.03670413487949229,0.014060048601499552
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,5,wavelength,0.008303034082405975,0.033578927134455386,0.013915741446947356
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,6,index,0.012449331283777764,0.037352172349675986,0.025720950394315878
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,6,wavelength,0.012527344936891427,0.037050333575846,0.026003434284937187
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,7,index,0.013347941593924077,0.039049638671193876,0.020667817914323275
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,7,wavelength,0.013767377619726805,0.040120590677687896,0.020786498642356092
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,8,index,0.007215166789017943,0.018109121730356822,0.041371134737952765
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,8,wavelength,0.006813084450294389,0.016484808984000034,0.041369035450895715
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,9,index,0.011424588416809642,0.034142415913896225,0.017888206000255497
PACE_OCI.20250220T002538.L1B.V3_image_111,scattered,9,wavelength,0.011372830492422072,0.03521268863389432,0.018128664867108898
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,0,index,0.002341242852806929,0.0034853595997317425,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,0,wavelength,0.002199399093348814,0.0034345684807346993,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,1,index,0.010975313781892763,0.012950185281705376,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,1,wavelength,0.011220354199153262,0.013217062634411568,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,2,index,0.011998273667387906,0.013805728246587406,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,2,wavelength,0.01224071420290902,0.014073567767188815,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,3,index,0.03451941805826794,0.04551782996182865,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,3,wavelength,0.03466020812295419,0.045461707901672525,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,4,index,0.06515943277433205,0.07709653913767392,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,4,wavelength,0.06472984600986219,0.07666082167755156,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,5,index,0.004170873916872019,0.004842585832928331,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,5,wavelength,0.0033550338222478084,0.004097245061898567,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,6,index,0.007265131416808245,0.008066137540371155,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,6,wavelength,0.005737565061834754,0.006635880644566739,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,7,index,0.008734354247491359,0.011532044541507762,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,7,wavelength,0.008754798354901774,0.011520943158266156,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,8,index,0.009564009969484569,0.01088986105857307,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,8,wavelength,0.008117025866541535,0.009358640181521731,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,9,index,0.011798030772033875,0.013180680233848188,
PACE_OCI.20240510T003914.L1B.V3_image_087,contiguous,9,wavelength,0.00974018333810145,0.011137990277169833,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,0,index,0.0011870329676726445,0.004690189169155949,0.0012190533022846837
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,0,wavelength,0.0013932464874882758,0.005625614088763372,0.001213902597835941
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,1,index,0.001506773127046598,0.007917685218167624,0.0021798090660585905
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,1,wavelength,0.0013154863736741147,0.005903132354470104,0.0021885103831065025
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,2,index,0.0014179781745373155,0.007832127898766611,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,2,wavelength,0.0012106436118447393,0.005814924745857893,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,3,index,0.0014505447847437596,0.004874943538532754,0.0017425688666932088
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,3,wavelength,0.001573615317986115,0.005563789043446051,0.0017334175569222409
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,4,index,0.0010992731008956647,0.005408683922253192,0.001848034730528525
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,4,wavelength,0.0008439770739671415,0.004378852863654907,0.0018440715922375434
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,5,index,0.0008403989762577501,0.003926488189967445,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,5,wavelength,0.0009169868287250708,0.00442114634205932,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,6,index,0.0016449431682313516,0.006320703636217577,0.0006792944716127951
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,6,wavelength,0.0012737888181893816,0.00509404904046022,0.0006710486980907719
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,7,index,0.0027018780075050612,0.015269328854765542,0.0007754756008277278
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,7,wavelength,0.002180173519252451,0.013482858100050786,0.000768062601128167
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,8,index,0.0006532514552804291,0.002591362161605155,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,8,wavelength,0.0007707461082445497,0.002722956692755808,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,9,index,0.0010206008520113777,0.004700920714581799,
PACE_OCI.20240510T003914.L1B.V3_image_087,scattered,9,wavelength,0.0009609225413464187,0.0047945445797807525,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,0,index,0.09189779872610843,0.11136067254059834,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,0,wavelength,0.09093647439334224,0.11038413382894807,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,1,index,0.04145656786907722,0.04607553372287311,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,1,wavelength,0.04122001682213705,0.04581492066914413,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,2,index,0.11083021354307661,0.12614163641305576,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,2,wavelength,0.10698820950660207,0.12191119575895867,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,3,index,0.06401780413087976,0.07575200557098898,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,3,wavelength,0.05756914234590361,0.06998198205108945,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,4,index,0.08664282624258497,0.16307473271773912,0.4241804549893019
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,4,wavelength,0.08606243363401621,0.16178347396104115,0.42123953992541463
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,5,index,0.04145656786907722,0.04607553372287311,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,5,wavelength,0.04122001682213705,0.04581492066914413,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,6,index,0.06606918565690977,0.0778537663319088,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,6,wavelength,0.07348336200426736,0.08499577589162984,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,7,index,0.038987690890715465,0.04416771640617377,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,7,wavelength,0.038739274185434505,0.04389292316632719,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,8,index,0.07421547808777854,0.08664477210167033,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,8,wavelength,0.08016373823897888,0.09242918685964599,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,9,index,0.025118871434276636,0.03451439913383578,
PACE_OCI.20250220T002538.L1B.V3_image_113,contiguous,9,wavelength,0.030479456400960038,0.04086256307827894,
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,0,index,0.008454812218817737,0.027023176770110423,0.009736388541770995
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,0,wavelength,0.005097292467751917,0.011358094422647727,0.009928527170129401
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,1,index,0.014841143755968508,0.04556136672083137,0.03254174728620759
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,1,wavelength,0.013657563041083417,0.044415592585787256,0.03267765376647848
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,2,index,0.013072072440424886,0.034704978034270806,0.04471795266969517
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,2,wavelength,0.012000696738682343,0.033651534578959606,0.04480103550467903
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,3,index,0.007161429521342652,0.02037544028141114,0.03719001244058341
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,3,wavelength,0.040176838485576696,0.2547360545379753,0.037074525030618075
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,4,index,0.012000018180061705,0.04209395105746864,
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,4,wavelength,0.011416621019322603,0.043807882971968325,
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,5,index,0.014094308569414753,0.042488674957816365,0.025018722293073854
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,5,wavelength,0.010383107857629947,0.034306863253234315,0.02529257006088513
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,6,index,0.00896315094383087,0.02715218007358726,
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,6,wavelength,0.006304575890729681,0.017216434637519498,
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,7,index,0.012138155876193362,0.03951473613767046,0.04006477227934132
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,7,wavelength,0.008413937139171417,0.031072354890909436,0.04006273747207182
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,8,index,0.015918380904441407,0.03590395071314551,0.06220873473365726
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,8,wavelength,0.014881802577594298,0.03696829582876065,0.062237289671953855
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,9,index,0.011789155194090226,0.038287161153554225,0.0031857617125044474
PACE_OCI.20250220T002538.L1B.V3_image_113,scattered,9,wavelength,0.013347498724087314,0.044725999817825525,0.003064537718807566
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,0,index,0.006395019486677222,0.015839898503485963,0.021386781861909544
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,0,wavelength,0.006514215895440172,0.015805896296099704,0.02181605279882098
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,1,index,0.007587140430177162,0.008690797330330886,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,1,wavelength,0.005623559610081792,0.006855293252843266,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,2,index,0.005784333295124242,0.012714046037714396,0.0180913863499107
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,2,wavelength,0.005745229432523712,0.01270913082294005,0.018326175038382752
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,3,index,0.005879826713376001,0.010188071676121837,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,3,wavelength,0.005289948611762651,0.009457125600663786,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,4,index,0.005062932002266976,0.010759390770468173,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,4,wavelength,0.00526106360363072,0.010810602659551742,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,5,index,0.005561912066340952,0.014047190399952128,0.0217597615685097
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,5,wavelength,0.005559813335851707,0.014036905618085141,0.02176901969462577
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,6,index,0.006954478752935371,0.015114393434476393,0.02161950621170259
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,6,wavelength,0.0070119882444336715,0.015112972988849265,0.02154009739189937
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,7,index,0.0025283131580379854,0.004279580108831233,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,7,wavelength,0.002598111052803697,0.004309249338633156,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,8,index,0.004832644404919162,0.007985183443512385,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,8,wavelength,0.004344151735046881,0.007441732540086145,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,9,index,0.003915776429402957,0.006647239871225991,
PACE_OCI.20240510T003914.L1B.V3_image_178,contiguous,9,wavelength,0.003709409515040749,0.006563516080641006,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,0,index,0.004608927650506489,0.03496292178412867,0.003006122337612598
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,0,wavelength,0.003963618723992458,0.032112446297739634,0.002997963250421244
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,1,index,0.0009480332563502917,0.006127099974097035,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,1,wavelength,0.0009830295101622012,0.005813772577183137,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,2,index,0.0009526992511954672,0.0026446892063591108,0.0019721052109768302
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,2,wavelength,0.001005012790878643,0.0029285985927182865,0.001986240975419695
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,3,index,0.0009757821168822717,0.005231825290352133,0.0014286482568069106
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,3,wavelength,0.0007785307651839867,0.002973078927261379,0.001424192426742476
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,4,index,0.0012024889359281907,0.006393095699028837,0.0012243503198853297
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,4,wavelength,0.0012414908012656906,0.00617946681037063,0.0012223304713378485
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,5,index,0.0015571727819985743,0.009374850493862493,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,5,wavelength,0.001473175438614529,0.009166291565402546,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,6,index,0.0020570695318657883,0.008973821536519226,0.002159480939705342
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,6,wavelength,0.002139874147478956,0.00834491402863713,0.002159163620021303
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,7,index,0.0006599265186802382,0.003076788936012185,0.0024186749729880022
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,7,wavelength,0.0006535708109503002,0.0022311140812707733,0.002414973256661308
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,8,index,0.0017700588147898265,0.008889852560414201,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,8,wavelength,0.0014699992057392837,0.007429848950958986,
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,9,index,0.001912606800581884,0.010122308576583743,0.002159480939705342
PACE_OCI.20240510T003914.L1B.V3_image_178,scattered,9,wavelength,0.08282306711590659,0.8376728563663243,0.002159163620021303
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,0,index,0.07338648034799336,0.08287885458769173,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,0,wavelength,0.06216094364252175,0.07189572462870042,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,1,index,0.2514057892767029,0.29520808160467155,0.1568016579665342
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,1,wavelength,0.2452976106079351,0.2937146112307235,0.15870820489087925
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,2,index,0.08321922106998757,0.09149695036638082,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,2,wavelength,0.08260652527610611,0.09083307044595132,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,3,index,0.08019778906060522,0.1595451287488741,0.42395343237637667
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,3,wavelength,0.08044393095562272,0.16040393810642753,0.4261847487170867
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,4,index,0.14857565813893467,0.16696837244219231,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,4,wavelength,0.1401059045555241,0.15821865146003214,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,5,index,0.036315646971906874,0.059625099078534645,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,5,wavelength,0.0370549251065892,0.0587481510967305,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,6,index,0.07882020600820748,0.09310039461702507,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,6,wavelength,0.08507100836133845,0.09906706966609787,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,7,index,0.15021786158552633,0.18877450798839707,0.3986950259688873
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,7,wavelength,0.15027268433841362,0.19033194599521552,0.4015034959549754
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,8,index,0.05433937286641063,0.06374392499723833,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,8,wavelength,0.05525950867310519,0.06459801732322931,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,9,index,0.06619744686400153,0.0763251071787962,
PACE_OCI.20250220T002538.L1B.V3_image_115,contiguous,9,wavelength,0.0653804891970599,0.07546869839394814,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,0,index,0.008841064515500766,0.028824066463459714,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,0,wavelength,0.00906451798074103,0.029456121098993926,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,1,index,0.009975091073317727,0.02064873351161827,0.0399757376717378
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,1,wavelength,0.007944398027407845,0.014763887552103904,0.03997358128388759
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,2,index,0.012643436686565049,0.028406908928665316,0.06984756549580456
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,2,wavelength,0.010879602383776825,0.024352213107229286,0.06994468198498945
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,3,index,0.012861271509588343,0.04550337828179015,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,3,wavelength,0.012898774035284196,0.0453892381823763,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,4,index,0.013773427130229486,0.03359454811578688,0.030465152933172982
