backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
100M,chip_042_092_merged.tif,0.2,0,2078446524,39,33.9447,37.3102,3.3655
100M,chip_042_092_merged.tif,0.2,1,1697839893,39,33.0453,36.198,3.1527
100M,chip_042_092_merged.tif,0.2,2,1317233262,39,33.7058,36.9386,3.2328
100M,chip_042_092_merged.tif,0.2,3,837287744,39,33.9409,35.6578,1.7169
100M,chip_042_092_merged.tif,0.2,4,456681113,39,33.602,38.695,5.093
100M,chip_042_092_merged.tif,0.4,0,1917831191,78,28.035,35.6969,7.6619
100M,chip_042_092_merged.tif,0.4,1,1537224560,78,29.9771,33.9748,3.9977
100M,chip_042_092_merged.tif,0.4,2,1057279042,78,30.9052,38.2359,7.3306
100M,chip_042_092_merged.tif,0.4,3,676672411,78,32.998,36.6337,3.6358
100M,chip_042_092_merged.tif,0.4,4,296065780,78,30.9064,37.1376,6.2312
100M,chip_042_092_merged.tif,0.6,0,1174532984,117,31.6505,35.2995,3.649
100M,chip_042_092_merged.tif,0.6,1,793926353,117,29.793,35.1027,5.3098
100M,chip_042_092_merged.tif,0.6,2,313980835,117,28.7023,34.1516,5.4493
100M,chip_042_092_merged.tif,0.6,3,2080857852,117,28.2924,33.3054,5.013
100M,chip_042_092_merged.tif,0.6,4,1700251221,117,29.0827,35.5765,6.4938
100M,chip_042_092_merged.tif,0.8,0,691940788,156,28.3102,31.5289,3.2187
100M,chip_042_092_merged.tif,0.8,1,311334157,156,29.6134,33.6118,3.9984
100M,chip_042_092_merged.tif,0.8,2,2078211174,156,28.2628,33.497,5.2343
100M,chip_042_092_merged.tif,0.8,3,1598265656,156,29.0052,34.0922,5.087
100M,chip_042_092_merged.tif,0.8,4,1217659025,156,29.3597,31.1497,1.79
100M,chip_047_106_merged.tif,0.2,0,1114144184,39,37.0549,38.2471,1.1922
100M,chip_047_106_merged.tif,0.2,1,634198666,39,33.6204,39.2095,5.5891
100M,chip_047_106_merged.tif,0.2,2,253592035,39,35.7989,38.3991,2.6002
100M,chip_047_106_merged.tif,0.2,3,2020469052,39,38.9236,38.7884,-0.1352
100M,chip_047_106_merged.tif,0.2,4,1540523534,39,32.9046,38.442,5.5374
100M,chip_047_106_merged.tif,0.4,0,953528851,78,35.2391,38.9238,3.6847
100M,chip_047_106_merged.tif,0.4,1,473583333,78,33.9609,38.1425,4.1815
100M,chip_047_106_merged.tif,0.4,2,92976702,78,35.5451,36.9974,1.4523
100M,chip_047_106_merged.tif,0.4,3,1760514832,78,33.6358,37.2844,3.6486
100M,chip_047_106_merged.tif,0.4,4,1379908201,78,33.9078,37.6224,3.7146
100M,chip_047_106_merged.tif,0.6,0,210230644,117,34.3556,38.0382,3.6826
100M,chip_047_106_merged.tif,0.6,1,1877768774,117,32.6124,36.9146,4.3021
100M,chip_047_106_merged.tif,0.6,2,1497162143,117,32.1571,37.9476,5.7905
100M,chip_047_106_merged.tif,0.6,3,1017216625,117,34.3472,37.3015,2.9542
100M,chip_047_106_merged.tif,0.6,4,636609994,117,34.4086,37.1647,2.7561
100M,chip_047_106_merged.tif,0.8,0,1875122096,156,33.2777,36.2498,2.9721
100M,chip_047_106_merged.tif,0.8,1,1395176578,156,33.3677,35.9063,2.5386
100M,chip_047_106_merged.tif,0.8,2,1014569947,156,33.3896,36.0608,2.6712
100M,chip_047_106_merged.tif,0.8,3,633963316,156,32.8188,35.3841,2.5652
100M,chip_047_106_merged.tif,0.8,4,154017798,156,33.5365,35.3876,1.8511
100M,chip_051_235_merged.tif,0.2,0,235405407,39,37.114,37.674,0.5601
100M,chip_051_235_merged.tif,0.2,1,1902943537,39,32.248,37.4203,5.1723
100M,chip_051_235_merged.tif,0.2,2,1522336906,39,32.2485,39.1203,6.8718
100M,chip_051_235_merged.tif,0.2,3,1042391388,39,32.2472,38.4643,6.2171
100M,chip_051_235_merged.tif,0.2,4,661784757,39,32.368,38.6955,6.3274
100M,chip_051_235_merged.tif,0.4,0,2122934835,78,34.2629,37.0247,2.7619
100M,chip_051_235_merged.tif,0.4,1,1742328204,78,33.0043,37.1242,4.1199
100M,chip_051_235_merged.tif,0.4,2,1262382686,78,32.7852,36.1359,3.3507
100M,chip_051_235_merged.tif,0.4,3,881776055,78,32.0545,36.1208,4.0662
100M,chip_051_235_merged.tif,0.4,4,501169424,78,31.3548,37.6851,6.3303
100M,chip_051_235_merged.tif,0.6,0,1379636628,117,33.8464,34.7426,0.8962
100M,chip_051_235_merged.tif,0.6,1,999029997,117,33.2488,36.366,3.1172
100M,chip_051_235_merged.tif,0.6,2,618423366,117,33.8478,36.76,2.9122
100M,chip_051_235_merged.tif,0.6,3,138477848,117,32.3662,36.4541,4.0879
100M,chip_051_235_merged.tif,0.6,4,1905354865,117,30.0848,35.8403,5.7555
100M,chip_051_235_merged.tif,0.8,0,996383319,156,30.87,33.2329,2.3629
100M,chip_051_235_merged.tif,0.8,1,516437801,156,30.8825,34.1136,3.2311
100M,chip_051_235_merged.tif,0.8,2,135831170,156,32.9622,33.4955,0.5333
100M,chip_051_235_merged.tif,0.8,3,1803369300,156,30.883,34.4578,3.5748
100M,chip_051_235_merged.tif,0.8,4,1422762669,156,32.6377,34.26,1.6224
100M,chip_053_176_merged.tif,0.2,0,143321580,39,40.8021,42.7822,1.9801
100M,chip_053_176_merged.tif,0.2,1,1810859710,39,39.9147,42.6393,2.7246
100M,chip_053_176_merged.tif,0.2,2,1430253079,39,41.3301,42.0983,0.7681
100M,chip_053_176_merged.tif,0.2,3,950307561,39,40.4794,42.0806,1.6012
100M,chip_053_176_merged.tif,0.2,4,569700930,39,40.5387,41.7773,1.2386
100M,chip_053_176_merged.tif,0.4,0,2030851008,78,40.5754,41.5334,0.958
100M,chip_053_176_merged.tif,0.4,1,1650244377,78,41.0873,42.1908,1.1035
100M,chip_053_176_merged.tif,0.4,2,1170298859,78,34.6645,41.8034,7.139
100M,chip_053_176_merged.tif,0.4,3,789692228,78,40.243,41.876,1.6331
100M,chip_053_176_merged.tif,0.4,4,409085597,78,39.8142,41.1381,1.3239
100M,chip_053_176_merged.tif,0.6,0,1287552801,117,40.2592,40.837,0.5778
100M,chip_053_176_merged.tif,0.6,1,906946170,117,37.0791,41.6882,4.6091
100M,chip_053_176_merged.tif,0.6,2,526339539,117,35.3281,40.4293,5.1012
100M,chip_053_176_merged.tif,0.6,3,46394021,117,40.2534,38.0894,-2.164
100M,chip_053_176_merged.tif,0.6,4,1813271038,117,40.1346,39.3628,-0.7718
100M,chip_053_176_merged.tif,0.8,0,904299492,156,39.0793,40.6832,1.6039
100M,chip_053_176_merged.tif,0.8,1,424353974,156,39.2505,38.1174,-1.1331
100M,chip_053_176_merged.tif,0.8,2,43747343,156,35.9273,37.6061,1.6788
100M,chip_053_176_merged.tif,0.8,3,1711285473,156,39.0271,38.567,-0.4602
100M,chip_053_176_merged.tif,0.8,4,1330678842,156,35.9178,37.2081,1.2903
100M,chip_054_264_merged.tif,0.2,0,709690311,39,38.9618,38.3407,-0.6211
100M,chip_054_264_merged.tif,0.2,1,329083680,39,36.0486,38.2782,2.2296
100M,chip_054_264_merged.tif,0.2,2,2095960697,39,37.5064,38.4815,0.9752
100M,chip_054_264_merged.tif,0.2,3,1616015179,39,37.4256,38.019,0.5935
100M,chip_054_264_merged.tif,0.2,4,1235408548,39,37.6076,37.7052,0.0976
100M,chip_054_264_merged.tif,0.4,0,549074978,78,35.9344,37.5564,1.622
100M,chip_054_264_merged.tif,0.4,1,168468347,78,37.3708,37.6922,0.3214
100M,chip_054_264_merged.tif,0.4,2,1836006477,78,35.8051,37.8572,2.0521
100M,chip_054_264_merged.tif,0.4,3,1455399846,78,34.1617,38.0754,3.9137
100M,chip_054_264_merged.tif,0.4,4,1074793215,78,36.6823,38.3674,1.6851
100M,chip_054_264_merged.tif,0.6,0,1953260419,117,34.8178,37.2649,2.4471
100M,chip_054_264_merged.tif,0.6,1,1572653788,117,36.0098,37.3615,1.3518
100M,chip_054_264_merged.tif,0.6,2,1092708270,117,36.4041,37.6376,1.2335
100M,chip_054_264_merged.tif,0.6,3,712101639,117,35.2748,36.5276,1.2528
100M,chip_054_264_merged.tif,0.6,4,331495008,117,36.1242,37.2449,1.1206
100M,chip_054_264_merged.tif,0.8,0,1470668223,156,34.2562,35.494,1.2378
100M,chip_054_264_merged.tif,0.8,1,1090061592,156,32.9609,35.8826,2.9218
100M,chip_054_264_merged.tif,0.8,2,709454961,156,35.2437,35.7792,0.5356
100M,chip_054_264_merged.tif,0.8,3,229509443,156,35.1823,36.2913,1.109
100M,chip_054_264_merged.tif,0.8,4,1996386460,156,34.5171,36.7569,2.2398
100M,chip_055_200_merged.tif,0.2,0,845006678,39,40.2722,41.0367,0.7645
100M,chip_055_200_merged.tif,0.2,1,365061160,39,37.519,41.7944,4.2754
100M,chip_055_200_merged.tif,0.2,2,2131938177,39,40.052,41.893,1.8409
100M,chip_055_200_merged.tif,0.2,3,1751331546,39,40.0026,41.6632,1.6606
100M,chip_055_200_merged.tif,0.2,4,1271386028,39,40.7154,41.0145,0.2991
100M,chip_055_200_merged.tif,0.4,0,1927215256,78,39.1893,40.5236,1.3343
100M,chip_055_200_merged.tif,0.4,1,1546608625,78,39.1873,40.3136,1.1263
100M,chip_055_200_merged.tif,0.4,2,1066663107,78,37.7087,40.7444,3.0357
100M,chip_055_200_merged.tif,0.4,3,686056476,78,39.5849,40.8114,1.2264
100M,chip_055_200_merged.tif,0.4,4,305449845,78,39.6926,41.0125,1.3198
100M,chip_055_200_merged.tif,0.6,0,2088576786,117,38.9687,40.3375,1.3688
100M,chip_055_200_merged.tif,0.6,1,1608631268,117,38.7619,40.0678,1.3059
100M,chip_055_200_merged.tif,0.6,2,1228024637,117,38.3552,40.1419,1.7867
100M,chip_055_200_merged.tif,0.6,3,748079119,117,38.9539,40.1887,1.2348
100M,chip_055_200_merged.tif,0.6,4,367472488,117,37.3776,40.911,3.5334
100M,chip_055_200_merged.tif,0.8,0,1605984590,156,37.0631,39.9866,2.9235
100M,chip_055_200_merged.tif,0.8,1,1126039072,156,38.5636,38.6483,0.0848
100M,chip_055_200_merged.tif,0.8,2,745432441,156,38.5636,38.2384,-0.3253
100M,chip_055_200_merged.tif,0.8,3,364825810,156,38.164,39.3547,1.1907
100M,chip_055_200_merged.tif,0.8,4,2032363940,156,38.5807,39.3625,0.7818
100M,chip_055_202_merged.tif,0.2,0,303412921,39,40.5681,41.7976,1.2294
100M,chip_055_202_merged.tif,0.2,1,1970951051,39,40.4246,41.6178,1.1931
100M,chip_055_202_merged.tif,0.2,2,1590344420,39,38.8761,40.5828,1.7068
100M,chip_055_202_merged.tif,0.2,3,1209737789,39,38.9132,42.0935,3.1803
100M,chip_055_202_merged.tif,0.2,4,729792271,39,39.709,41.386,1.6769
100M,chip_055_202_merged.tif,0.4,0,142797588,78,39.1267,40.8049,1.6782
100M,chip_055_202_merged.tif,0.4,1,1810335718,78,37.8334,41.0776,3.2442
100M,chip_055_202_merged.tif,0.4,2,1429729087,78,37.3055,40.7233,3.4178
100M,chip_055_202_merged.tif,0.4,3,949783569,78,38.8265,40.9069,2.0804
100M,chip_055_202_merged.tif,0.4,4,569176938,78,38.6576,40.4415,1.7839
100M,chip_055_202_merged.tif,0.6,0,1546983029,117,35.2863,40.3583,5.0721
100M,chip_055_202_merged.tif,0.6,1,1067037511,117,36.9338,40.3859,3.4521
100M,chip_055_202_merged.tif,0.6,2,686430880,117,35.3266,40.7786,5.452
100M,chip_055_202_merged.tif,0.6,3,206485362,117,37.6234,39.9543,2.3309
100M,chip_055_202_merged.tif,0.6,4,1973362379,117,38.0923,40.7924,2.7001
100M,chip_055_202_merged.tif,0.8,0,1064390833,156,37.6671,39.395,1.7279
100M,chip_055_202_merged.tif,0.8,1,584445315,156,37.7019,39.7408,2.0389
100M,chip_055_202_merged.tif,0.8,2,203838684,156,37.742,40.2203,2.4783
100M,chip_055_202_merged.tif,0.8,3,1970715701,156,35.4329,40.067,4.6341
100M,chip_055_202_merged.tif,0.8,4,1490770183,156,37.9959,39.5501,1.5542
