backbone,chip,mask_ratio,trial,trial_seed,block_h_patches,block_w_patches,block_area_frac,global_mae,global_psnr,global_ssim,block_mae,block_psnr,block_ssim
100M,chip_115_478_merged.tif,0.8,3,538176172,12,13,0.7959,0.01777,33.3309,0.8252,0.019292,32.9078,0.81
100M,chip_115_478_merged.tif,0.8,4,58230654,12,13,0.7959,0.017925,32.9609,0.8261,0.019639,32.5709,0.8109
100M,chip_218_423_merged.tif,0.2,0,634034236,3,13,0.199,0.004844,38.7562,0.9642,0.016146,33.6052,0.8764
100M,chip_218_423_merged.tif,0.2,1,154088718,3,13,0.199,0.00419,39.7126,0.9686,0.015234,33.8466,0.8813
100M,chip_218_423_merged.tif,0.2,2,1920965735,3,13,0.199,0.004382,39.1369,0.969,0.015522,33.5908,0.8945
100M,chip_218_423_merged.tif,0.2,3,1441020217,3,13,0.199,0.005343,37.5594,0.9592,0.01958,31.5576,0.8445
100M,chip_218_423_merged.tif,0.2,4,1060413586,3,13,0.199,0.004233,39.5998,0.9715,0.015543,33.6482,0.8986
100M,chip_218_423_merged.tif,0.4,0,374080016,6,13,0.398,0.010337,34.4007,0.9215,0.019634,31.6372,0.852
100M,chip_218_423_merged.tif,0.4,1,2140957033,6,13,0.398,0.010939,34.579,0.9154,0.019889,31.7968,0.8469
100M,chip_218_423_merged.tif,0.4,2,1760350402,6,13,0.398,0.010992,34.3642,0.9203,0.019953,31.6122,0.8581
100M,chip_218_423_merged.tif,0.4,3,1280404884,6,13,0.398,0.010419,34.4628,0.9218,0.019235,31.7612,0.8624
100M,chip_218_423_merged.tif,0.4,4,899798253,6,13,0.398,0.012348,33.2592,0.912,0.024366,30.0793,0.8232
100M,chip_218_423_merged.tif,0.6,0,1778265457,9,13,0.5969,0.01656,31.9731,0.8699,0.022164,30.6601,0.8301
100M,chip_218_423_merged.tif,0.6,1,1397658826,9,13,0.5969,0.016642,31.8581,0.8667,0.02183,30.5727,0.8236
100M,chip_218_423_merged.tif,0.6,2,1017052195,9,13,0.5969,0.019118,30.906,0.8502,0.026104,29.4783,0.7942
100M,chip_218_423_merged.tif,0.6,3,537106677,9,13,0.5969,0.017496,31.6105,0.8666,0.022601,30.3792,0.8301
100M,chip_218_423_merged.tif,0.6,4,156500046,9,13,0.5969,0.016762,32.1291,0.871,0.021056,31.187,0.8402
100M,chip_218_423_merged.tif,0.8,0,542073285,12,13,0.7959,0.028733,28.7763,0.7726,0.032747,28.1999,0.7515
100M,chip_218_423_merged.tif,0.8,1,62127767,12,13,0.7959,0.031401,28.0091,0.7341,0.033301,27.736,0.7215
100M,chip_218_423_merged.tif,0.8,2,1829004784,12,13,0.7959,0.030312,28.0267,0.7557,0.031824,27.8076,0.744
100M,chip_218_423_merged.tif,0.8,3,1448398153,12,13,0.7959,0.030042,28.1577,0.7589,0.033595,27.7146,0.7385
100M,chip_218_423_merged.tif,0.8,4,968452635,12,13,0.7959,0.029456,28.1876,0.7647,0.032084,27.7476,0.7473
100M,chip_236_284_merged.tif,0.2,0,1883927568,3,13,0.199,0.004635,39.1571,0.9725,0.018219,32.7888,0.8974
100M,chip_236_284_merged.tif,0.2,1,1503320937,3,13,0.199,0.00383,40.2284,0.9748,0.01485,33.8788,0.8976
100M,chip_236_284_merged.tif,0.2,2,1023375419,3,13,0.199,0.005095,38.2171,0.9686,0.018412,32.5763,0.8888
100M,chip_236_284_merged.tif,0.2,3,642768788,3,13,0.199,0.003902,39.2932,0.9743,0.015439,33.6433,0.8957
100M,chip_236_284_merged.tif,0.2,4,162823270,3,13,0.199,0.004536,39.0372,0.9713,0.017731,32.9321,0.8878
100M,chip_236_284_merged.tif,0.4,0,818652498,6,13,0.398,0.009164,35.2627,0.9388,0.016574,32.5544,0.8943
100M,chip_236_284_merged.tif,0.4,1,438045867,6,13,0.398,0.007999,36.5142,0.9478,0.014463,33.8882,0.9075
100M,chip_236_284_merged.tif,0.4,2,57439236,6,13,0.398,0.008628,35.8029,0.9422,0.01712,32.5712,0.8875
100M,chip_236_284_merged.tif,0.4,3,1724977366,6,13,0.398,0.008398,36.1481,0.9446,0.015287,33.3437,0.9027
100M,chip_236_284_merged.tif,0.4,4,1344370735,6,13,0.398,0.011556,31.9862,0.9247,0.021213,30.4077,0.8678
100M,chip_236_284_merged.tif,0.6,0,980014028,9,13,0.5969,0.016379,30.9429,0.8954,0.023286,29.0792,0.8568
100M,chip_236_284_merged.tif,0.6,1,500068510,9,13,0.5969,0.014736,31.7704,0.9006,0.020565,29.8986,0.8681
100M,chip_236_284_merged.tif,0.6,2,119461879,9,13,0.5969,0.0181,30.5262,0.8849,0.024169,28.9031,0.8479
100M,chip_236_284_merged.tif,0.6,3,1787000009,9,13,0.5969,0.020004,30.002,0.8788,0.027265,28.4279,0.8398
100M,chip_236_284_merged.tif,0.6,4,1406393378,9,13,0.5969,0.013904,33.1913,0.9033,0.018833,31.9757,0.8708
100M,chip_236_284_merged.tif,0.8,0,497421832,12,13,0.7959,0.024883,29.4253,0.8351,0.027532,28.81,0.8219
100M,chip_236_284_merged.tif,0.8,1,116815201,12,13,0.7959,0.027552,27.6899,0.8203,0.030601,27.0206,0.8036
100M,chip_236_284_merged.tif,0.8,2,1784353331,12,13,0.7959,0.027196,27.2399,0.811,0.030187,26.5627,0.7976
100M,chip_236_284_merged.tif,0.8,3,1403746700,12,13,0.7959,0.025425,29.6421,0.8276,0.027688,29.2314,0.8158
100M,chip_236_284_merged.tif,0.8,4,923801182,12,13,0.7959,0.025621,28.5996,0.8228,0.0272,28.2305,0.8161
100M,chip_152_240_merged.tif,0.2,0,1186556062,3,13,0.199,0.004856,38.5448,0.9671,0.018738,32.2201,0.8719
100M,chip_152_240_merged.tif,0.2,1,805949431,3,13,0.199,0.004367,39.2241,0.9699,0.017094,33.0565,0.8845
100M,chip_152_240_merged.tif,0.2,2,326003913,3,13,0.199,0.005301,37.028,0.9596,0.021747,30.482,0.8241
100M,chip_152_240_merged.tif,0.2,3,2092880930,3,13,0.199,0.004319,38.3762,0.9705,0.016166,31.9799,0.8867
100M,chip_152_240_merged.tif,0.2,4,1612935412,3,13,0.199,0.006604,35.842,0.9536,0.023341,29.9751,0.8337
100M,chip_152_240_merged.tif,0.4,0,1025940729,6,13,0.398,0.010954,34.0291,0.9246,0.020876,30.8359,0.8567
100M,chip_152_240_merged.tif,0.4,1,545995211,6,13,0.398,0.011755,33.562,0.9222,0.022997,30.2581,0.8477
100M,chip_152_240_merged.tif,0.4,2,165388580,6,13,0.398,0.011139,33.1435,0.9178,0.021752,29.8509,0.8382
100M,chip_152_240_merged.tif,0.4,3,1932265597,6,13,0.398,0.009897,34.9045,0.936,0.020116,31.534,0.8688
100M,chip_152_240_merged.tif,0.4,4,1452320079,6,13,0.398,0.01205,33.2754,0.9119,0.02427,29.9776,0.8212
100M,chip_152_240_merged.tif,0.6,0,282642522,9,13,0.5969,0.020439,30.3558,0.8494,0.027486,28.7473,0.8031
100M,chip_152_240_merged.tif,0.6,1,1950180652,9,13,0.5969,0.020342,30.9108,0.8581,0.027936,29.4493,0.8052
100M,chip_152_240_merged.tif,0.6,2,1569574021,9,13,0.5969,0.019729,30.7019,0.8613,0.028366,28.8925,0.802
100M,chip_152_240_merged.tif,0.6,3,1188967390,9,13,0.5969,0.019969,31.0847,0.8612,0.026412,29.6386,0.8162
100M,chip_152_240_merged.tif,0.6,4,709021872,9,13,0.5969,0.021059,30.3861,0.8524,0.030262,28.6656,0.7893
100M,chip_152_240_merged.tif,0.8,0,1947533974,12,13,0.7959,0.028033,28.9906,0.7866,0.030471,28.6389,0.766
100M,chip_152_240_merged.tif,0.8,1,1566927343,12,13,0.7959,0.032982,27.4827,0.7482,0.035787,27.1714,0.7293
100M,chip_152_240_merged.tif,0.8,2,1086981825,12,13,0.7959,0.030342,28.2655,0.769,0.033421,27.8442,0.7461
100M,chip_152_240_merged.tif,0.8,3,706375194,12,13,0.7959,0.029407,28.6093,0.7702,0.031882,28.3154,0.749
100M,chip_152_240_merged.tif,0.8,4,226429676,12,13,0.7959,0.031864,28.1246,0.7637,0.034236,27.7686,0.7465
100M,chip_253_263_merged.tif,0.2,0,1963328916,3,13,0.199,0.006105,35.6121,0.9583,0.024471,29.0023,0.8353
100M,chip_253_263_merged.tif,0.2,1,1483383398,3,13,0.199,0.00494,36.9238,0.9669,0.020156,30.3225,0.858
100M,chip_253_263_merged.tif,0.2,2,1102776767,3,13,0.199,0.005944,36.371,0.963,0.023063,29.9412,0.8611
100M,chip_253_263_merged.tif,0.2,3,722170136,3,13,0.199,0.004147,39.0951,0.9717,0.016132,32.9038,0.8872
100M,chip_253_263_merged.tif,0.2,4,242224618,3,13,0.199,0.005334,36.5061,0.9663,0.02267,29.7871,0.8618
100M,chip_253_263_merged.tif,0.4,0,898053846,6,13,0.398,0.013991,31.3657,0.9072,0.03062,27.6546,0.7964
100M,chip_253_263_merged.tif,0.4,1,517447215,6,13,0.398,0.011494,33.1453,0.9239,0.023626,29.7956,0.8493
100M,chip_253_263_merged.tif,0.4,2,37501697,6,13,0.398,0.013982,31.8478,0.9104,0.028769,28.3543,0.8217
100M,chip_253_263_merged.tif,0.4,3,1804378714,6,13,0.398,0.01498,30.627,0.9084,0.033319,26.8748,0.7977
100M,chip_253_263_merged.tif,0.4,4,1423772083,6,13,0.398,0.013987,31.4008,0.9078,0.029862,27.8269,0.8106
100M,chip_253_263_merged.tif,0.6,0,1059415376,9,13,0.5969,0.020148,29.9344,0.87,0.029427,28.1324,0.8172
100M,chip_253_263_merged.tif,0.6,1,579469858,9,13,0.5969,0.021704,29.6586,0.8578,0.030222,27.9845,0.8099
100M,chip_253_263_merged.tif,0.6,2,198863227,9,13,0.5969,0.020067,29.8382,0.868,0.030036,27.8618,0.8069
100M,chip_253_263_merged.tif,0.6,3,1866401357,9,13,0.5969,0.020798,29.6582,0.8565,0.030861,27.7009,0.792
100M,chip_253_263_merged.tif,0.6,4,1485794726,9,13,0.5969,0.022982,29.1979,0.8578,0.034237,27.2445,0.7959
100M,chip_253_263_merged.tif,0.8,0,576823180,12,13,0.7959,0.03615,26.4367,0.777,0.040557,25.9127,0.7493
100M,chip_253_263_merged.tif,0.8,1,96877662,12,13,0.7959,0.035225,27.0777,0.7852,0.038579,26.644,0.7658
100M,chip_253_263_merged.tif,0.8,2,1863754679,12,13,0.7959,0.038926,26.202,0.7626,0.043585,25.5275,0.736
100M,chip_253_263_merged.tif,0.8,3,1483148048,12,13,0.7959,0.03606,26.8507,0.788,0.039613,26.4231,0.7709
100M,chip_253_263_merged.tif,0.8,4,1003202530,12,13,0.7959,0.037336,26.0164,0.7567,0.042342,25.4335,0.7221
100M,chip_136_435_merged.tif,0.2,0,1775633416,3,13,0.199,0.004092,39.8764,0.9686,0.014039,34.3892,0.8894
100M,chip_136_435_merged.tif,0.2,1,1395026785,3,13,0.199,0.004646,39.2076,0.9604,0.015195,34.2902,0.8725
100M,chip_136_435_merged.tif,0.2,2,1014420154,3,13,0.199,0.004316,39.8899,0.9638,0.012495,35.1661,0.8952
100M,chip_136_435_merged.tif,0.2,3,534474636,3,13,0.199,0.004925,38.959,0.9593,0.014619,34.4203,0.8798
100M,chip_136_435_merged.tif,0.2,4,153868005,3,13,0.199,0.004501,39.2903,0.9618,0.015292,33.803,0.8666
100M,chip_136_435_merged.tif,0.4,0,1615018083,6,13,0.398,0.009349,35.5465,0.909,0.017875,32.5994,0.8209
100M,chip_136_435_merged.tif,0.4,1,1234411452,6,13,0.398,0.010652,34.8877,0.9001,0.018905,32.2325,0.8094
100M,chip_136_435_merged.tif,0.4,2,754465934,6,13,0.398,0.010657,34.7035,0.8974,0.020207,31.6139,0.7949
100M,chip_136_435_merged.tif,0.4,3,373859303,6,13,0.398,0.009954,34.9473,0.9102,0.018583,32.2991,0.8259
100M,chip_136_435_merged.tif,0.4,4,2041397433,6,13,0.398,0.010299,34.878,0.9012,0.020177,31.7492,0.796
100M,chip_136_435_merged.tif,0.6,0,871719876,9,13,0.5969,0.020305,30.4619,0.805,0.027717,28.8988,0.7326
100M,chip_136_435_merged.tif,0.6,1,491113245,9,13,0.5969,0.015344,32.7847,0.852,0.019695,31.6198,0.8044
100M,chip_136_435_merged.tif,0.6,2,11167727,9,13,0.5969,0.019777,30.6751,0.8074,0.026269,29.287,0.7406
100M,chip_136_435_merged.tif,0.6,3,1778044744,9,13,0.5969,0.017183,32.0676,0.8314,0.023894,30.439,0.7644
100M,chip_136_435_merged.tif,0.6,4,1298099226,9,13,0.5969,0.015874,32.496,0.8432,0.022087,30.9247,0.7754
100M,chip_136_435_merged.tif,0.8,0,389127680,12,13,0.7959,0.025057,29.9791,0.7544,0.025752,30.1029,0.7483
100M,chip_136_435_merged.tif,0.8,1,8521049,12,13,0.7959,0.022132,30.5507,0.7695,0.024208,30.3854,0.7464
100M,chip_136_435_merged.tif,0.8,2,1775398066,12,13,0.7959,0.023655,30.1676,0.765,0.025953,29.7879,0.7429
100M,chip_136_435_merged.tif,0.8,3,1295452548,12,13,0.7959,0.024576,29.8527,0.7525,0.027601,29.3432,0.7199
100M,chip_136_435_merged.tif,0.8,4,914845917,12,13,0.7959,0.023596,30.2881,0.7625,0.024209,30.2878,0.7573
100M,chip_233_331_merged.tif,0.2,0,1970766082,3,13,0.199,0.002376,44.9491,0.9868,0.008775,39.0161,0.9509
100M,chip_233_331_merged.tif,0.2,1,1590159451,3,13,0.199,0.00275,43.5995,0.9852,0.009881,37.5528,0.9475
100M,chip_233_331_merged.tif,0.2,2,1110213933,3,13,0.199,0.002769,43.398,0.9838,0.010141,37.5527,0.9441
100M,chip_233_331_merged.tif,0.2,3,729607302,3,13,0.199,0.002753,43.9078,0.9845,0.009342,38.1274,0.9457
100M,chip_233_331_merged.tif,0.2,4,249661784,3,13,0.199,0.002555,44.2723,0.9851,0.008028,39.4471,0.9518
100M,chip_233_331_merged.tif,0.4,0,1810150749,6,13,0.398,0.00608,39.5494,0.9619,0.011474,36.5822,0.9275
100M,chip_233_331_merged.tif,0.4,1,1429544118,6,13,0.398,0.006359,39.4672,0.9653,0.011146,37.1678,0.9422
100M,chip_233_331_merged.tif,0.4,2,949598600,6,13,0.398,0.006192,39.5928,0.962,0.010859,37.1224,0.9351
100M,chip_233_331_merged.tif,0.4,3,568991969,6,13,0.398,0.007591,37.2,0.9476,0.01429,34.1149,0.8996
100M,chip_233_331_merged.tif,0.4,4,89046451,6,13,0.398,0.00605,40.0425,0.9656,0.011003,37.5835,0.9426
100M,chip_233_331_merged.tif,0.6,0,1066852542,9,13,0.5969,0.010579,36.176,0.9251,0.013876,35.0962,0.9041
100M,chip_233_331_merged.tif,0.6,1,686245911,9,13,0.5969,0.011809,35.1709,0.9166,0.015933,33.7676,0.8868
100M,chip_233_331_merged.tif,0.6,2,206300393,9,13,0.5969,0.011016,35.9146,0.9173,0.0147,34.7011,0.8881
100M,chip_233_331_merged.tif,0.6,3,1973177410,9,13,0.5969,0.009721,37.0811,0.9329,0.012403,36.1085,0.9172
100M,chip_233_331_merged.tif,0.6,4,1493231892,9,13,0.5969,0.010997,36.0202,0.929,0.014067,35.2674,0.9115
100M,chip_233_331_merged.tif,0.8,0,584260346,12,13,0.7959,0.019357,32.5768,0.8443,0.021354,32.1088,0.8298
100M,chip_233_331_merged.tif,0.8,1,203653715,12,13,0.7959,0.017576,33.1059,0.8615,0.018204,33.3476,0.8567
100M,chip_233_331_merged.tif,0.8,2,1871191845,12,13,0.7959,0.024138,30.9838,0.8476,0.024638,30.9757,0.842
100M,chip_233_331_merged.tif,0.8,3,1490585214,12,13,0.7959,0.019505,32.3898,0.8461,0.021051,32.0946,0.8367
100M,chip_233_331_merged.tif,0.8,4,1010639696,12,13,0.7959,0.0205,32.148,0.8478,0.020826,32.2106,0.8424
100M,chip_318_344_merged.tif,0.2,0,676212950,3,13,0.199,0.002164,46.1519,0.9868,0.007008,41.0459,0.9576
100M,chip_318_344_merged.tif,0.2,1,295606319,3,13,0.199,0.002056,46.1482,0.9879,0.006919,41.0863,0.9598
100M,chip_318_344_merged.tif,0.2,2,1963144449,3,13,0.199,0.002064,46.9667,0.9886,0.006778,41.5706,0.9633
100M,chip_318_344_merged.tif,0.2,3,1582537818,3,13,0.199,0.001959,46.8676,0.9892,0.006809,41.3121,0.9629
100M,chip_318_344_merged.tif,0.2,4,1102592300,3,13,0.199,0.001933,47.0628,0.9898,0.006071,42.2954,0.9674
100M,chip_318_344_merged.tif,0.4,0,1857760415,6,13,0.398,0.004428,42.9106,0.9733,0.007566,40.512,0.955
100M,chip_318_344_merged.tif,0.4,1,1377814897,6,13,0.398,0.004925,41.7223,0.9687,0.009214,38.7133,0.9428
100M,chip_318_344_merged.tif,0.4,2,997208266,6,13,0.398,0.004221,43.3581,0.9757,0.006996,41.61,0.9609
100M,chip_318_344_merged.tif,0.4,3,517262748,6,13,0.398,0.004374,43.2832,0.9754,0.007271,41.1094,0.9619
100M,chip_318_344_merged.tif,0.4,4,136656117,6,13,0.398,0.004,43.4588,0.9768,0.007695,40.541,0.9541
100M,chip_318_344_merged.tif,0.6,0,1919783058,9,13,0.5969,0.007964,38.7896,0.9422,0.010583,37.4777,0.9247
100M,chip_318_344_merged.tif,0.6,1,1439837540,9,13,0.5969,0.007643,39.4173,0.9437,0.010304,37.8412,0.9231
100M,chip_318_344_merged.tif,0.6,2,1059230909,9,13,0.5969,0.007715,39.3243,0.9453,0.009778,38.345,0.9292
100M,chip_318_344_merged.tif,0.6,3,678624278,9,13,0.5969,0.007722,39.3277,0.9469,0.01014,37.927,0.9309
100M,chip_318_344_merged.tif,0.6,4,198678760,9,13,0.5969,0.007401,40.0338,0.9532,0.010167,38.5007,0.9365
100M,chip_318_344_merged.tif,0.8,0,1437190862,12,13,0.7959,0.01479,35.0588,0.8877,0.016413,34.5059,0.879
100M,chip_318_344_merged.tif,0.8,1,1056584231,12,13,0.7959,0.012848,36.0983,0.89,0.013635,35.9754,0.8824
100M,chip_318_344_merged.tif,0.8,2,576638713,12,13,0.7959,0.012127,36.6337,0.9026,0.012589,36.6164,0.9024
100M,chip_318_344_merged.tif,0.8,3,196032082,12,13,0.7959,0.012469,36.3425,0.8983,0.013282,36.1107,0.8898
100M,chip_318_344_merged.tif,0.8,4,1863570212,12,13,0.7959,0.012135,36.3775,0.9019,0.013379,35.8083,0.8905
100M,chip_133_473_merged.tif,0.2,0,80846227,3,13,0.199,0.005747,38.0342,0.9554,0.019991,32.3137,0.8436
100M,chip_133_473_merged.tif,0.2,1,1748384357,3,13,0.199,0.005985,37.7607,0.9499,0.019919,32.4049,0.8312
100M,chip_133_473_merged.tif,0.2,2,1367777726,3,13,0.199,0.00545,38.0875,0.9553,0.020538,32.1602,0.8231
100M,chip_133_473_merged.tif,0.2,3,887832208,3,13,0.199,0.005167,38.3175,0.9603,0.018981,32.6916,0.8545
100M,chip_133_473_merged.tif,0.2,4,507225577,3,13,0.199,0.005693,37.8223,0.9577,0.019894,32.1285,0.8465
100M,chip_133_473_merged.tif,0.4,0,1163054805,6,13,0.398,0.012126,33.7797,0.8991,0.021994,31.2837,0.8233
100M,chip_133_473_merged.tif,0.4,1,782448174,6,13,0.398,0.012339,33.586,0.8953,0.024251,30.3618,0.7929
100M,chip_133_473_merged.tif,0.4,2,302502656,6,13,0.398,0.011033,34.7781,0.9098,0.021083,31.8297,0.8276
100M,chip_133_473_merged.tif,0.4,3,2069379673,6,13,0.398,0.012382,33.6323,0.8928,0.023203,30.7605,0.7933
100M,chip_133_473_merged.tif,0.4,4,1688773042,6,13,0.398,0.011394,34.4296,0.9061,0.021975,31.4524,0.8171
100M,chip_133_473_merged.tif,0.6,0,419756598,9,13,0.5969,0.020619,30.824,0.8168,0.028126,29.3648,0.7553
100M,chip_133_473_merged.tif,0.6,1,39149967,9,13,0.5969,0.019092,31.4954,0.8282,0.025187,30.346,0.7762
100M,chip_133_473_merged.tif,0.6,2,1706688097,9,13,0.5969,0.021001,30.9292,0.814,0.02495,30.4052,0.7939
100M,chip_133_473_merged.tif,0.6,3,1326081466,9,13,0.5969,0.022098,30.4901,0.8118,0.030581,29.0049,0.742
100M,chip_133_473_merged.tif,0.6,4,945474835,9,13,0.5969,0.019239,31.3013,0.8247,0.025393,30.1067,0.7688
100M,chip_133_473_merged.tif,0.8,0,2084648050,12,13,0.7959,0.032344,28.261,0.697,0.035827,27.7829,0.6677
100M,chip_133_473_merged.tif,0.8,1,1704041419,12,13,0.7959,0.031014,28.3472,0.7089,0.032145,28.5272,0.6989
100M,chip_133_473_merged.tif,0.8,2,1323434788,12,13,0.7959,0.030456,28.7322,0.7048,0.031891,28.5787,0.6952
100M,chip_133_473_merged.tif,0.8,3,843489270,12,13,0.7959,0.032355,28.4524,0.6879,0.034191,28.1408,0.6707
100M,chip_133_473_merged.tif,0.8,4,462882639,12,13,0.7959,0.031826,28.3258,0.6962,0.034023,28.0497,0.6816
100M,chip_166_411_merged.tif,0.2,0,1895246994,3,13,0.199,0.003878,40.21,0.9711,0.013893,34.5909,0.8939
100M,chip_166_411_merged.tif,0.2,1,1415301476,3,13,0.199,0.003462,41.2448,0.9758,0.010788,36.5166,0.9193
100M,chip_166_411_merged.tif,0.2,2,1034694845,3,13,0.199,0.00324,42.0888,0.9773,0.010622,36.7854,0.9261
100M,chip_166_411_merged.tif,0.2,3,554749327,3,13,0.199,0.003708,41.0983,0.9742,0.012861,35.4669,0.9096
100M,chip_166_411_merged.tif,0.2,4,174142696,3,13,0.199,0.004103,40.1972,0.9688,0.013736,34.8471,0.8963
100M,chip_166_411_merged.tif,0.4,0,829971924,6,13,0.398,0.007994,36.9412,0.9357,0.014219,34.2983,0.8828
100M,chip_166_411_merged.tif,0.4,1,449365293,6,13,0.398,0.008775,35.9053,0.929,0.015453,33.0441,0.8695
100M,chip_166_411_merged.tif,0.4,2,2116903423,6,13,0.398,0.007557,37.3168,0.9404,0.014596,34.1877,0.8834
100M,chip_166_411_merged.tif,0.4,3,1736296792,6,13,0.398,0.008421,35.8983,0.9295,0.014555,33.0175,0.8739
100M,chip_166_411_merged.tif,0.4,4,1355690161,6,13,0.398,0.008852,35.9914,0.9326,0.015627,33.747,0.8848
100M,chip_166_411_merged.tif,0.6,0,991333454,9,13,0.5969,0.013457,33.9548,0.8887,0.017137,32.9823,0.862
100M,chip_166_411_merged.tif,0.6,1,511387936,9,13,0.5969,0.013424,34.1404,0.8918,0.017184,32.8226,0.8598
100M,chip_166_411_merged.tif,0.6,2,130781305,9,13,0.5969,0.013495,33.2696,0.8837,0.018,32.11,0.8524
100M,chip_166_411_merged.tif,0.6,3,1798319435,9,13,0.5969,0.012449,34.0266,0.8943,0.017009,32.4257,0.8562
100M,chip_166_411_merged.tif,0.6,4,1417712804,9,13,0.5969,0.012603,34.6148,0.895,0.016471,33.3121,0.8638
100M,chip_166_411_merged.tif,0.8,0,508741258,12,13,0.7959,0.020739,30.5504,0.7922,0.022469,30.1175,0.771
100M,chip_166_411_merged.tif,0.8,1,28795740,12,13,0.7959,0.022307,30.3577,0.79,0.023566,30.0387,0.7819
100M,chip_166_411_merged.tif,0.8,2,1795672757,12,13,0.7959,0.02114,30.41,0.7959,0.023994,29.6566,0.7672
100M,chip_166_411_merged.tif,0.8,3,1315727239,12,13,0.7959,0.021289,30.4062,0.7942,0.022702,30.17,0.7798
100M,chip_166_411_merged.tif,0.8,4,935120608,12,13,0.7959,0.021094,30.887,0.7932,0.021956,30.5682,0.7847
100M,chip_183_520_merged.tif,0.2,0,969636669,3,13,0.199,0.003016,42.4429,0.9808,0.011172,36.5156,0.9266
100M,chip_183_520_merged.tif,0.2,1,589030038,3,13,0.199,0.002902,43.022,0.9824,0.009961,37.8702,0.9429
100M,chip_183_520_merged.tif,0.2,2,208423407,3,13,0.199,0.003135,42.9693,0.9824,0.010222,37.7765,0.9424
100M,chip_183_520_merged.tif,0.2,3,1875961537,3,13,0.199,0.003162,42.4224,0.98,0.010356,37.4969,0.9384
100M,chip_183_520_merged.tif,0.2,4,1495354906,3,13,0.199,0.003687,41.2768,0.9776,0.012583,35.5261,0.9237
100M,chip_183_520_merged.tif,0.4,0,809021336,6,13,0.398,0.008418,36.5276,0.9408,0.015201,33.7907,0.8962
100M,chip_183_520_merged.tif,0.4,1,428414705,6,13,0.398,0.007782,37.0281,0.9439,0.013471,34.6285,0.9031
100M,chip_183_520_merged.tif,0.4,2,2095952835,6,13,0.398,0.00818,36.4362,0.9405,0.016088,33.2268,0.8823
100M,chip_183_520_merged.tif,0.4,3,1715346204,6,13,0.398,0.006701,38.3247,0.954,0.012524,35.3985,0.9131
100M,chip_183_520_merged.tif,0.4,4,1235400686,6,13,0.398,0.007617,37.3699,0.947,0.013863,34.6366,0.9016
100M,chip_183_520_merged.tif,0.6,0,65723129,9,13,0.5969,0.012556,34.4955,0.903,0.015668,33.5119,0.8848
100M,chip_183_520_merged.tif,0.6,1,1832600146,9,13,0.5969,0.012179,34.5735,0.9029,0.015595,33.4577,0.8764
100M,chip_183_520_merged.tif,0.6,2,1352654628,9,13,0.5969,0.012255,34.428,0.9093,0.015617,33.3116,0.89
100M,chip_183_520_merged.tif,0.6,3,972047997,9,13,0.5969,0.012437,34.382,0.9013,0.016019,33.1063,0.8711
100M,chip_183_520_merged.tif,0.6,4,492102479,9,13,0.5969,0.013305,33.7725,0.8929,0.017087,32.7256,0.8636
100M,chip_183_520_merged.tif,0.8,0,1730614581,12,13,0.7959,0.022302,30.3912,0.7968,0.024107,30.0001,0.7834
100M,chip_183_520_merged.tif,0.8,1,1350007950,12,13,0.7959,0.022643,30.2628,0.7973,0.023959,30.2217,0.7859
100M,chip_183_520_merged.tif,0.8,2,870062432,12,13,0.7959,0.022418,30.2276,0.7932,0.024904,29.7969,0.7738
100M,chip_183_520_merged.tif,0.8,3,489455801,12,13,0.7959,0.023052,30.1804,0.7914,0.025141,29.9876,0.7762
100M,chip_183_520_merged.tif,0.8,4,108849170,12,13,0.7959,0.021843,30.7395,0.7993,0.023442,30.4008,0.7862
100M,chip_227_293_merged.tif,0.2,0,1941001959,3,13,0.199,0.00355,42.01,0.9743,0.012824,36.0627,0.9043
100M,chip_227_293_merged.tif,0.2,1,1461056441,3,13,0.199,0.004398,39.9027,0.9713,0.017215,33.5714,0.8895
100M,chip_227_293_merged.tif,0.2,2,1080449810,3,13,0.199,0.006709,35.1313,0.9576,0.029522,28.2829,0.8017
100M,chip_227_293_merged.tif,0.2,3,600504292,3,13,0.199,0.003312,42.4341,0.9768,0.012651,36.4352,0.91
100M,chip_227_293_merged.tif,0.2,4,219897661,3,13,0.199,0.004442,39.9437,0.9712,0.016726,33.6633,0.8927
100M,chip_227_293_merged.tif,0.4,0,875726889,6,13,0.398,0.009298,36.5859,0.9379,0.018707,33.3133,0.8794
100M,chip_227_293_merged.tif,0.4,1,495120258,6,13,0.398,0.00961,35.4145,0.9362,0.019128,32.0636,0.8758
100M,chip_227_293_merged.tif,0.4,2,15174740,6,13,0.398,0.010531,35.2112,0.9369,0.021736,31.694,0.8711
100M,chip_227_293_merged.tif,0.4,3,1782051757,6,13,0.398,0.010018,35.5662,0.9345,0.020022,32.1211,0.8704
100M,chip_227_293_merged.tif,0.4,4,1401445126,6,13,0.398,0.008573,37.1226,0.9444,0.017409,33.7468,0.8916
100M,chip_227_293_merged.tif,0.6,0,1037088419,9,13,0.5969,0.017067,32.6616,0.8928,0.023503,31.0125,0.8564
100M,chip_227_293_merged.tif,0.6,1,557142901,9,13,0.5969,0.019361,31.6503,0.8821,0.027371,29.9725,0.8411
100M,chip_227_293_merged.tif,0.6,2,176536270,9,13,0.5969,0.017862,32.2941,0.8881,0.024229,30.8568,0.854
