backbone,mask_ratio,mask_type,time_mean,time_min,time_max,time_std,enc_mean,enc_min,enc_max,enc_std,dec_mean,dec_min,dec_max,dec_std,power_mean,power_min,power_max,power_std,energy_mean,energy_min,energy_max,energy_std
600M,0.2,random,46.278,45.5039,51.1189,1.5377,41.5704,40.8395,45.9314,1.4456,4.7076,4.6498,5.1876,0.1128,156.9019,156.9019,156.9019,0.0,7261.1025,7139.6557,8020.6606,241.2639
600M,0.2,block,45.8323,45.7983,45.8801,0.0225,41.1434,41.1234,41.1659,0.0094,4.689,4.6671,4.7387,0.019,321.2865,321.2865,321.2865,0.0,14725.3075,14714.3756,14740.6479,7.2421
600M,0.1,random,54.84,54.4966,54.9971,0.1085,50.1354,49.8394,50.2369,0.1132,4.7046,4.6572,4.9212,0.058,346.419,346.419,346.419,0.0,18997.6097,18878.6697,19052.0273,37.5913
600M,0.1,block,54.8694,54.8271,54.9319,0.0259,50.1757,50.1573,50.1928,0.0084,4.6936,4.6648,4.752,0.021,345.1015,345.1015,345.1015,0.0,18935.5015,18920.9297,18957.0744,8.9263
