backbone,chip,mask_ratio,trial,trial_seed,block_h_patches,block_w_patches,block_area_frac,global_mae,global_psnr,global_ssim,block_mae,block_psnr,block_ssim
600M,chip_264_583_merged.tif,0.2,3,1652869803,5,10,0.1953,0.001994,45.0434,0.9904,0.006318,40.5142,0.9719
600M,chip_264_583_merged.tif,0.2,4,1172924285,5,10,0.1953,0.002333,44.9364,0.9908,0.007778,39.5051,0.9704
600M,chip_264_583_merged.tif,0.4,0,1828753513,10,10,0.3906,0.005183,39.2544,0.9689,0.009923,35.9682,0.9428
600M,chip_264_583_merged.tif,0.4,1,1448146882,10,10,0.3906,0.004445,40.2576,0.9747,0.008545,37.0239,0.9488
600M,chip_264_583_merged.tif,0.4,2,1067540251,10,10,0.3906,0.004911,39.8885,0.9727,0.007652,38.5763,0.9644
600M,chip_264_583_merged.tif,0.4,3,587594733,10,10,0.3906,0.005629,38.1781,0.9646,0.010482,34.9737,0.9353
600M,chip_264_583_merged.tif,0.4,4,206988102,10,10,0.3906,0.004324,41.3819,0.9771,0.007739,38.9285,0.9616
600M,chip_264_583_merged.tif,0.6,0,1990115043,11,14,0.6016,0.009542,35.199,0.9255,0.013023,33.8756,0.8968
600M,chip_264_583_merged.tif,0.6,1,1510169525,11,14,0.6016,0.008678,36.062,0.9366,0.010979,34.9686,0.9232
600M,chip_264_583_merged.tif,0.6,2,1129562894,11,14,0.6016,0.009598,35.2894,0.9255,0.012122,34.1642,0.9065
600M,chip_264_583_merged.tif,0.6,3,649617376,11,14,0.6016,0.009916,35.3998,0.9243,0.012712,34.2144,0.9067
600M,chip_264_583_merged.tif,0.6,4,269010745,11,14,0.6016,0.00918,35.8703,0.9328,0.012096,34.5407,0.9153
600M,chip_264_583_merged.tif,0.8,0,1507522847,13,16,0.8125,0.018884,31.2406,0.8227,0.020568,30.8018,0.8066
600M,chip_264_583_merged.tif,0.8,1,1027577329,13,16,0.8125,0.019093,31.0936,0.8133,0.020832,30.6988,0.796
600M,chip_264_583_merged.tif,0.8,2,646970698,13,16,0.8125,0.020752,30.4946,0.8062,0.022234,30.1036,0.7896
600M,chip_264_583_merged.tif,0.8,3,266364067,13,15,0.7617,0.018861,31.4298,0.8221,0.019814,31.149,0.8129
600M,chip_264_583_merged.tif,0.8,4,1933902197,13,15,0.7617,0.019897,30.6701,0.8067,0.021861,30.19,0.7849
600M,chip_243_589_merged.tif,0.2,0,250950797,5,10,0.1953,0.003802,40.6176,0.977,0.013522,34.8836,0.9173
600M,chip_243_589_merged.tif,0.2,1,2017827814,5,10,0.1953,0.004777,38.5692,0.9673,0.016502,32.753,0.8789
600M,chip_243_589_merged.tif,0.2,2,1537882296,5,10,0.1953,0.004132,39.9184,0.9752,0.01428,34.3459,0.9124
600M,chip_243_589_merged.tif,0.2,3,1157275665,5,10,0.1953,0.003862,40.4467,0.9781,0.013677,34.8656,0.9205
600M,chip_243_589_merged.tif,0.2,4,776669034,5,10,0.1953,0.004319,39.6211,0.9722,0.014484,34.2989,0.9074
600M,chip_243_589_merged.tif,0.4,0,1432498262,10,10,0.3906,0.00919,35.6026,0.9354,0.016783,32.808,0.8815
600M,chip_243_589_merged.tif,0.4,1,952552744,10,10,0.3906,0.009401,35.2712,0.9312,0.017543,32.3268,0.8694
600M,chip_243_589_merged.tif,0.4,2,571946113,10,10,0.3906,0.008975,35.7148,0.9386,0.01666,32.737,0.8866
600M,chip_243_589_merged.tif,0.4,3,92000595,10,10,0.3906,0.00971,34.7789,0.9318,0.018768,31.4289,0.8601
600M,chip_243_589_merged.tif,0.4,4,1858877612,10,10,0.3906,0.009013,35.623,0.9381,0.017766,32.3688,0.872
600M,chip_243_589_merged.tif,0.6,0,1494520905,11,14,0.6016,0.016475,31.8462,0.878,0.022209,30.4415,0.8348
600M,chip_243_589_merged.tif,0.6,1,1113914274,11,14,0.6016,0.015702,32.2996,0.8799,0.019955,31.3149,0.8502
600M,chip_243_589_merged.tif,0.6,2,633968756,11,14,0.6016,0.015655,32.4352,0.8842,0.020753,31.0887,0.8443
600M,chip_243_589_merged.tif,0.6,3,253362125,11,14,0.6016,0.016273,32.0796,0.8773,0.0213,30.8696,0.8389
600M,chip_243_589_merged.tif,0.6,4,1920900255,11,14,0.6016,0.016035,32.2804,0.8814,0.020927,31.0205,0.8468
600M,chip_243_589_merged.tif,0.8,0,1011928709,13,15,0.7617,0.026577,29.0456,0.7789,0.029275,28.5709,0.7589
600M,chip_243_589_merged.tif,0.8,1,631322078,13,15,0.7617,0.028869,28.2523,0.7505,0.030868,28.0495,0.7362
600M,chip_243_589_merged.tif,0.8,2,151376560,13,15,0.7617,0.02849,28.5734,0.7599,0.030601,28.2368,0.7459
600M,chip_243_589_merged.tif,0.8,3,1918253577,13,16,0.8125,0.026868,28.9126,0.7726,0.028193,28.7993,0.7615
600M,chip_243_589_merged.tif,0.8,4,1537646946,13,15,0.7617,0.029225,28.2461,0.7442,0.030346,28.1053,0.7359
600M,chip_131_472_merged.tif,0.2,0,365379137,5,10,0.1953,0.003863,41.1837,0.9735,0.013675,35.5426,0.9087
600M,chip_131_472_merged.tif,0.2,1,2032917267,5,10,0.1953,0.003503,41.3837,0.9766,0.014052,35.0871,0.9051
600M,chip_131_472_merged.tif,0.2,2,1652310636,5,10,0.1953,0.005108,38.1244,0.9639,0.020182,31.7126,0.8553
600M,chip_131_472_merged.tif,0.2,3,1271704005,5,10,0.1953,0.003427,41.7143,0.9772,0.013798,35.5343,0.9091
600M,chip_131_472_merged.tif,0.2,4,791758487,5,10,0.1953,0.00455,39.2343,0.9662,0.016488,33.1694,0.8778
600M,chip_131_472_merged.tif,0.4,0,1447587715,10,10,0.3906,0.008869,36.7309,0.9364,0.016219,33.8924,0.8819
600M,chip_131_472_merged.tif,0.4,1,1066981084,10,10,0.3906,0.009297,35.9827,0.9297,0.017507,33.0462,0.8631
600M,chip_131_472_merged.tif,0.4,2,686374453,10,10,0.3906,0.008721,36.5909,0.9363,0.017109,33.3562,0.8758
600M,chip_131_472_merged.tif,0.4,3,206428935,10,10,0.3906,0.008449,36.7105,0.9393,0.016614,33.5028,0.8816
600M,chip_131_472_merged.tif,0.4,4,1973305952,10,10,0.3906,0.008761,36.3073,0.9343,0.01736,33.0368,0.8668
600M,chip_131_472_merged.tif,0.6,0,1608949245,11,14,0.6016,0.014887,33.4384,0.8811,0.02059,31.8391,0.8376
600M,chip_131_472_merged.tif,0.6,1,1129003727,11,14,0.6016,0.014716,33.5905,0.8861,0.019894,32.0952,0.8462
600M,chip_131_472_merged.tif,0.6,2,748397096,11,14,0.6016,0.0145,33.5989,0.8841,0.019518,32.1414,0.8447
600M,chip_131_472_merged.tif,0.6,3,268451578,11,14,0.6016,0.015917,32.5908,0.8768,0.021511,31.0513,0.8343
600M,chip_131_472_merged.tif,0.6,4,2035328595,11,14,0.6016,0.014496,33.6047,0.8848,0.018649,32.3904,0.8526
600M,chip_131_472_merged.tif,0.8,0,1126357049,13,16,0.8125,0.026224,29.7237,0.7759,0.028447,29.2657,0.7564
600M,chip_131_472_merged.tif,0.8,1,646411531,13,15,0.7617,0.025353,29.6278,0.7794,0.029101,28.9292,0.7531
600M,chip_131_472_merged.tif,0.8,2,265804900,13,15,0.7617,0.024719,29.7964,0.7805,0.028423,29.1025,0.7572
600M,chip_131_472_merged.tif,0.8,3,2032681917,13,15,0.7617,0.022772,30.3241,0.7909,0.02662,29.552,0.7575
600M,chip_131_472_merged.tif,0.8,4,1552736399,13,16,0.8125,0.024615,30.0656,0.7887,0.026762,29.662,0.7698
600M,chip_324_316_merged.tif,0.2,0,20971795,5,10,0.1953,0.003412,42.9164,0.9793,0.011009,37.9564,0.9322
600M,chip_324_316_merged.tif,0.2,1,1688509925,5,10,0.1953,0.00441,40.0251,0.9697,0.016137,33.744,0.8847
600M,chip_324_316_merged.tif,0.2,2,1307903294,5,10,0.1953,0.002987,42.9905,0.9806,0.011129,37.0322,0.9243
600M,chip_324_316_merged.tif,0.2,3,827957776,5,10,0.1953,0.003322,42.9579,0.9787,0.011181,37.3855,0.9285
600M,chip_324_316_merged.tif,0.2,4,447351145,5,10,0.1953,0.00337,42.7084,0.9785,0.011729,37.0716,0.9231
600M,chip_324_316_merged.tif,0.4,0,1908501223,10,10,0.3906,0.006805,38.9853,0.9529,0.012839,36.2638,0.9116
600M,chip_324_316_merged.tif,0.4,1,1527894592,10,10,0.3906,0.007083,38.648,0.9482,0.012179,36.5015,0.9176
600M,chip_324_316_merged.tif,0.4,2,1147287961,10,10,0.3906,0.006348,39.4298,0.9542,0.012288,36.4599,0.9133
600M,chip_324_316_merged.tif,0.4,3,667342443,10,10,0.3906,0.006826,39.2656,0.9542,0.012604,36.4575,0.9175
600M,chip_324_316_merged.tif,0.4,4,286735812,10,10,0.3906,0.00594,40.2756,0.9607,0.011532,37.4155,0.925
600M,chip_324_316_merged.tif,0.6,0,1264541903,11,14,0.6016,0.012223,35.297,0.9053,0.015225,34.6803,0.8839
600M,chip_324_316_merged.tif,0.6,1,784596385,11,14,0.6016,0.010714,36.7833,0.9203,0.013552,35.8623,0.9006
600M,chip_324_316_merged.tif,0.6,2,403989754,11,14,0.6016,0.010523,36.6089,0.9202,0.013736,35.5179,0.8975
600M,chip_324_316_merged.tif,0.6,3,2071527884,11,14,0.6016,0.010714,36.4322,0.9142,0.014234,35.366,0.8909
600M,chip_324_316_merged.tif,0.6,4,1690921253,11,14,0.6016,0.010998,36.4738,0.911,0.014487,35.0939,0.8844
600M,chip_324_316_merged.tif,0.8,0,781949707,13,16,0.8125,0.018483,32.5667,0.8303,0.020204,32.0622,0.8163
600M,chip_324_316_merged.tif,0.8,1,302004189,13,15,0.7617,0.017096,33.4598,0.8452,0.018612,33.0457,0.83
600M,chip_324_316_merged.tif,0.8,2,2068881206,13,16,0.8125,0.018408,32.9171,0.8316,0.018979,32.9096,0.8287
600M,chip_324_316_merged.tif,0.8,3,1588935688,13,15,0.7617,0.016409,33.7695,0.8494,0.017745,33.4658,0.8384
600M,chip_324_316_merged.tif,0.8,4,1208329057,13,15,0.7617,0.018096,33.2061,0.8323,0.018129,33.3767,0.8315
600M,chip_092_322_merged.tif,0.2,0,748122138,5,10,0.1953,0.003915,41.6935,0.9704,0.011911,36.9732,0.9177
600M,chip_092_322_merged.tif,0.2,1,367515507,5,10,0.1953,0.004206,40.3715,0.9662,0.01609,34.045,0.8675
600M,chip_092_322_merged.tif,0.2,2,2035053637,5,10,0.1953,0.003499,42.0794,0.9706,0.012952,36.1633,0.8823
600M,chip_092_322_merged.tif,0.2,3,1654447006,5,10,0.1953,0.003668,42.6179,0.9725,0.011747,37.2604,0.9114
600M,chip_092_322_merged.tif,0.2,4,1273840375,5,10,0.1953,0.004144,40.3112,0.9649,0.01596,33.9446,0.8589
600M,chip_092_322_merged.tif,0.4,0,587506805,10,10,0.3906,0.007475,37.977,0.9354,0.014556,34.8443,0.8723
600M,chip_092_322_merged.tif,0.4,1,206900174,10,10,0.3906,0.008181,37.6155,0.9283,0.014808,34.9718,0.8691
600M,chip_092_322_merged.tif,0.4,2,1874438304,10,10,0.3906,0.007522,38.2305,0.9355,0.013837,35.63,0.8876
600M,chip_092_322_merged.tif,0.4,3,1493831673,10,10,0.3906,0.007997,37.8353,0.9334,0.01432,35.2212,0.8748
600M,chip_092_322_merged.tif,0.4,4,1013886155,10,10,0.3906,0.007975,37.8805,0.9291,0.014459,35.0513,0.8668
600M,chip_092_322_merged.tif,0.6,0,1991692246,11,14,0.6016,0.012952,35.5604,0.877,0.016633,34.3904,0.8449
600M,chip_092_322_merged.tif,0.6,1,1611085615,11,14,0.6016,0.012436,35.9248,0.8807,0.015611,34.7805,0.8574
600M,chip_092_322_merged.tif,0.6,2,1131140097,11,14,0.6016,0.012126,35.755,0.8849,0.015673,34.5375,0.8532
600M,chip_092_322_merged.tif,0.6,3,750533466,11,14,0.6016,0.012641,35.5543,0.8772,0.016676,34.1294,0.8425
600M,chip_092_322_merged.tif,0.6,4,270587948,11,14,0.6016,0.013341,35.2369,0.8766,0.016382,34.2068,0.8583
600M,chip_092_322_merged.tif,0.8,0,1509100050,13,15,0.7617,0.019368,33.1363,0.7967,0.02057,32.8466,0.7888
600M,chip_092_322_merged.tif,0.8,1,1128493419,13,16,0.8125,0.020284,32.9415,0.7959,0.021408,32.7536,0.7885
600M,chip_092_322_merged.tif,0.8,2,648547901,13,16,0.8125,0.018777,33.3107,0.8018,0.020211,33.0249,0.7872
600M,chip_092_322_merged.tif,0.8,3,267941270,13,15,0.7617,0.019247,33.0439,0.7969,0.020856,32.6685,0.7829
600M,chip_092_322_merged.tif,0.8,4,2034818287,13,15,0.7617,0.019519,32.6446,0.8019,0.021994,32.0448,0.7802
600M,chip_069_353_merged.tif,0.2,0,889710523,5,10,0.1953,0.003904,41.0141,0.9708,0.013424,35.3916,0.8966
600M,chip_069_353_merged.tif,0.2,1,409765005,5,10,0.1953,0.004564,40.2289,0.9668,0.015289,34.7865,0.8822
600M,chip_069_353_merged.tif,0.2,2,29158374,5,10,0.1953,0.004107,40.2537,0.9716,0.015092,34.3016,0.9034
600M,chip_069_353_merged.tif,0.2,3,1696696504,5,10,0.1953,0.004082,41.0221,0.9683,0.013609,35.7324,0.8905
600M,chip_069_353_merged.tif,0.2,4,1316089873,5,10,0.1953,0.004362,40.3738,0.9688,0.016123,34.3473,0.8823
600M,chip_069_353_merged.tif,0.4,0,629756303,10,10,0.3906,0.008434,37.2127,0.9329,0.015665,34.3412,0.8704
600M,chip_069_353_merged.tif,0.4,1,249149672,10,10,0.3906,0.007955,37.3512,0.9351,0.015855,34.065,0.8675
600M,chip_069_353_merged.tif,0.4,2,2016026689,10,10,0.3906,0.008774,36.7125,0.9335,0.016296,33.9343,0.88
600M,chip_069_353_merged.tif,0.4,3,1536081171,10,10,0.3906,0.008306,36.9588,0.9358,0.015639,34.0526,0.8775
600M,chip_069_353_merged.tif,0.4,4,1155474540,10,10,0.3906,0.00922,36.6913,0.9315,0.017324,33.7946,0.8741
600M,chip_069_353_merged.tif,0.6,0,2133280631,11,14,0.6016,0.014076,34.1975,0.8823,0.017737,33.2038,0.8515
600M,chip_069_353_merged.tif,0.6,1,1653335113,11,14,0.6016,0.014021,34.2076,0.8832,0.01897,32.8606,0.8447
600M,chip_069_353_merged.tif,0.6,2,1272728482,11,14,0.6016,0.014011,34.3817,0.8861,0.019252,32.958,0.8468
600M,chip_069_353_merged.tif,0.6,3,792782964,11,14,0.6016,0.013821,34.4523,0.8854,0.018445,33.1363,0.849
600M,chip_069_353_merged.tif,0.6,4,412176333,11,14,0.6016,0.013188,34.6885,0.8885,0.017007,33.5729,0.8559
600M,chip_069_353_merged.tif,0.8,0,1650688435,13,15,0.7617,0.021093,31.7379,0.8013,0.022911,31.4077,0.7847
600M,chip_069_353_merged.tif,0.8,1,1170742917,13,16,0.8125,0.022449,31.1513,0.7992,0.024825,30.6366,0.7811
600M,chip_069_353_merged.tif,0.8,2,790136286,13,16,0.8125,0.024001,30.8658,0.7842,0.025168,30.6782,0.7786
600M,chip_069_353_merged.tif,0.8,3,310190768,13,15,0.7617,0.02455,30.4583,0.7824,0.026131,30.1866,0.7678
600M,chip_069_353_merged.tif,0.8,4,2077067785,13,15,0.7617,0.023379,30.8292,0.7849,0.025201,30.5359,0.7657
600M,chip_284_263_merged.tif,0.2,0,2054524182,5,10,0.1953,0.003407,40.7306,0.978,0.013605,34.385,0.9108
600M,chip_284_263_merged.tif,0.2,1,1574578664,5,10,0.1953,0.003227,40.6169,0.9812,0.012512,34.2807,0.9299
600M,chip_284_263_merged.tif,0.2,2,1193972033,5,10,0.1953,0.003862,39.6666,0.9733,0.015269,33.3004,0.8933
600M,chip_284_263_merged.tif,0.2,3,714026515,5,10,0.1953,0.003787,40.4241,0.9757,0.01387,34.3181,0.9143
600M,chip_284_263_merged.tif,0.2,4,333419884,5,10,0.1953,0.002573,43.7979,0.985,0.008533,38.6129,0.9518
600M,chip_284_263_merged.tif,0.4,0,1794569962,10,10,0.3906,0.008679,35.5139,0.9411,0.01723,32.0248,0.8835
600M,chip_284_263_merged.tif,0.4,1,1413963331,10,10,0.3906,0.006876,37.3434,0.951,0.01408,33.8111,0.8983
600M,chip_284_263_merged.tif,0.4,2,1033356700,10,10,0.3906,0.008117,35.7513,0.9444,0.017376,32.0726,0.8807
600M,chip_284_263_merged.tif,0.4,3,553411182,10,10,0.3906,0.007851,36.213,0.9466,0.017244,32.4148,0.8814
600M,chip_284_263_merged.tif,0.4,4,172804551,10,10,0.3906,0.008907,35.4874,0.9409,0.019133,31.8096,0.8734
600M,chip_284_263_merged.tif,0.6,0,1051271755,11,14,0.6016,0.01373,32.9346,0.9008,0.018636,31.3995,0.8645
600M,chip_284_263_merged.tif,0.6,1,670665124,11,14,0.6016,0.01366,33.1019,0.9006,0.019014,31.7115,0.8608
600M,chip_284_263_merged.tif,0.6,2,290058493,11,14,0.6016,0.012258,33.9681,0.9068,0.017042,32.2,0.8714
600M,chip_284_263_merged.tif,0.6,3,1957596623,11,14,0.6016,0.014678,32.7396,0.8998,0.020037,31.4254,0.8662
600M,chip_284_263_merged.tif,0.6,4,1576989992,11,14,0.6016,0.012723,33.4411,0.9041,0.018272,31.5692,0.8661
600M,chip_284_263_merged.tif,0.8,0,668018446,13,15,0.7617,0.017882,31.7604,0.8543,0.020132,31.0711,0.8346
600M,chip_284_263_merged.tif,0.8,1,188072928,13,16,0.8125,0.020979,31.1334,0.8475,0.022925,30.6677,0.8362
600M,chip_284_263_merged.tif,0.8,2,1954949945,13,16,0.8125,0.019225,31.5949,0.8503,0.020995,31.0913,0.8382
600M,chip_284_263_merged.tif,0.8,3,1475004427,13,15,0.7617,0.018421,31.8657,0.8569,0.020691,31.1838,0.8408
600M,chip_284_263_merged.tif,0.8,4,1094397796,13,16,0.8125,0.019506,31.3805,0.854,0.022431,30.63,0.8335
600M,chip_097_328_merged.tif,0.2,0,1820230450,5,10,0.1953,0.002976,42.7022,0.9767,0.010899,36.8423,0.9126
600M,chip_097_328_merged.tif,0.2,1,1340284932,5,10,0.1953,0.004214,40.363,0.965,0.017091,34.0377,0.8535
600M,chip_097_328_merged.tif,0.2,2,959678301,5,10,0.1953,0.004361,40.1172,0.9623,0.017423,33.9582,0.8431
600M,chip_097_328_merged.tif,0.2,3,479732783,5,10,0.1953,0.004807,39.6635,0.9602,0.017594,33.6074,0.8538
600M,chip_097_328_merged.tif,0.2,4,99126152,5,10,0.1953,0.003103,42.7979,0.9776,0.010403,37.201,0.9228
600M,chip_097_328_merged.tif,0.4,0,1560276230,10,10,0.3906,0.008276,37.2628,0.9284,0.014293,34.7518,0.8794
600M,chip_097_328_merged.tif,0.4,1,1179669599,10,10,0.3906,0.00749,37.666,0.9375,0.013947,34.8232,0.8849
600M,chip_097_328_merged.tif,0.4,2,799062968,10,10,0.3906,0.008143,37.4948,0.9304,0.013458,35.1692,0.8865
600M,chip_097_328_merged.tif,0.4,3,319117450,10,10,0.3906,0.008513,36.8804,0.9209,0.016932,33.7593,0.8394
600M,chip_097_328_merged.tif,0.4,4,2085994467,10,10,0.3906,0.007328,37.8666,0.9397,0.014028,34.8887,0.8814
600M,chip_097_328_merged.tif,0.6,0,916316910,11,14,0.6016,0.013382,34.9019,0.883,0.016573,33.9416,0.8588
600M,chip_097_328_merged.tif,0.6,1,436371392,11,14,0.6016,0.013685,34.2293,0.8752,0.018314,32.8098,0.8318
600M,chip_097_328_merged.tif,0.6,2,55764761,11,14,0.6016,0.014039,34.5847,0.8759,0.018161,33.3403,0.8411
600M,chip_097_328_merged.tif,0.6,3,1723302891,11,14,0.6016,0.014548,33.6022,0.8648,0.019915,31.9616,0.8075
600M,chip_097_328_merged.tif,0.6,4,1342696260,11,14,0.6016,0.013847,33.9151,0.8689,0.019774,32.1182,0.8066
600M,chip_097_328_merged.tif,0.8,0,433724714,13,16,0.8125,0.022424,31.9266,0.8023,0.024335,31.5281,0.7879
600M,chip_097_328_merged.tif,0.8,1,2101262844,13,15,0.7617,0.020185,32.3911,0.8096,0.02228,31.9074,0.7912
600M,chip_097_328_merged.tif,0.8,2,1720656213,13,15,0.7617,0.022012,31.4455,0.7966,0.02474,30.8372,0.7727
600M,chip_097_328_merged.tif,0.8,3,1240710695,13,16,0.8125,0.021481,32.0551,0.7956,0.022493,31.8245,0.789
600M,chip_097_328_merged.tif,0.8,4,860104064,13,16,0.8125,0.026264,30.7973,0.7743,0.02689,30.7866,0.77
600M,chip_142_498_merged.tif,0.2,0,1096902004,5,10,0.1953,0.004514,39.0612,0.9658,0.017581,32.8746,0.8632
600M,chip_142_498_merged.tif,0.2,1,616956486,5,10,0.1953,0.003513,41.1901,0.9728,0.01317,35.1775,0.8985
600M,chip_142_498_merged.tif,0.2,2,236349855,5,10,0.1953,0.003539,41.1066,0.9728,0.012562,35.3317,0.9015
600M,chip_142_498_merged.tif,0.2,3,2003226872,5,10,0.1953,0.004796,38.7966,0.9633,0.017823,32.7992,0.8624
600M,chip_142_498_merged.tif,0.2,4,1523281354,5,10,0.1953,0.003853,40.6163,0.9704,0.013247,35.0218,0.8984
600M,chip_142_498_merged.tif,0.4,0,936286671,10,10,0.3906,0.008387,36.2007,0.9346,0.016646,32.9545,0.8736
600M,chip_142_498_merged.tif,0.4,1,456341153,10,10,0.3906,0.008224,36.4469,0.9303,0.015607,33.3713,0.8715
600M,chip_142_498_merged.tif,0.4,2,75734522,10,10,0.3906,0.008747,36.295,0.9278,0.01647,33.1815,0.8687
600M,chip_142_498_merged.tif,0.4,3,1743272652,10,10,0.3906,0.00846,36.1862,0.9294,0.016228,33.1991,0.87
600M,chip_142_498_merged.tif,0.4,4,1362666021,10,10,0.3906,0.007826,36.7264,0.9345,0.014902,34.0824,0.8764
600M,chip_142_498_merged.tif,0.6,0,192988464,11,14,0.6016,0.013891,33.4483,0.8832,0.019215,31.779,0.8414
600M,chip_142_498_merged.tif,0.6,1,1860526594,11,14,0.6016,0.012701,34.0781,0.8881,0.017134,32.7586,0.854
600M,chip_142_498_merged.tif,0.6,2,1479919963,11,14,0.6016,0.012339,34.0289,0.8872,0.016825,32.5698,0.8479
600M,chip_142_498_merged.tif,0.6,3,999974445,11,14,0.6016,0.01366,33.6545,0.879,0.017733,32.4884,0.8492
600M,chip_142_498_merged.tif,0.6,4,619367814,11,14,0.6016,0.013579,33.3551,0.8785,0.018233,31.8909,0.843
600M,chip_142_498_merged.tif,0.8,0,1857879916,13,15,0.7617,0.020217,30.7262,0.7945,0.022991,30.039,0.7714
600M,chip_142_498_merged.tif,0.8,1,1377934398,13,15,0.7617,0.02055,30.8693,0.7935,0.022912,30.3036,0.774
600M,chip_142_498_merged.tif,0.8,2,997327767,13,15,0.7617,0.020263,30.9519,0.8009,0.022659,30.3673,0.7808
600M,chip_142_498_merged.tif,0.8,3,616721136,13,16,0.8125,0.021779,30.3321,0.7889,0.023904,29.7559,0.7701
600M,chip_142_498_merged.tif,0.8,4,136775618,13,15,0.7617,0.019859,31.4018,0.8001,0.02223,30.7278,0.7805
600M,chip_106_413_merged.tif,0.2,0,124953698,5,10,0.1953,0.002296,44.9517,0.9839,0.00862,39.1021,0.9375
600M,chip_106_413_merged.tif,0.2,1,1792491828,5,10,0.1953,0.002109,45.9118,0.9877,0.006972,40.9954,0.9632
600M,chip_106_413_merged.tif,0.2,2,1411885197,5,10,0.1953,0.00227,44.9631,0.9849,0.008101,38.8627,0.9392
600M,chip_106_413_merged.tif,0.2,3,1031278566,5,10,0.1953,0.001959,46.5342,0.9876,0.006304,41.1124,0.9595
600M,chip_106_413_merged.tif,0.2,4,551333048,5,10,0.1953,0.002043,45.6939,0.9881,0.0067,40.2225,0.9601
600M,chip_106_413_merged.tif,0.4,0,2111822013,10,10,0.3906,0.005097,40.7671,0.9659,0.009213,37.9058,0.9392
600M,chip_106_413_merged.tif,0.4,1,1631876495,10,10,0.3906,0.005114,41.3579,0.9648,0.00939,38.4611,0.9359
600M,chip_106_413_merged.tif,0.4,2,1251269864,10,10,0.3906,0.004418,41.3095,0.9686,0.007878,38.7543,0.9478
600M,chip_106_413_merged.tif,0.4,3,771324346,10,10,0.3906,0.005256,40.5381,0.9612,0.009745,37.5053,0.9286
600M,chip_106_413_merged.tif,0.4,4,390717715,10,10,0.3906,0.004336,42.2949,0.9714,0.007382,40.1648,0.9537
600M,chip_106_413_merged.tif,0.6,0,1368523806,11,14,0.6016,0.008775,37.6106,0.9242,0.011233,36.2574,0.9015
600M,chip_106_413_merged.tif,0.6,1,888578288,11,14,0.6016,0.008656,37.5917,0.9257,0.01134,36.2943,0.9044
600M,chip_106_413_merged.tif,0.6,2,507971657,11,14,0.6016,0.008122,37.7854,0.9318,0.010487,36.5128,0.9116
600M,chip_106_413_merged.tif,0.6,3,28026139,11,14,0.6016,0.008676,37.9883,0.9262,0.011018,36.7445,0.9078
600M,chip_106_413_merged.tif,0.6,4,1794903156,11,14,0.6016,0.007992,37.8776,0.9322,0.011058,36.1405,0.9038
600M,chip_106_413_merged.tif,0.8,0,885931610,13,16,0.8125,0.013947,35.1775,0.8679,0.014675,34.879,0.8633
600M,chip_106_413_merged.tif,0.8,1,405986092,13,16,0.8125,0.013893,35.2766,0.8698,0.014862,34.8845,0.8625
600M,chip_106_413_merged.tif,0.8,2,25379461,13,15,0.7617,0.01273,35.8093,0.8769,0.013675,35.5091,0.8701
600M,chip_106_413_merged.tif,0.8,3,1792256478,13,16,0.8125,0.01393,35.2036,0.8679,0.014892,34.8469,0.8601
600M,chip_106_413_merged.tif,0.8,4,1312310960,13,15,0.7617,0.014022,34.9638,0.8667,0.015493,34.3494,0.8542
600M,chip_185_408_merged.tif,0.2,0,681770333,5,10,0.1953,0.002838,41.9349,0.9842,0.011402,35.3316,0.9323
600M,chip_185_408_merged.tif,0.2,1,301163702,5,10,0.1953,0.001852,46.52,0.9894,0.006618,42.3606,0.9649
600M,chip_185_408_merged.tif,0.2,2,1968701832,5,10,0.1953,0.002512,44.9622,0.9847,0.008306,39.6361,0.9504
600M,chip_185_408_merged.tif,0.2,3,1588095201,5,10,0.1953,0.002435,45.366,0.9849,0.008061,39.9841,0.9506
600M,chip_185_408_merged.tif,0.2,4,1207488570,5,10,0.1953,0.00219,45.5964,0.9862,0.008268,39.58,0.9494
600M,chip_185_408_merged.tif,0.4,0,521155000,10,10,0.3906,0.005045,41.1171,0.9645,0.008874,38.9768,0.9395
600M,chip_185_408_merged.tif,0.4,1,140548369,10,10,0.3906,0.005042,41.4213,0.9667,0.00857,39.4445,0.945
600M,chip_185_408_merged.tif,0.4,2,1808086499,10,10,0.3906,0.004448,42.1253,0.9703,0.008401,39.2476,0.9441
600M,chip_185_408_merged.tif,0.4,3,1427479868,10,10,0.3906,0.004361,42.4465,0.9701,0.007818,40.3709,0.946
600M,chip_185_408_merged.tif,0.4,4,947534350,10,10,0.3906,0.005152,39.6993,0.9673,0.008716,37.2601,0.9464
600M,chip_185_408_merged.tif,0.6,0,1925340441,11,14,0.6016,0.008425,38.247,0.9322,0.010263,37.6078,0.9187
600M,chip_185_408_merged.tif,0.6,1,1544733810,11,14,0.6016,0.009601,36.1213,0.9289,0.013059,34.42,0.905
600M,chip_185_408_merged.tif,0.6,2,1064788292,11,14,0.6016,0.00908,37.3414,0.9353,0.011727,35.9887,0.9177
600M,chip_185_408_merged.tif,0.6,3,684181661,11,14,0.6016,0.007369,39.481,0.9408,0.009653,38.5099,0.923
600M,chip_185_408_merged.tif,0.6,4,204236143,11,14,0.6016,0.008202,36.9204,0.9375,0.010583,35.4435,0.9193
600M,chip_185_408_merged.tif,0.8,0,1442748245,13,15,0.7617,0.014613,34.422,0.8606,0.01583,34.299,0.8472
