chip_idx,backbone,mask_ratio,mae,psnr,ssim,masked_mae,masked_psnr,masked_ssim,time_sec
0,300M,0.1,0.000985,47.1334,0.992705,0.008395,37.8281,0.933251,0.06
0,300M,0.2,0.002138,42.9979,0.985118,0.009525,36.5099,0.928657,0.07
0,300M,0.3,0.00351,39.4772,0.9709,0.010749,34.6165,0.899902,0.07
0,300M,0.4,0.004678,37.9787,0.961358,0.01146,34.0871,0.894145,0.08
0,300M,0.5,0.005041,37.2141,0.953451,0.012507,33.2678,0.865071,0.08
0,300M,0.6,0.008059,34.941,0.925115,0.014103,32.5106,0.848327,0.1
0,300M,0.7,0.010827,33.5027,0.898573,0.015603,31.9155,0.838081,0.11
0,300M,0.8,0.016611,30.2812,0.83273,0.020477,29.3726,0.776704,0.11
0,300M,0.9,0.027119,27.0184,0.750529,0.029205,26.6965,0.717548,0.12
1,300M,0.1,0.000914,45.8704,0.992601,0.009427,35.7354,0.914655,0.07
1,300M,0.2,0.001912,42.5768,0.984233,0.008714,35.9889,0.920438,0.09
1,300M,0.3,0.002819,40.1483,0.976837,0.010834,34.3014,0.903234,0.1
1,300M,0.4,0.004075,38.6682,0.964993,0.010793,34.438,0.898726,0.11
1,300M,0.5,0.005177,37.7498,0.95341,0.010681,34.6045,0.894527,0.13
1,300M,0.6,0.007702,34.6876,0.927874,0.013601,32.2183,0.869419,0.14
1,300M,0.7,0.009553,33.9216,0.909074,0.01347,32.4292,0.863995,0.16
1,300M,0.8,0.013056,32.0291,0.871028,0.016509,31.0098,0.829061,0.17
1,300M,0.9,0.01925,29.3945,0.811871,0.021684,28.8775,0.787498,0.2
2,300M,0.1,0.000517,51.6762,0.996469,0.005955,41.0581,0.95367,0.07
2,300M,0.2,0.001102,48.6326,0.993393,0.005401,41.7307,0.965918,0.09
2,300M,0.3,0.001647,45.6425,0.987329,0.006209,39.88,0.949455,0.1
2,300M,0.4,0.002421,44.1648,0.983958,0.006245,40.0504,0.954297,0.12
2,300M,0.5,0.00422,39.9605,0.963692,0.008108,37.1239,0.922264,0.14
2,300M,0.6,0.004631,39.3512,0.959292,0.008562,36.6817,0.91484,0.14
2,300M,0.7,0.006807,37.1818,0.937076,0.010263,35.3986,0.8953,0.16
2,300M,0.8,0.009306,35.7604,0.907206,0.011767,34.7412,0.874213,0.17
2,300M,0.9,0.015249,32.2494,0.855465,0.016791,31.8311,0.834116,0.19
3,300M,0.1,0.000547,49.4763,0.996398,0.006304,38.8582,0.947156,0.07
3,300M,0.2,0.000962,49.2262,0.995023,0.005548,41.6185,0.969218,0.08
3,300M,0.3,0.001907,45.1399,0.989737,0.006335,39.9258,0.961735,0.1
3,300M,0.4,0.002505,42.1819,0.983398,0.006376,38.1243,0.955344,0.12
3,300M,0.5,0.004637,38.2856,0.965783,0.009369,35.2308,0.921397,0.13
3,300M,0.6,0.00542,38.1941,0.9616,0.008853,36.0634,0.927591,0.15
3,300M,0.7,0.008486,34.8626,0.927121,0.011631,33.4934,0.889933,0.17
3,300M,0.8,0.01292,32.0153,0.888687,0.015729,31.161,0.854166,0.18
3,300M,0.9,0.018583,29.7797,0.836316,0.020348,29.3857,0.810931,0.19
4,300M,0.1,0.00124,44.1118,0.992127,0.01157,34.4114,0.917905,0.07
4,300M,0.2,0.002008,42.7677,0.985874,0.009841,35.8657,0.926861,0.09
4,300M,0.3,0.00376,39.7319,0.972954,0.010999,35.07,0.916535,0.11
4,300M,0.4,0.005259,37.3426,0.959019,0.012271,33.6628,0.890952,0.12
4,300M,0.5,0.006437,36.1149,0.949698,0.01328,32.9696,0.88236,0.13
4,300M,0.6,0.00855,34.5654,0.926445,0.015374,32.0171,0.84555,0.14
4,300M,0.7,0.012624,32.0086,0.885897,0.018329,30.3894,0.818498,0.16
4,300M,0.8,0.018149,30.1244,0.822086,0.022233,29.2431,0.764675,0.18
4,300M,0.9,0.026223,27.5422,0.735474,0.028713,27.1481,0.693403,0.19
5,300M,0.1,0.001157,45.2575,0.989782,0.010802,35.5571,0.894093,0.07
5,300M,0.2,0.001853,43.359,0.984928,0.010091,35.9995,0.914777,0.09
5,300M,0.3,0.003004,40.4251,0.975099,0.011543,34.5782,0.888818,0.1
5,300M,0.4,0.005437,37.0097,0.953133,0.012687,33.3299,0.881359,0.12
5,300M,0.5,0.006561,36.3765,0.939061,0.01299,33.4103,0.864551,0.13
5,300M,0.6,0.007908,34.7948,0.922237,0.014762,32.0842,0.834724,0.14
5,300M,0.7,0.011825,32.5875,0.883402,0.016794,31.0638,0.820844,0.16
5,300M,0.8,0.016225,30.9941,0.835594,0.020127,30.0581,0.778886,0.18
5,300M,0.9,0.023775,28.3489,0.754406,0.026477,27.8815,0.717473,0.19
6,300M,0.1,0.000869,48.2989,0.995053,0.007401,38.9936,0.95655,0.08
6,300M,0.2,0.00151,45.3291,0.991644,0.008223,37.9696,0.952653,0.09
6,300M,0.3,0.003118,40.734,0.979662,0.010186,35.593,0.925591,0.1
6,300M,0.4,0.00429,39.2928,0.96944,0.01013,35.561,0.919869,0.12
6,300M,0.5,0.006113,36.6397,0.952012,0.012611,33.4944,0.886392,0.13
6,300M,0.6,0.007917,35.5016,0.933759,0.01315,33.2978,0.877651,0.15
6,300M,0.7,0.013071,32.0136,0.877978,0.018042,30.6139,0.815548,0.17
6,300M,0.8,0.017269,30.5134,0.834089,0.021154,29.6321,0.782457,0.18
6,300M,0.9,0.025462,28.0305,0.751173,0.028037,27.6121,0.717399,0.19
7,300M,0.1,0.000568,50.506,0.996899,0.005857,40.3709,0.968669,0.07
7,300M,0.2,0.001811,43.9858,0.989287,0.008068,37.4978,0.95272,0.09
7,300M,0.3,0.002452,42.2927,0.982814,0.007879,37.2234,0.937103,0.11
7,300M,0.4,0.003706,39.9426,0.976037,0.008349,36.4153,0.938206,0.12
7,300M,0.5,0.005885,36.4803,0.95751,0.011309,33.6438,0.908053,0.13
7,300M,0.6,0.007232,35.8101,0.944099,0.01125,33.8912,0.901736,0.15
7,300M,0.7,0.008099,34.9949,0.93514,0.0127,33.0415,0.885079,0.15
7,300M,0.8,0.014614,31.1657,0.876159,0.018244,30.2021,0.833731,0.18
7,300M,0.9,0.025291,27.8811,0.792714,0.027849,27.4627,0.76698,0.19
8,300M,0.1,0.000605,50.9274,0.996723,0.005926,41.0151,0.967298,0.07
8,300M,0.2,0.001598,44.437,0.990676,0.008241,37.3123,0.949451,0.09
8,300M,0.3,0.00216,44.0338,0.986963,0.007174,38.8198,0.954974,0.1
8,300M,0.4,0.00386,40.274,0.974285,0.008314,36.9419,0.937289,0.13
8,300M,0.5,0.004632,38.7836,0.965538,0.009867,35.499,0.920655,0.13
8,300M,0.6,0.00679,36.1696,0.94606,0.011572,33.8541,0.896321,0.14
8,300M,0.7,0.010999,33.1801,0.90283,0.014868,31.8712,0.855607,0.17
8,300M,0.8,0.014638,31.9097,0.870569,0.01771,31.0823,0.831156,0.18
8,300M,0.9,0.024219,28.1834,0.782861,0.027599,27.6161,0.738698,0.19
9,300M,0.1,0.001764,41.2008,0.987641,0.018201,31.0657,0.836933,0.07
9,300M,0.2,0.00266,40.4715,0.981325,0.014896,32.9897,0.873581,0.09
9,300M,0.3,0.004586,37.3099,0.964595,0.016645,31.7113,0.844183,0.1
9,300M,0.4,0.007824,34.6754,0.937203,0.018255,30.9956,0.836806,0.12
9,300M,0.5,0.008991,33.7671,0.926558,0.019364,30.4349,0.822638,0.13
9,300M,0.6,0.01551,30.6505,0.875277,0.024715,28.627,0.775536,0.15
9,300M,0.7,0.018737,29.3348,0.831117,0.027407,27.6833,0.726944,0.16
9,300M,0.8,0.026858,27.446,0.754578,0.033108,26.5374,0.677919,0.18
9,300M,0.9,0.035448,25.6147,0.645729,0.039476,25.1473,0.593492,0.19
10,300M,0.1,0.001038,46.6085,0.99281,0.009243,37.1101,0.928394,0.08
10,300M,0.2,0.001998,42.6862,0.986163,0.009788,35.7843,0.929602,0.09
10,300M,0.3,0.002115,43.3981,0.98602,0.009012,37.1032,0.933571,0.1
10,300M,0.4,0.004424,38.9341,0.96372,0.010976,34.9879,0.902605,0.12
10,300M,0.5,0.005786,37.4478,0.954723,0.011691,34.393,0.902102,0.13
10,300M,0.6,0.008058,35.6199,0.935366,0.013384,33.4162,0.885916,0.15
10,300M,0.7,0.011135,33.2305,0.905924,0.015814,31.7068,0.853346,0.16
10,300M,0.8,0.016618,30.6432,0.841947,0.020615,29.7072,0.799086,0.18
10,300M,0.9,0.021719,29.299,0.795713,0.024606,28.7569,0.766551,0.19
11,300M,0.1,0.000716,50.2059,0.996369,0.006381,40.7076,0.965525,0.07
11,300M,0.2,0.00136,47.2425,0.991735,0.006346,40.5525,0.959739,0.09
11,300M,0.3,0.002637,42.2473,0.98432,0.008204,37.3182,0.945564,0.11
11,300M,0.4,0.00314,41.1073,0.979498,0.008548,36.7581,0.939344,0.11
11,300M,0.5,0.00513,38.6073,0.961708,0.009669,35.855,0.918726,0.14
11,300M,0.6,0.007055,35.7744,0.940681,0.012025,33.4588,0.882352,0.14
11,300M,0.7,0.009653,34.0017,0.918023,0.014333,32.2849,0.862862,0.16
11,300M,0.8,0.01483,31.3653,0.864435,0.018632,30.374,0.814293,0.18
11,300M,0.9,0.024325,28.0005,0.775805,0.026487,27.6307,0.751109,0.19
12,300M,0.1,0.000836,47.6131,0.994731,0.009633,36.9951,0.942479,0.07
12,300M,0.2,0.001909,42.8602,0.986357,0.010394,35.5006,0.914778,0.09
12,300M,0.3,0.002904,41.4378,0.980631,0.010165,35.9972,0.92634,0.1
12,300M,0.4,0.004646,38.6916,0.965457,0.011382,34.8,0.907733,0.12
12,300M,0.5,0.007096,35.6936,0.942238,0.01377,32.8143,0.877266,0.13
12,300M,0.6,0.010016,33.7993,0.915203,0.015706,31.8459,0.853985,0.15
12,300M,0.7,0.013556,31.7073,0.878897,0.018978,30.246,0.81445,0.16
12,300M,0.8,0.017588,30.2628,0.823915,0.022531,29.1872,0.757009,0.17
12,300M,0.9,0.027659,27.3627,0.727787,0.030286,26.9687,0.692611,0.19
13,300M,0.1,0.000649,48.1333,0.995524,0.007955,37.2519,0.942348,0.07
13,300M,0.2,0.001393,45.2214,0.989765,0.007803,37.7395,0.941198,0.09
13,300M,0.3,0.003227,40.1529,0.974361,0.00973,35.3595,0.91676,0.11
13,300M,0.4,0.003103,40.3662,0.973999,0.008943,35.7687,0.917838,0.11
13,300M,0.5,0.005413,36.8398,0.952005,0.011051,33.7399,0.892565,0.13
13,300M,0.6,0.007412,35.0274,0.930997,0.012312,32.8237,0.878977,0.15
13,300M,0.7,0.00908,33.7519,0.914526,0.013482,32.0351,0.864959,0.16
13,300M,0.8,0.015215,30.1174,0.854054,0.018295,29.3167,0.815986,0.18
13,300M,0.9,0.020748,28.3693,0.796712,0.022846,27.9509,0.7658,0.19
14,300M,0.1,0.000926,47.059,0.99393,0.008638,37.3586,0.942216,0.07
14,300M,0.2,0.001746,45.1097,0.990009,0.007604,38.7192,0.955659,0.09
14,300M,0.3,0.002595,42.2258,0.983922,0.009418,36.6271,0.934913,0.1
14,300M,0.4,0.00424,39.2092,0.972702,0.009664,35.6317,0.933027,0.12
14,300M,0.5,0.004978,38.115,0.965523,0.010381,34.9237,0.921903,0.13
14,300M,0.6,0.009102,33.5132,0.938324,0.014271,31.5597,0.89696,0.15
14,300M,0.7,0.011265,32.7671,0.92093,0.016355,31.1479,0.882056,0.16
14,300M,0.8,0.017256,30.0272,0.878536,0.02182,29.008,0.843034,0.17
14,300M,0.9,0.026625,26.8037,0.808975,0.028991,26.4339,0.791911,0.19
15,300M,0.1,0.001126,44.7913,0.991844,0.009597,35.486,0.923289,0.08
15,300M,0.2,0.002845,40.5147,0.97882,0.011379,34.4941,0.908133,0.1
15,300M,0.3,0.003465,38.8843,0.972646,0.011512,33.6703,0.899475,0.1
15,300M,0.4,0.004546,38.2639,0.961693,0.011572,34.2063,0.892296,0.12
15,300M,0.5,0.007902,34.9636,0.93453,0.013351,32.6856,0.87907,0.15
15,300M,0.6,0.009099,33.4002,0.921261,0.015374,31.1223,0.854279,0.14
15,300M,0.7,0.011929,32.2882,0.895352,0.016943,30.7644,0.839001,0.16
15,300M,0.8,0.016201,30.4349,0.848525,0.020619,29.3876,0.793972,0.17
15,300M,0.9,0.025878,27.3878,0.761526,0.028335,26.9938,0.728545,0.19
16,300M,0.1,0.000246,55.3197,0.998555,0.006017,41.4281,0.96404,0.06
16,300M,0.2,0.001175,47.3441,0.99204,0.00743,39.3352,0.949066,0.08
16,300M,0.3,0.002493,43.4954,0.982587,0.007517,38.702,0.942562,0.11
16,300M,0.4,0.003849,40.6061,0.968832,0.008773,37.0285,0.921839,0.12
16,300M,0.5,0.004801,39.3445,0.963528,0.009135,36.5503,0.920334,0.13
16,300M,0.6,0.007476,35.7909,0.936197,0.011538,33.9063,0.890309,0.15
16,300M,0.7,0.009276,34.7748,0.915164,0.012986,33.3136,0.870833,0.16
16,300M,0.8,0.014276,31.5274,0.868788,0.01738,30.6731,0.824874,0.18
16,300M,0.9,0.020621,30.0075,0.807267,0.022834,29.5646,0.77864,0.19
17,300M,0.1,0.00045,54.6629,0.998017,0.003839,45.3576,0.982861,0.08
17,300M,0.2,0.000907,50.1752,0.995048,0.004134,43.5874,0.9774,0.09
17,300M,0.3,0.001084,49.2344,0.994834,0.004337,43.2138,0.976675,0.1
17,300M,0.4,0.002128,46.473,0.988893,0.004849,42.8954,0.972919,0.12
17,300M,0.5,0.002424,45.1605,0.986347,0.004898,42.1057,0.970139,0.13
17,300M,0.6,0.003521,42.2328,0.97857,0.006273,39.7242,0.957419,0.14
17,300M,0.7,0.005091,39.7011,0.965809,0.00756,37.9843,0.945524,0.16
17,300M,0.8,0.007194,37.4241,0.950787,0.009156,36.3767,0.931207,0.17
17,300M,0.9,0.012111,34.5329,0.921134,0.012971,34.2348,0.913859,0.2
18,300M,0.1,0.000781,46.8161,0.995081,0.01094,35.3548,0.921421,0.07
18,300M,0.2,0.002238,41.1742,0.983421,0.011855,33.9336,0.894556,0.09
18,300M,0.3,0.004023,38.319,0.968893,0.012927,33.2497,0.886496,0.11
18,300M,0.4,0.005881,36.7609,0.951416,0.013562,33.1325,0.874662,0.12
18,300M,0.5,0.007779,34.0716,0.93474,0.016393,30.8339,0.851506,0.13
18,300M,0.6,0.011447,32.6975,0.897092,0.017667,30.813,0.830755,0.15
18,300M,0.7,0.014199,30.9801,0.863758,0.021083,29.2633,0.784255,0.16
18,300M,0.8,0.019512,28.9823,0.810837,0.024359,28.0187,0.751655,0.18
18,300M,0.9,0.031459,26.3382,0.698293,0.035437,25.8211,0.650454,0.19
19,300M,0.1,0.001866,41.6925,0.985303,0.015235,32.5721,0.86319,0.08
19,300M,0.2,0.003087,38.9236,0.972801,0.016351,31.683,0.831937,0.09
19,300M,0.3,0.004795,37.4388,0.959868,0.015928,32.2247,0.851473,0.1
19,300M,0.4,0.007209,34.8042,0.93724,0.017885,30.8579,0.826109,0.12
19,300M,0.5,0.009775,32.968,0.908906,0.021054,29.6359,0.783204,0.13
19,300M,0.6,0.012742,31.876,0.876713,0.021529,29.5981,0.771309,0.14
19,300M,0.7,0.017706,29.8358,0.824476,0.024613,28.4054,0.733593,0.16
19,300M,0.8,0.023353,28.0884,0.757194,0.028254,27.261,0.690852,0.18
19,300M,0.9,0.03007,26.4962,0.679731,0.033872,25.9791,0.626924,0.19
20,300M,0.1,0.000622,48.7738,0.99552,0.007619,37.8924,0.943436,0.07
20,300M,0.2,0.001284,46.3622,0.992211,0.006991,39.0026,0.955192,0.09
20,300M,0.3,0.002416,42.5419,0.98246,0.008163,37.2536,0.936419,0.1
20,300M,0.4,0.004707,37.6241,0.957247,0.011116,33.8923,0.887701,0.12
20,300M,0.5,0.005083,37.4044,0.957067,0.010714,34.1667,0.896679,0.13
20,300M,0.6,0.007579,35.2603,0.92861,0.012483,33.0932,0.868257,0.15
20,300M,0.7,0.009939,33.6164,0.896955,0.014537,31.9649,0.83645,0.16
20,300M,0.8,0.013938,31.4055,0.85105,0.017074,30.5241,0.805503,0.18
20,300M,0.9,0.019573,29.375,0.770752,0.021553,28.9566,0.73959,0.19
21,300M,0.1,0.001035,44.8744,0.993285,0.010147,34.9621,0.918751,0.07
21,300M,0.2,0.002025,42.8313,0.984857,0.009229,36.2434,0.918684,0.09
21,300M,0.3,0.003035,40.3804,0.974261,0.010435,35.0166,0.900888,0.1
21,300M,0.4,0.004249,38.621,0.964873,0.010957,34.5065,0.898948,0.11
21,300M,0.5,0.005529,37.5749,0.951288,0.010947,34.6087,0.893172,0.13
21,300M,0.6,0.007144,36.0651,0.935262,0.012283,33.7116,0.875315,0.14
21,300M,0.7,0.010119,34.1604,0.904026,0.013585,32.8813,0.862187,0.17
21,300M,0.8,0.013379,32.2221,0.868028,0.016087,31.4214,0.830651,0.18
21,300M,0.9,0.017075,30.6308,0.821428,0.019571,30.0382,0.786916,0.19
22,300M,0.1,0.000796,47.5508,0.994449,0.008668,37.181,0.930707,0.07
22,300M,0.2,0.001785,44.1944,0.987126,0.009458,36.9539,0.927226,0.09
22,300M,0.3,0.002842,41.3438,0.981521,0.010314,35.7451,0.924197,0.1
22,300M,0.4,0.004133,39.832,0.972059,0.010801,35.6601,0.916426,0.12
22,300M,0.5,0.005718,38.0746,0.959081,0.01132,35.1084,0.913022,0.13
22,300M,0.6,0.010088,33.275,0.926036,0.016076,31.2515,0.871694,0.15
22,300M,0.7,0.010801,33.7501,0.914931,0.015341,32.2263,0.874555,0.16
22,300M,0.8,0.015475,31.7235,0.888503,0.019076,30.8149,0.856052,0.18
22,300M,0.9,0.022042,28.4026,0.830757,0.024829,27.8855,0.805431,0.19
23,300M,0.1,0.000962,46.9081,0.992889,0.008983,37.2077,0.926447,0.07
23,300M,0.2,0.001773,43.9115,0.987072,0.008912,36.8996,0.928941,0.09
23,300M,0.3,0.003365,40.0914,0.974417,0.010146,35.298,0.9124,0.11
23,300M,0.4,0.003661,39.458,0.96949,0.0104,34.9239,0.90149,0.11
23,300M,0.5,0.005084,38.7967,0.959754,0.010272,35.7418,0.910424,0.13
23,300M,0.6,0.008346,35.5528,0.926239,0.012779,33.7023,0.877292,0.15
23,300M,0.7,0.009831,34.3673,0.906302,0.014168,32.7801,0.851057,0.16
23,300M,0.8,0.014914,31.479,0.851121,0.018269,30.5977,0.802612,0.18
23,300M,0.9,0.021522,29.2539,0.788556,0.023435,28.8841,0.760847,0.19
24,300M,0.1,0.000529,50.4144,0.996808,0.006102,39.7964,0.960194,0.07
24,300M,0.2,0.001662,45.0357,0.989853,0.00708,38.7407,0.956674,0.09
24,300M,0.3,0.002061,44.5553,0.987854,0.006848,39.3412,0.955003,0.1
24,300M,0.4,0.003955,39.9697,0.974878,0.009228,36.2899,0.935961,0.12
24,300M,0.5,0.004314,39.5888,0.974165,0.00919,36.3041,0.941657,0.13
24,300M,0.6,0.005505,38.6443,0.964566,0.009465,36.2908,0.934349,0.14
24,300M,0.7,0.007921,35.8443,0.949976,0.011415,34.2572,0.92455,0.16
24,300M,0.8,0.015001,31.1472,0.908188,0.018492,30.2387,0.887588,0.18
24,300M,0.9,0.02399,28.1873,0.847561,0.025978,27.8415,0.833032,0.2
25,300M,0.1,0.000694,48.8525,0.99521,0.006803,38.9403,0.947755,0.07
25,300M,0.2,0.001343,46.6231,0.990876,0.006123,40.0352,0.957258,0.09
25,300M,0.3,0.002255,42.9785,0.9825,0.007367,37.8374,0.937455,0.11
25,300M,0.4,0.003209,41.2739,0.973007,0.008169,37.2162,0.924055,0.12
25,300M,0.5,0.004143,39.2176,0.964049,0.009227,35.7398,0.909906,0.12
25,300M,0.6,0.006626,36.625,0.941004,0.010822,34.4942,0.894176,0.15
25,300M,0.7,0.009064,35.0702,0.916778,0.012085,33.8208,0.882605,0.17
25,300M,0.8,0.011279,33.805,0.898919,0.013992,32.8691,0.86897,0.18
25,300M,0.9,0.01757,31.282,0.847249,0.019026,30.9363,0.832604,0.2
26,300M,0.1,0.000825,47.7567,0.995184,0.008978,37.3869,0.938713,0.07
26,300M,0.2,0.001501,44.0983,0.9911,0.008653,36.4906,0.943788,0.08
26,300M,0.3,0.002676,40.7412,0.982135,0.01049,34.8084,0.922113,0.1
26,300M,0.4,0.004468,38.3631,0.970064,0.010425,34.6833,0.91869,0.12
26,300M,0.5,0.006313,35.9584,0.95226,0.012757,32.9036,0.891001,0.13
26,300M,0.6,0.008751,33.8097,0.924004,0.014916,31.4942,0.848008,0.14
26,300M,0.7,0.014027,30.4885,0.872413,0.019638,29.0272,0.798565,0.16
26,300M,0.8,0.020003,28.6655,0.805123,0.023618,27.944,0.747973,0.18
26,300M,0.9,0.028252,26.5894,0.704926,0.031643,26.0972,0.655423,0.19
27,300M,0.1,0.000976,46.9537,0.994591,0.007968,37.8333,0.951489,0.08
27,300M,0.2,0.001583,45.5825,0.991638,0.007756,38.6805,0.958894,0.09
27,300M,0.3,0.002089,43.7759,0.987123,0.008528,37.6658,0.944495,0.1
27,300M,0.4,0.004041,40.0562,0.975361,0.010287,35.9985,0.92844,0.12
27,300M,0.5,0.006614,36.1102,0.960298,0.012835,33.2308,0.919731,0.13
27,300M,0.6,0.009073,34.1645,0.936833,0.016315,31.6162,0.868347,0.14
27,300M,0.7,0.011482,33.297,0.914735,0.015414,32.0179,0.878252,0.17
27,300M,0.8,0.019121,29.2058,0.844956,0.023134,28.3784,0.800402,0.18
27,300M,0.9,0.031701,26.0793,0.744392,0.034328,25.7335,0.712721,0.19
28,300M,0.1,0.000868,46.3111,0.995509,0.010004,35.693,0.943888,0.07
28,300M,0.2,0.001955,41.9482,0.988608,0.010948,34.4663,0.924464,0.09
28,300M,0.3,0.002929,39.8242,0.982916,0.010833,34.1444,0.923745,0.1
28,300M,0.4,0.0058,35.8346,0.959077,0.014211,31.943,0.883002,0.12
28,300M,0.5,0.008548,33.7949,0.938343,0.01611,31.0427,0.866918,0.14
28,300M,0.6,0.010906,32.0179,0.914957,0.017522,29.9589,0.843554,0.15
28,300M,0.7,0.016763,28.7845,0.860019,0.02547,26.9679,0.757635,0.16
28,300M,0.8,0.022897,27.307,0.802167,0.028768,26.3157,0.727707,0.17
28,300M,0.9,0.035688,24.3323,0.679126,0.039077,23.9383,0.630492,0.19
29,300M,0.1,0.000768,47.7615,0.995247,0.007527,37.8493,0.952599,0.07
29,300M,0.2,0.001928,42.9359,0.987366,0.00879,36.3481,0.934741,0.09
29,300M,0.3,0.00253,42.7901,0.982914,0.00813,37.7209,0.937061,0.11
29,300M,0.4,0.003878,39.266,0.969632,0.009872,35.2083,0.912688,0.12
29,300M,0.5,0.005209,37.4618,0.960727,0.011098,34.1771,0.906382,0.13
29,300M,0.6,0.008279,33.9568,0.931257,0.013989,31.6788,0.865598,0.15
29,300M,0.7,0.00935,33.9215,0.917784,0.013575,32.3023,0.863861,0.16
29,300M,0.8,0.014219,30.8207,0.86275,0.018959,29.5713,0.797008,0.17
29,300M,0.9,0.019134,29.2652,0.817848,0.020835,28.8954,0.785674,0.2
30,300M,0.1,0.00091,46.7758,0.995311,0.010493,36.1578,0.93963,0.07
30,300M,0.2,0.001717,43.8895,0.989461,0.009898,36.2818,0.934527,0.08
30,300M,0.3,0.003678,38.958,0.974609,0.012016,33.817,0.906861,0.1
30,300M,0.4,0.004811,37.6337,0.965925,0.013866,33.0362,0.884981,0.12
30,300M,0.5,0.007517,35.4426,0.941801,0.014304,32.6484,0.876997,0.14
30,300M,0.6,0.009982,33.7247,0.924964,0.015907,31.7012,0.864433,0.15
30,300M,0.7,0.014664,31.3087,0.877657,0.020384,29.8783,0.811048,0.16
30,300M,0.8,0.022198,28.3564,0.806297,0.029005,27.1947,0.725233,0.17
30,300M,0.9,0.03144,26.5038,0.712793,0.036249,25.8857,0.653778,0.19
31,300M,0.1,0.000996,47.1524,0.993688,0.008874,37.654,0.941079,0.07
31,300M,0.2,0.002061,43.8362,0.986096,0.00918,37.3481,0.93283,0.09
31,300M,0.3,0.002597,40.7993,0.981386,0.008777,35.511,0.936195,0.1
31,300M,0.4,0.004582,38.279,0.959441,0.011086,34.4413,0.891267,0.12
31,300M,0.5,0.005632,36.9836,0.94983,0.011498,33.8837,0.883455,0.13
31,300M,0.6,0.008419,34.948,0.923445,0.012892,33.0975,0.871337,0.16
31,300M,0.7,0.010225,33.646,0.901956,0.014956,31.9945,0.845035,0.16
31,300M,0.8,0.013249,32.8251,0.860697,0.016435,31.8891,0.809486,0.18
31,300M,0.9,0.020916,29.5151,0.772198,0.023974,28.9225,0.727277,0.19
32,300M,0.1,0.000701,47.9917,0.995027,0.008084,37.3737,0.938739,0.07
32,300M,0.2,0.00183,42.8262,0.984756,0.009199,35.8143,0.911764,0.09
32,300M,0.3,0.002885,40.3877,0.976368,0.009425,35.2467,0.914272,0.11
32,300M,0.4,0.00395,38.7631,0.967934,0.009679,34.8715,0.912824,0.12
32,300M,0.5,0.005195,37.5724,0.956646,0.010389,34.5621,0.904472,0.13
32,300M,0.6,0.007223,35.676,0.937674,0.011604,33.617,0.892017,0.15
32,300M,0.7,0.009547,33.7563,0.913851,0.013463,32.2639,0.8671,0.16
32,300M,0.8,0.012297,31.8307,0.881475,0.01545,30.8394,0.841253,0.17
32,300M,0.9,0.016836,29.6969,0.83528,0.018965,29.1798,0.80861,0.19
33,300M,0.1,0.001138,44.4594,0.992467,0.013119,33.8413,0.894224,0.07
33,300M,0.2,0.003132,39.6184,0.975887,0.01395,33.1303,0.875482,0.09
33,300M,0.3,0.004486,37.9612,0.968398,0.014415,32.892,0.88099,0.1
33,300M,0.4,0.006187,36.5621,0.954764,0.014788,32.7777,0.874698,0.12
33,300M,0.5,0.008721,33.8661,0.929904,0.018992,30.486,0.828646,0.13
33,300M,0.6,0.013779,31.1693,0.877553,0.022506,29.0386,0.783788,0.15
33,300M,0.7,0.016386,29.9221,0.851582,0.025288,28.0376,0.744728,0.15
33,300M,0.8,0.024944,27.8707,0.773949,0.03018,27.0433,0.706811,0.18
33,300M,0.9,0.037452,25.1333,0.65958,0.040781,24.7634,0.619735,0.2
34,300M,0.1,0.001141,46.0691,0.993543,0.009319,36.9487,0.946447,0.08
34,300M,0.2,0.00229,40.755,0.986244,0.01213,33.5144,0.920837,0.09
34,300M,0.3,0.002738,41.013,0.982686,0.010951,34.9924,0.925972,0.1
34,300M,0.4,0.00535,37.1584,0.962734,0.012193,33.5808,0.904468,0.12
34,300M,0.5,0.007221,34.7323,0.944521,0.014742,31.6325,0.871522,0.13
34,300M,0.6,0.011043,31.7617,0.913842,0.017455,29.7733,0.850038,0.15
34,300M,0.7,0.013885,30.6003,0.876652,0.019301,29.17,0.811609,0.16
34,300M,0.8,0.018421,28.7639,0.826385,0.023145,27.7726,0.761331,0.18
34,300M,0.9,0.02969,26.0085,0.727118,0.032693,25.5901,0.679458,0.19
35,300M,0.1,0.000865,47.2312,0.995218,0.007705,37.7329,0.952393,0.08
35,300M,0.2,0.001828,42.5496,0.985694,0.009184,35.5377,0.916022,0.09
35,300M,0.3,0.002165,42.8844,0.986044,0.00786,37.2858,0.943197,0.1
35,300M,0.4,0.003068,40.9936,0.979295,0.007913,36.8791,0.941618,0.12
35,300M,0.5,0.004742,38.3468,0.963007,0.009582,35.292,0.914218,0.13
35,300M,0.6,0.007064,35.0583,0.938766,0.012252,32.6665,0.877177,0.14
35,300M,0.7,0.009666,33.5595,0.903007,0.015036,31.6407,0.829012,0.15
35,300M,0.8,0.014074,31.839,0.853472,0.017241,30.9576,0.802986,0.18
35,300M,0.9,0.021211,28.9931,0.768708,0.022843,28.6713,0.735494,0.2
36,300M,0.1,0.000645,50.3952,0.997111,0.006325,40.4829,0.970809,0.07
