chip_idx,backbone,mask_ratio,mae,psnr,ssim,masked_mae,masked_psnr,masked_ssim,time_sec
24,600M,0.7,0.007409,36.6053,0.954468,0.010253,35.1946,0.954521,0.22
24,600M,0.8,0.010911,34.059,0.926245,0.013626,33.0941,0.924954,0.22
24,600M,0.9,0.022758,28.5625,0.857089,0.025005,28.1537,0.8578,0.21
25,600M,0.1,0.000662,48.9784,0.995951,0.006051,39.3676,0.987726,0.15
25,600M,0.2,0.001304,46.5727,0.992583,0.005856,40.0491,0.988249,0.19
25,600M,0.3,0.002377,42.9037,0.984176,0.006836,38.3152,0.981066,0.21
25,600M,0.4,0.003066,41.4548,0.977378,0.007201,37.7466,0.974946,0.21
25,600M,0.5,0.003712,40.9824,0.9716,0.007918,37.6918,0.967054,0.22
25,600M,0.6,0.004964,38.8576,0.95882,0.008528,36.507,0.956623,0.22
25,600M,0.7,0.008227,35.9747,0.93387,0.010636,34.8589,0.933134,0.22
25,600M,0.8,0.010281,34.4174,0.905814,0.013292,33.3016,0.90439,0.22
25,600M,0.9,0.014714,32.5676,0.861974,0.016098,32.1774,0.860699,0.22
26,600M,0.1,0.000717,48.9853,0.996437,0.007979,38.5202,0.987655,0.14
26,600M,0.2,0.001741,44.5014,0.991011,0.008102,37.8227,0.983947,0.18
26,600M,0.3,0.002686,41.4722,0.983813,0.009167,36.1404,0.979582,0.21
26,600M,0.4,0.004609,37.8241,0.969498,0.010536,34.2339,0.963891,0.21
26,600M,0.5,0.006017,36.2643,0.956278,0.012524,33.081,0.952477,0.22
26,600M,0.6,0.007828,35.4196,0.936233,0.012446,33.4055,0.932125,0.23
26,600M,0.7,0.012079,31.7962,0.887155,0.017373,30.218,0.889582,0.22
26,600M,0.8,0.016707,29.9473,0.836205,0.021279,28.8968,0.837659,0.22
26,600M,0.9,0.026325,27.2341,0.729635,0.029301,26.769,0.72889,0.22
27,600M,0.1,0.00078,47.5922,0.995364,0.00999,36.5201,0.98148,0.14
27,600M,0.2,0.001555,44.4884,0.991757,0.00847,37.127,0.985065,0.18
27,600M,0.3,0.002466,42.0679,0.986417,0.00853,36.6778,0.977663,0.19
27,600M,0.4,0.003067,41.5553,0.983191,0.008442,37.1577,0.979509,0.2
27,600M,0.5,0.004505,39.4949,0.973037,0.00961,36.2043,0.96895,0.22
27,600M,0.6,0.007813,34.9136,0.942898,0.013514,32.5338,0.933435,0.22
27,600M,0.7,0.011194,32.1323,0.916164,0.016282,30.505,0.91484,0.22
27,600M,0.8,0.01553,30.8457,0.882353,0.019489,29.8596,0.885455,0.22
27,600M,0.9,0.026407,27.5542,0.77144,0.030315,26.9548,0.765352,0.21
28,600M,0.1,0.001267,43.1692,0.992768,0.012017,33.4004,0.978156,0.15
28,600M,0.2,0.001915,42.5775,0.990819,0.011141,34.9296,0.982863,0.17
28,600M,0.3,0.00339,39.2454,0.979732,0.012224,33.6756,0.972171,0.2
28,600M,0.4,0.004907,37.0074,0.968913,0.012688,32.8814,0.963388,0.21
28,600M,0.5,0.007917,34.3647,0.947419,0.014687,31.6811,0.942403,0.22
28,600M,0.6,0.0104,32.2475,0.920327,0.01775,29.9261,0.913718,0.22
28,600M,0.7,0.015185,29.7168,0.879582,0.021717,28.1629,0.877759,0.22
28,600M,0.8,0.020054,28.2123,0.824855,0.025669,27.1402,0.825894,0.22
28,600M,0.9,0.034414,24.5224,0.697808,0.03749,24.1507,0.69811,0.21
29,600M,0.1,0.000738,48.8768,0.99593,0.007266,38.9441,0.988739,0.14
29,600M,0.2,0.001831,43.6966,0.988406,0.008522,37.0178,0.982184,0.18
29,600M,0.3,0.00229,42.6122,0.985261,0.008142,37.1031,0.979579,0.2
29,600M,0.4,0.003737,39.7191,0.973485,0.008467,36.1675,0.972972,0.22
29,600M,0.5,0.005332,37.6862,0.961399,0.010187,34.8749,0.957306,0.22
29,600M,0.6,0.006329,36.5576,0.953214,0.010254,34.4618,0.951512,0.22
29,600M,0.7,0.008931,34.4461,0.924695,0.012226,33.0821,0.922983,0.22
29,600M,0.8,0.013585,30.836,0.877016,0.017389,29.7639,0.873488,0.22
29,600M,0.9,0.019557,28.9752,0.813071,0.021767,28.51,0.809594,0.21
30,600M,0.1,0.000975,47.6483,0.994779,0.008611,38.1899,0.986796,0.15
30,600M,0.2,0.002027,43.3355,0.988323,0.009265,36.735,0.980469,0.18
30,600M,0.3,0.003195,40.1675,0.979318,0.011204,34.7184,0.971861,0.2
30,600M,0.4,0.00432,38.9765,0.970715,0.011766,34.6254,0.962334,0.19
30,600M,0.5,0.006448,36.2854,0.94929,0.013312,33.1372,0.948515,0.22
30,600M,0.6,0.009699,33.87,0.922766,0.015916,31.7189,0.92318,0.22
30,600M,0.7,0.011998,32.5638,0.897916,0.017652,30.8869,0.900604,0.22
30,600M,0.8,0.018731,29.5834,0.832601,0.023976,28.5113,0.834495,0.22
30,600M,0.9,0.031438,26.1547,0.709431,0.035769,25.5941,0.714396,0.21
31,600M,0.1,0.000643,50.392,0.996342,0.007478,39.7339,0.987873,0.14
31,600M,0.2,0.002031,44.2942,0.987398,0.007761,38.4725,0.981652,0.19
31,600M,0.3,0.0021,43.8724,0.986452,0.008024,38.0507,0.980753,0.2
31,600M,0.4,0.003941,40.024,0.97183,0.009171,36.3555,0.967146,0.21
31,600M,0.5,0.005187,38.1984,0.956862,0.010539,35.1197,0.955263,0.22
31,600M,0.6,0.007133,35.742,0.933901,0.012174,33.4205,0.934782,0.22
31,600M,0.7,0.008998,34.9604,0.910437,0.013392,33.2333,0.910488,0.22
31,600M,0.8,0.013151,32.8125,0.862636,0.016108,31.9316,0.862181,0.22
31,600M,0.9,0.019879,29.9168,0.781857,0.022419,29.3947,0.77806,0.22
32,600M,0.1,0.000677,48.0607,0.994955,0.007226,37.7804,0.985698,0.15
32,600M,0.2,0.00145,44.6783,0.989664,0.007576,37.4979,0.98358,0.18
32,600M,0.3,0.002288,42.4356,0.98319,0.007914,37.0456,0.979467,0.21
32,600M,0.4,0.003257,40.485,0.97644,0.008174,36.4886,0.972036,0.21
32,600M,0.5,0.004542,38.5309,0.963782,0.009155,35.4865,0.962365,0.22
32,600M,0.6,0.006224,36.4642,0.945594,0.01028,34.2851,0.942592,0.22
32,600M,0.7,0.007946,35.0155,0.922577,0.011896,33.2631,0.921631,0.22
32,600M,0.8,0.011645,32.2477,0.88318,0.014614,31.2616,0.882839,0.22
32,600M,0.9,0.016219,30.1741,0.840741,0.018053,29.709,0.839665,0.21
33,600M,0.1,0.001327,43.0858,0.990605,0.015436,32.4276,0.969772,0.15
33,600M,0.2,0.002481,41.2953,0.982482,0.012453,34.2886,0.969504,0.17
33,600M,0.3,0.003985,38.8641,0.9743,0.012595,33.8666,0.967644,0.21
33,600M,0.4,0.005463,36.5642,0.957675,0.014418,32.3495,0.95102,0.21
33,600M,0.5,0.008682,34.1649,0.929771,0.017098,31.2219,0.926035,0.22
33,600M,0.6,0.011736,32.1783,0.899852,0.019383,29.9992,0.897296,0.23
33,600M,0.7,0.014254,30.9951,0.873065,0.02185,29.1399,0.868413,0.22
33,600M,0.8,0.023582,27.952,0.784744,0.028476,27.1329,0.784565,0.22
33,600M,0.9,0.033706,25.7357,0.688647,0.03835,25.1751,0.69168,0.22
34,600M,0.1,0.000872,47.6519,0.996209,0.008263,37.8832,0.988624,0.15
34,600M,0.2,0.00202,42.8731,0.988217,0.009404,36.1944,0.982018,0.19
34,600M,0.3,0.003098,40.412,0.979652,0.0103,35.1945,0.974247,0.2
34,600M,0.4,0.004123,39.0769,0.974659,0.009958,35.2476,0.972145,0.21
34,600M,0.5,0.00669,33.542,0.953851,0.013073,30.6323,0.950111,0.22
34,600M,0.6,0.00836,34.3668,0.937511,0.014174,32.0741,0.938304,0.22
34,600M,0.7,0.012797,31.1205,0.895758,0.017519,29.7565,0.897665,0.22
34,600M,0.8,0.016438,29.5398,0.84614,0.021253,28.4241,0.842225,0.22
34,600M,0.9,0.027312,26.7278,0.748333,0.030138,26.3003,0.743042,0.21
35,600M,0.1,0.000618,50.2376,0.996755,0.005654,40.6268,0.988895,0.14
35,600M,0.2,0.001451,45.9224,0.992524,0.006189,39.6215,0.988037,0.18
35,600M,0.3,0.001904,43.9678,0.987486,0.00677,38.4588,0.983891,0.2
35,600M,0.4,0.003058,41.6003,0.979993,0.007527,37.6883,0.976557,0.21
35,600M,0.5,0.00477,38.1469,0.960768,0.009322,35.2372,0.959065,0.22
35,600M,0.6,0.006228,36.1229,0.943232,0.011228,33.5634,0.938982,0.22
35,600M,0.7,0.009685,33.2472,0.907087,0.014415,31.5201,0.905255,0.22
35,600M,0.8,0.013295,31.8259,0.857656,0.016849,30.797,0.859575,0.22
35,600M,0.9,0.020727,29.0761,0.777861,0.022676,28.6859,0.77588,0.21
