chip_idx,backbone,mask_ratio,mae,psnr,ssim,masked_mae,masked_psnr,masked_ssim,time_sec
0,100M,0.1,0.001034,46.8152,0.9921,0.008809,37.5099,0.928693,0.06
0,100M,0.2,0.002257,42.5808,0.983639,0.010055,36.0927,0.919873,0.08
0,100M,0.3,0.003695,39.0457,0.968677,0.011315,34.185,0.893404,0.1
0,100M,0.4,0.004831,37.7591,0.959147,0.011836,33.8675,0.889133,0.11
0,100M,0.5,0.005288,36.8396,0.951033,0.013119,32.8933,0.859881,0.11
0,100M,0.6,0.008434,34.5584,0.920415,0.014759,32.128,0.840547,0.14
0,100M,0.7,0.011204,33.19,0.893516,0.016147,31.6029,0.830218,0.16
0,100M,0.8,0.01698,30.2397,0.828999,0.020931,29.3311,0.774376,0.18
0,100M,0.9,0.0272,27.1203,0.746293,0.029292,26.7984,0.715519,0.2
1,100M,0.1,0.00091,46.0651,0.992785,0.009392,35.9301,0.915867,0.06
1,100M,0.2,0.001984,42.3639,0.983257,0.009042,35.776,0.915896,0.08
1,100M,0.3,0.002901,39.8319,0.975383,0.011151,33.985,0.897698,0.09
1,100M,0.4,0.004184,38.3534,0.963055,0.011081,34.1232,0.893405,0.11
1,100M,0.5,0.005427,37.3418,0.949882,0.011197,34.1964,0.887385,0.13
1,100M,0.6,0.007883,34.5335,0.925106,0.01392,32.0642,0.864529,0.14
1,100M,0.7,0.009683,33.971,0.906466,0.013654,32.4786,0.860203,0.16
1,100M,0.8,0.013563,31.6613,0.864921,0.017151,30.6421,0.823665,0.18
1,100M,0.9,0.019657,29.26,0.809046,0.022143,28.743,0.784635,0.19
2,100M,0.1,0.000532,51.3566,0.996243,0.006134,40.7385,0.949401,0.06
2,100M,0.2,0.001185,48.0555,0.992587,0.005805,41.1535,0.962577,0.08
2,100M,0.3,0.001748,45.2609,0.985946,0.00659,39.4984,0.944515,0.09
2,100M,0.4,0.002576,43.7372,0.982233,0.006645,39.6228,0.949511,0.11
2,100M,0.5,0.00446,39.572,0.96125,0.008571,36.7355,0.917014,0.13
2,100M,0.6,0.004825,39.1847,0.957494,0.008922,36.5152,0.911628,0.14
2,100M,0.7,0.007052,36.9897,0.934132,0.010633,35.2066,0.890834,0.15
2,100M,0.8,0.009649,35.5558,0.903395,0.012202,34.5366,0.87013,0.18
2,100M,0.9,0.015447,32.2358,0.853339,0.017009,31.8175,0.83194,0.21
3,100M,0.1,0.00057,49.6629,0.996324,0.006576,39.0449,0.947239,0.06
3,100M,0.2,0.001008,48.8924,0.994643,0.005811,41.2846,0.966854,0.07
3,100M,0.3,0.002011,44.7621,0.98893,0.00668,39.5481,0.958729,0.09
3,100M,0.4,0.002661,41.5073,0.981768,0.006774,37.4497,0.951122,0.11
3,100M,0.5,0.004754,38.3371,0.964469,0.009605,35.2823,0.918182,0.13
3,100M,0.6,0.005814,37.6289,0.957914,0.009497,35.4981,0.921669,0.15
3,100M,0.7,0.008937,34.5176,0.922701,0.012249,33.1484,0.884025,0.17
3,100M,0.8,0.013598,31.6173,0.884085,0.016554,30.763,0.850079,0.18
3,100M,0.9,0.018578,30.0274,0.836893,0.020343,29.6334,0.811308,0.2
4,100M,0.1,0.00133,42.7877,0.99112,0.012417,33.0873,0.908645,0.06
4,100M,0.2,0.002159,42.0454,0.983958,0.010577,35.1434,0.917344,0.08
4,100M,0.3,0.004078,38.8571,0.968913,0.011931,34.1953,0.905664,0.1
4,100M,0.4,0.005586,36.9299,0.954912,0.013035,33.2501,0.881996,0.12
4,100M,0.5,0.006912,35.6003,0.944364,0.014261,32.455,0.871114,0.12
4,100M,0.6,0.00875,34.3942,0.922976,0.015734,31.8459,0.838855,0.14
4,100M,0.7,0.013163,31.7305,0.878804,0.019111,30.1113,0.808262,0.16
4,100M,0.8,0.018954,29.8545,0.812792,0.023219,28.9731,0.75376,0.18
4,100M,0.9,0.027033,27.4007,0.730556,0.0296,27.0067,0.689365,0.2
5,100M,0.1,0.001229,44.7833,0.988847,0.011473,35.0829,0.885059,0.06
5,100M,0.2,0.001985,42.4726,0.983032,0.010809,35.1131,0.904347,0.08
5,100M,0.3,0.003158,39.9345,0.972835,0.012138,34.0876,0.880824,0.09
5,100M,0.4,0.005696,36.5403,0.949307,0.01329,32.8605,0.873626,0.11
5,100M,0.5,0.006964,35.7613,0.934766,0.013788,32.7951,0.855179,0.13
5,100M,0.6,0.008263,34.3435,0.917356,0.015424,31.6329,0.827038,0.13
5,100M,0.7,0.01231,32.1744,0.876851,0.017484,30.6506,0.811629,0.16
5,100M,0.8,0.016631,30.7773,0.831537,0.020631,29.8413,0.774874,0.18
5,100M,0.9,0.023799,28.2867,0.752497,0.026503,27.8193,0.715946,0.19
6,100M,0.1,0.000925,47.8331,0.994472,0.007886,38.5278,0.951646,0.07
6,100M,0.2,0.00163,44.6903,0.990333,0.008873,37.3308,0.945313,0.08
6,100M,0.3,0.003143,40.7853,0.978786,0.010269,35.6443,0.922496,0.1
6,100M,0.4,0.004488,38.9018,0.967204,0.010598,35.17,0.915632,0.12
6,100M,0.5,0.006439,36.267,0.94837,0.013285,33.1216,0.878764,0.12
6,100M,0.6,0.008304,35.0922,0.929731,0.013793,32.8884,0.869647,0.14
6,100M,0.7,0.013495,31.8202,0.874094,0.018627,30.4205,0.811143,0.16
6,100M,0.8,0.017881,30.2473,0.827049,0.021904,29.3659,0.775339,0.18
6,100M,0.9,0.025556,28.002,0.746904,0.028141,27.5836,0.712702,0.19
7,100M,0.1,0.000582,50.2899,0.99681,0.006008,40.1549,0.969311,0.06
7,100M,0.2,0.001957,42.983,0.987833,0.00872,36.495,0.947538,0.08
7,100M,0.3,0.00264,41.67,0.981384,0.008484,36.6007,0.933835,0.1
7,100M,0.4,0.004057,39.2328,0.973179,0.00914,35.7054,0.930663,0.12
7,100M,0.5,0.006126,36.1104,0.955282,0.011771,33.2739,0.903655,0.13
7,100M,0.6,0.008063,34.9029,0.937271,0.012543,32.984,0.891309,0.15
7,100M,0.7,0.008653,34.5527,0.929693,0.013567,32.5993,0.876837,0.15
7,100M,0.8,0.015833,30.7642,0.865144,0.019766,29.8006,0.820822,0.18
7,100M,0.9,0.025708,27.7648,0.788869,0.028308,27.3464,0.761593,0.2
8,100M,0.1,0.000643,50.4078,0.996333,0.006297,40.4955,0.962858,0.06
8,100M,0.2,0.001629,44.5807,0.990258,0.008401,37.456,0.946244,0.08
8,100M,0.3,0.002255,43.651,0.985846,0.007492,38.437,0.952111,0.1
8,100M,0.4,0.004058,39.8642,0.971754,0.008739,36.5321,0.931761,0.12
8,100M,0.5,0.004835,38.4472,0.962878,0.010301,35.1625,0.914468,0.12
8,100M,0.6,0.007177,35.6485,0.941334,0.012233,33.3329,0.889273,0.14
8,100M,0.7,0.011386,33.1087,0.900125,0.01539,31.7998,0.852339,0.17
8,100M,0.8,0.014905,31.8102,0.865733,0.018033,30.9828,0.825449,0.18
8,100M,0.9,0.023979,28.2657,0.784227,0.027325,27.6984,0.741322,0.19
9,100M,0.1,0.001838,41.1036,0.986906,0.018957,30.9686,0.832323,0.06
9,100M,0.2,0.002854,39.8721,0.97953,0.015981,32.3902,0.864928,0.08
9,100M,0.3,0.004804,36.9584,0.961915,0.017436,31.3598,0.832236,0.09
9,100M,0.4,0.008373,34.0373,0.930214,0.019536,30.3576,0.81944,0.11
9,100M,0.5,0.009391,33.3127,0.92194,0.020227,29.9806,0.810531,0.12
9,100M,0.6,0.016074,30.3251,0.865788,0.025614,28.3016,0.761495,0.15
9,100M,0.7,0.019502,29.1019,0.821374,0.028525,27.4504,0.710672,0.16
9,100M,0.8,0.027903,27.0755,0.741315,0.034396,26.1669,0.664304,0.18
9,100M,0.9,0.035872,25.5554,0.637755,0.039948,25.088,0.584256,0.19
10,100M,0.1,0.001071,46.3634,0.99245,0.00954,36.8651,0.925392,0.06
10,100M,0.2,0.00206,42.4692,0.985113,0.010096,35.5672,0.922231,0.08
10,100M,0.3,0.002219,43.2223,0.985423,0.009457,36.9273,0.931595,0.08
10,100M,0.4,0.004523,38.7756,0.962505,0.011222,34.8293,0.899551,0.11
10,100M,0.5,0.006051,37.2679,0.952473,0.012227,34.213,0.896778,0.13
10,100M,0.6,0.008414,35.2906,0.93131,0.013975,33.0869,0.879117,0.14
10,100M,0.7,0.011247,33.3822,0.904145,0.015973,31.8584,0.85258,0.16
10,100M,0.8,0.016966,30.3743,0.838614,0.021046,29.4384,0.795005,0.18
10,100M,0.9,0.021984,29.1708,0.791732,0.024906,28.6287,0.764354,0.19
11,100M,0.1,0.000725,50.1346,0.996246,0.006463,40.6363,0.964767,0.06
11,100M,0.2,0.001425,46.888,0.991128,0.006652,40.1979,0.956558,0.08
11,100M,0.3,0.002735,41.9514,0.982931,0.008508,37.0223,0.940826,0.1
11,100M,0.4,0.00325,40.8072,0.978491,0.008846,36.4579,0.936283,0.11
11,100M,0.5,0.005402,38.3784,0.95879,0.010182,35.6261,0.913565,0.13
11,100M,0.6,0.007397,35.487,0.937576,0.012608,33.1714,0.876432,0.14
11,100M,0.7,0.00966,34.055,0.916385,0.014343,32.3382,0.860447,0.16
11,100M,0.8,0.015064,31.3205,0.860785,0.018926,30.3292,0.810424,0.18
11,100M,0.9,0.024398,28.0341,0.772821,0.026566,27.6643,0.749061,0.2
12,100M,0.1,0.000862,47.1961,0.994195,0.009939,36.578,0.936248,0.06
12,100M,0.2,0.002015,42.4692,0.984992,0.010968,35.1097,0.909264,0.08
12,100M,0.3,0.003151,40.6074,0.977391,0.011028,35.1667,0.915791,0.09
12,100M,0.4,0.004955,38.2844,0.961909,0.012139,34.3927,0.898974,0.11
12,100M,0.5,0.007476,35.1174,0.938106,0.014508,32.2381,0.868529,0.13
12,100M,0.6,0.010548,33.4435,0.909117,0.016539,31.49,0.846075,0.15
12,100M,0.7,0.014078,31.4283,0.871459,0.019709,29.967,0.80573,0.16
12,100M,0.8,0.01803,30.066,0.818203,0.023098,28.9904,0.749525,0.17
12,100M,0.9,0.028381,27.2433,0.720871,0.031076,26.8492,0.686532,0.19
13,100M,0.1,0.000693,47.2737,0.995101,0.008492,36.3924,0.937585,0.06
13,100M,0.2,0.001505,44.4517,0.988506,0.008427,36.9698,0.933298,0.07
13,100M,0.3,0.003369,39.7659,0.972767,0.010158,34.9725,0.910728,0.1
13,100M,0.4,0.003254,39.942,0.972618,0.009379,35.3445,0.912027,0.1
13,100M,0.5,0.005569,36.5798,0.949462,0.01137,33.4799,0.886917,0.13
13,100M,0.6,0.007668,34.7502,0.92802,0.012737,32.5465,0.873484,0.14
13,100M,0.7,0.009529,33.2886,0.909827,0.01415,31.5717,0.856486,0.16
13,100M,0.8,0.015659,30.0314,0.848412,0.018829,29.2307,0.807623,0.18
13,100M,0.9,0.020361,28.6518,0.796665,0.02242,28.2335,0.766224,0.19
14,100M,0.1,0.000926,47.3272,0.994047,0.008645,37.6269,0.944249,0.06
14,100M,0.2,0.001761,44.8238,0.98952,0.007669,38.4334,0.953238,0.08
14,100M,0.3,0.002982,40.4724,0.981293,0.010824,34.8737,0.927021,0.09
14,100M,0.4,0.004443,38.6843,0.97071,0.010126,35.1067,0.929789,0.12
14,100M,0.5,0.005325,37.433,0.962656,0.011104,34.2417,0.915612,0.12
14,100M,0.6,0.009301,33.5345,0.935201,0.014584,31.581,0.891667,0.15
14,100M,0.7,0.012398,31.6522,0.912358,0.018001,30.033,0.868849,0.16
14,100M,0.8,0.017833,30.0321,0.875139,0.02255,29.0128,0.837321,0.18
14,100M,0.9,0.028292,26.7584,0.80249,0.030806,26.3886,0.785525,0.19
15,100M,0.1,0.001212,44.1075,0.990949,0.010331,34.8022,0.914075,0.07
15,100M,0.2,0.002994,40.0306,0.976629,0.011974,34.01,0.899145,0.09
15,100M,0.3,0.00366,38.313,0.969939,0.012159,33.0989,0.890588,0.09
15,100M,0.4,0.004817,37.6307,0.958873,0.012261,33.573,0.884681,0.11
15,100M,0.5,0.008391,34.4458,0.928374,0.014178,32.1678,0.867994,0.14
15,100M,0.6,0.009446,33.1975,0.916393,0.015961,30.9195,0.846018,0.14
15,100M,0.7,0.012484,32.0626,0.889095,0.017732,30.5389,0.830475,0.16
15,100M,0.8,0.016604,30.2585,0.844307,0.021132,29.2111,0.788776,0.17
15,100M,0.9,0.029075,26.49,0.743328,0.031836,26.096,0.709351,0.2
16,100M,0.1,0.00026,54.7812,0.998337,0.006365,40.8895,0.957294,0.05
16,100M,0.2,0.001237,46.7523,0.991165,0.007823,38.7434,0.942784,0.07
16,100M,0.3,0.002636,43.0125,0.980815,0.007949,38.2191,0.938111,0.1
16,100M,0.4,0.004057,40.2208,0.966376,0.009246,36.6433,0.915836,0.12
16,100M,0.5,0.005161,38.762,0.959654,0.00982,35.9679,0.912012,0.13
16,100M,0.6,0.007871,35.4025,0.932217,0.012148,33.518,0.884042,0.15
16,100M,0.7,0.00962,34.6255,0.910787,0.013468,33.1642,0.864538,0.16
16,100M,0.8,0.014554,31.5139,0.865896,0.017718,30.6596,0.821792,0.18
16,100M,0.9,0.021839,29.443,0.800811,0.024183,29.0002,0.772404,0.19
17,100M,0.1,0.00045,54.5097,0.997848,0.003838,45.2045,0.981617,0.07
17,100M,0.2,0.000973,49.6328,0.994413,0.004434,43.0449,0.974275,0.08
17,100M,0.3,0.001176,48.6378,0.994245,0.004704,42.6172,0.974439,0.09
17,100M,0.4,0.002262,45.9257,0.987813,0.005156,42.3481,0.97029,0.12
17,100M,0.5,0.002651,44.5941,0.9846,0.005357,41.5393,0.966897,0.12
17,100M,0.6,0.003665,42.0002,0.977261,0.006531,39.4916,0.955501,0.14
17,100M,0.7,0.005229,39.4471,0.96414,0.007765,37.7302,0.943437,0.16
17,100M,0.8,0.007469,37.1604,0.948725,0.009506,36.1131,0.929033,0.17
17,100M,0.9,0.012773,34.1348,0.918367,0.013681,33.8367,0.911546,0.2
18,100M,0.1,0.000813,46.6382,0.99431,0.011387,35.1769,0.904119,0.06
18,100M,0.2,0.002409,40.1252,0.981152,0.012762,32.8846,0.879067,0.08
18,100M,0.3,0.004169,38.1798,0.967342,0.013397,33.1105,0.88277,0.1
18,100M,0.4,0.006381,36.0908,0.945973,0.014715,32.4624,0.861871,0.11
18,100M,0.5,0.008133,33.7894,0.929685,0.01714,30.5517,0.839205,0.12
18,100M,0.6,0.012187,32.2106,0.889116,0.018809,30.3261,0.817311,0.15
18,100M,0.7,0.015245,30.3886,0.852032,0.022636,28.6718,0.768114,0.16
18,100M,0.8,0.020583,28.7904,0.80136,0.025696,27.8268,0.739653,0.18
18,100M,0.9,0.032365,26.0655,0.691988,0.036458,25.5485,0.645213,0.19
19,100M,0.1,0.001987,41.024,0.983984,0.016229,31.9036,0.850522,0.07
19,100M,0.2,0.003221,38.7028,0.971589,0.017063,31.4622,0.821924,0.08
19,100M,0.3,0.005044,36.8497,0.956011,0.016755,31.6357,0.836575,0.09
19,100M,0.4,0.007608,34.3581,0.931042,0.018875,30.4118,0.810614,0.11
19,100M,0.5,0.010025,32.8675,0.905007,0.021592,29.5354,0.77361,0.12
19,100M,0.6,0.013393,31.4365,0.868497,0.022629,29.1586,0.756636,0.14
19,100M,0.7,0.018423,29.567,0.815728,0.025609,28.1366,0.72474,0.16
19,100M,0.8,0.023983,27.9093,0.749249,0.029017,27.0819,0.682659,0.18
19,100M,0.9,0.030481,26.3672,0.676359,0.034335,25.8502,0.623053,0.19
20,100M,0.1,0.00066,48.0714,0.994934,0.00808,37.1901,0.933498,0.06
20,100M,0.2,0.001337,45.9318,0.991438,0.007279,38.5722,0.949053,0.08
20,100M,0.3,0.002509,42.2895,0.981289,0.008478,37.0012,0.931592,0.1
20,100M,0.4,0.004952,37.1579,0.954527,0.011693,33.4261,0.879781,0.11
20,100M,0.5,0.005323,36.9978,0.953813,0.011218,33.7601,0.888634,0.12
20,100M,0.6,0.00786,34.9912,0.924639,0.012946,32.8241,0.861414,0.14
20,100M,0.7,0.010332,33.4212,0.892697,0.015112,31.7697,0.830474,0.16
20,100M,0.8,0.014367,31.1573,0.84623,0.0176,30.276,0.800307,0.18
20,100M,0.9,0.019972,29.1434,0.766543,0.021992,28.7251,0.736492,0.19
21,100M,0.1,0.000986,46.0396,0.993115,0.009667,36.1274,0.918112,0.06
21,100M,0.2,0.002117,42.4884,0.983396,0.009652,35.9005,0.912035,0.08
21,100M,0.3,0.00316,40.0074,0.972589,0.010867,34.6435,0.894945,0.09
21,100M,0.4,0.00442,38.338,0.961691,0.011399,34.2235,0.890376,0.11
21,100M,0.5,0.005871,37.098,0.947478,0.011623,34.1318,0.884881,0.13
21,100M,0.6,0.007236,36.0501,0.932423,0.012441,33.6966,0.872118,0.14
21,100M,0.7,0.010415,33.9646,0.899849,0.013981,32.6856,0.856876,0.17
21,100M,0.8,0.013893,31.9504,0.861964,0.016705,31.1497,0.82446,0.18
21,100M,0.9,0.017537,30.4806,0.817172,0.020101,29.888,0.783217,0.19
22,100M,0.1,0.000818,47.4783,0.993921,0.008903,37.1085,0.927299,0.19
22,100M,0.2,0.001865,43.8299,0.985852,0.009877,36.5894,0.920385,0.1
22,100M,0.3,0.002747,41.9668,0.981313,0.009971,36.3681,0.924126,0.09
22,100M,0.4,0.004182,39.5973,0.969488,0.01093,35.4254,0.910248,0.11
22,100M,0.5,0.005979,37.3456,0.956184,0.011838,34.3794,0.906425,0.13
22,100M,0.6,0.01053,33.0758,0.921727,0.016779,31.0523,0.865283,0.15
22,100M,0.7,0.011428,33.1367,0.911919,0.016231,31.6129,0.869019,0.16
22,100M,0.8,0.015914,31.5766,0.883898,0.019617,30.668,0.849713,0.19
22,100M,0.9,0.022665,28.4492,0.829621,0.025531,27.9322,0.805138,0.19
23,100M,0.1,0.001015,46.6111,0.992478,0.009471,36.9107,0.920293,0.06
23,100M,0.2,0.001833,43.4762,0.986167,0.009211,36.4643,0.92245,0.08
23,100M,0.3,0.003613,39.7127,0.971822,0.010896,34.9193,0.90329,0.1
23,100M,0.4,0.003889,38.9178,0.966751,0.011047,34.3837,0.891776,0.1
23,100M,0.5,0.005395,38.2751,0.956538,0.010901,35.2203,0.90316,0.13
23,100M,0.6,0.008675,35.1905,0.921712,0.013283,33.3401,0.871045,0.15
23,100M,0.7,0.010248,34.1485,0.902421,0.014769,32.5613,0.845063,0.16
23,100M,0.8,0.015265,31.3228,0.84706,0.018699,30.4415,0.797373,0.18
23,100M,0.9,0.022076,29.1731,0.784954,0.024039,28.8033,0.756941,0.2
24,100M,0.1,0.00056,49.884,0.996458,0.006453,39.266,0.954193,0.06
24,100M,0.2,0.001737,44.7391,0.988874,0.0074,38.4441,0.952632,0.08
