tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,17,0.019147338984500727,0.025926739840018576,31.725041803838295
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,18,0.014939736134371369,0.016150926831515956,35.8360510068886
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,19,0.035381255183472356,0.04011082183775042,27.934768791808846
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,20,0.03806702831396177,0.05215741535355272,25.65367876174274
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,21,0.023244055293967454,0.03051410706679754,30.309986685300643
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,22,0.01801163169374447,0.02598790919702644,31.704573186986117
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,23,0.03364462840212399,0.037665919936982886,28.481028421430565
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,24,0.03461819432623157,0.038367108942495745,28.32081849485825
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,25,0.0369471596242723,0.04106733794977999,27.730068957872582
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,26,0.03364462840212399,0.037665919936982886,28.481028421430565
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,27,0.027304850710670195,0.036285588573677675,28.805316560246116
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,28,0.04313940453610737,0.04716849383719812,26.52695982451869
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,29,0.011685832603396585,0.01361316118908986,37.320820262189415
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,30,0.010110267420331498,0.01135315493044437,38.897668710409434
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,31,0.03232908264725036,0.03629118552896795,28.80397688824614
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,32,0.018152552677791853,0.025824579238303058,31.75933491482846
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,33,0.022138179523712286,0.024615879862812856,32.175692726376056
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,34,0.020942232559012532,0.023316401884353556,32.646769354705874
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,35,0.017976074037045653,0.026000225973144137,31.700457549458193
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,36,0.018001981482360218,0.025929263473307474,31.72419638580177
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,37,0.03357983814717091,0.037829819744164175,28.44331456156322
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,38,0.018971091667055004,0.02115812225809363,33.490457554224754
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,39,0.022732758287191002,0.030093565811787945,30.430526985888854
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,40,0.02181453286110622,0.02969788701420653,30.54548898720125
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,41,0.4359521391372936,0.7310459394234897,2.72110661648614
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,42,0.036240234857439865,0.04079189440664,27.788522504961946
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,43,0.03240248972749705,0.05192841125263424,25.691899288429703
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,44,0.01801163169374447,0.02598790919702644,31.704573186986117
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,45,0.03137773799298049,0.035217547663697134,29.06481777896176
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,46,0.041286196322486736,0.045273862180972374,26.883049110608063
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,47,0.027304850710670195,0.036285588573677675,28.805316560246116
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,48,0.029216851645827376,0.04315065034657618,27.30025308829134
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,49,0.04739749250737498,0.053016945461263246,25.511705949837513
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,0,0.004533351663744887,0.02790336404053254,31.08686869713147
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,1,0.0026902996681965777,0.012182970324485043,38.28493627303837
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,2,0.02084108725446677,0.17462231724785024,15.158005059319557
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,3,0.005005316356260895,0.02810084916082318,31.02561112482534
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,4,0.0017663671885561703,0.003690930061596058,48.657283681026854
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,5,0.009788635662374132,0.03755630756542197,28.506342259316853
