tile,mask_type,ratio,trial,cubic_mae,cubic_rmse,cubic_psnr,cubic_mae_tailexcl,cubic_rmse_tailexcl,cubic_psnr_tailexcl,linear_mae_forcompare,linear_rmse_forcompare
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,17,0.0016471205762232728,0.0022860509722097875,52.81828180687559,0.0016471205762232728,0.0022860509722097875,52.81828180687559,0.016635652678992047,0.017937920971975555
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,18,0.05104810695405611,0.05914567059340035,24.56154079627816,0.05104810695405611,0.05914567059340035,24.56154079627816,0.031404330515196956,0.03576469870401386
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,19,0.0033015249505403787,0.004358691345761014,47.212877676213694,0.0033015249505403787,0.004358691345761014,47.212877676213694,0.0033287186334692515,0.0038763473301059825
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,20,0.02503217490859748,0.029455647167710392,30.616628619464272,0.02503217490859748,0.029455647167710392,30.616628619464272,0.007904098523893496,0.009585462466231478
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,21,0.003776722270106444,0.004676328497112485,46.60189977282031,0.003776722270106444,0.004676328497112485,46.60189977282031,0.0033491721856321027,0.004262065119567198
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,22,0.003380094626250643,0.004404987351118153,47.121106686457395,0.003380094626250643,0.004404987351118153,47.121106686457395,0.012283976205371052,0.013549309664685096
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,23,0.029127340483610032,0.04376390715018397,27.177678240797434,0.029127340483610032,0.04376390715018397,27.177678240797434,0.023081211589962135,0.03973240836798999
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,24,0.020787532632260543,0.032575057295689845,29.742296234837067,0.020787532632260543,0.032575057295689845,29.742296234837067,0.022281865958209204,0.031477655097804716
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,25,0.010488111939178696,0.014884995321224568,36.545025950565716,0.010488111939178696,0.014884995321224568,36.545025950565716,0.018596494760202486,0.02299016030143505
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,26,0.0017786145168581585,0.0022298304416234465,53.034563197036675,0.0017786145168581585,0.0022298304416234465,53.034563197036675,0.0049868310966808705,0.005758317252510942
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,27,0.058694151470091264,0.06997297208254762,23.101393583172797,0.058694151470091264,0.06997297208254762,23.101393583172797,0.03765955722458261,0.04262424759171452
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,28,0.010966377573278025,0.013246558100376666,37.55793902653768,0.010966377573278025,0.013246558100376666,37.55793902653768,0.00650762245450509,0.00870346611441654
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,29,0.001585097617888378,0.0020029877781122273,53.96643401377513,0.001585097617888378,0.0020029877781122273,53.96643401377513,0.004500464327606589,0.005053925459995546
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,30,0.0033015249505403787,0.004358691345761014,47.212877676213694,0.0033015249505403787,0.004358691345761014,47.212877676213694,0.0033287186334692515,0.0038763473301059825
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,31,0.01116985286435062,0.01291032537761967,37.78125624231833,0.01116985286435062,0.01291032537761967,37.78125624231833,0.007307967109607403,0.00849932971846549
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,32,0.010009562018743198,0.011010935986236401,39.16351524385272,0.010009562018743198,0.011010935986236401,39.16351524385272,0.01826139862462496,0.019990153856250525
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,33,0.009870011923240996,0.011930695348349944,38.46668487822603,0.009870011923240996,0.011930695348349944,38.46668487822603,0.00873222925527113,0.01103615280987333
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,34,0.03943360918166198,0.053880020223393194,25.371444998807906,0.03943360918166198,0.053880020223393194,25.371444998807906,0.022031101204337083,0.03635586582484067
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,35,0.003776507287644171,0.005096641113605662,45.85431893453616,0.003776507287644171,0.005096641113605662,45.85431893453616,0.022688488596381555,0.02482569162927185
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,36,0.05174767572357475,0.06030995877037802,24.392219368502825,0.05174767572357475,0.06030995877037802,24.392219368502825,0.03293509316720245,0.03718544837004034
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,37,0.03595671274052894,0.04176713876061907,27.58330549734836,0.03595671274052894,0.04176713876061907,27.58330549734836,0.03412900445080478,0.03888087230425531
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,38,0.0019780542062259074,0.0027025077742732517,51.36466096085758,0.0019780542062259074,0.0027025077742732517,51.36466096085758,0.006132671337975615,0.006675280549404465
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,39,0.008035022163783502,0.010638028368588685,39.46277711748663,0.008035022163783502,0.010638028368588685,39.46277711748663,0.016576564260749143,0.020845287004602694
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,40,0.0013238047262274593,0.0019370421407237958,54.25721862036502,0.0013238047262274593,0.0019370421407237958,54.25721862036502,0.014031605711198292,0.015247492976476354
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,41,0.022911825554666962,0.039546510815257785,28.057836564705,0.022911825554666962,0.039546510815257785,28.057836564705,0.022006901815854584,0.03350756220505014
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,42,0.16244486036342629,0.19613482721216607,14.148905656159375,0.16244486036342629,0.19613482721216607,14.148905656159375,0.027112181757072237,0.037839452169592516
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,43,0.012501160949872046,0.014872201082607506,36.552495024598805,0.012501160949872046,0.014872201082607506,36.552495024598805,0.003627902840652702,0.004573067612567367
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,44,0.004182912211399756,0.005431975570659136,45.30084383770202,0.004182912211399756,0.005431975570659136,45.30084383770202,0.022644148071403608,0.024698970944144007
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,45,0.9131321819969229,1.0591714965353574,-0.49932569825741907,0.9202178509587934,1.0609067194103239,-0.5135440017535721,0.06374928966262057,0.06705085458693456
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,46,0.0027492812507926272,0.0036555303442883675,48.74099213396197,0.0027492812507926272,0.0036555303442883675,48.74099213396197,0.003951378599647205,0.004486026943913777
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,47,0.03766004726506375,0.05199672691128965,25.680479869267295,0.03766004726506375,0.05199672691128965,25.680479869267295,0.022252720720101978,0.037298147339763145
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,48,0.013878423045609035,0.019097649435448494,34.38040166031719,0.013878423045609035,0.019097649435448494,34.38040166031719,0.015687137794994834,0.020347954184544284
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,49,0.020787532632260543,0.032575057295689845,29.742296234837067,0.020787532632260543,0.032575057295689845,29.742296234837067,0.022281865958209204,0.031477655097804716
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,0,0.014524359580229275,0.10807836930950487,19.325224331760925,0.00085043780589275,0.0021629914165473534,53.29890407958171,0.0016290784262674774,0.003710073672435796
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,1,0.0014796144142895826,0.008780401987423707,41.129712012348364,0.0006588976211954563,0.0017859564868771011,54.9625825297711,0.003092911416685382,0.015471152312088732
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,2,0.036051728050967506,0.35279038790922757,9.049665122439857,0.00047843084261433265,0.0009444501115136786,60.49641955561684,0.0011215130548794692,0.002386957993881734
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,3,0.0005039970336423286,0.0011771591741654038,58.5832961672987,0.0004539651695703226,0.00102262912059016,59.80563688754762,0.0011272422935644667,0.002389003067923141
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,4,0.0009897978666989907,0.003237372699621855,49.796145999148116,0.0005823117133647837,0.0012907217551537207,57.7833473967377,0.0034544339176901693,0.015847692846481142
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,5,0.0005457473180263097,0.0011353313413875585,58.89754746129468,0.0005457473180263097,0.0011353313413875585,58.89754746129468,0.001072461995098724,0.0019700617919690896
