tile,mask_type,ratio,trial,mae,rmse,psnr,mae_tailexcl,rmse_tailexcl,psnr_tailexcl,o2a_mae,o2a_n_masked,tail_mae,tail_n_masked,tile_radiance_min,tile_radiance_max
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,13,0.02147417990037623,0.03301884858862299,29.62476150476315,0.02147417990037623,0.03301884858862299,29.62476150476315,0.0815893482295883,7,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,14,0.03848338087645682,0.05122323345306453,25.81066020555937,0.03848338087645682,0.05122323345306453,25.81066020555937,0.019219440685390127,4,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,15,0.021935335947093026,0.03143142531094879,30.052718494414584,0.021935335947093026,0.03143142531094879,30.052718494414584,0.07162205124560536,7,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,16,0.0035601245798112806,0.00452861228520821,46.88069719244554,0.0035601245798112806,0.00452861228520821,46.88069719244554,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,17,0.016635652678992047,0.017937920971975555,34.92455787324205,0.016635652678992047,0.017937920971975555,34.92455787324205,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,18,0.031404330515196956,0.03576469870401386,28.93090858545707,0.031404330515196956,0.03576469870401386,28.93090858545707,0.054524642240596354,7,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,19,0.0033287186334692515,0.0038763473301059825,48.231546320814246,0.0033287186334692515,0.0038763473301059825,48.231546320814246,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,20,0.007904098523893496,0.009585462466231478,40.36773858073197,0.007904098523893496,0.009585462466231478,40.36773858073197,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,21,0.0033491721856321027,0.004262065119567198,47.4075983807862,0.0033491721856321027,0.004262065119567198,47.4075983807862,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,22,0.012283976205371052,0.013549309664685096,37.361656629305024,0.012283976205371052,0.013549309664685096,37.361656629305024,nan,0,nan,0,0.0017520143883302808,0.4716784954071045
