tile,tile_had_nan,trial,mask_type,mask_ratio,n_bands_masked,mae,rmse,psnr_db,n_values_excluded_nan,n_values_total
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,0,scattered,0.2,58,0.0022573363975600296,0.009732474506544268,40.23553450417474,5952,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,1,contiguous,0.2,58,0.007199636582110837,0.008636218336975284,41.273527731237564,0,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,1,scattered,0.2,58,0.0131715329086828,0.0745759316324372,22.548026251024492,6928,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,2,contiguous,0.2,58,0.023058725717454084,0.03441816123899842,29.264246704043337,26216,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,2,scattered,0.2,58,0.0024459453529504824,0.01239402269015162,38.13575426216375,6348,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,3,contiguous,0.2,58,0.004292742382125621,0.005452049951271906,45.268803476914655,26158,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,3,scattered,0.2,58,0.003243024525196636,0.020479000565455943,33.773824840153395,5950,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,4,contiguous,0.2,58,0.006548068775228829,0.009373611617739353,40.561860896339574,22186,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,4,scattered,0.2,58,0.004591483772202379,0.024667743116480956,32.157411657059704,6253,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,5,contiguous,0.2,58,0.01099330450571616,0.012664574264773498,37.94818809941468,24128,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,5,scattered,0.2,58,0.002408793423200726,0.013685305371236125,37.27491014766666,7109,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,6,contiguous,0.2,58,0.008788248186248604,0.012134761009398438,38.319375451035754,21709,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,6,scattered,0.2,58,0.0024000449730302337,0.01026632094941045,39.771703255861,3664,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,7,contiguous,0.2,58,0.019593333466064927,0.036177533353733735,28.831220948187052,14861,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,7,scattered,0.2,58,0.002098193107915164,0.0123309086455549,38.18009839475093,5265,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,8,contiguous,0.2,58,0.019182029741173563,0.03189028342737651,29.926832418277446,21866,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,8,scattered,0.2,58,0.003464853988246679,0.0156746430734963,36.09604679364618,7159,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,9,contiguous,0.2,58,0.005555843870226426,0.008698994676698853,41.21061869840936,21865,534528
PACE_OCI.20250219T235538.L1B.V3_image_156.npy,True,9,scattered,0.2,58,0.0031906361148509475,0.022054071299521763,33.130224514215726,7875,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,0,contiguous,0.2,58,0.10056150067255942,0.16331953293327214,15.739237415146455,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,0,scattered,0.2,58,0.00945275178075014,0.030540448221652132,30.302491867686427,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,1,contiguous,0.2,58,0.045440623043085236,0.051548191591414105,25.75573131979011,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,1,scattered,0.2,58,0.02004351153173698,0.06690598346213542,23.490700823002957,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,2,contiguous,0.2,58,0.18169066612962392,0.21099492096054767,13.514559977018292,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,2,scattered,0.2,58,0.010349945042413069,0.026074229285914175,31.67577039576317,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,3,contiguous,0.2,58,0.01678517081118335,0.024794905568606383,32.112750827603634,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,3,scattered,0.2,58,0.008498110102945695,0.027466868187929813,31.22381713284061,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,4,contiguous,0.2,58,0.057114676785831334,0.06766332814489057,23.39293288904141,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,4,scattered,0.2,58,0.013688208027310906,0.04627208238893683,26.6936191089109,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,5,contiguous,0.2,58,0.07479902914519175,0.08742807272778565,21.166981902645794,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,5,scattered,0.2,58,0.008260497413715593,0.0261946619220837,31.635744046875377,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,6,contiguous,0.2,58,0.05315692618805489,0.06264831328509335,24.06181234522027,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,6,scattered,0.2,58,0.007843732960832099,0.017378042416230276,35.199982941765086,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,7,contiguous,0.2,58,0.14521456540557498,0.18939390826640307,14.452679878231784,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,7,scattered,0.2,58,0.00791857839838504,0.02568518898798548,31.806344689011073,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,8,contiguous,0.2,58,0.09865378676368211,0.15497689472388654,16.194660906516194,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,8,scattered,0.2,58,0.011704066770344556,0.02459083412391774,32.18453479385457,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,9,contiguous,0.2,58,0.04904144430790849,0.06320044632724538,23.98559709360061,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_111.npy,False,9,scattered,0.2,58,0.00807759443117404,0.032270544338984596,29.823874177249788,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,0,contiguous,0.2,58,0.09815057594068907,0.15987741524236845,15.924257632938499,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,0,scattered,0.2,58,0.009537048354390369,0.031240433954145646,30.105658841232845,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,1,contiguous,0.2,58,0.051505263474141215,0.05838981835214643,24.673257516307757,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,1,scattered,0.2,58,0.019863487826900002,0.06636538413380576,23.5611677498952,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,2,contiguous,0.2,58,0.17509977529656962,0.20506987219620196,13.761962784835106,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,2,scattered,0.2,58,0.01038454627048253,0.025537372102284968,31.856475908245997,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,3,contiguous,0.2,58,0.017678202167420373,0.02652783568746789,31.525963622541376,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,3,scattered,0.2,58,0.008460176313183647,0.02675805669769099,31.45090860740806,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,4,contiguous,0.2,58,0.05759322787535445,0.06773864759974715,23.38326956564655,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,4,scattered,0.2,58,0.01347796360776335,0.04583057982913851,26.776892964202084,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,5,contiguous,0.2,58,0.0799327508089337,0.09292451733799849,20.637393720165477,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,5,scattered,0.2,58,0.007871465061575917,0.024769087553338554,32.1217998342493,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,6,contiguous,0.2,58,0.05383014261580559,0.06309915008824414,23.999529808610667,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,6,scattered,0.2,58,0.008029382264836292,0.018277049757796777,34.761878116588406,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,7,contiguous,0.2,58,0.14027697206694234,0.18485457524665552,14.663395918881491,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,7,scattered,0.2,58,0.008034291298069825,0.025526486858823125,31.860179037102636,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,8,contiguous,0.2,58,0.09808202953567435,0.1513659037702099,16.39943883385329,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,8,scattered,0.2,58,0.01156485521875033,0.02392994318869773,32.42116664859575,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,9,contiguous,0.2,58,0.04922905124101155,0.06277627320934695,24.044089405933203,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_113.npy,False,9,scattered,0.2,58,0.007720742808008926,0.030821243802488917,30.222996783047734,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,0,contiguous,0.2,58,0.09837425765248566,0.15844239920554368,16.00257179874045,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,0,scattered,0.2,58,0.00902447295849848,0.025107682021546753,32.00386760294531,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,1,contiguous,0.2,58,0.07204525156969731,0.08179183035282057,21.745801459551053,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,1,scattered,0.2,58,0.03266583095907865,0.12948723991585803,17.755460524653447,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,2,contiguous,0.2,58,0.17945550046780961,0.2061904516896314,13.714628999722988,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,2,scattered,0.2,58,0.010734424401262935,0.02515553704071519,31.98732813140031,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,3,contiguous,0.2,58,0.021670261387574843,0.03306195901786398,29.613428335653275,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,3,scattered,0.2,58,0.00942128246732266,0.034714943675663384,29.189670700828053,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,4,contiguous,0.2,58,0.061326422751716736,0.07172777595101756,22.886252700780453,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,4,scattered,0.2,58,0.012997369924442583,0.04442437118892335,27.04757421524263,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,5,contiguous,0.2,58,0.09626911428383515,0.11217670619277008,19.00194632366778,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,5,scattered,0.2,58,0.007189175106822585,0.022102415881908435,33.111205072145225,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,6,contiguous,0.2,58,0.05325514523117424,0.06241548372034769,24.094153187073335,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,6,scattered,0.2,58,0.009588608853591111,0.025053583217824034,32.02260303231028,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,7,contiguous,0.2,58,0.14775384347619103,0.18794230610818938,14.519508970501263,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,7,scattered,0.2,58,0.008435965862366238,0.026180900662950903,31.64030834270188,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,8,contiguous,0.2,58,0.09137362525102703,0.14961304567268546,16.500610720789307,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,8,scattered,0.2,58,0.011049441785688422,0.022867069411467347,32.81578979923409,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,9,contiguous,0.2,58,0.05203548470649375,0.06573187187041579,23.644479999633155,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_115.npy,True,9,scattered,0.2,58,0.00814040801720701,0.0360283689218632,28.867107976682,5278,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,0,contiguous,0.2,58,0.08577802577754919,0.1527040473331711,16.322989041298747,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,0,scattered,0.2,58,0.007734176418807402,0.026027410556905856,31.691380745988077,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,1,contiguous,0.2,58,0.047115448175695164,0.054580535898992255,25.259244090496274,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,1,scattered,0.2,58,0.028610694860563793,0.12316348362335648,18.190360715447518,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,2,contiguous,0.2,58,0.1570498560398003,0.19094396410648348,14.381881309487394,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,2,scattered,0.2,58,0.00982543703747018,0.030337771562042055,30.360326462977838,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,3,contiguous,0.2,58,0.017654745254414822,0.026872876581202174,31.413716848875673,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,3,scattered,0.2,58,0.009145559615796894,0.03929687119886431,28.112840532013685,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,4,contiguous,0.2,58,0.04988466159412078,0.060550117558112376,24.35770018673899,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,4,scattered,0.2,58,0.013237275841343666,0.0531556647933233,25.48900891918781,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,5,contiguous,0.2,58,0.07403836536004432,0.08766023301307257,21.143947585309654,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,5,scattered,0.2,58,0.008066464515006795,0.031030694161634252,30.16417018139093,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,6,contiguous,0.2,58,0.04240433710537652,0.052385450658851786,25.615786312218884,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,6,scattered,0.2,58,0.007765671987200925,0.020917339492780577,33.58987109693908,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,7,contiguous,0.2,58,0.12500258975071668,0.17350092873854678,15.213963922367457,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,7,scattered,0.2,58,0.007947598561938435,0.03062554213211381,30.278324293918637,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,8,contiguous,0.2,58,0.08198847912724627,0.14458774187647483,16.797370497823884,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,8,scattered,0.2,58,0.010733290592894686,0.031049525347693258,30.15890068942805,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,9,contiguous,0.2,58,0.041778691180095646,0.05497347401370355,25.19693634407327,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_118.npy,False,9,scattered,0.2,58,0.008910717936698457,0.04407348056457747,27.116453021886123,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,0,contiguous,0.2,58,0.11795347066057824,0.20082226852177817,13.943762627362023,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,0,scattered,0.2,58,0.010726609485501118,0.035983629044685016,28.87790078056367,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,1,contiguous,0.2,58,0.06034364380911622,0.06909074874915955,23.211602015227527,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,1,scattered,0.2,58,0.03129673304833782,0.12188211895040366,18.281200081362023,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,2,contiguous,0.2,58,0.21338833123636208,0.2531740809876004,11.931615156366966,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,2,scattered,0.2,58,0.012192424101228087,0.0347702446861609,29.175845061528637,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,3,contiguous,0.2,58,0.021158283987528222,0.031656283464640646,29.990801477118772,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,3,scattered,0.2,58,0.010849277414446794,0.04166084683184012,27.6054381296006,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,4,contiguous,0.2,58,0.0686575604221899,0.08107666978845662,21.822081963813325,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,4,scattered,0.2,58,0.01678389234407788,0.06219817814617685,24.12444672182671,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,5,contiguous,0.2,58,0.08957740760223681,0.10592519776162,19.50001433002775,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,5,scattered,0.2,58,0.009838297105817611,0.034779607734954504,29.173506410729036,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,6,contiguous,0.2,58,0.06094350954759299,0.07228579007585755,22.818941356510255,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,6,scattered,0.2,58,0.009386706816968082,0.02250392376775123,32.95483504033832,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,7,contiguous,0.2,58,0.16857361314030522,0.22819357470534812,12.833931765340962,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,7,scattered,0.2,58,0.009536960442595326,0.03432318997366191,29.288247118344096,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,8,contiguous,0.2,58,0.1164140315060402,0.18981079572644352,14.433581803286515,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,8,scattered,0.2,58,0.01367500181399913,0.033509227194650264,29.496711759002785,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,9,contiguous,0.2,58,0.05798840489463499,0.07383179147208146,22.635131872509582,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_120.npy,False,9,scattered,0.2,58,0.010242205652656503,0.04715021865894452,26.53032577766229,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,0,contiguous,0.2,58,0.08381468261995569,0.1372532916772545,17.249544625699407,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,0,scattered,0.2,58,0.007974690225852349,0.0249977070387818,32.041996519418944,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,1,contiguous,0.2,58,0.04869892537827958,0.05514755892721979,25.16947413152979,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,1,scattered,0.2,58,0.01679920663411617,0.05719185810384691,24.85331586898309,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,2,contiguous,0.2,58,0.14875979331395991,0.1749181787802826,15.14330106214745,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,2,scattered,0.2,58,0.008655078878914126,0.02040081648273404,33.80704901731528,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,3,contiguous,0.2,58,0.015764413163242355,0.023761114354623133,32.48266391126205,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,3,scattered,0.2,58,0.006997009119116885,0.021556653629484033,33.328373128561964,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,4,contiguous,0.2,58,0.05035443695071113,0.059076801294455764,24.571660550808705,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,4,scattered,0.2,58,0.010968378579909415,0.03631178396540836,28.79904828128462,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,5,contiguous,0.2,58,0.07125463807588854,0.08298629425139205,21.619872567538188,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,5,scattered,0.2,58,0.006265860572570542,0.018867201609515064,34.485850195609835,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,6,contiguous,0.2,58,0.04669471549111247,0.05476823812937758,25.229424598257097,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,6,scattered,0.2,58,0.006997603344070349,0.01639904518855948,35.70362874808435,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,7,contiguous,0.2,58,0.11995180749757986,0.15854014067227415,15.997215215880605,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,7,scattered,0.2,58,0.006701279674984581,0.020665028182963185,33.69527996182204,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,8,contiguous,0.2,58,0.08317032149462218,0.1295780306508756,17.749372496450512,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,8,scattered,0.2,58,0.00956804976634023,0.019160169184747975,34.35201320819952,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,9,contiguous,0.2,58,0.042741539162875694,0.05421786191598444,25.317152256836387,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_122.npy,False,9,scattered,0.2,58,0.006143941726518882,0.02415290260878919,32.34061339660894,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,0,contiguous,0.2,58,0.10443356111142477,0.1675933306837787,15.514865359086654,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,0,scattered,0.2,58,0.010349306982836754,0.03416016743844979,29.329600185060777,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,1,contiguous,0.2,58,0.05153362471118043,0.05843463056428291,24.666593946280152,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,1,scattered,0.2,58,0.019534653158791184,0.06231543471935392,24.10808741891055,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,2,contiguous,0.2,58,0.18371309166888095,0.2149438870855918,13.353498030501825,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,2,scattered,0.2,58,0.010720461284909059,0.025434359860778806,31.891583766848626,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,3,contiguous,0.2,58,0.01848244433973763,0.027719840053367497,31.144185599631964,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,3,scattered,0.2,58,0.008559767280422547,0.02584418258860704,31.752743986792783,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,4,contiguous,0.2,58,0.06177775281609431,0.07176914308875336,22.881244782765577,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,4,scattered,0.2,58,0.014071738135040696,0.04716873064278751,26.526916217825228,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,5,contiguous,0.2,58,0.08209642283923985,0.09534850769101569,20.41372199501896,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,5,scattered,0.2,58,0.008407089896196155,0.025014818558100185,32.03605285741168,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,6,contiguous,0.2,58,0.05887529364123485,0.06820397681624049,23.323806037956658,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,6,scattered,0.2,58,0.008352002951003143,0.018830800400622235,34.50262439925683,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,7,contiguous,0.2,58,0.14566798906927,0.19251017967385187,14.31092601305332,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,7,scattered,0.2,58,0.008211950253272853,0.02512496009293474,31.997892387593865,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,8,contiguous,0.2,58,0.10772073252577877,0.15853221096472184,15.997649669180113,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,8,scattered,0.2,58,0.012427203247928167,0.024449068264052732,32.23475373734367,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,9,contiguous,0.2,58,0.05282279186390396,0.06611802623374054,23.59360239075636,0,534528
PACE_OCI.20250220T002538.L1B.V3_image_124.npy,False,9,scattered,0.2,58,0.008077031747109456,0.030362521613883926,30.353243260591146,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,0,contiguous,0.2,58,0.005852433519951937,0.01190922229980424,38.482331960825256,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,0,scattered,0.2,58,0.0008275512226732487,0.0038552761508679396,48.27889016547587,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,1,contiguous,0.2,58,0.011976421383151905,0.013134644030115918,37.63163385588522,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,1,scattered,0.2,58,0.003357647544835747,0.023092785704155384,32.73047349153144,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,2,contiguous,0.2,58,0.006043399324767044,0.01039595756960281,39.662710034218826,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,2,scattered,0.2,58,0.0007939769046621132,0.00353150773303664,49.04079676851133,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,3,contiguous,0.2,58,0.004117631356051155,0.004766192677460286,46.43656809809435,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,3,scattered,0.2,58,0.0011161885235612442,0.006160038809704208,44.20833103337614,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,4,contiguous,0.2,58,0.002472029878118094,0.003786302577115048,48.43569365889373,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,4,scattered,0.2,58,0.0013473312569703092,0.0072505608643434975,42.7925679489437,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,5,contiguous,0.2,58,0.007339350334592724,0.008196999890419911,41.72690141438332,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,5,scattered,0.2,58,0.0007018993734060872,0.0040244782127974,47.90580838787263,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,6,contiguous,0.2,58,0.003525919807665178,0.0058795126847805655,44.61317336650845,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,6,scattered,0.2,58,0.000894104660345949,0.0035370845033499223,49.02709128942629,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,7,contiguous,0.2,58,0.005217846362064697,0.01114850676789951,39.0556659633294,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,7,scattered,0.2,58,0.0005628869044009242,0.0033957276821107297,49.38134289917795,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,8,contiguous,0.2,58,0.006593001271539243,0.011097002065064643,39.0958866629231,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,8,scattered,0.2,58,0.0009937784389430038,0.004655457526406512,46.64075262478303,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,9,contiguous,0.2,58,0.0022115134527065008,0.0033577666873260354,49.478989677521554,0,534528
PACE_OCI.20250320T000644.L1B.V3_image_131.npy,False,9,scattered,0.2,58,0.0009231001452791744,0.006383480666462316,43.89884905239492,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,0,contiguous,0.2,58,0.0017491294430783543,0.003302645535840416,49.62276070957667,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,0,scattered,0.2,58,0.00029158564589115867,0.001020708816157536,59.82196268171387,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,1,contiguous,0.2,58,0.011346820329849003,0.012223134563921092,38.25634814169463,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,1,scattered,0.2,58,0.000684477716791015,0.0035875009961334717,48.90415939336691,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,2,contiguous,0.2,58,0.0018196503223732862,0.0028952862222374524,50.766169926510784,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,2,scattered,0.2,58,0.0003318974298715738,0.0011110061356419607,59.08567085236017,0,534528
PACE_OCI.20250320T002144.L1B.V3_image_093.npy,False,3,contiguous,0.2,58,0.0034706890328568218,0.0038358753477874385,48.32271028575049,0,534528
