tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,0,0.016289807533736766,0.018091512515298773,34.85050246093679
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,1,0.0020917968031943994,0.004468102143723895,46.99753814376693
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,2,0.0016993062381919046,0.0028086639862378963,51.030004287890556
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,3,0.00307334067842355,0.003463274030761215,49.210262872799284
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,4,0.0032358988898315965,0.0036492457549702215,48.75593777006757
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,5,0.002884119713566249,0.004434573726412051,47.06296240802942
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,6,0.016289807533736766,0.018091512515298773,34.85050246093679
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,7,0.0026743343641828076,0.004648079545586638,46.6545289638445
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,8,0.00849377952526989,0.00921334279564706,40.711655399738184
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,9,0.014997731008491336,0.016819540790737355,35.48371731079928
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,10,0.000841080176083377,0.0013117439023951738,57.64301891861357
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,11,0.004000695468744631,0.007068015112243817,43.014050611836645
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,12,0.0024924028196781174,0.004869827681143239,46.2497281204821
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,13,0.0022160919671372057,0.004681195675195384,46.592864097419245
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,14,0.003432950294457692,0.005951029082378021,44.50815854709721
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,15,0.0020460249062127784,0.004573144940074395,46.79570067968136
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,16,0.001344505454091984,0.001994484417723335,54.003387046929475
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,17,0.013615898185284761,0.015048304475375276,36.45024860402116
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,18,0.0025242491911469035,0.004367941879993254,47.1944629800872
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,19,0.002378385083443934,0.0026997181531136427,51.373631464499496
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,20,0.001631541697834251,0.0025977708667340523,51.707983159959824
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,21,0.00443528298768778,0.00508581364432229,45.872791147953635
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,22,0.010346263965772177,0.011122398723124484,39.0760308020698
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,23,0.0026551674298373024,0.005259245666961343,45.58153084380389
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,24,0.0020531512716795704,0.004518056524452405,46.90096680029978
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,25,0.0015942249998143806,0.002597006737731545,51.71053847252111
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,26,0.003902512619154211,0.004425454843858234,47.08084172632368
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,27,0.0029814585602115345,0.004701858083483589,46.5546096670889
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,28,0.0007727795296254277,0.0012243445578758699,58.24192689664817
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,29,0.0028959052621311708,0.0032611451843345875,49.73259732439105
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,30,0.002378385083443934,0.0026997181531136427,51.373631464499496
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,31,0.0074823067532168355,0.008140610616249636,41.78686036088463
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,32,0.015283862612842028,0.01712596112416232,35.32690092318412
PACE_OCI.20241110T000719.L1B.V3_image_173,contiguous,0.2,33,0.0007845541534113952,0.0012687936370029483,57.93218016013594
